pk_model,scenario,analysis_set,n_trials,dev_R_median,dev_R_p05,dev_R_p95,dev_T_median,dev_T_p05,dev_T_p95,armdiff_median,armdiff_p05,armdiff_p95,armdiff_mean,armdiff_abs_gt5_pct,rand_armdiff_abs_max
k2020,Vmax_up_080,auclast,2000,0,0,0,0,0,0,0,-0.854700854700859,0.854700854700859,-0.0128205128205128,0,0.854700854700859
k2020,ka_down_080,auclast,2000,0,0,0,0,0,0,0,-0.854700854700859,0.854700854700859,-0.0137231063955202,0,0.854700854700859
k2020,ke_down_125,auclast,2000,0,0,0,0,0,0,0,-0.854700854700859,0.854700854700859,-0.0128205128205128,0,0.854700854700859
k2020,ke_up_080,auclast,2000,0,0,0,0,0,0,0,-0.854700854700859,0.854700854700859,-0.0128205128205128,0,0.854700854700859
k2016,F097,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.780363427422248,-4.05540636691225,2.30900120925105,-0.090396124291253,-4.6298226917493,4.51462223606713,-0.051773502607278,7.65,0.854700854700859
k2016,F_down_080,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.952151440873244,-4.7010662604722,2.46816675388104,-0.0937597829234882,-5.05973773074144,4.619396145555,-0.205397701353428,9,0.854700854700859
k2016,F_up_125,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.448095593726663,-3.15459603289792,2.20868945868946,0.354898307902452,-3.92920168067227,4.48657437942485,0.329652576237673,4.7,0.854700854700859
k2016,KE110,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.796614388847402,-3.84615384615385,2.15771695783118,-0.0532666466565779,-4.59738440830878,4.4269623707088,-0.0389149214912059,6.6,0.854700854700859
k2016,KE120,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.787001777100791,-3.80791083916084,2.20885870638346,0,-4.43799262279169,4.48424758004197,0.0107102821816505,6.55,0.854700854700859
k2016,S00,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.728018412013739,-3.77729891312234,2.31875385340732,0.0548151726715496,-4.39875378940609,4.59466580488504,0.0809596126580142,6.5,0.854700854700859
k2016,V2_up_080,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.912787320554308,-3.49342814048697,1.63817663817664,-0.0629997144488854,-4.36765077478273,3.97165521213608,-0.129412939251393,4.95,0.854700854700859
k2016,VM125,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-1.16375509633936,-5.08180341089684,2.49473566852065,-0.425306360630231,-5.59810954644578,4.48654906058557,-0.44309437893168,10.7,0.854700854700859
k2016,Vmax_down_125,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.115500115500119,-2.28023828023828,2.11812906767035,0.699957959031799,-3.24217450492584,4.57805864645487,0.679584507055433,4.6,0.854700854700859
k2016,Vmax_up_080,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-1.47020042194093,-5.8220525389643,2.70243290265537,-0.689408935576296,-6.08067842521624,4.64646819316763,-0.694603735962124,12.75,0.854700854700859
k2016,ka_down_080,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-1.62393162393163,-6.29194276385287,2.99145299145299,-0.833509216265654,-6.62650602409639,5.000092171562,-0.856257147238005,17.45,0.854700854700859
k2016,ke_down_125,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.573887690710123,-3.55502887719383,2.40320915981293,0.0977517106549328,-4.06938307969236,4.92062129289852,0.225346115901713,6.85,0.854700854700859
k2016,ke_up_080,i,2000,-0.802853192559073,-3.92628205128205,2.40963480963481,-0.805142569848453,-3.8857582546903,2.04896603020626,0,-4.6070225579259,4.16790339989206,-0.0729848480047845,6.65,0.854700854700859
k2020,F097,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.427350427350426,-2.7800426170427,1.91283359105141,0,-3.38918969380134,3.30579948787547,-0.0208952684991356,1.35,0.854700854700859
k2020,F_down_080,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.641025641025642,-3.20315741432247,1.92307692307692,-0.260697590794678,-3.89474866580509,3.34373351330241,-0.220894494560562,2.05,0.854700854700859
k2020,F_up_125,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.213675213675209,-2.2999222999223,1.86622755430095,0.151433142087345,-3.15315315315316,3.36561355311355,0.173228363949749,0.95,0.854700854700859
k2020,KE110,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.372960372960378,-2.73520869637374,1.85205535205535,0,-3.33333333333334,3.31488144252345,-0.00257809703366263,1.05,0.854700854700859
k2020,KE120,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.427350427350426,-2.75792870308829,1.77879802879803,0,-3.29605803460086,3.28011422637591,-0.0265787912526566,1.3,0.854700854700859
k2020,S00,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.372960372960378,-2.68392044092979,1.97435171266947,0,-3.25477994748377,3.38567612628625,0.0290214926853479,1.55,0.854700854700859
k2020,V2_up_080,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.0371609067261218,-1.68630168630168,1.4996114996115,0.411458740155503,-2.70296239635862,3.28925949524449,0.326447937673691,0.8,0.854700854700859
k2020,VM125,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.704517704517702,-3.57449678204396,2.14874533566123,-0.351548974988642,-4.15904569374919,3.59411098342538,-0.30719276165895,3.25,0.854700854700859
k2020,Vmax_down_125,i,2000,-0.427350427350426,-2.7209284090018,1.83035119951008,-0.026812526812531,-1.75478405566901,1.55264714897743,0.391756089252254,-2.67858210612636,3.30727785700089,0.328501120776862,0.5,0.854700854700859
