pk_model,set,n_light,fail_light_pct,fail_light_lo,fail_light_hi,n_heavy,fail_heavy_pct,fail_heavy_lo,fail_heavy_hi,diff_pp,diff_lo,diff_hi
k2016,i,9948,12.0828307197427,11.456949469021,12.7379843910491,10052,14.7731794667728,14.0929779906378,15.4802951262741,2.69034874703012,1.74594397090788,3.63466855298406
k2016,ii,9948,17.6417370325694,16.9052288471507,18.4032261092558,10052,20.8714683645046,20.0882226937094,21.6769689714467,3.22973133193522,2.13733058370581,4.3211870273131
k2016,iii,9948,37.605548854041,36.658631560585,38.5620347833881,10052,39.9025069637883,38.9492348866442,40.8634937814342,2.29695810974729,0.946553360754742,3.64608672642374
k2016,iv,9948,64.616003216727,63.6709026802117,65.5498200577147,10052,67.0712296060486,66.1461520097486,67.9832643504263,2.45522638932157,1.14077500121765,3.76862747013186
k2020,i,10081,7.42981847038984,6.93393255674773,7.9581355531293,9919,8.91218872870249,8.36727046844771,9.48891987958667,1.48237025831265,0.723387484941979,2.24297637171751
k2020,ii,10081,15.1473068148001,14.4607532100439,15.860412187615,9919,17.0380078636959,16.3109185593804,17.7906185140826,1.89070104889582,0.872281621946634,2.90941525969257
k2020,iii,10081,32.1991865886321,31.2940288592334,33.1179054814807,9919,34.2474039721746,33.3197974842777,35.187207157804,2.04821738354254,0.742653060935109,3.3530317545583
k2020,iv,10081,71.6595575835731,70.7717318335626,72.5308824696143,9919,73.2533521524347,72.3733830244311,74.1153170031137,1.59379456886167,0.355427610616171,2.83121849225559
