comparison,observed,simulated,sim_over_obs
비아시아인 ≈80 kg: 200 mg vs 300 mg (AUClast/mg 비),0.934742647058824,0.731564707996115,0.782637563716591
중국인 ≈59 kg: 600 mg vs 300 mg (AUClast/mg 비),1.33207070707071,1.38097187720404,1.03671064146502
"Cohen 2022 두 arm 평균 vs 모의 (200 mg, 80.6 kg)",297.5,261.578682639237,0.879256076098276
