trial,scenario,endpoint,GMR,CI_lower,CI_upper,pass,n_R,n_T
29,Vmax_down_125,AUClast,1.376161,1.269208,1.492126,FALSE,117,117
29,Vmax_down_125,Cmax,1.115618,1.041778,1.194691,TRUE,117,117
30,S00,AUCinf_A,1.061188,0.9546913,1.179566,TRUE,95,96
30,S00,AUCinf_B,1.068237,0.9722996,1.173641,TRUE,115,116
30,S00,AUCinf_C,1.074814,0.9767872,1.182677,TRUE,117,117
30,S00,AUCinf_true,1.048521,0.9579323,1.147675,TRUE,117,117
30,S00,AUClast,1.07037,0.9727681,1.177764,TRUE,117,117
30,S00,Cmax,1.121994,1.03714,1.213789,TRUE,117,117
30,Vmax_down_125,AUCinf_A,1.227486,1.111227,1.355908,FALSE,95,102
30,Vmax_down_125,AUCinf_B,1.32504,1.204744,1.457348,FALSE,115,117
30,Vmax_down_125,AUCinf_C,1.340122,1.220395,1.471594,FALSE,117,117
30,Vmax_down_125,AUCinf_true,1.308344,1.19572,1.431575,FALSE,117,117
30,Vmax_down_125,AUClast,1.346336,1.225713,1.47883,FALSE,117,117
30,Vmax_down_125,Cmax,1.185384,1.097518,1.280284,FALSE,117,117
31,S00,AUCinf_A,1.139034,1.045842,1.24053,TRUE,85,95
31,S00,AUCinf_B,1.13855,1.051884,1.232357,TRUE,112,114
31,S00,AUCinf_C,1.147869,1.057112,1.246416,TRUE,117,117
31,S00,AUCinf_true,1.13557,1.049358,1.228866,TRUE,117,117
31,S00,AUClast,1.149438,1.058428,1.248273,TRUE,117,117
31,S00,Cmax,1.135545,1.057443,1.219416,TRUE,117,117
31,Vmax_down_125,AUCinf_A,1.328361,1.219964,1.44639,FALSE,85,100
31,Vmax_down_125,AUCinf_B,1.381,1.271522,1.499904,FALSE,112,117
31,Vmax_down_125,AUCinf_C,1.433474,1.320121,1.556559,FALSE,117,117
31,Vmax_down_125,AUCinf_true,1.412592,1.304358,1.529807,FALSE,117,117
31,Vmax_down_125,AUClast,1.443521,1.329223,1.567648,FALSE,117,117
31,Vmax_down_125,Cmax,1.200594,1.120227,1.286727,FALSE,117,117
32,S00,AUCinf_A,1.051525,0.9618539,1.149557,TRUE,89,92
32,S00,AUCinf_B,1.069001,0.9882815,1.156312,TRUE,115,113
32,S00,AUCinf_C,1.052982,0.9663246,1.14741,TRUE,117,117
32,S00,AUCinf_true,1.039642,0.9597563,1.126177,TRUE,117,117
32,S00,AUClast,1.055545,0.9688246,1.150028,TRUE,117,117
32,S00,Cmax,0.9990074,0.9277141,1.075779,TRUE,117,117
32,Vmax_down_125,AUCinf_A,1.234357,1.130467,1.347794,FALSE,89,104
32,Vmax_down_125,AUCinf_B,1.285851,1.185843,1.394293,FALSE,115,117
32,Vmax_down_125,AUCinf_C,1.317877,1.21353,1.431197,FALSE,117,117
32,Vmax_down_125,AUCinf_true,1.299355,1.202014,1.404579,FALSE,117,117
32,Vmax_down_125,AUClast,1.327885,1.222732,1.44208,FALSE,117,117
32,Vmax_down_125,Cmax,1.064504,0.9924465,1.141793,TRUE,117,117
33,S00,AUCinf_A,0.9788672,0.8949309,1.070676,TRUE,91,91
33,S00,AUCinf_B,0.9872239,0.9131899,1.06726,TRUE,117,115
33,S00,AUCinf_C,0.9692759,0.8942839,1.050556,TRUE,117,117
33,S00,AUCinf_true,0.9725016,0.9003542,1.05043,TRUE,117,117
33,S00,AUClast,0.9686077,0.8930033,1.050613,TRUE,117,117
33,S00,Cmax,1.020654,0.9501228,1.096421,TRUE,117,117
33,Vmax_down_125,AUCinf_A,1.207424,1.111365,1.311785,FALSE,91,104
33,Vmax_down_125,AUCinf_B,1.219485,1.128665,1.317614,FALSE,117,117
33,Vmax_down_125,AUCinf_C,1.224349,1.132112,1.3241,FALSE,117,117
33,Vmax_down_125,AUCinf_true,1.219434,1.131071,1.314701,FALSE,117,117
33,Vmax_down_125,AUClast,1.227821,1.134959,1.328281,FALSE,117,117
33,Vmax_down_125,Cmax,1.089094,1.016746,1.166589,TRUE,117,117
34,S00,AUCinf_A,0.9682199,0.8814455,1.063537,TRUE,104,95
34,S00,AUCinf_B,0.9727176,0.8909175,1.062028,TRUE,115,117
34,S00,AUCinf_C,0.9707489,0.8870242,1.062376,TRUE,117,117
34,S00,AUCinf_true,0.9720076,0.8926407,1.058431,TRUE,117,117
34,S00,AUClast,0.9765715,0.8916775,1.069548,TRUE,117,117
34,S00,Cmax,1.032505,0.9627294,1.107337,TRUE,117,117
34,Vmax_down_125,AUCinf_A,1.167418,1.06981,1.273931,FALSE,104,104
34,Vmax_down_125,AUCinf_B,1.205532,1.104798,1.315451,FALSE,115,117
34,Vmax_down_125,AUCinf_C,1.215703,1.113305,1.327519,FALSE,117,117
34,Vmax_down_125,AUCinf_true,1.210126,1.112379,1.316462,FALSE,117,117
34,Vmax_down_125,AUClast,1.225995,1.121798,1.339871,FALSE,117,117
34,Vmax_down_125,Cmax,1.094276,1.022113,1.171532,TRUE,117,117
35,S00,AUCinf_A,1.043056,0.9611575,1.131934,TRUE,97,98
35,S00,AUCinf_B,1.021267,0.9453852,1.103239,TRUE,117,115
35,S00,AUCinf_C,1.002702,0.9250409,1.086882,TRUE,117,117
35,S00,AUCinf_true,1.011358,0.9363706,1.092351,TRUE,117,117
35,S00,AUClast,1.007738,0.9293711,1.092713,TRUE,117,117
35,S00,Cmax,1.05134,0.9781765,1.129976,TRUE,117,117
35,Vmax_down_125,AUCinf_A,1.214341,1.116214,1.321095,FALSE,97,100
35,Vmax_down_125,AUCinf_B,1.243523,1.15063,1.343916,FALSE,117,117
35,Vmax_down_125,AUCinf_C,1.251228,1.157833,1.352157,FALSE,117,117
35,Vmax_down_125,AUCinf_true,1.254264,1.163497,1.352113,FALSE,117,117
35,Vmax_down_125,AUClast,1.259908,1.165419,1.362057,FALSE,117,117
35,Vmax_down_125,Cmax,1.108514,1.033916,1.188493,TRUE,117,117
36,S00,AUCinf_A,0.9810264,0.8977016,1.072085,TRUE,91,95
36,S00,AUCinf_B,0.9996507,0.9245809,1.080816,TRUE,115,113
36,S00,AUCinf_C,1.00147,0.9243818,1.084987,TRUE,117,117
36,S00,AUCinf_true,1.003775,0.9306548,1.08264,TRUE,117,117
36,S00,AUClast,0.9986576,0.921559,1.082206,TRUE,117,117
36,S00,Cmax,0.9977005,0.9279291,1.072718,TRUE,117,117
36,Vmax_down_125,AUCinf_A,1.177921,1.079258,1.285603,FALSE,91,100
36,Vmax_down_125,AUCinf_B,1.235777,1.143111,1.335955,FALSE,115,117
36,Vmax_down_125,AUCinf_C,1.26357,1.1678,1.367192,FALSE,117,117
36,Vmax_down_125,AUCinf_true,1.259614,1.168201,1.358181,FALSE,117,117
36,Vmax_down_125,AUClast,1.26541,1.169342,1.369371,FALSE,117,117
36,Vmax_down_125,Cmax,1.05914,0.9870629,1.13648,TRUE,117,117
37,S00,AUCinf_A,0.9424774,0.8667249,1.024851,TRUE,97,103
37,S00,AUCinf_B,0.9517879,0.8783914,1.031317,TRUE,117,115
37,S00,AUCinf_C,0.9428033,0.8685536,1.0234,TRUE,117,117
37,S00,AUCinf_true,0.9412614,0.8710531,1.017129,TRUE,117,117
37,S00,AUClast,0.9436481,0.8689978,1.024711,TRUE,117,117
37,S00,Cmax,1.007406,0.9399346,1.07972,TRUE,117,117
37,Vmax_down_125,AUCinf_A,1.154304,1.066187,1.249703,TRUE,97,105
37,Vmax_down_125,AUCinf_B,1.175123,1.085799,1.271794,FALSE,117,117
37,Vmax_down_125,AUCinf_C,1.178865,1.088877,1.276289,FALSE,117,117
37,Vmax_down_125,AUCinf_true,1.171846,1.086527,1.263864,FALSE,117,117
37,Vmax_down_125,AUClast,1.186392,1.09529,1.285072,FALSE,117,117
37,Vmax_down_125,Cmax,1.065457,0.9963127,1.139401,TRUE,117,117
38,S00,AUCinf_A,0.9341053,0.8565348,1.018701,TRUE,82,86
38,S00,AUCinf_B,1.018288,0.9369391,1.106699,TRUE,114,114
38,S00,AUCinf_C,1.019976,0.9351939,1.112444,TRUE,117,117
38,S00,AUCinf_true,1.011475,0.9337729,1.095644,TRUE,117,117
38,S00,AUClast,1.012448,0.9280263,1.104549,TRUE,117,117
38,S00,Cmax,1.041204,0.9641327,1.124436,TRUE,117,117
38,Vmax_down_125,AUCinf_A,1.11318,1.023065,1.211233,TRUE,82,97
38,Vmax_down_125,AUCinf_B,1.254989,1.155045,1.363581,FALSE,114,117
38,Vmax_down_125,AUCinf_C,1.282636,1.178268,1.39625,FALSE,117,117
38,Vmax_down_125,AUCinf_true,1.267256,1.171052,1.371363,FALSE,117,117
38,Vmax_down_125,AUClast,1.277964,1.173737,1.391447,FALSE,117,117
38,Vmax_down_125,Cmax,1.110105,1.030512,1.195844,TRUE,117,117
39,S00,AUCinf_A,0.9999181,0.9222241,1.084157,TRUE,92,101
39,S00,AUCinf_B,1.033931,0.9566525,1.117453,TRUE,116,115
39,S00,AUCinf_C,1.039057,0.9576224,1.127416,TRUE,117,117
39,S00,AUCinf_true,1.046178,0.966886,1.131972,TRUE,117,117
39,S00,AUClast,1.031539,0.9505811,1.119393,TRUE,117,117
39,S00,Cmax,1.027896,0.95933,1.101363,TRUE,117,117
39,Vmax_down_125,AUCinf_A,1.189466,1.096124,1.290758,FALSE,92,101
39,Vmax_down_125,AUCinf_B,1.280652,1.18505,1.383966,FALSE,116,117
39,Vmax_down_125,AUCinf_C,1.306051,1.20603,1.414367,FALSE,117,117
39,Vmax_down_125,AUCinf_true,1.310497,1.21228,1.41667,FALSE,117,117
39,Vmax_down_125,AUClast,1.304149,1.204176,1.412422,FALSE,117,117
39,Vmax_down_125,Cmax,1.083964,1.013504,1.159322,TRUE,117,117
40,S00,AUCinf_A,0.985958,0.9093934,1.068969,TRUE,93,93
40,S00,AUCinf_B,0.9860767,0.9133076,1.064644,TRUE,116,113
40,S00,AUCinf_C,0.9574224,0.8824864,1.038721,TRUE,117,117
40,S00,AUCinf_true,0.9677239,0.8951278,1.046208,TRUE,117,117
40,S00,AUClast,0.9554253,0.8808812,1.036278,TRUE,117,117
40,S00,Cmax,0.9688066,0.9004857,1.042311,TRUE,117,117
40,Vmax_down_125,AUCinf_A,1.15608,1.065593,1.254252,FALSE,93,101
40,Vmax_down_125,AUCinf_B,1.203352,1.114245,1.299585,FALSE,116,117
40,Vmax_down_125,AUCinf_C,1.216639,1.126069,1.314493,FALSE,117,117
40,Vmax_down_125,AUCinf_true,1.22551,1.137402,1.320444,FALSE,117,117
40,Vmax_down_125,AUClast,1.221665,1.130701,1.319947,FALSE,117,117
40,Vmax_down_125,Cmax,1.031364,0.9628993,1.104697,TRUE,117,117
41,S00,AUCinf_A,0.9983765,0.9098814,1.095479,TRUE,91,100
41,S00,AUCinf_B,1.016358,0.9367657,1.102713,TRUE,116,115
41,S00,AUCinf_C,1.019281,0.9357367,1.110285,TRUE,117,117
41,S00,AUCinf_true,1.037104,0.9579437,1.122807,TRUE,117,117
41,S00,AUClast,1.018291,0.9345207,1.10957,TRUE,117,117
41,S00,Cmax,0.9622852,0.896314,1.033112,TRUE,117,117
41,Vmax_down_125,AUCinf_A,1.245317,1.134672,1.366752,FALSE,91,98
41,Vmax_down_125,AUCinf_B,1.266627,1.166688,1.375126,FALSE,116,117
41,Vmax_down_125,AUCinf_C,1.287381,1.183419,1.400476,FALSE,117,117
41,Vmax_down_125,AUCinf_true,1.302157,1.204599,1.407617,FALSE,117,117
41,Vmax_down_125,AUClast,1.29034,1.186883,1.402816,FALSE,117,117
41,Vmax_down_125,Cmax,1.023818,0.9562992,1.096104,TRUE,117,117
42,S00,AUCinf_A,0.9627423,0.8869425,1.04502,TRUE,92,97
42,S00,AUCinf_B,0.9502962,0.8786566,1.027777,TRUE,113,116
42,S00,AUCinf_C,0.9717072,0.893412,1.056864,TRUE,117,117
42,S00,AUCinf_true,0.9709818,0.8975206,1.050456,TRUE,117,117
42,S00,AUClast,0.9723331,0.8945423,1.056889,TRUE,117,117
42,S00,Cmax,1.018717,0.9471832,1.095654,TRUE,117,117
42,Vmax_down_125,AUCinf_A,1.150973,1.06432,1.244681,TRUE,92,106
42,Vmax_down_125,AUCinf_B,1.175072,1.087489,1.269708,FALSE,113,117
42,Vmax_down_125,AUCinf_C,1.216187,1.120361,1.320209,FALSE,117,117
42,Vmax_down_125,AUCinf_true,1.205379,1.115048,1.303027,FALSE,117,117
42,Vmax_down_125,AUClast,1.219924,1.124346,1.323626,FALSE,117,117
42,Vmax_down_125,Cmax,1.073854,1.000841,1.152193,TRUE,117,117
43,S00,AUCinf_A,1.037496,0.9589934,1.122425,TRUE,94,88
43,S00,AUCinf_B,0.9603855,0.8891572,1.03732,TRUE,116,115
43,S00,AUCinf_C,0.9593705,0.8851591,1.039804,TRUE,117,117
43,S00,AUCinf_true,0.9581645,0.8882985,1.033526,TRUE,117,117
43,S00,AUClast,0.9573836,0.8832883,1.037695,TRUE,117,117
43,S00,Cmax,0.9934839,0.9241802,1.067985,TRUE,117,117
43,Vmax_down_125,AUCinf_A,1.209894,1.117681,1.309713,FALSE,94,93
43,Vmax_down_125,AUCinf_B,1.18836,1.10158,1.281977,FALSE,116,117
43,Vmax_down_125,AUCinf_C,1.204578,1.114717,1.301683,FALSE,117,117
43,Vmax_down_125,AUCinf_true,1.201349,1.115491,1.293816,FALSE,117,117
43,Vmax_down_125,AUClast,1.21248,1.121872,1.310406,FALSE,117,117
43,Vmax_down_125,Cmax,1.054473,0.9836157,1.130435,TRUE,117,117
44,S00,AUCinf_A,0.9728986,0.8968332,1.055416,TRUE,97,97
44,S00,AUCinf_B,0.9591538,0.8855366,1.038891,TRUE,115,117
44,S00,AUCinf_C,0.9694733,0.8907598,1.055143,TRUE,117,117
44,S00,AUCinf_true,0.9475689,0.8744244,1.026832,TRUE,117,117
44,S00,AUClast,0.9667025,0.8882331,1.052104,TRUE,117,117
44,S00,Cmax,0.947495,0.8806099,1.01946,TRUE,117,117
44,Vmax_down_125,AUCinf_A,1.163278,1.073126,1.261002,FALSE,97,97
44,Vmax_down_125,AUCinf_B,1.204591,1.112278,1.304566,FALSE,115,117
44,Vmax_down_125,AUCinf_C,1.22718,1.130622,1.331983,FALSE,117,117
44,Vmax_down_125,AUCinf_true,1.198299,1.108303,1.295604,FALSE,117,117
44,Vmax_down_125,AUClast,1.232994,1.136788,1.337342,FALSE,117,117
44,Vmax_down_125,Cmax,1.010012,0.942036,1.082893,TRUE,117,117
45,S00,AUCinf_A,1.007338,0.9252694,1.096686,TRUE,92,100
45,S00,AUCinf_B,0.9995479,0.9183653,1.087907,TRUE,115,115
45,S00,AUCinf_C,1.003614,0.9188663,1.096177,TRUE,117,117
45,S00,AUCinf_true,0.9914675,0.9104119,1.07974,TRUE,117,117
45,S00,AUClast,1.003559,0.91867,1.096293,TRUE,117,117
45,S00,Cmax,1.007225,0.9349748,1.085058,TRUE,117,117
45,Vmax_down_125,AUCinf_A,1.200144,1.103615,1.305117,FALSE,92,96
45,Vmax_down_125,AUCinf_B,1.245269,1.143019,1.356666,FALSE,115,117
45,Vmax_down_125,AUCinf_C,1.262949,1.160045,1.374981,FALSE,117,117
45,Vmax_down_125,AUCinf_true,1.243333,1.144237,1.351013,FALSE,117,117
45,Vmax_down_125,AUClast,1.267986,1.164431,1.380751,FALSE,117,117
45,Vmax_down_125,Cmax,1.072174,0.998778,1.150964,TRUE,117,117
46,S00,AUCinf_A,1.030614,0.9455188,1.123367,TRUE,96,96
46,S00,AUCinf_B,0.9972496,0.9217482,1.078936,TRUE,117,116
46,S00,AUCinf_C,0.989412,0.9127887,1.072467,TRUE,117,117
46,S00,AUCinf_true,0.9886311,0.9148089,1.068411,TRUE,117,117
46,S00,AUClast,0.9893391,0.9127719,1.072329,TRUE,117,117
46,S00,Cmax,0.9689442,0.9021826,1.040646,TRUE,117,117
46,Vmax_down_125,AUCinf_A,1.230746,1.132212,1.337855,FALSE,96,105
46,Vmax_down_125,AUCinf_B,1.242961,1.149308,1.344245,FALSE,117,117
46,Vmax_down_125,AUCinf_C,1.241954,1.149157,1.342244,FALSE,117,117
46,Vmax_down_125,AUCinf_true,1.232349,1.142242,1.329563,FALSE,117,117
46,Vmax_down_125,AUClast,1.244702,1.151405,1.345558,FALSE,117,117
46,Vmax_down_125,Cmax,1.030439,0.9619342,1.103823,TRUE,117,117
47,S00,AUCinf_A,0.9259017,0.8546907,1.003046,TRUE,91,98
47,S00,AUCinf_B,0.9787339,0.9019569,1.062046,TRUE,116,115
47,S00,AUCinf_C,0.9833602,0.9047525,1.068798,TRUE,117,117
47,S00,AUCinf_true,0.9686307,0.8957362,1.047457,TRUE,117,117
47,S00,AUClast,0.9776733,0.8991059,1.063106,TRUE,117,117
47,S00,Cmax,1.031748,0.9582349,1.1109,TRUE,117,117
47,Vmax_down_125,AUCinf_A,1.116614,1.031003,1.209335,TRUE,91,105
47,Vmax_down_125,AUCinf_B,1.214698,1.121174,1.316023,FALSE,116,117
47,Vmax_down_125,AUCinf_C,1.232177,1.136403,1.336022,FALSE,117,117
47,Vmax_down_125,AUCinf_true,1.210746,1.12139,1.307223,FALSE,117,117
47,Vmax_down_125,AUClast,1.233947,1.137372,1.338723,FALSE,117,117
47,Vmax_down_125,Cmax,1.095192,1.019688,1.176286,TRUE,117,117
48,S00,AUCinf_A,0.9798424,0.9022392,1.06412,TRUE,90,89
48,S00,AUCinf_B,0.9656282,0.8969947,1.039513,TRUE,116,115
48,S00,AUCinf_C,0.9617739,0.8914822,1.037608,TRUE,117,117
48,S00,AUCinf_true,0.9757804,0.9085075,1.048035,TRUE,117,117
48,S00,AUClast,0.9603488,0.8898878,1.036389,TRUE,117,117
48,S00,Cmax,0.9748679,0.9115145,1.042625,TRUE,117,117
48,Vmax_down_125,AUCinf_A,1.170813,1.080756,1.268375,FALSE,90,108
48,Vmax_down_125,AUCinf_B,1.190254,1.106262,1.280624,FALSE,116,117
48,Vmax_down_125,AUCinf_C,1.208376,1.121384,1.302116,FALSE,117,117
48,Vmax_down_125,AUCinf_true,1.217654,1.134502,1.306901,FALSE,117,117
48,Vmax_down_125,AUClast,1.210668,1.122873,1.305328,FALSE,117,117
48,Vmax_down_125,Cmax,1.03577,0.9711028,1.104743,TRUE,117,117
49,S00,AUCinf_A,0.9566607,0.8865717,1.032291,TRUE,100,93
49,S00,AUCinf_B,0.9414661,0.8727473,1.015596,TRUE,115,116
49,S00,AUCinf_C,0.9342856,0.8594664,1.015618,TRUE,117,117
49,S00,AUCinf_true,0.9457557,0.8736677,1.023792,TRUE,117,117
49,S00,AUClast,0.9364431,0.8613211,1.018117,TRUE,117,117
49,S00,Cmax,0.9693685,0.8982233,1.046149,TRUE,117,117
49,Vmax_down_125,AUCinf_A,1.1325,1.049232,1.222376,TRUE,100,100
49,Vmax_down_125,AUCinf_B,1.172729,1.085154,1.267372,FALSE,115,117
49,Vmax_down_125,AUCinf_C,1.189285,1.101027,1.284618,FALSE,117,117
49,Vmax_down_125,AUCinf_true,1.196708,1.110549,1.289551,FALSE,117,117
49,Vmax_down_125,AUClast,1.19469,1.105876,1.290636,FALSE,117,117
49,Vmax_down_125,Cmax,1.031032,0.9614585,1.10564,TRUE,117,117
50,S00,AUCinf_A,0.8611697,0.7833178,0.9467591,FALSE,94,95
50,S00,AUCinf_B,0.9009445,0.8248842,0.9840181,TRUE,115,115
50,S00,AUCinf_C,0.9056634,0.8274553,0.9912634,TRUE,117,117
50,S00,AUCinf_true,0.9161287,0.8422812,0.9964509,TRUE,117,117
50,S00,AUClast,0.9024147,0.8245692,0.9876093,TRUE,117,117
50,S00,Cmax,0.9935386,0.9212443,1.071506,TRUE,117,117
50,Vmax_down_125,AUCinf_A,1.046624,0.9568371,1.144835,TRUE,94,103
50,Vmax_down_125,AUCinf_B,1.121722,1.029032,1.222761,TRUE,115,117
50,Vmax_down_125,AUCinf_C,1.138422,1.042513,1.243154,TRUE,117,117
50,Vmax_down_125,AUCinf_true,1.145818,1.054972,1.244486,TRUE,117,117
50,Vmax_down_125,AUClast,1.143177,1.046614,1.248648,TRUE,117,117
50,Vmax_down_125,Cmax,1.053118,0.9787358,1.133154,TRUE,117,117
51,S00,AUCinf_A,1.096144,1.004632,1.195992,TRUE,102,88
51,S00,AUCinf_B,1.05401,0.9758242,1.138461,TRUE,116,117
51,S00,AUCinf_C,1.050759,0.971763,1.136177,TRUE,117,117
51,S00,AUCinf_true,1.067411,0.9892492,1.151748,TRUE,117,117
51,S00,AUClast,1.055986,0.9754269,1.143198,TRUE,117,117
51,S00,Cmax,1.008798,0.9424177,1.079853,TRUE,117,117
51,Vmax_down_125,AUCinf_A,1.299482,1.197493,1.410157,FALSE,102,99
51,Vmax_down_125,AUCinf_B,1.318924,1.221351,1.424291,FALSE,116,117
51,Vmax_down_125,AUCinf_C,1.319099,1.222635,1.423173,FALSE,117,117
51,Vmax_down_125,AUCinf_true,1.33356,1.237932,1.436574,FALSE,117,117
51,Vmax_down_125,AUClast,1.327523,1.229415,1.433462,FALSE,117,117
51,Vmax_down_125,Cmax,1.067422,0.9992682,1.140225,TRUE,117,117
52,S00,AUCinf_A,0.9406619,0.8703664,1.016635,TRUE,96,95
52,S00,AUCinf_B,0.9292631,0.8633502,1.000208,TRUE,116,114
52,S00,AUCinf_C,0.9187447,0.8498627,0.9932095,TRUE,117,117
52,S00,AUCinf_true,0.9391786,0.8737571,1.009498,TRUE,117,117
52,S00,AUClast,0.9266934,0.8566778,1.002431,TRUE,117,117
52,S00,Cmax,1.002933,0.9342682,1.076645,TRUE,117,117
52,Vmax_down_125,AUCinf_A,1.12526,1.041882,1.215309,TRUE,96,98
52,Vmax_down_125,AUCinf_B,1.133455,1.053244,1.219774,TRUE,116,117
52,Vmax_down_125,AUCinf_C,1.146584,1.062379,1.237464,TRUE,117,117
52,Vmax_down_125,AUCinf_true,1.167725,1.087654,1.253692,FALSE,117,117
52,Vmax_down_125,AUClast,1.162427,1.076772,1.254897,FALSE,117,117
52,Vmax_down_125,Cmax,1.062223,0.9916056,1.137868,TRUE,117,117
53,S00,AUCinf_A,1.044553,0.9565031,1.140708,TRUE,95,84
53,S00,AUCinf_B,1.00411,0.9227496,1.092645,TRUE,114,113
53,S00,AUCinf_C,0.9754024,0.8906718,1.068193,TRUE,117,117
53,S00,AUCinf_true,0.9865528,0.9064499,1.073734,TRUE,117,117
53,S00,AUClast,0.9767022,0.8918312,1.06965,TRUE,117,117
53,S00,Cmax,1.016208,0.9357838,1.103544,TRUE,117,117
53,Vmax_down_125,AUCinf_A,1.185837,1.09239,1.287277,FALSE,95,102
53,Vmax_down_125,AUCinf_B,1.215763,1.118293,1.321729,FALSE,114,117
53,Vmax_down_125,AUCinf_C,1.243242,1.14203,1.353423,FALSE,117,117
53,Vmax_down_125,AUCinf_true,1.242842,1.146258,1.347563,FALSE,117,117
53,Vmax_down_125,AUClast,1.248892,1.146796,1.360078,FALSE,117,117
53,Vmax_down_125,Cmax,1.084844,1.003751,1.17249,TRUE,117,117
54,S00,AUCinf_A,0.9913646,0.9058355,1.084969,TRUE,95,96
54,S00,AUCinf_B,1.004486,0.9236029,1.092451,TRUE,115,117
54,S00,AUCinf_C,1.004598,0.9230015,1.093407,TRUE,117,117
54,S00,AUCinf_true,1.005708,0.9267219,1.091427,TRUE,117,117
54,S00,AUClast,1.010189,0.9269648,1.100885,TRUE,117,117
54,S00,Cmax,0.9864606,0.9189537,1.058927,TRUE,117,117
54,Vmax_down_125,AUCinf_A,1.235967,1.130538,1.351226,FALSE,95,99
54,Vmax_down_125,AUCinf_B,1.243871,1.144657,1.351684,FALSE,115,117
54,Vmax_down_125,AUCinf_C,1.253719,1.153709,1.362398,FALSE,117,117
54,Vmax_down_125,AUCinf_true,1.252414,1.156508,1.356274,FALSE,117,117
54,Vmax_down_125,AUClast,1.269235,1.167585,1.379734,FALSE,117,117
54,Vmax_down_125,Cmax,1.045533,0.9768945,1.118995,TRUE,117,117
55,S00,AUCinf_A,1.079336,0.9878369,1.17931,TRUE,100,97
55,S00,AUCinf_B,1.062408,0.9800588,1.151676,TRUE,116,115
55,S00,AUCinf_C,1.055971,0.9713053,1.148017,TRUE,117,117
55,S00,AUCinf_true,1.058574,0.9794265,1.144117,TRUE,117,117
55,S00,AUClast,1.051746,0.9668926,1.144046,TRUE,117,117
55,S00,Cmax,1.049464,0.97531,1.129255,TRUE,117,117
55,Vmax_down_125,AUCinf_A,1.303628,1.194141,1.423153,FALSE,100,93
55,Vmax_down_125,AUCinf_B,1.310421,1.208086,1.421425,FALSE,116,117
55,Vmax_down_125,AUCinf_C,1.31562,1.21224,1.427817,FALSE,117,117
55,Vmax_down_125,AUCinf_true,1.320992,1.22322,1.426578,FALSE,117,117
55,Vmax_down_125,AUClast,1.325847,1.220896,1.439819,FALSE,117,117
55,Vmax_down_125,Cmax,1.114151,1.037443,1.196532,TRUE,117,117
56,S00,AUCinf_A,0.9713961,0.8961477,1.052963,TRUE,95,98
56,S00,AUCinf_B,0.9922075,0.9193048,1.070891,TRUE,116,116
56,S00,AUCinf_C,0.9951199,0.9147923,1.082501,TRUE,117,117
56,S00,AUCinf_true,0.985496,0.9093622,1.068004,TRUE,117,117
56,S00,AUClast,0.9909173,0.9107616,1.078128,TRUE,117,117
56,S00,Cmax,0.9937214,0.9246328,1.067972,TRUE,117,117
56,Vmax_down_125,AUCinf_A,1.158297,1.074149,1.249038,TRUE,95,96
56,Vmax_down_125,AUCinf_B,1.224381,1.134357,1.32155,FALSE,116,117
56,Vmax_down_125,AUCinf_C,1.247797,1.151885,1.351696,FALSE,117,117
56,Vmax_down_125,AUCinf_true,1.238738,1.147145,1.337645,FALSE,117,117
56,Vmax_down_125,AUClast,1.251788,1.155412,1.356204,FALSE,117,117
56,Vmax_down_125,Cmax,1.057659,0.9879718,1.132262,TRUE,117,117
57,S00,AUCinf_A,1.052751,0.968932,1.14382,TRUE,93,99
57,S00,AUCinf_B,1.023445,0.9475222,1.105452,TRUE,114,116
57,S00,AUCinf_C,1.035844,0.9558169,1.122571,TRUE,117,117
57,S00,AUCinf_true,1.01447,0.9395133,1.095408,TRUE,117,117
57,S00,AUClast,1.030995,0.9511805,1.117506,TRUE,117,117
57,S00,Cmax,1.010514,0.9428158,1.083073,TRUE,117,117
57,Vmax_down_125,AUCinf_A,1.242411,1.149909,1.342355,FALSE,93,101
57,Vmax_down_125,AUCinf_B,1.274594,1.180175,1.376567,FALSE,114,117
57,Vmax_down_125,AUCinf_C,1.297595,1.200664,1.402352,FALSE,117,117
57,Vmax_down_125,AUCinf_true,1.272668,1.180733,1.371762,FALSE,117,117
57,Vmax_down_125,AUClast,1.302545,1.204953,1.408041,FALSE,117,117
57,Vmax_down_125,Cmax,1.073545,1.004111,1.147779,TRUE,117,117
58,S00,AUCinf_A,1.012527,0.931546,1.100547,TRUE,95,100
58,S00,AUCinf_B,1.027582,0.9515808,1.109654,TRUE,115,117
58,S00,AUCinf_C,1.055035,0.9647902,1.153721,TRUE,117,117
58,S00,AUCinf_true,1.047502,0.9597524,1.143275,TRUE,117,117
58,S00,AUClast,1.049552,0.9598457,1.147642,TRUE,117,117
58,S00,Cmax,1.026529,0.9498684,1.109376,TRUE,117,117
58,Vmax_down_125,AUCinf_A,1.174801,1.080993,1.276751,FALSE,95,99
58,Vmax_down_125,AUCinf_B,1.276088,1.17919,1.380949,FALSE,115,116
58,Vmax_down_125,AUCinf_C,1.314096,1.203885,1.434395,FALSE,117,117
58,Vmax_down_125,AUCinf_true,1.311232,1.202187,1.430169,FALSE,117,117
58,Vmax_down_125,AUClast,1.322401,1.211642,1.443284,FALSE,117,117
58,Vmax_down_125,Cmax,1.087395,1.008278,1.17272,TRUE,117,117
59,S00,AUCinf_A,0.9484405,0.8682678,1.036016,TRUE,98,91
