trial,scenario,endpoint,GMR,CI_lower,CI_upper,pass,n_R,n_T
59,S00,AUCinf_B,0.9487461,0.8757008,1.027884,TRUE,117,113
59,S00,AUCinf_C,0.9278739,0.8532696,1.009001,TRUE,117,117
59,S00,AUCinf_true,0.9246578,0.8536544,1.001567,TRUE,117,117
59,S00,AUClast,0.9269763,0.851746,1.008851,TRUE,117,117
59,S00,Cmax,0.9467839,0.8799199,1.018729,TRUE,117,117
59,Vmax_down_125,AUCinf_A,1.114283,1.020935,1.216165,TRUE,98,104
59,Vmax_down_125,AUCinf_B,1.168825,1.077707,1.267648,FALSE,117,117
59,Vmax_down_125,AUCinf_C,1.174382,1.082261,1.274345,FALSE,117,117
59,Vmax_down_125,AUCinf_true,1.162965,1.075113,1.257996,FALSE,117,117
59,Vmax_down_125,AUClast,1.179958,1.086548,1.281399,FALSE,117,117
59,Vmax_down_125,Cmax,1.003285,0.9350569,1.07649,TRUE,117,117
60,S00,AUCinf_A,1.039999,0.9508196,1.137542,TRUE,95,97
60,S00,AUCinf_B,1.068477,0.9831725,1.161183,TRUE,116,116
60,S00,AUCinf_C,1.066934,0.9769322,1.165228,TRUE,117,117
60,S00,AUCinf_true,1.044998,0.9603372,1.137122,TRUE,117,117
60,S00,AUClast,1.070676,0.9798772,1.169888,TRUE,117,117
60,S00,Cmax,1.006729,0.9324794,1.086891,TRUE,117,117
60,Vmax_down_125,AUCinf_A,1.296712,1.186077,1.417668,FALSE,95,102
60,Vmax_down_125,AUCinf_B,1.325638,1.21841,1.442302,FALSE,116,117
60,Vmax_down_125,AUCinf_C,1.348385,1.238003,1.46861,FALSE,117,117
60,Vmax_down_125,AUCinf_true,1.31249,1.209894,1.423786,FALSE,117,117
60,Vmax_down_125,AUClast,1.350076,1.239913,1.470026,FALSE,117,117
60,Vmax_down_125,Cmax,1.067397,0.9919719,1.148557,TRUE,117,117
61,S00,AUCinf_A,1.021275,0.9431811,1.105835,TRUE,101,82
61,S00,AUCinf_B,0.9857746,0.9115091,1.066091,TRUE,116,117
61,S00,AUCinf_C,0.9624386,0.8881378,1.042955,TRUE,117,117
61,S00,AUCinf_true,0.9638219,0.8939524,1.039152,TRUE,117,117
61,S00,AUClast,0.9677612,0.8932241,1.048518,TRUE,117,117
61,S00,Cmax,0.989142,0.9176573,1.066195,TRUE,117,117
61,Vmax_down_125,AUCinf_A,1.177248,1.090763,1.27059,FALSE,101,102
61,Vmax_down_125,AUCinf_B,1.218263,1.126231,1.317817,FALSE,116,117
61,Vmax_down_125,AUCinf_C,1.215286,1.125737,1.31196,FALSE,117,117
61,Vmax_down_125,AUCinf_true,1.205103,1.120042,1.296623,FALSE,117,117
61,Vmax_down_125,AUClast,1.223499,1.132973,1.321259,FALSE,117,117
61,Vmax_down_125,Cmax,1.046938,0.973666,1.125724,TRUE,117,117
62,S00,AUCinf_A,1.024856,0.9391686,1.118362,TRUE,89,95
62,S00,AUCinf_B,0.9917286,0.9166331,1.072976,TRUE,115,111
62,S00,AUCinf_C,0.9715223,0.8939235,1.055857,TRUE,117,117
62,S00,AUCinf_true,0.9523224,0.8796603,1.030987,TRUE,117,117
62,S00,AUClast,0.9667324,0.8894176,1.050768,TRUE,117,117
62,S00,Cmax,0.9601384,0.8957513,1.029154,TRUE,117,117
62,Vmax_down_125,AUCinf_A,1.212144,1.111547,1.321845,FALSE,89,96
62,Vmax_down_125,AUCinf_B,1.217172,1.126117,1.315588,FALSE,115,116
62,Vmax_down_125,AUCinf_C,1.227291,1.132688,1.329794,FALSE,117,117
62,Vmax_down_125,AUCinf_true,1.198223,1.109305,1.294267,FALSE,117,117
62,Vmax_down_125,AUClast,1.229604,1.134655,1.332498,FALSE,117,117
62,Vmax_down_125,Cmax,1.02486,0.9598501,1.094274,TRUE,117,117
63,S00,AUCinf_A,1.081623,0.9922149,1.179087,TRUE,88,94
63,S00,AUCinf_B,1.052871,0.9765447,1.135162,TRUE,113,117
63,S00,AUCinf_C,1.074064,0.9954804,1.15885,TRUE,117,117
63,S00,AUCinf_true,1.044054,0.9731797,1.12009,TRUE,117,117
63,S00,AUClast,1.073546,0.9950393,1.158247,TRUE,117,117
63,S00,Cmax,1.045157,0.9839047,1.110223,TRUE,117,117
63,Vmax_down_125,AUCinf_A,1.298881,1.197992,1.408267,FALSE,88,104
63,Vmax_down_125,AUCinf_B,1.30929,1.214691,1.411256,FALSE,113,117
63,Vmax_down_125,AUCinf_C,1.341359,1.244656,1.445575,FALSE,117,117
63,Vmax_down_125,AUCinf_true,1.296508,1.209236,1.390078,FALSE,117,117
63,Vmax_down_125,AUClast,1.342475,1.246398,1.445958,FALSE,117,117
63,Vmax_down_125,Cmax,1.101875,1.039135,1.168403,TRUE,117,117
64,S00,AUCinf_A,1.098155,1.012035,1.191602,TRUE,95,98
64,S00,AUCinf_B,1.102119,1.022211,1.188273,TRUE,116,114
64,S00,AUCinf_C,1.088033,1.005735,1.177065,TRUE,117,117
64,S00,AUCinf_true,1.08389,1.005325,1.168594,TRUE,117,117
64,S00,AUClast,1.087843,1.005656,1.176747,TRUE,117,117
64,S00,Cmax,1.087365,1.019902,1.159291,TRUE,117,117
64,Vmax_down_125,AUCinf_A,1.291641,1.19256,1.398953,FALSE,95,96
64,Vmax_down_125,AUCinf_B,1.351981,1.250243,1.461998,FALSE,116,117
64,Vmax_down_125,AUCinf_C,1.345955,1.247674,1.451978,FALSE,117,117
64,Vmax_down_125,AUCinf_true,1.343661,1.247626,1.447088,FALSE,117,117
64,Vmax_down_125,AUClast,1.356998,1.257888,1.463916,FALSE,117,117
64,Vmax_down_125,Cmax,1.146283,1.077297,1.219686,TRUE,117,117
65,S00,AUCinf_A,1.006566,0.9182272,1.103403,TRUE,96,99
65,S00,AUCinf_B,0.985346,0.9046131,1.073284,TRUE,117,117
65,S00,AUCinf_C,0.9758998,0.8950369,1.064068,TRUE,117,117
65,S00,AUCinf_true,0.9792846,0.9004772,1.064989,TRUE,117,117
65,S00,AUClast,0.9736289,0.892337,1.062327,TRUE,117,117
65,S00,Cmax,0.966536,0.9022918,1.035354,TRUE,117,117
65,Vmax_down_125,AUCinf_A,1.139071,1.045193,1.24138,TRUE,96,96
65,Vmax_down_125,AUCinf_B,1.217258,1.117134,1.326355,FALSE,117,117
65,Vmax_down_125,AUCinf_C,1.211188,1.114536,1.316222,FALSE,117,117
65,Vmax_down_125,AUCinf_true,1.216163,1.119813,1.320802,FALSE,117,117
65,Vmax_down_125,AUClast,1.217192,1.118675,1.324386,FALSE,117,117
65,Vmax_down_125,Cmax,1.021162,0.9556087,1.091213,TRUE,117,117
66,S00,AUCinf_A,1.055639,0.9584096,1.162731,TRUE,101,92
66,S00,AUCinf_B,1.049813,0.9623835,1.145185,TRUE,117,116
66,S00,AUCinf_C,1.042065,0.9546777,1.137452,TRUE,117,117
66,S00,AUCinf_true,1.049554,0.9664309,1.139826,TRUE,117,117
66,S00,AUClast,1.046932,0.9576091,1.144586,TRUE,117,117
66,S00,Cmax,0.9798898,0.9106149,1.054435,TRUE,117,117
66,Vmax_down_125,AUCinf_A,1.243949,1.137929,1.359846,FALSE,101,100
66,Vmax_down_125,AUCinf_B,1.2995,1.193208,1.41526,FALSE,117,117
66,Vmax_down_125,AUCinf_C,1.296492,1.190802,1.411563,FALSE,117,117
66,Vmax_down_125,AUCinf_true,1.299605,1.198811,1.408874,FALSE,117,117
66,Vmax_down_125,AUClast,1.303751,1.196503,1.420613,FALSE,117,117
66,Vmax_down_125,Cmax,1.033853,0.9627635,1.110192,TRUE,117,117
67,S00,AUCinf_A,1.021802,0.9437239,1.10634,TRUE,97,96
67,S00,AUCinf_B,0.9796557,0.9082141,1.056717,TRUE,115,117
67,S00,AUCinf_C,0.9941481,0.9166731,1.078171,TRUE,117,117
67,S00,AUCinf_true,0.9801231,0.9066099,1.059597,TRUE,117,117
67,S00,AUClast,0.991525,0.9134435,1.076281,TRUE,117,117
67,S00,Cmax,0.9778192,0.9120172,1.048369,TRUE,117,117
67,Vmax_down_125,AUCinf_A,1.217111,1.128848,1.312275,FALSE,97,97
67,Vmax_down_125,AUCinf_B,1.226289,1.135767,1.324025,FALSE,115,117
67,Vmax_down_125,AUCinf_C,1.249489,1.1546,1.352175,FALSE,117,117
67,Vmax_down_125,AUCinf_true,1.231939,1.14174,1.329264,FALSE,117,117
67,Vmax_down_125,AUClast,1.255517,1.159977,1.358925,FALSE,117,117
67,Vmax_down_125,Cmax,1.038327,0.9708415,1.110504,TRUE,117,117
68,S00,AUCinf_A,1.042876,0.9522776,1.142093,TRUE,98,91
68,S00,AUCinf_B,1.027949,0.9470507,1.115757,TRUE,116,117
68,S00,AUCinf_C,1.023902,0.9416053,1.113392,TRUE,117,117
68,S00,AUCinf_true,1.018506,0.9399562,1.10362,TRUE,117,117
68,S00,AUClast,1.020484,0.9379141,1.110324,TRUE,117,117
68,S00,Cmax,1.02467,0.9536566,1.100971,TRUE,117,117
68,Vmax_down_125,AUCinf_A,1.231611,1.125445,1.347792,FALSE,98,97
68,Vmax_down_125,AUCinf_B,1.282847,1.180434,1.394145,FALSE,116,116
68,Vmax_down_125,AUCinf_C,1.27735,1.174932,1.388696,FALSE,117,117
68,Vmax_down_125,AUCinf_true,1.266526,1.169069,1.372109,FALSE,117,117
68,Vmax_down_125,AUClast,1.280457,1.17843,1.391317,FALSE,117,117
68,Vmax_down_125,Cmax,1.083253,1.010264,1.161515,TRUE,117,117
69,S00,AUCinf_A,0.9753488,0.9006619,1.056229,TRUE,94,97
69,S00,AUCinf_B,0.9611303,0.8902248,1.037683,TRUE,114,113
69,S00,AUCinf_C,0.9656534,0.8920657,1.045311,TRUE,117,117
69,S00,AUCinf_true,0.9539056,0.8851556,1.027995,TRUE,117,117
69,S00,AUClast,0.9642138,0.8908819,1.043582,TRUE,117,117
69,S00,Cmax,1.020369,0.9489822,1.097127,TRUE,117,117
69,Vmax_down_125,AUCinf_A,1.127026,1.042651,1.218229,TRUE,94,106
69,Vmax_down_125,AUCinf_B,1.179169,1.093051,1.272072,FALSE,114,117
69,Vmax_down_125,AUCinf_C,1.209292,1.119344,1.306468,FALSE,117,117
69,Vmax_down_125,AUCinf_true,1.188941,1.104602,1.279719,FALSE,117,117
69,Vmax_down_125,AUClast,1.214481,1.123943,1.312312,FALSE,117,117
69,Vmax_down_125,Cmax,1.084527,1.011192,1.163179,TRUE,117,117
70,S00,AUCinf_A,1.02663,0.9410013,1.120051,TRUE,94,91
70,S00,AUCinf_B,1.018962,0.9364762,1.108713,TRUE,116,113
70,S00,AUCinf_C,0.9977235,0.9145866,1.088418,TRUE,117,117
70,S00,AUCinf_true,0.9797207,0.9015213,1.064703,TRUE,117,117
70,S00,AUClast,0.9946614,0.9116611,1.085218,TRUE,117,117
70,S00,Cmax,0.9794291,0.908451,1.055953,TRUE,117,117
70,Vmax_down_125,AUCinf_A,1.202414,1.105124,1.308268,FALSE,94,98
70,Vmax_down_125,AUCinf_B,1.264859,1.16158,1.377321,FALSE,116,116
70,Vmax_down_125,AUCinf_C,1.248544,1.148185,1.357677,FALSE,117,117
70,Vmax_down_125,AUCinf_true,1.228733,1.132826,1.33276,FALSE,117,117
70,Vmax_down_125,AUClast,1.256988,1.155825,1.367006,FALSE,117,117
70,Vmax_down_125,Cmax,1.044118,0.9724501,1.121069,TRUE,117,117
71,S00,AUCinf_A,1.068348,0.9883367,1.154837,TRUE,98,94
71,S00,AUCinf_B,1.042657,0.9676308,1.123501,TRUE,115,115
71,S00,AUCinf_C,1.035638,0.9567198,1.121067,TRUE,117,117
71,S00,AUCinf_true,1.025952,0.9525335,1.105029,TRUE,117,117
71,S00,AUClast,1.04107,0.9619966,1.126642,TRUE,117,117
71,S00,Cmax,0.9971588,0.9332254,1.065472,TRUE,117,117
71,Vmax_down_125,AUCinf_A,1.228956,1.134579,1.331183,FALSE,98,104
71,Vmax_down_125,AUCinf_B,1.2801,1.187681,1.37971,FALSE,115,117
71,Vmax_down_125,AUCinf_C,1.299734,1.204308,1.40272,FALSE,117,117
71,Vmax_down_125,AUCinf_true,1.275197,1.185757,1.371384,FALSE,117,117
71,Vmax_down_125,AUClast,1.30816,1.212296,1.411605,FALSE,117,117
71,Vmax_down_125,Cmax,1.056616,0.9912749,1.126264,TRUE,117,117
72,S00,AUCinf_A,0.9814751,0.9016781,1.068334,TRUE,94,100
72,S00,AUCinf_B,1.003247,0.9238836,1.089427,TRUE,115,112
72,S00,AUCinf_C,0.9913569,0.9111279,1.07865,TRUE,117,117
72,S00,AUCinf_true,0.9663543,0.8940643,1.044489,TRUE,117,117
72,S00,AUClast,0.9872917,0.907316,1.074317,TRUE,117,117
72,S00,Cmax,1.002262,0.9320961,1.077711,TRUE,117,117
72,Vmax_down_125,AUCinf_A,1.175834,1.087836,1.270951,FALSE,94,99
72,Vmax_down_125,AUCinf_B,1.230678,1.137606,1.331365,FALSE,115,117
72,Vmax_down_125,AUCinf_C,1.243151,1.148121,1.346045,FALSE,117,117
72,Vmax_down_125,AUCinf_true,1.211836,1.12474,1.305676,FALSE,117,117
72,Vmax_down_125,AUClast,1.247598,1.151782,1.351385,FALSE,117,117
72,Vmax_down_125,Cmax,1.067093,0.9964564,1.142737,TRUE,117,117
73,S00,AUCinf_A,1.00938,0.9328708,1.092164,TRUE,91,93
73,S00,AUCinf_B,1.025186,0.9507166,1.105489,TRUE,114,114
73,S00,AUCinf_C,1.037558,0.9573168,1.124526,TRUE,117,117
73,S00,AUCinf_true,1.014377,0.9400002,1.094638,TRUE,117,117
73,S00,AUClast,1.042277,0.96172,1.129583,TRUE,117,117
73,S00,Cmax,1.09011,1.020846,1.164073,TRUE,117,117
73,Vmax_down_125,AUCinf_A,1.164896,1.07828,1.258469,FALSE,91,103
73,Vmax_down_125,AUCinf_B,1.262363,1.170961,1.360899,FALSE,114,116
73,Vmax_down_125,AUCinf_C,1.292715,1.194374,1.399152,FALSE,117,117
73,Vmax_down_125,AUCinf_true,1.25358,1.16173,1.352691,FALSE,117,117
73,Vmax_down_125,AUClast,1.295539,1.196664,1.402585,FALSE,117,117
73,Vmax_down_125,Cmax,1.151924,1.081494,1.22694,TRUE,117,117
74,S00,AUCinf_A,1.048506,0.9594615,1.145814,TRUE,92,88
74,S00,AUCinf_B,1.084368,0.996315,1.180204,TRUE,117,114
74,S00,AUCinf_C,1.074697,0.9852727,1.172238,TRUE,117,117
74,S00,AUCinf_true,1.045631,0.9642313,1.133902,TRUE,117,117
74,S00,AUClast,1.069896,0.9809265,1.166934,TRUE,117,117
74,S00,Cmax,0.9896155,0.9186029,1.066118,TRUE,117,117
74,Vmax_down_125,AUCinf_A,1.269354,1.165205,1.382813,FALSE,92,103
74,Vmax_down_125,AUCinf_B,1.349332,1.242039,1.465893,FALSE,117,117
74,Vmax_down_125,AUCinf_C,1.355204,1.246952,1.472854,FALSE,117,117
74,Vmax_down_125,AUCinf_true,1.317788,1.217689,1.426115,FALSE,117,117
74,Vmax_down_125,AUClast,1.36061,1.251982,1.478662,FALSE,117,117
74,Vmax_down_125,Cmax,1.050746,0.9780257,1.128874,TRUE,117,117
75,S00,AUCinf_A,1.030597,0.9353576,1.135534,TRUE,88,99
75,S00,AUCinf_B,1.04249,0.9522524,1.14128,TRUE,112,117
75,S00,AUCinf_C,1.082219,0.9857374,1.188144,TRUE,117,117
75,S00,AUCinf_true,1.076348,0.9850946,1.176055,TRUE,117,117
75,S00,AUClast,1.075006,0.9794063,1.179937,TRUE,117,117
75,S00,Cmax,1.099165,1.015083,1.190212,TRUE,117,117
75,Vmax_down_125,AUCinf_A,1.223501,1.118838,1.337955,FALSE,88,105
75,Vmax_down_125,AUCinf_B,1.304883,1.194051,1.426001,FALSE,112,117
75,Vmax_down_125,AUCinf_C,1.352944,1.237026,1.479725,FALSE,117,117
75,Vmax_down_125,AUCinf_true,1.345316,1.234117,1.466535,FALSE,117,117
75,Vmax_down_125,AUClast,1.353658,1.237818,1.480338,FALSE,117,117
75,Vmax_down_125,Cmax,1.160422,1.074019,1.253777,FALSE,117,117
76,S00,AUCinf_A,1.009244,0.9308492,1.094241,TRUE,96,97
76,S00,AUCinf_B,0.9963586,0.9224053,1.076241,TRUE,114,114
76,S00,AUCinf_C,1.001038,0.9201337,1.089056,TRUE,117,117
76,S00,AUCinf_true,0.9887319,0.9143317,1.069186,TRUE,117,117
76,S00,AUClast,0.9993641,0.9183288,1.08755,TRUE,117,117
76,S00,Cmax,0.9460392,0.8781882,1.019133,TRUE,117,117
76,Vmax_down_125,AUCinf_A,1.225166,1.13078,1.327431,FALSE,96,96
76,Vmax_down_125,AUCinf_B,1.240837,1.149248,1.339726,FALSE,114,117
76,Vmax_down_125,AUCinf_C,1.274615,1.175719,1.38183,FALSE,117,117
76,Vmax_down_125,AUCinf_true,1.250093,1.158655,1.348747,FALSE,117,117
76,Vmax_down_125,AUClast,1.280247,1.180513,1.388407,FALSE,117,117
76,Vmax_down_125,Cmax,1.007304,0.9377013,1.082074,TRUE,117,117
77,S00,AUCinf_A,1.011919,0.9306972,1.100228,TRUE,98,85
77,S00,AUCinf_B,0.9968403,0.9232973,1.076241,TRUE,117,116
77,S00,AUCinf_C,0.9709011,0.8962465,1.051774,TRUE,117,117
77,S00,AUCinf_true,0.9788005,0.9060799,1.057358,TRUE,117,117
77,S00,AUClast,0.9781135,0.9025821,1.059966,TRUE,117,117
77,S00,Cmax,0.9888626,0.9240154,1.058261,TRUE,117,117
77,Vmax_down_125,AUCinf_A,1.201862,1.1105,1.30074,FALSE,98,103
77,Vmax_down_125,AUCinf_B,1.233538,1.143607,1.33054,FALSE,117,117
77,Vmax_down_125,AUCinf_C,1.23296,1.142983,1.33002,FALSE,117,117
77,Vmax_down_125,AUCinf_true,1.224946,1.137019,1.319671,FALSE,117,117
77,Vmax_down_125,AUClast,1.240387,1.148813,1.339261,FALSE,117,117
77,Vmax_down_125,Cmax,1.050194,0.9832568,1.121688,TRUE,117,117
78,S00,AUCinf_A,0.9517606,0.8751885,1.035032,TRUE,98,97
78,S00,AUCinf_B,0.9520563,0.8782268,1.032092,TRUE,116,117
78,S00,AUCinf_C,0.9545782,0.8783989,1.037364,TRUE,117,117
78,S00,AUCinf_true,0.9635279,0.8928968,1.039746,TRUE,117,117
78,S00,AUClast,0.9578723,0.8813346,1.041057,TRUE,117,117
78,S00,Cmax,0.9804955,0.9137725,1.052091,TRUE,117,117
78,Vmax_down_125,AUCinf_A,1.109183,1.022141,1.203638,TRUE,98,97
78,Vmax_down_125,AUCinf_B,1.196613,1.105147,1.295648,FALSE,116,117
78,Vmax_down_125,AUCinf_C,1.202224,1.108819,1.303497,FALSE,117,117
78,Vmax_down_125,AUCinf_true,1.210353,1.122847,1.304679,FALSE,117,117
78,Vmax_down_125,AUClast,1.215702,1.121086,1.318303,FALSE,117,117
78,Vmax_down_125,Cmax,1.041217,0.972874,1.114361,TRUE,117,117
79,S00,AUCinf_A,0.9859433,0.8966424,1.084138,TRUE,85,90
79,S00,AUCinf_B,0.9691599,0.8905367,1.054725,TRUE,113,116
79,S00,AUCinf_C,0.9816798,0.8977994,1.073397,TRUE,117,117
79,S00,AUCinf_true,0.9677424,0.8885704,1.053969,TRUE,117,117
79,S00,AUClast,0.9772423,0.8946732,1.067432,TRUE,117,117
79,S00,Cmax,0.9578611,0.8907348,1.030046,TRUE,117,117
79,Vmax_down_125,AUCinf_A,1.152963,1.053811,1.261446,FALSE,85,100
79,Vmax_down_125,AUCinf_B,1.196808,1.100239,1.301852,FALSE,113,117
79,Vmax_down_125,AUCinf_C,1.232589,1.130599,1.343781,FALSE,117,117
79,Vmax_down_125,AUCinf_true,1.213786,1.116077,1.320049,FALSE,117,117
79,Vmax_down_125,AUClast,1.238473,1.13723,1.348728,FALSE,117,117
79,Vmax_down_125,Cmax,1.016725,0.948628,1.089711,TRUE,117,117
80,S00,AUCinf_A,1.046052,0.9610128,1.138616,TRUE,86,101
80,S00,AUCinf_B,1.059457,0.982462,1.142485,TRUE,115,115
80,S00,AUCinf_C,1.064149,0.981676,1.15355,TRUE,117,117
80,S00,AUCinf_true,1.068718,0.9909065,1.152639,TRUE,117,117
80,S00,AUClast,1.066757,0.9846487,1.155712,TRUE,117,117
80,S00,Cmax,1.031305,0.9611522,1.106578,TRUE,117,117
80,Vmax_down_125,AUCinf_A,1.249822,1.149908,1.358418,FALSE,86,104
80,Vmax_down_125,AUCinf_B,1.305798,1.210234,1.408909,FALSE,115,117
80,Vmax_down_125,AUCinf_C,1.335919,1.235753,1.444204,FALSE,117,117
80,Vmax_down_125,AUCinf_true,1.33321,1.238093,1.435634,FALSE,117,117
80,Vmax_down_125,AUClast,1.337487,1.237385,1.445686,FALSE,117,117
80,Vmax_down_125,Cmax,1.090218,1.018841,1.166596,TRUE,117,117
81,S00,AUCinf_A,1.019201,0.9375867,1.107921,TRUE,95,97
81,S00,AUCinf_B,0.9795255,0.9069296,1.057932,TRUE,117,115
81,S00,AUCinf_C,0.9698765,0.8962375,1.049566,TRUE,117,117
81,S00,AUCinf_true,0.9671879,0.8976236,1.042143,TRUE,117,117
81,S00,AUClast,0.9677845,0.8944108,1.047177,TRUE,117,117
81,S00,Cmax,0.9174136,0.8574065,0.9816204,TRUE,117,117
81,Vmax_down_125,AUCinf_A,1.175881,1.084664,1.274768,FALSE,95,102
81,Vmax_down_125,AUCinf_B,1.221765,1.130126,1.320836,FALSE,117,117
81,Vmax_down_125,AUCinf_C,1.22439,1.134222,1.321726,FALSE,117,117
81,Vmax_down_125,AUCinf_true,1.215384,1.12815,1.309363,FALSE,117,117
81,Vmax_down_125,AUClast,1.223928,1.133447,1.321631,FALSE,117,117
81,Vmax_down_125,Cmax,0.9737956,0.9118675,1.039929,TRUE,117,117
82,S00,AUCinf_A,0.9627565,0.8830912,1.049608,TRUE,93,95
82,S00,AUCinf_B,0.9535493,0.8799646,1.033287,TRUE,117,117
82,S00,AUCinf_C,0.9543433,0.8804399,1.03445,TRUE,117,117
82,S00,AUCinf_true,0.9462269,0.8764449,1.021565,TRUE,117,117
82,S00,AUClast,0.9494423,0.8750859,1.030117,TRUE,117,117
82,S00,Cmax,0.9881832,0.9154759,1.066665,TRUE,117,117
82,Vmax_down_125,AUCinf_A,1.150321,1.05689,1.252012,FALSE,93,101
82,Vmax_down_125,AUCinf_B,1.177004,1.087079,1.274367,FALSE,117,117
82,Vmax_down_125,AUCinf_C,1.189227,1.0988,1.287095,FALSE,117,117
82,Vmax_down_125,AUCinf_true,1.176484,1.091184,1.268452,FALSE,117,117
82,Vmax_down_125,AUClast,1.188211,1.097622,1.286277,FALSE,117,117
82,Vmax_down_125,Cmax,1.046309,0.9716649,1.126688,TRUE,117,117
83,S00,AUCinf_A,1.156859,1.057661,1.265362,FALSE,87,88
83,S00,AUCinf_B,1.138069,1.051189,1.232128,TRUE,113,115
83,S00,AUCinf_C,1.140312,1.05135,1.2368,TRUE,117,117
83,S00,AUCinf_true,1.143338,1.056506,1.237307,TRUE,117,117
83,S00,AUClast,1.142981,1.052048,1.241775,TRUE,117,117
83,S00,Cmax,1.109963,1.037044,1.188008,TRUE,117,117
83,Vmax_down_125,AUCinf_A,1.329106,1.223976,1.443265,FALSE,87,101
83,Vmax_down_125,AUCinf_B,1.392246,1.285946,1.507334,FALSE,113,117
83,Vmax_down_125,AUCinf_C,1.417586,1.309505,1.534588,FALSE,117,117
83,Vmax_down_125,AUCinf_true,1.41388,1.308193,1.528106,FALSE,117,117
83,Vmax_down_125,AUClast,1.425995,1.315722,1.545509,FALSE,117,117
83,Vmax_down_125,Cmax,1.168738,1.094268,1.248277,TRUE,117,117
84,S00,AUCinf_A,0.94271,0.8587646,1.034861,TRUE,85,92
84,S00,AUCinf_B,0.95036,0.8768079,1.030082,TRUE,115,117
84,S00,AUCinf_C,0.9591129,0.8832843,1.041451,TRUE,117,117
84,S00,AUCinf_true,0.9651294,0.8918742,1.044402,TRUE,117,117
84,S00,AUClast,0.9570938,0.8804708,1.040385,TRUE,117,117
84,S00,Cmax,0.9632763,0.895447,1.036244,TRUE,117,117
84,Vmax_down_125,AUCinf_A,1.177459,1.078272,1.28577,FALSE,85,105
84,Vmax_down_125,AUCinf_B,1.181593,1.091375,1.279268,FALSE,115,117
84,Vmax_down_125,AUCinf_C,1.207776,1.114596,1.308746,FALSE,117,117
84,Vmax_down_125,AUCinf_true,1.208431,1.118715,1.305341,FALSE,117,117
84,Vmax_down_125,AUClast,1.208968,1.115424,1.310357,FALSE,117,117
84,Vmax_down_125,Cmax,1.020221,0.9507332,1.094787,TRUE,117,117
85,S00,AUCinf_A,1.009672,0.9325681,1.093152,TRUE,99,91
85,S00,AUCinf_B,0.9916183,0.9153742,1.074213,TRUE,116,113
85,S00,AUCinf_C,0.9648963,0.8872584,1.049328,TRUE,117,117
85,S00,AUCinf_true,0.9706052,0.8960247,1.051393,TRUE,117,117
85,S00,AUClast,0.9655626,0.8882561,1.049597,TRUE,117,117
85,S00,Cmax,1.039148,0.9672703,1.116367,TRUE,117,117
85,Vmax_down_125,AUCinf_A,1.1577,1.066034,1.257249,FALSE,99,100
85,Vmax_down_125,AUCinf_B,1.199154,1.105359,1.300908,FALSE,116,117
85,Vmax_down_125,AUCinf_C,1.21975,1.125155,1.322298,FALSE,117,117
85,Vmax_down_125,AUCinf_true,1.217424,1.126758,1.315386,FALSE,117,117
85,Vmax_down_125,AUClast,1.221705,1.127571,1.323698,FALSE,117,117
85,Vmax_down_125,Cmax,1.101834,1.028511,1.180384,TRUE,117,117
86,S00,AUCinf_A,0.9134705,0.8417273,0.9913286,TRUE,93,99
86,S00,AUCinf_B,0.9041453,0.8368049,0.9769048,TRUE,114,117
86,S00,AUCinf_C,0.9203276,0.85044,0.9959583,TRUE,117,117
86,S00,AUCinf_true,0.9336598,0.8658406,1.006791,TRUE,117,117
86,S00,AUClast,0.9158429,0.8460805,0.9913576,TRUE,117,117
86,S00,Cmax,0.9510744,0.8869655,1.019817,TRUE,117,117
86,Vmax_down_125,AUCinf_A,1.087707,0.999727,1.183429,TRUE,93,100
86,Vmax_down_125,AUCinf_B,1.145813,1.058841,1.239928,TRUE,114,117
86,Vmax_down_125,AUCinf_C,1.156512,1.069956,1.250071,FALSE,117,117
86,Vmax_down_125,AUCinf_true,1.167413,1.083538,1.25778,FALSE,117,117
86,Vmax_down_125,AUClast,1.156606,1.070355,1.249806,TRUE,117,117
86,Vmax_down_125,Cmax,1.004169,0.9383805,1.07457,TRUE,117,117
87,S00,AUCinf_A,1.08466,0.9967577,1.180313,TRUE,92,97
87,S00,AUCinf_B,1.084731,1.003572,1.172455,TRUE,116,115
87,S00,AUCinf_C,1.072379,0.9888048,1.163017,TRUE,117,117
87,S00,AUCinf_true,1.064841,0.988411,1.147181,TRUE,117,117
87,S00,AUClast,1.070194,0.986511,1.160976,TRUE,117,117
87,S00,Cmax,1.012499,0.9418635,1.088431,TRUE,117,117
87,Vmax_down_125,AUCinf_A,1.338229,1.23124,1.454516,FALSE,92,102
87,Vmax_down_125,AUCinf_B,1.336506,1.235156,1.446172,FALSE,116,117
87,Vmax_down_125,AUCinf_C,1.352573,1.249291,1.464394,FALSE,117,117
87,Vmax_down_125,AUCinf_true,1.333967,1.239711,1.435388,FALSE,117,117
87,Vmax_down_125,AUClast,1.354937,1.252084,1.466239,FALSE,117,117
87,Vmax_down_125,Cmax,1.070356,0.9976343,1.148378,TRUE,117,117
88,S00,AUCinf_A,1.036723,0.9431174,1.13962,TRUE,98,90
88,S00,AUCinf_B,1.021133,0.9410273,1.108058,TRUE,116,115
88,S00,AUCinf_C,1.01603,0.934639,1.104508,TRUE,117,117
88,S00,AUCinf_true,1.020044,0.9420993,1.104438,TRUE,117,117
