scenario,n_trials,last_pass_inf_fail,last_pass_inf_fail_lo,last_pass_inf_fail_hi,true_ratio,true_inside,classification
KE120,5000,7.3,6.61126429744546,8.05429744866242,0.904609074222584,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
F110,20000,4.605,4.32313826754724,4.9042966859865,1.16503147777823,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
F090,5000,4.06,3.54729345989626,4.64324299481559,0.843405312330572,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
KE110,5000,2.36,1.97438914987378,2.81875749145126,0.950246254696442,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
F097,5000,2.1,1.73779411325143,2.53575173308504,0.953046300823498,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
VM125,5000,1.8,1.46677595880245,2.20723050870105,0.865915949614798,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
S00,20000,0.525,0.433906591874349,0.635095375877203,1.00120398300937,TRUE,AUCinf 위음성(참값 비가 80–125% 안)
F085,5000,0.12,0.0550083167759156,0.261577629262983,0.767193547976117,FALSE,참값 비 범위 밖: 소비자 위험 표 참조
VM150,20000,0.005,0.000882628227297485,0.028319057022604,0.757501318389217,FALSE,참값 비 범위 밖: 소비자 위험 표 참조
