scenario,true_ratio,n_trials,i_last_cmax,i_lo,i_hi,ii_plus_inf_rel,ii_lo,ii_hi,iii_plus_inf_all,iii_lo,iii_hi,cost_ii_pp,cost_ii_lo,cost_ii_hi,cost_iii_pp,cost_iii_lo,cost_iii_hi
S00,1.00120398300937,20000,99.515,99.4087494525631,99.6022332168009,98.99,98.8417099975963,99.1194743096266,99.5,99.3922895629123,99.5886988675334,0.525,0.424843168632924,0.625156831367076,0.015,-0.00197293725818501,0.031972937258185
KE110,0.950246254696442,5000,96.46,95.9110898174771,96.9375753177882,94.1,93.412411487236,94.71987720121,96.12,95.5483430136584,96.6208441589296,2.36,1.9391993427217,2.7808006572783,0.34,0.1786360848411,0.5013639151589
F097,0.953046300823498,5000,96.82,96.2965545369848,97.2715578528801,94.76,94.1072709925061,95.3440043293723,96.66,96.1250483670754,97.1233096874119,2.06,1.66625034826689,2.45374965173311,0.16,0.0492053473850437,0.270794652614956
