scenario,schedule,arm,n,tlast_median,tlast_p05,tlast_p95,quant_at_last_pct,lambda_ok_pct,adj_r2_ge080_pct,reliable_pct,n_lambda_median,n_lambda_eq3_pct,extrap_median,extrap_p95,extrap_gt20_pct,extrap_true_median,extrap_true_p95,coverage_lt80_pct,err_tlast_median,err_tlast_sd,err_inf_sd,err_inf_median,AUClast_geo,AUClast_logcv,AUClast_mean,Cmax_geo,Cmax_logcv,Cmax_mean,AUCinf_geo,AUCinf_true_geo,trial
KE110,B0,R,117,40.6180215590717,27.172977319224,55.9190105877847,,99.6205128205128,90.5470085470085,90.2820512820513,3.78,46.6249752451709,2.22199309616575,9.4521656061148,0.523380651104947,0.522098853369331,2.69612060943059,0,-0.0246795651290905,0.0914755171929694,0.0919563278601625,-0.0333565939272858,622.311907476562,38.4793869491708,665.621957821328,37.473305400389,32.5259014895432,39.3251378186723,651.97149262171,646.181245851845,250.5
KE110,B0,T,117,37.7684924543966,26.3697559331026,55.0811143991157,,99.608547008547,90.9777777777778,90.7111111111111,3.728,47.3464462640475,2.25535256782485,9.3666239537646,0.477241028608503,0.539638189610121,2.74187463015368,0,-0.0243525410599105,0.0924731922433097,0.0929822547639854,-0.0328500672509694,587.520516611519,38.541624875144,628.608706457919,36.7511510934031,32.6357821429361,38.5816582494263,616.56690607402,609.962695206857,250.5
KE110,Bminus,R,117,40.4110802672459,27.1572303482156,55.8831275752395,,99.5931623931624,90.9504273504274,90.3452991452992,3.756,46.835352094533,3.18581355880842,12.49586328069,1.05044741461928,0.871606491719506,3.83291609031314,0,-0.0252590680377212,0.0918850245559305,0.0924594026889584,-0.0379993945922543,619.310929422692,38.0662298018516,661.524173567796,37.473305400389,32.5259014895432,39.3251378186723,656.727743259824,646.181245851845,250.5
KE110,Bminus,T,117,37.6483783270381,26.3657266690271,54.3473554155108,,99.591452991453,91.2307692307692,90.6478632478632,3.727,47.352919437717,3.05863996559867,11.9364883439002,0.957751947238257,0.827840006229268,3.69308957980255,0,-0.0246654762869636,0.0928146159940765,0.0933457943774494,-0.0371000932520596,585.200552534674,38.156649606853,625.311663057387,36.7511510934031,32.6357821429361,38.5816582494263,620.107653665237,609.962695206857,250.5
KE110,D1,R,117,41.5152450722335,27.1811313397007,55.9190105877847,,99.6478632478632,92.0974358974359,91.8854700854701,3.836,45.2963916220028,1.12372513082134,7.95299450960232,0.437272025255928,0.228254937459977,2.53579867176259,0,-0.0234236163664726,0.0907655492811368,0.0913372898405982,-0.0292571049128378,624.81536889307,38.5021295782494,668.262912871889,37.4734667858779,32.5249830509867,39.3252237698322,648.587065670075,646.181245851845,250.5
KE110,D1,T,117,39.6526012872336,26.4000576110028,55.0811143991157,,99.6376068376068,92.0632478632479,91.8273504273504,3.816,45.7985280908803,1.13692347586925,8.07570122523875,0.423923314995674,0.226608026077479,2.61015816064159,0,-0.0231382556327681,0.091870414458947,0.0924737089930979,-0.0292252957491222,589.771225987244,38.6055333036489,631.074325678764,36.7511580205538,32.6357666973251,38.581663461981,612.979736428323,609.962695206857,250.5
KE110,D2,R,117,41.5886388466088,27.1840636498101,55.9327047882959,,99.6529914529915,91.7589743589744,91.565811965812,3.852,45.1661316710066,0.943308920565634,7.80388852616388,0.42524701212147,0.181407167906226,2.53046147703069,0,-0.0231980558492131,0.0907269976352902,0.0913295932462827,-0.0285706882671405,625.182899373693,38.5488799226892,668.762881989061,37.4734667858779,32.5249830509867,39.3252237698322,646.754656167539,646.181245851845,250.5
KE110,D2,T,117,39.7624421612266,26.4112984585065,55.3792101647684,,99.6393162393163,91.7692307692308,91.5435897435898,3.828,45.639475444464,0.980175551840843,7.96621828923346,0.40501648635871,0.185435914215891,2.6016524689603,0,-0.0229775392607188,0.091829969159874,0.0924662084943391,-0.0286906800260461,590.077772355636,38.6458137143676,631.496009902773,36.7511580205538,32.6357666973251,38.581663461981,611.605411796852,609.962695206857,250.5
KE110,D3,R,117,41.5886388466088,28.456056562442,55.9327047882959,,99.8700854700855,93.2017094017094,93.1008547008547,3.916,43.7015212906367,0.782965069690467,5.26563831594211,0.270410179525622,0.160597046749793,1.45810926193459,0,-0.0214638174870849,0.0892872809821177,0.0897032430642116,-0.0254273216009494,627.157698247228,38.3079749755122,670.345265670958,37.4742336950224,32.5216880874543,39.3257130861784,642.108734110768,646.181245851845,250.5
KE110,D3,T,117,39.7624421612266,27.0060533606503,55.3792101647684,,99.8153846153846,93.4239316239316,93.2940170940171,3.931,44.1349244203809,0.789331387568057,5.21221838497679,0.263778879790874,0.158851555901936,1.45881087468133,0,-0.0215946075612175,0.0904998675224131,0.0909426369013105,-0.0254537275307584,592.093067510327,38.4325199727162,633.19435916933,36.751826139488,32.632587431827,38.5820928079482,607.12441866552,609.962695206857,250.5
