schedule,scenario,n_trials,width_rel_decrease,width_rel_decrease_lo,width_rel_decrease_hi,pass_change_pp,pass_discordant,pass_change_lo,pass_change_hi
D2,F090,500,-0.00228213287943232,-0.00249280347700248,-0.00207146228186215,-0.4,2,-0.953805778693159,0.153805778693158
D2,KE110,500,-0.00239083451058544,-0.00260200595240569,-0.0021796630687652,-0.2,1,-0.591992796908011,0.191992796908011
D2,S00,500,-0.00266636294057318,-0.002880120187607,-0.00245260569353936,0,0,0,0
