scenario,schedule,endpoint,n_trials,pass_rate,GMR_mean,GMR_sd,logGMR_sd,width_mean_pp,width_p95_pp,n_R_mean,n_T_mean
KE110,B0,Cmax,500,99.8,0.981544469942982,0.0401763016480402,0.0408693566658428,13.4877358571926,15.0717711657857,117,117
KE110,B0,AUClast,500,96.2,0.945126591438131,0.0447564070034951,0.047395365753889,15.2038778754068,17.0217930960998,117,117
KE110,B0,AUCinf_all,500,96.4,0.945083467318881,0.0439304879610809,0.0464884080872014,14.9134228770322,16.689483948794,116.556,116.542
KE110,B0,AUCinf_reliable,500,95.4,0.946765743159772,0.0456146148696891,0.0482567171918172,15.39756364335,17.2950662246576,105.63,106.132
KE110,B0,AUCinf_true,500,97.2,0.944869548291457,0.0423656247440883,0.0448954467743335,14.4785475543836,16.079809448955,117,117
KE110,Bminus,Cmax,500,99.8,0.981544469942982,0.0401763016480402,0.0408693566658428,13.4877358571926,15.0717711657857,117,117
KE110,Bminus,AUClast,500,96.6,0.945934838068313,0.0443324880159006,0.0469164454488839,15.0694927192765,16.9125765179365,117,117
KE110,Bminus,AUCinf_all,500,96.4,0.944070697455919,0.0445588587009945,0.0471893638237652,15.1190632838817,16.9319484590962,116.524,116.522
KE110,Bminus,AUCinf_reliable,500,95,0.94533612161258,0.0460067865114931,0.0487625944586119,15.5686074157907,17.4274977846612,105.704,106.058
KE110,Bminus,AUCinf_true,500,97.2,0.944869548291457,0.0423656247440883,0.0448954467743335,14.4785475543836,16.079809448955,117,117
KE110,D1,Cmax,500,99.8,0.981540476290504,0.0401785354490896,0.0408717449506175,13.4875030920383,15.0717711657857,117,117
KE110,D1,AUClast,500,96,0.944946483899477,0.0448062604187616,0.047459778583289,15.2169456354352,17.0457535220897,117,117
KE110,D1,AUCinf_all,500,96.6,0.945293269849329,0.0439035587049195,0.0464490737870814,14.9305865542134,16.7261263915599,116.588,116.576
KE110,D1,AUCinf_reliable,500,95.4,0.946106313976824,0.0446313331602844,0.0472633476122403,15.2538697281797,16.9592678052937,107.506,107.438
KE110,D1,AUCinf_true,500,97.2,0.944869548291457,0.0423656247440883,0.0448954467743335,14.4785475543836,16.079809448955,117,117
KE110,D2,Cmax,500,99.8,0.981540476290504,0.0401785354490896,0.0408717449506175,13.4875030920383,15.0717711657857,117,117
KE110,D2,AUClast,500,96,0.944884363873417,0.044855706845185,0.0475170574084203,15.2320262602634,17.0662619555267,117,117
KE110,D2,AUCinf_all,500,97,0.945501454423658,0.0438329590687206,0.046371084314082,14.8915780046531,16.6753550641226,116.594,116.578
KE110,D2,AUCinf_reliable,500,95.4,0.946690230265022,0.0448908770927141,0.0474827814626294,15.2357805858402,16.8525298233023,107.132,107.106
KE110,D2,AUCinf_true,500,97.2,0.944869548291457,0.0423656247440883,0.0448954467743335,14.4785475543836,16.079809448955,117,117
KE110,D3,Cmax,500,99.8,0.981537515997118,0.0401755369758383,0.0408688727801899,13.4861438395187,15.0717711657857,117,117
KE110,D3,AUClast,500,96.2,0.945112931542307,0.0445889226852772,0.0472195241020339,15.1518359959752,16.9406279903862,117,117
KE110,D3,AUCinf_all,500,96.8,0.945459455633842,0.0439834488346992,0.0465547975728256,15.0238380456378,16.7688600058375,116.848,116.784
KE110,D3,AUCinf_reliable,500,95.6,0.946507509163312,0.0437488785436682,0.0462777193617148,15.2379771862621,17.0423043016977,108.928,109.154
KE110,D3,AUCinf_true,500,97.2,0.944869548291457,0.0423656247440883,0.0448954467743335,14.4785475543836,16.079809448955,117,117
KE110,D4,Cmax,500,99.8,0.981544469942982,0.0401763016480402,0.0408693566658428,13.4877358571926,15.0717711657857,117,117
KE110,D4,AUClast,500,96.2,0.944940826464729,0.0448398109755896,0.0474950234249981,15.2203906996354,17.023337171966,117,117
KE110,D4,AUCinf_all,500,96.4,0.945365991898865,0.0439754494659201,0.046523031333986,14.9168204178064,16.6870765498789,116.582,116.57
KE110,D4,AUCinf_reliable,500,95.8,0.946894398596815,0.044306668678653,0.0468307575059495,15.3176520973775,17.11123865023,106.852,106.864
KE110,D4,AUCinf_true,500,97.2,0.944869548291457,0.0423656247440883,0.0448954467743335,14.4785475543836,16.079809448955,117,117
S00,B0,Cmax,500,100,1.00029461548986,0.0407480456784065,0.0406809397223371,13.6794625526587,15.287267277898,117,117
S00,B0,AUClast,500,100,1.00093482880202,0.0472203524292146,0.0472217360873684,16.0610836921811,17.9829112747707,117,117
S00,B0,AUCinf_all,500,100,1.0008090614538,0.0463538708418855,0.0463094961743815,15.7969534213757,17.6627964275763,116.556,116.602
S00,B0,AUCinf_reliable,500,99.6,1.00189285795389,0.0475850948511874,0.0476140532523878,16.2782945990477,18.2710385649957,105.63,105.942
S00,B0,AUCinf_true,500,100,0.999777774621689,0.0447386684728671,0.0448075615571788,15.3009832241874,16.9846810981326,117,117
S00,Bminus,Cmax,500,100,1.00029461548986,0.0407480456784065,0.0406809397223371,13.6794625526587,15.287267277898,117,117
S00,Bminus,AUClast,500,100,1.00094803032969,0.046764921944099,0.046775166442584,15.9003857052523,17.8352041816172,117,117
S00,Bminus,AUCinf_all,500,100,1.00097895290185,0.0469769923313107,0.046905206016688,16.0349307229212,17.9191518561403,116.524,116.588
S00,Bminus,AUCinf_reliable,500,99.8,1.00119619774806,0.0485086182151419,0.0485832202684626,16.473883310687,18.3836716863185,105.704,105.792
S00,Bminus,AUCinf_true,500,100,0.999777774621689,0.0447386684728671,0.0448075615571788,15.3009832241874,16.9846810981326,117,117
S00,D1,Cmax,500,100,1.00029157619163,0.0407506752916108,0.0406836913639639,13.6792238619459,15.287267277898,117,117
S00,D1,AUClast,500,100,1.0009544916849,0.0472627428182499,0.0472637118746148,16.0711813430089,17.997534528802,117,117
S00,D1,AUCinf_all,500,100,1.00078696300085,0.046394094427519,0.046352249550318,15.8207936653193,17.7278734618999,116.588,116.64
S00,D1,AUCinf_reliable,500,100,1.00040262430273,0.0468102750925433,0.0469062714273314,16.0932620861954,17.8942102031701,107.506,107.592
S00,D1,AUCinf_true,500,100,0.999777774621689,0.0447386684728671,0.0448075615571788,15.3009832241874,16.9846810981326,117,117
S00,D2,Cmax,500,100,1.00029157619163,0.0407506752916108,0.0406836913639639,13.6792238619459,15.287267277898,117,117
S00,D2,AUClast,500,100,1.00098329502537,0.0473166054649447,0.0473177919184616,16.0899711276258,18.024818280862,117,117
S00,D2,AUCinf_all,500,100,1.00081959674937,0.0463507189458968,0.046315553668503,15.7760436292889,17.6097783372732,116.594,116.642
S00,D2,AUCinf_reliable,500,100,1.00088328469291,0.0468221799179819,0.0468502056727008,16.0714107659319,17.8210571132764,107.132,107.268
S00,D2,AUCinf_true,500,100,0.999777774621689,0.0447386684728671,0.0448075615571788,15.3009832241874,16.9846810981326,117,117
S00,D3,Cmax,500,100,1.00029663030623,0.0407477791723277,0.0406808528115515,13.6776940078567,15.287267277898,117,117
S00,D3,AUClast,500,100,1.00097467454939,0.0470195513710387,0.0470165398160433,15.9970508657569,17.8865860129102,117,117
S00,D3,AUCinf_all,500,100,1.00121167893713,0.0466802173784489,0.0466559562079122,15.9229454845079,17.782137035422,116.848,116.83
S00,D3,AUCinf_reliable,500,99.8,1.00131059719949,0.046310366113576,0.0462698564294359,16.1020875536222,17.9477580392685,108.928,109
S00,D3,AUCinf_true,500,100,0.999777774621689,0.0447386684728671,0.0448075615571788,15.3009832241874,16.9846810981326,117,117
S00,D4,Cmax,500,100,1.00029461548986,0.0407480456784065,0.0406809397223371,13.6794625526587,15.287267277898,117,117
S00,D4,AUClast,500,100,1.00097510399023,0.0473111057353981,0.047309526800198,16.075288034138,18.0083706610433,117,117
S00,D4,AUCinf_all,500,100,1.00074845534916,0.0464215386587744,0.0463912312241788,15.8035255917148,17.6978576314167,116.582,116.63
S00,D4,AUCinf_reliable,500,100,1.00111489456844,0.0467644691233923,0.0467431178965401,16.1756690255969,18.1428613348811,106.852,106.794
S00,D4,AUCinf_true,500,100,0.999777774621689,0.0447386684728671,0.0448075615571788,15.3009832241874,16.9846810981326,117,117
