model,weight,timing,definition_day,schedule,schedule_label,n_subjects,min_interval_day,pct_ge1,ge1_lo,ge1_hi,pct_ge2,ge2_lo,ge2_hi,pct_ge3,ge3_lo,ge3_hi,n_cliff_in_day29_57,pct_ge1_cliff_in_day29_57,pct_ge2_cliff_in_day29_57,pct_ge3_cliff_in_day29_57
k2020,obese_110_130,nominal,1,plus_39_46,+Day 39·46,20000,3,26.05,25.4463567694553,26.6628417576322,0,0,0.0192036056104625,0,0,0.0192036056104625,13149,24.2527948893452,0,0
k2020,obese_110_130,nominal,2,plus_39_46,+Day 39·46,20000,3,54.095,53.4036555038312,54.7847717208693,0,0,0.0192036056104625,0,0,0.0192036056104625,11354,53.6727144618637,0,0
k2020,obese_110_130,nominal,1,plus_39_46_53,+Day 39·46·53,20000,3,26.415,25.8085543999078,27.0305039408587,0,0,0.0192036056104625,0,0,0.0192036056104625,13149,24.807970187847,0,0
k2020,obese_110_130,nominal,2,plus_39_46_53,+Day 39·46·53,20000,3,54.865,54.1744674118522,55.5536640773219,0,0,0.0192036056104625,0,0,0.0192036056104625,11354,55.0290646468205,0,0
k2020,obese_110_130,nominal,1,plus_32_39_46_53,+Day 32·39·46·53,20000,3,34.275,33.6202862164784,34.9357533174861,0,0,0.0192036056104625,0,0,0.0192036056104625,13149,36.7632519583238,0,0
k2020,obese_110_130,nominal,2,plus_32_39_46_53,+Day 32·39·46·53,20000,3,70.905,70.271554912968,71.5304160595263,0,0,0.0192036056104625,0,0,0.0192036056104625,11354,83.2834243438436,0,0
k2020,obese_110_130,nominal,1,plus_40_47,+Day 40·47,20000,3,24.99,24.394807292562,25.5947983509644,0,0,0.0192036056104625,0,0,0.0192036056104625,13149,22.6405049813674,0,0
k2020,obese_110_130,nominal,2,plus_40_47,+Day 40·47,20000,3,52.33,51.6374197682074,53.0216853437712,0,0,0.0192036056104625,0,0,0.0192036056104625,11354,50.5636779989431,0,0
k2020,obese_110_130,nominal,1,daily_29_57,Day 29–57 매일,20000,1,75.85,75.2519153326719,76.4381564032275,26.105,25.5009310205506,26.7182463825707,0,0,0.0192036056104625,13149,100,36.5274925849875,0
k2020,obese_110_130,nominal,2,daily_29_57,Day 29–57 매일,20000,1,80.395,79.8389716949739,80.9393544331756,68.01,67.3601566631714,68.6529261980877,57.62,56.9337434148595,58.3033299556455,11354,100,100,91.6417121719218
k2020,obese_110_130,windowed,1,current,현행,20000,7,19.71,19.1645147251661,20.2671188191127,0,0,0.0192036056104625,0,0,0.0192036056104625,13149,16.7389155068827,0,0
k2020,obese_110_130,windowed,2,current,현행,20000,7,42.295,41.6118690037684,42.9810902718562,0,0,0.0192036056104625,0,0,0.0192036056104625,11354,35.8199753390876,0,0
k2020,obese_110_130,windowed,1,plus_39_46,+Day 39·46,20000,3,25.91,25.3074460913255,26.5218062058577,0.005,0.000882628227297485,0.028319057022604,0,0,0.0192036056104625,13149,26.0704236063579,0.00760514107536695,0
k2020,obese_110_130,windowed,2,plus_39_46,+Day 39·46,20000,3,52.48,51.7874910428888,53.1715564582729,1.495,1.33588980336995,1.67273961443276,0,0,0.0192036056104625,11354,53.3556455874582,2.63343315131231,0
k2020,obese_110_130,windowed,1,plus_39_46_53,+Day 39·46·53,20000,3,26.175,25.5703909464452,26.7887595716282,0.025,0.0106789634543949,0.0585150403532624,0,0,0.0192036056104625,13149,26.6788348923873,0.0380257053768347,0
k2020,obese_110_130,windowed,2,plus_39_46_53,+Day 39·46·53,20000,3,52.705,52.0126096892924,53.3963513956441,1.625,1.45883301663169,1.80974647179643,0,0,0.0192036056104625,11354,54.3420820856086,2.86242733838295,0
k2020,obese_110_130,windowed,1,plus_32_39_46_53,+Day 32·39·46·53,20000,3,33.905,33.2520779086108,34.5641037320352,0.02,0.00777787560502285,0.0514180485631955,0,0,0.0192036056104625,13149,38.4287778538292,0.0304205643014678,0
k2020,obese_110_130,windowed,2,plus_32_39_46_53,+Day 32·39·46·53,20000,3,67.255,66.601359376954,67.9020134587498,3.63,3.37956334932644,3.8982460745167,0,0,0.0192036056104625,11354,78.6066584463625,4.83530033468381,0
k2020,obese_110_130,windowed,1,plus_40_47,+Day 40·47,20000,3,24.495,23.9039165795612,25.0958791796607,0.01,0.00274240352727269,0.0364573613620678,0,0,0.0192036056104625,13149,24.4657388394555,0.0152102821507339,0
k2020,obese_110_130,windowed,2,plus_40_47,+Day 40·47,20000,3,51.04,50.347064781787,51.7325357832163,0.765,0.653344329891557,0.895565460553065,0,0,0.0192036056104625,11354,51.576536903294,1.34754271622336,0
k2020,obese_110_130,windowed,1,daily_29_57,Day 29–57 매일,20000,1,64.945,64.2809140632275,65.6033459790555,30.52,29.8855934379572,31.1618882867886,5.765,5.45038701618871,6.09660241369487,13149,84.4855122062514,43.7143509012092,8.65465054376759
k2020,obese_110_130,windowed,2,daily_29_57,Day 29–57 매일,20000,1,80.155,79.5964879981742,80.7019303072822,65.13,64.466686829788,65.7875021591543,43.44,42.7543625848756,44.1281569281805,11354,100,95.9485643825965,68.5925664963889
k2020,obese_90_110,nominal,1,current,현행,20000,7,19.58,19.0359157128176,20.1357677608358,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,16.3691047545914,0,0
k2020,obese_90_110,nominal,2,current,현행,20000,7,41.9,41.2178208401784,42.5852901439305,0,0,0.0192036056104625,0,0,0.0192036056104625,14237,36.2576385474468,0,0
k2020,obese_90_110,nominal,1,plus_39_46,+Day 39·46,20000,3,28.11,27.4912353788893,28.737171959647,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,27.2861073782556,0,0
k2020,obese_90_110,nominal,2,plus_39_46,+Day 39·46,20000,3,59.03,58.3467717071987,59.7097601216281,0,0,0.0192036056104625,0,0,0.0192036056104625,14237,60.3216969867247,0,0
k2020,obese_90_110,nominal,1,plus_39_46_53,+Day 39·46·53,20000,3,28.895,28.2709051123372,29.527200729591,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,28.2907787803161,0,0
k2020,obese_90_110,nominal,2,plus_39_46_53,+Day 39·46·53,20000,3,60.385,59.7052274455895,61.0607839655252,0,0,0.0192036056104625,0,0,0.0192036056104625,14237,62.2251878907073,0,0
k2020,obese_90_110,nominal,1,plus_32_39_46_53,+Day 32·39·46·53,20000,3,35.9,35.2379379861322,36.5674774306499,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,37.2560312280028,0,0
k2020,obese_90_110,nominal,2,plus_32_39_46_53,+Day 32·39·46·53,20000,3,75.825,75.2267110738479,76.4133702638543,0.005,0.000882628227297485,0.028319057022604,0,0,0.0192036056104625,14237,83.9151506637634,0,0
k2020,obese_90_110,nominal,1,plus_40_47,+Day 40·47,20000,3,27.33,26.7167644243136,27.9519424904702,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,26.2878351570999,0,0
k2020,obese_90_110,nominal,2,plus_40_47,+Day 40·47,20000,3,56.935,56.2474786871986,57.6198577727032,0,0,0.0192036056104625,0,0,0.0192036056104625,14237,57.3786612348107,0,0
k2020,obese_90_110,nominal,1,daily_29_57,Day 29–57 매일,20000,1,84.925,84.4224120435144,85.4141742379667,30.11,29.4781050840663,30.7495341102455,0,0,0.0192036056104625,15627,100,36.3537467204198,0
k2020,obese_90_110,nominal,2,daily_29_57,Day 29–57 매일,20000,1,87.275,86.8059743836627,87.7297093283547,80.18,79.6217452420901,80.7266634615634,70.51,69.8741406597581,71.1379820212205,14237,100,100,92.7231860644799
k2020,obese_90_110,windowed,1,current,현행,20000,7,19.32,18.7787458602806,19.873037472122,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,17.6489409355603,0,0
k2020,obese_90_110,windowed,2,current,현행,20000,7,41.96,41.2776733635771,42.6454145762051,0,0,0.0192036056104625,0,0,0.0192036056104625,14237,38.048746224626,0,0
k2020,obese_90_110,windowed,1,plus_39_46,+Day 39·46,20000,3,28.36,27.7395126246931,28.9887986958151,0.015,0.00510148179949506,0.0440963627292843,0,0,0.0192036056104625,15627,29.1098739361362,0.0191975427145325,0
k2020,obese_90_110,windowed,2,plus_39_46,+Day 39·46,20000,3,57.015,56.3276194732002,57.6996862609327,2.085,1.89598597014631,2.29241684511019,0,0,0.0192036056104625,14237,59.106553346913,2.9289878485636,0
k2020,obese_90_110,windowed,1,plus_39_46_53,+Day 39·46·53,20000,3,29.46,28.8322108535345,30.0956779876503,0.02,0.00777787560502285,0.0514180485631955,0,0,0.0192036056104625,15627,30.2617264990081,0.0255967236193767,0
k2020,obese_90_110,windowed,2,plus_39_46_53,+Day 39·46·53,20000,3,58.495,57.8105549787066,59.1761823287002,2.29,2.09166952579963,2.50665455467388,0,0,0.0192036056104625,14237,60.8555173140409,3.21696986724731,0
k2020,obese_90_110,windowed,1,plus_32_39_46_53,+Day 32·39·46·53,20000,3,35.8,35.1383659965617,36.4670878274317,0.03,0.0137499713718784,0.0654421120752178,0,0,0.0192036056104625,15627,38.4334805144941,0.0383950854290651,0
k2020,obese_90_110,windowed,2,plus_32_39_46_53,+Day 32·39·46·53,20000,3,71.255,70.6237422961665,71.8780942510885,3.87,3.61142578289501,4.1462914636412,0,0,0.0192036056104625,14237,78.7806419891831,4.43211350705907,0
k2020,obese_90_110,windowed,1,plus_40_47,+Day 40·47,20000,3,27.02,26.4090276317338,27.6397983454048,0,0,0.0192036056104625,0,0,0.0192036056104625,15627,27.4652844435912,0,0
k2020,obese_90_110,windowed,2,plus_40_47,+Day 40·47,20000,3,55.375,54.6850968719864,56.0628387404105,1.375,1.22269282388862,1.54598268256756,0,0,0.0192036056104625,14237,56.9361522792723,1.93158671068343,0
k2020,obese_90_110,windowed,1,daily_29_57,Day 29–57 매일,20000,1,72.625,72.0027493978006,73.2385609706607,35.675,35.0139054308011,36.3415964022063,6.71,6.37150053489293,7.06512594684461,15627,84.9363281499968,43.8791834645166,8.49811224163307
k2020,obese_90_110,windowed,2,daily_29_57,Day 29–57 매일,20000,1,87.345,86.8770479087935,87.798608918176,77.015,76.4267451028203,77.5928791890684,53.345,52.6530242490111,54.0356910297736,14237,100,96.1017068202571,69.7899838449112
k2020,obese_130_150,nominal,1,current,현행,20000,7,19.59,19.0458076128793,20.1458720200529,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,13.3209475150952,0,0
k2020,obese_130_150,nominal,2,current,현행,20000,7,42.195,41.512105731049,42.8808919517868,0,0,0.0192036056104625,0,0,0.0192036056104625,8877,30.8775487214149,0,0
k2020,obese_130_150,nominal,1,plus_39_46,+Day 39·46,20000,3,23.84,23.2545185003229,24.4355288261325,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,21.216906641895,0,0
k2020,obese_130_150,nominal,2,plus_39_46,+Day 39·46,20000,3,50.135,49.4420912271151,50.8278569231497,0,0,0.0192036056104625,0,0,0.0192036056104625,8877,48.7664751605272,0,0
k2020,obese_130_150,nominal,1,plus_39_46_53,+Day 39·46·53,20000,3,23.995,23.4081757066606,24.5918120886174,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,21.5048769159313,0,0
k2020,obese_130_150,nominal,2,plus_39_46_53,+Day 39·46·53,20000,3,50.455,49.7620559344937,51.1477693126953,0,0,0.0192036056104625,0,0,0.0192036056104625,8877,49.4874394502647,0,0
k2020,obese_130_150,nominal,1,plus_32_39_46_53,+Day 32·39·46·53,20000,3,31.325,30.6858348852911,31.9713376614044,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,35.1230840687413,0,0
k2020,obese_130_150,nominal,2,plus_32_39_46_53,+Day 32·39·46·53,20000,3,65.295,64.632385293597,65.9517403234468,0,0,0.0192036056104625,0,0,0.0192036056104625,8877,82.9221583868424,0,0
k2020,obese_130_150,nominal,1,plus_40_47,+Day 40·47,20000,3,23.11,22.5309884553044,23.6993392437929,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,19.8606595448212,0,0
k2020,obese_130_150,nominal,2,plus_40_47,+Day 40·47,20000,3,48.775,48.0825578145562,49.4679126737813,0,0,0.0192036056104625,0,0,0.0192036056104625,8877,45.7023769291427,0,0
k2020,obese_130_150,nominal,1,daily_29_57,Day 29–57 매일,20000,1,66.245,65.586577732492,66.8971830160452,21.375,20.8123704497413,21.9486236144707,0,0,0.0192036056104625,10765,100,35.4389224338133,0
k2020,obese_130_150,nominal,2,daily_29_57,Day 29–57 매일,20000,1,72.875,72.2544711754154,73.4867431750178,56.225,55.5363090831258,56.9113000679757,45.745,45.0554447571216,46.4361894697159,8877,100,100,90.1655964852991
k2020,obese_130_150,windowed,1,current,현행,20000,7,19.66,19.1150524625338,20.2166002853506,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,16.2006502554575,0,0
k2020,obese_130_150,windowed,2,current,현행,20000,7,42.29,41.606880771883,42.9760804241022,0,0,0.0192036056104625,0,0,0.0192036056104625,8877,34.6062859074011,0,0
k2020,obese_130_150,windowed,1,plus_39_46,+Day 39·46,20000,3,24.105,23.5172292418805,24.7027163054652,0.01,0.00274240352727269,0.0364573613620678,0,0,0.0192036056104625,10765,24.0222944728286,0.018578727357176,0
k2020,obese_130_150,windowed,2,plus_39_46,+Day 39·46,20000,3,49.09,48.3974041228461,49.782945382776,1.185,1.04412615458489,1.3446223255726,0,0,0.0192036056104625,8877,49.7240058578349,2.66982088543427,0
k2020,obese_130_150,windowed,1,plus_39_46_53,+Day 39·46·53,20000,3,23.75,23.165303117863,24.3447787750825,0.015,0.00510148179949506,0.0440963627292843,0,0,0.0192036056104625,10765,24.1523455643288,0.0278680910357641,0
k2020,obese_130_150,windowed,2,plus_39_46_53,+Day 39·46·53,20000,3,49.07,48.3774130630875,49.7629441239769,1.165,1.02538307148939,1.32337309011035,0,0,0.0192036056104625,8877,50.1295482708122,2.62476061732567,0
k2020,obese_130_150,windowed,1,plus_32_39_46_53,+Day 32·39·46·53,20000,3,31.73,31.0885261906518,32.3784908068383,0.03,0.0137499713718784,0.0654421120752178,0,0,0.0192036056104625,10765,38.3000464468184,0.0557361820715281,0
k2020,obese_130_150,windowed,2,plus_32_39_46_53,+Day 32·39·46·53,20000,3,62.315,61.6410908155615,62.9841793363767,2.975,2.74841929584329,3.21964169523335,0,0,0.0192036056104625,8877,78.4499267770643,4.57361721302242,0
k2020,obese_130_150,windowed,1,plus_40_47,+Day 40·47,20000,3,23.055,22.476485799279,23.6438630237845,0,0,0.0192036056104625,0,0,0.0192036056104625,10765,22.6010218300046,0,0
k2020,obese_130_150,windowed,2,plus_40_47,+Day 40·47,20000,3,48.335,47.642818566504,49.0278209135628,0.61,0.511167064841537,0.727802256780478,0,0,0.0192036056104625,8877,48.0905711388983,1.37433817731216,0
k2020,obese_130_150,windowed,1,daily_29_57,Day 29–57 매일,20000,1,56.855,56.1673397270684,57.5400274586025,24.95,24.3551354446055,25.5544855618054,4.785,4.49776443327972,5.08960138727382,10765,84.2731072921505,42.9633070134696,8.78773803994426
k2020,obese_130_150,windowed,2,daily_29_57,Day 29–57 매일,20000,1,72.705,72.0832976997607,73.3179819429316,53.84,53.1484232390208,54.5301019240683,35.345,34.6853532224169,36.0102753543875,8877,99.9887349329729,95.8544553340092,69.2351019488566
