scenario,endpoint,gmr_geo,n_R_mean,n_T_mean,n_trials,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,truth,rel_bias_pct,model
Vmax_up_090,AUCinf_B,0.910509881685576,115.373,113.455,2000,Vmax,up,0.9,1.18015786265738,0.899596810492939,0.971712808191971,0.899596810492939,1.21310692360694,k2016
Vmax_up_090,AUCinf_C,0.894079710157169,117,117,2000,Vmax,up,0.9,1.18015786265738,0.899596810492939,0.971712808191971,0.899596810492939,-0.613285893348958,k2016
Vmax_up_090,AUCinf_true,0.898733837507024,117,117,2000,Vmax,up,0.9,1.18015786265738,0.899596810492939,0.971712808191971,0.899596810492939,-0.0959288623358034,k2016
Vmax_up_090,AUClast,0.892777911871422,117,117,2000,Vmax,up,0.9,1.18015786265738,0.899596810492939,0.971712808191971,0.899596810492939,-0.757994975302345,k2016
Vmax_up_090,Cmax,0.968058726650121,117,117,2000,Vmax,up,0.9,1.18015786265738,0.899596810492939,0.971712808191971,0.971712808191971,-0.376045423199567,k2016
Vmax_up_095,AUCinf_A,0.960368359338822,94.0885,91.0905,2000,Vmax,up,0.95,1.08594365380924,0.949938537515853,0.986460696182769,0.949938537515853,1.09794701562946,k2016
Vmax_up_095,AUCinf_B,0.954701776917431,115.373,114.603,2000,Vmax,up,0.95,1.08594365380924,0.949938537515853,0.986460696182769,0.949938537515853,0.50142606215704,k2016
Vmax_up_095,AUCinf_C,0.946942060648015,117,117,2000,Vmax,up,0.95,1.08594365380924,0.949938537515853,0.986460696182769,0.949938537515853,-0.315439025736786,k2016
Vmax_up_095,AUCinf_true,0.949059642195897,117,117,2000,Vmax,up,0.95,1.08594365380924,0.949938537515853,0.986460696182769,0.949938537515853,-0.092521282719471,k2016
Vmax_up_095,AUClast,0.946245955753506,117,117,2000,Vmax,up,0.95,1.08594365380924,0.949938537515853,0.986460696182769,0.949938537515853,-0.388717966112084,k2016
Vmax_up_095,Cmax,0.98427232743411,117,117,2000,Vmax,up,0.95,1.08594365380924,0.949938537515853,0.986460696182769,0.986460696182769,-0.221840439981769,k2016
ka_down_070,AUCinf_A,0.79025311844987,94.0885,69.505,2000,ka,down,0.7,0.34702805275494,0.700016985892441,0.523767519932033,0.700016985892441,12.8905632828878,k2016
ka_down_070,AUCinf_B,0.745427490301094,115.373,110.6195,2000,ka,down,0.7,0.34702805275494,0.700016985892441,0.523767519932033,0.700016985892441,6.48705750343475,k2016
ka_down_070,AUCinf_C,0.690817807816858,117,116.977,2000,ka,down,0.7,0.34702805275494,0.700016985892441,0.523767519932033,0.700016985892441,-1.31413640825512,k2016
ka_down_070,AUCinf_true,0.698465051290969,117,117,2000,ka,down,0.7,0.34702805275494,0.700016985892441,0.523767519932033,0.700016985892441,-0.22169956340321,k2016
ka_down_070,AUClast,0.695317811371189,117,116.977,2000,ka,down,0.7,0.34702805275494,0.700016985892441,0.523767519932033,0.700016985892441,-0.671294356559293,k2016
ka_down_070,Cmax,0.529194916781931,117,116.977,2000,ka,down,0.7,0.34702805275494,0.700016985892441,0.523767519932033,0.523767519932033,1.03622249249096,k2016
ka_down_075,AUCinf_A,0.827045373905091,94.0885,72.623,2000,ka,down,0.75,0.388905199928032,0.750257601010362,0.575478930890891,0.750257601010362,10.2348543741936,k2016
ka_down_075,AUCinf_B,0.786684492211224,115.373,111.4445,2000,ka,down,0.75,0.388905199928032,0.750257601010362,0.575478930890891,0.750257601010362,4.8552512032942,k2016
ka_down_075,AUCinf_C,0.742094788464554,117,116.989,2000,ka,down,0.75,0.388905199928032,0.750257601010362,0.575478930890891,0.750257601010362,-1.08800131245794,k2016
ka_down_075,AUCinf_true,0.748884667037471,117,117,2000,ka,down,0.75,0.388905199928032,0.750257601010362,0.575478930890891,0.750257601010362,-0.182995010119469,k2016
ka_down_075,AUClast,0.746247874547446,117,116.989,2000,ka,down,0.75,0.388905199928032,0.750257601010362,0.575478930890891,0.750257601010362,-0.534446629733076,k2016
ka_down_075,Cmax,0.581348920610731,117,116.989,2000,ka,down,0.75,0.388905199928032,0.750257601010362,0.575478930890891,0.575478930890891,1.02001818046622,k2016
ka_down_080,AUCinf_A,0.862946162197998,94.1978,76.011,10000,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,0.799297411482507,7.96308730656805,k2016
ka_down_080,AUCinf_B,0.829147024524803,115.4059,112.2972,10000,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,0.799297411482507,3.7344813849618,k2016
ka_down_080,AUCinf_C,0.793802628870887,117,116.9938,10000,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,0.799297411482507,-0.687451570927544,k2016
ka_down_080,AUCinf_true,0.799417399792577,117,117,10000,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,0.799297411482507,0.0150117225886648,k2016
ka_down_080,AUClast,0.797478090821039,117,116.9938,10000,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,0.799297411482507,-0.227614982274704,k2016
ka_down_080,Cmax,0.639658842277266,117,116.9938,10000,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,0.631952944916229,1.21937834502199,k2016
ka_down_085,AUCinf_A,0.897851843912581,94.0885,79.6865,2000,ka,down,0.85,0.50974945583338,0.849560255474036,0.698251617539185,0.849560255474036,5.68430410054903,k2016
ka_down_085,AUCinf_B,0.870166468080868,115.373,113.027,2000,ka,down,0.85,0.50974945583338,0.849560255474036,0.698251617539185,0.849560255474036,2.42551513845646,k2016
ka_down_085,AUCinf_C,0.843960934063018,117,116.998,2000,ka,down,0.85,0.50974945583338,0.849560255474036,0.698251617539185,0.849560255474036,-0.659084670562138,k2016
ka_down_085,AUCinf_true,0.848480418054897,117,117,2000,ka,down,0.85,0.50974945583338,0.849560255474036,0.698251617539185,0.849560255474036,-0.127105453931131,k2016
ka_down_085,AUClast,0.846935678945042,117,116.998,2000,ka,down,0.85,0.50974945583338,0.849560255474036,0.698251617539185,0.849560255474036,-0.308933534976863,k2016
ka_down_085,Cmax,0.704923667101732,117,116.998,2000,ka,down,0.85,0.50974945583338,0.849560255474036,0.698251617539185,0.698251617539185,0.955536570908433,k2016
ka_down_090,AUCinf_A,0.932669683580109,94.0885,83.9365,2000,ka,down,0.9,0.606110884808604,0.899805424112438,0.7766105876189,0.899805424112438,3.65237401186904,k2016
ka_down_090,AUCinf_B,0.913408764695844,115.373,113.7495,2000,ka,down,0.9,0.606110884808604,0.899805424112438,0.7766105876189,0.899805424112438,1.51180913327171,k2016
ka_down_090,AUCinf_C,0.895628085382674,117,117,2000,ka,down,0.9,0.606110884808604,0.899805424112438,0.7766105876189,0.899805424112438,-0.464249116289217,k2016
ka_down_090,AUCinf_true,0.898798464083844,117,117,2000,ka,down,0.9,0.606110884808604,0.899805424112438,0.7766105876189,0.899805424112438,-0.111908641758551,k2016
ka_down_090,AUClast,0.897761935463085,117,117,2000,ka,down,0.9,0.606110884808604,0.899805424112438,0.7766105876189,0.899805424112438,-0.227103393088468,k2016
ka_down_090,Cmax,0.783038185958776,117,117,2000,ka,down,0.9,0.606110884808604,0.899805424112438,0.7766105876189,0.7766105876189,0.827647529192555,k2016
ka_down_095,AUCinf_A,0.966974548955841,94.0885,88.4965,2000,ka,down,0.95,0.751019202887681,0.949908155007994,0.873047962827497,0.949908155007994,1.79663621770925,k2016
ka_down_095,AUCinf_B,0.956227174818384,115.373,114.5515,2000,ka,down,0.95,0.751019202887681,0.949908155007994,0.873047962827497,0.949908155007994,0.66522429321989,k2016
