model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,config,auc_endpoint,n_trials,n_pass,pass_pct,lo,hi,class,gap_pp,n_trials_prereg,pass_pct_prereg,lo_prereg,hi_prereg,class_prereg,se_median,df_median,df232_share,theory_boundary_pct,theory_far_prob,theory_at_truth_pct,sd_log_gmr,sd_se_ratio,cor_se_log_gmr,pred_unbiased_pct,pred_pct,bias_log,bias_mc_se,bias_lo,bias_hi,bias_pct,bias_dir,ref_pct,ref_lo,ref_hi,ref_class,ref_minus_5_pp,al_pct,auclast_minus_ref_pp,auclast_minus_ref_lo,auclast_minus_ref_hi,p2_pct,p2_minus_auclast_pp,p2_minus_auclast_lo,p2_minus_auclast_hi,n_auclast_pass_cmax_fail,cmax_pass_pct,cmax_bias_log,cmax_bias_mc_se,cmax_bias_pct,cmax_bias_dir,bias_pct_Cmax,bias_pct_AUClast,bias_pct_AUCinf_A,bias_pct_AUCinf_B,bias_pct_AUCinf_C,bias_pct_AUCinf_true,bias_mc_se_pct_Cmax,bias_mc_se_pct_AUClast,bias_mc_se_pct_AUCinf_A,bias_mc_se_pct_AUCinf_B,bias_mc_se_pct_AUCinf_C,bias_mc_se_pct_AUCinf_true,cause_primary,auclast_bias_consistent,cmax_dominant,cause_ko,cause_en,bias41_status,bias41_n_trials,bias41_check
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,AUClast_only,AUClast,10000,474,4.74,4.34061872899106,5.17414080352259,nominal,-0.259999999999999,10000,4.74,4.34061872899106,5.17414080352259,nominal,0.0594972034709739,232,0.9938,4.99999916695847,8.33041543416197e-09,4.85100116185209,0.0595519730007517,1.00092053956459,-0.373406214179597,4.79879960703176,4.42889079939171,-0.00227874418928034,0.000595519730007517,-0.00344594141217809,-0.00111154696638259,-0.227614982274693,away_from_1,5.11,4.69538898487127,5.55908638884807,nominal,0.110000000000001,4.74,-0.37,-0.618598225153912,-0.121401774846088,0,-4.74,-5.15649929081193,-4.32350070918807,474,0,0.0121200381569889,0.000530061700634621,1.21937834502199,toward_1,1.21937834502199,-0.227614982274693,7.96308730656805,3.7344813849618,-0.687451570927544,0.0150117225886648,0.0530061700634621,0.0595519730007517,0.0601264311180716,0.0543153533233147,0.0596796777630196,0.0564842313148204,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.23%; AUClast 단독 − AUCinf_true -0.37%p) → AUClast 단독 4.74%: 명목,AUClast bias away from 1 (bias -0.23%; AUClast only minus AUCinf_true -0.37 points); hence AUClast only 4.74%: nominal,equal,10000,"equal (10,000 trials)"
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,AUCinf_true_only,AUCinf_true,10000,511,5.11,4.69538898487127,5.55908638884807,nominal,0.110000000000001,10000,5.11,4.69538898487127,5.55908638884807,nominal,0.0568546665310675,232,1,4.99999987072882,1.29271192780785e-09,4.84416441270285,0.0564842313148204,0.993484523982835,-0.381686164516527,4.66897778413816,4.69498249120714,0.00015010595942333,0.000564842313148204,-0.000956964631291444,0.0012571765501381,0.0150117225886648,none,5.11,4.69538898487127,5.55908638884807,nominal,0.110000000000001,4.74,-0.37,-0.618598225153912,-0.121401774846088,0,-4.74,-5.15649929081193,-4.32350070918807,474,0,0.0121200381569889,0.000530061700634621,1.21937834502199,toward_1,1.21937834502199,-0.227614982274693,7.96308730656805,3.7344813849618,-0.687451570927544,0.0150117225886648,0.0530061700634621,0.0595519730007517,0.0601264311180716,0.0543153533233147,0.0596796777630196,0.0564842313148204,,,,"편향 없는 기준: 편향 +0.02% [-0.10, +0.13](0 포함), 시험 간 SD / 시험 안 SE 0.993, 정규 근사 4.69%(관측 5.11%)","unbiased reference: bias +0.02% (95% CI -0.10 to +0.13, includes 0), between-trial SD / within-trial SE 0.993, normal approximation 4.69% (observed 5.11%)",equal,10000,"equal (10,000 trials)"
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,P2,AUClast,10000,367,3.67,3.31891143201197,4.05666985701492,conservative,-1.33,10000,3.67,3.31891143201197,4.05666985701492,conservative,0.0506173262088816,232,1,4.99999999948849,5.11524670185346e-12,5.08484906812639,0.0490094457702735,0.968234583708098,0.00273711546788648,4.48384033607552,3.48417733901094,-0.00572710506246493,0.000490094457702735,-0.00668767254858498,-0.00476653757634488,-0.571073645941089,away_from_1,4.62,4.22570422586087,5.04914746626174,nominal,-0.379999999999999,3.67,-0.95,-1.22307363890752,-0.67692636109248,3.67,0,0,0,0,94.43,-0.00848534365436048,0.000429417940437662,-0.84494447358725,away_from_1,-0.84494447358725,-0.571073645941089,0.45104540581693,0.144146488257269,-0.450558083131636,0.00666011141323697,0.0429417940437662,0.0490094457702735,0.0509408574432713,0.0468948186004826,0.0488514053634536,0.045912109819718,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.57%; AUClast 단독 − AUCinf_true -0.95%p) → P2 3.67%: 보수적,AUClast bias away from 1 (bias -0.57%; AUClast only minus AUCinf_true -0.95 points); hence P2 3.67%: conservative,equal,10000,"equal (10,000 trials)"
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,AUClast_only,AUClast,10000,367,3.67,3.31891143201197,4.05666985701492,conservative,-1.33,10000,3.67,3.31891143201197,4.05666985701492,conservative,0.0506173262088816,232,1,4.99999999948849,5.11524670185346e-12,5.08484906812639,0.0490094457702735,0.968234583708098,0.00273711546788648,4.48384033607552,3.48417733901094,-0.00572710506246493,0.000490094457702735,-0.00668767254858498,-0.00476653757634488,-0.571073645941089,away_from_1,4.62,4.22570422586087,5.04914746626174,nominal,-0.379999999999999,3.67,-0.95,-1.22307363890752,-0.67692636109248,3.67,0,0,0,0,94.43,-0.00848534365436048,0.000429417940437662,-0.84494447358725,away_from_1,-0.84494447358725,-0.571073645941089,0.45104540581693,0.144146488257269,-0.450558083131636,0.00666011141323697,0.0429417940437662,0.0490094457702735,0.0509408574432713,0.0468948186004826,0.0488514053634536,0.045912109819718,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.57%; AUClast 단독 − AUCinf_true -0.95%p) → AUClast 단독 3.67%: 보수적,AUClast bias away from 1 (bias -0.57%; AUClast only minus AUCinf_true -0.95 points); hence AUClast only 3.67%: conservative,equal,10000,"equal (10,000 trials)"
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,AUCinf_true_only,AUCinf_true,10000,462,4.62,4.22570422586087,5.04914746626174,nominal,-0.379999999999999,10000,4.62,4.22570422586087,5.04914746626174,nominal,0.0476422582041654,232,1,4.99999999998232,1.76951511583872e-13,5.09018559765578,0.045912109819718,0.963684584869319,-0.00262712147352424,4.41361030990851,4.42716354398601,6.65988963766129e-05,0.00045912109819718,-0.000833261920632338,0.000966459713385564,0.00666011141323697,none,4.62,4.22570422586087,5.04914746626174,nominal,-0.379999999999999,3.67,-0.95,-1.22307363890752,-0.67692636109248,3.67,0,0,0,0,94.43,-0.00848534365436048,0.000429417940437662,-0.84494447358725,away_from_1,-0.84494447358725,-0.571073645941089,0.45104540581693,0.144146488257269,-0.450558083131636,0.00666011141323697,0.0429417940437662,0.0490094457702735,0.0509408574432713,0.0468948186004826,0.0488514053634536,0.045912109819718,,,,"편향 없는 기준: 편향 +0.01% [-0.08, +0.10](0 포함), 시험 간 SD / 시험 안 SE 0.964, 정규 근사 4.43%(관측 4.62%)","unbiased reference: bias +0.01% (95% CI -0.08 to +0.10, includes 0), between-trial SD / within-trial SE 0.964, normal approximation 4.43% (observed 4.62%)",equal,10000,"equal (10,000 trials)"
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,P2,AUClast,10000,324,3.24,2.91052689302443,3.60538463460124,conservative,-1.76,10000,3.24,2.91052689302443,3.60538463460124,conservative,0.0497092500780931,232,1,4.99999999980592,1.9409818358868e-12,4.98251057894965,0.0480520121549134,0.96666137749863,0.0205729923835783,4.36164829874399,3.51097589823279,0.0048202922475788,0.000480520121549134,0.00387849011549568,0.00576209437966191,0.483192854552761,away_from_1,4.33,3.94831383323837,4.74676057793923,conservative,-0.669999999999999,3.34,-0.99,-1.263019046157,-0.716980953843005,3.24,-0.1,-0.16195160338514,-0.0380483966148605,10,39.23,0.0027622270567875,0.000414762386402586,0.276604552095638,away_from_1,0.276604552095638,0.483192854552761,-1.71382588973691,-0.607092818581367,0.285435398794642,0.00839771117993049,0.0414762386402586,0.0480520121549134,0.049657923026756,0.0462977660534037,0.0478104822888868,0.0452596856675806,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.48%; AUClast 단독 − AUCinf_true -0.99%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.33%, -0.67%p) + Cmax 불통과(Cmax 통과 39.23%; P2 − AUClast 단독 -0.10%p) → P2 3.24%: 보수적","AUClast bias away from 1 (bias +0.48%; AUClast only minus AUCinf_true -0.99 points) + the unbiased reference is itself below 5% (AUCinf_true 4.33%, -0.67 points) + Cmax failures (Cmax pass 39.23%; P2 minus AUClast only -0.10 points); hence P2 3.24%: conservative",equal,10000,"equal (10,000 trials)"
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,AUClast_only,AUClast,10000,334,3.34,3.00536558690763,3.71046914104391,conservative,-1.66,10000,3.34,3.00536558690763,3.71046914104391,conservative,0.0497092500780931,232,1,4.99999999980592,1.9409818358868e-12,4.98251057894965,0.0480520121549134,0.96666137749863,0.0205729923835783,4.36164829874399,3.51097589823279,0.0048202922475788,0.000480520121549134,0.00387849011549568,0.00576209437966191,0.483192854552761,away_from_1,4.33,3.94831383323837,4.74676057793923,conservative,-0.669999999999999,3.34,-0.99,-1.263019046157,-0.716980953843005,3.24,-0.1,-0.16195160338514,-0.0380483966148605,10,39.23,0.0027622270567875,0.000414762386402586,0.276604552095638,away_from_1,0.276604552095638,0.483192854552761,-1.71382588973691,-0.607092818581367,0.285435398794642,0.00839771117993049,0.0414762386402586,0.0480520121549134,0.049657923026756,0.0462977660534037,0.0478104822888868,0.0452596856675806,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.48%; AUClast 단독 − AUCinf_true -0.99%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.33%, -0.67%p) → AUClast 단독 3.34%: 보수적","AUClast bias away from 1 (bias +0.48%; AUClast only minus AUCinf_true -0.99 points) + the unbiased reference is itself below 5% (AUCinf_true 4.33%, -0.67 points); hence AUClast only 3.34%: conservative",equal,10000,"equal (10,000 trials)"
k2016,F_up_125,F,up,1.25,1.15149083830699,1.25010656509896,1.17552651005478,AUCinf_true_only,AUCinf_true,10000,433,4.33,3.94831383323837,4.74676057793923,conservative,-0.669999999999999,10000,4.33,3.94831383323837,4.74676057793923,conservative,0.0470643171491057,232,1,4.9999999999914,8.60712005966723e-14,4.98152916351056,0.0452596856675806,0.961656057267169,0.0196519642193975,4.27908461333831,4.2622247951787,8.3973585919106e-05,0.000452596856675806,-0.000803099952681511,0.000971047124519722,0.00839771117993049,none,4.33,3.94831383323837,4.74676057793923,conservative,-0.669999999999999,3.34,-0.99,-1.263019046157,-0.716980953843005,3.24,-0.1,-0.16195160338514,-0.0380483966148605,10,39.23,0.0027622270567875,0.000414762386402586,0.276604552095638,away_from_1,0.276604552095638,0.483192854552761,-1.71382588973691,-0.607092818581367,0.285435398794642,0.00839771117993049,0.0414762386402586,0.0480520121549134,0.049657923026756,0.0462977660534037,0.0478104822888868,0.0452596856675806,,,,"편향 없는 기준: 편향 +0.01% [-0.08, +0.10](0 포함), 시험 간 SD / 시험 안 SE 0.962, 정규 근사 4.26%(관측 4.33%)","unbiased reference: bias +0.01% (95% CI -0.08 to +0.10, includes 0), between-trial SD / within-trial SE 0.962, normal approximation 4.26% (observed 4.33%)",equal,10000,"equal (10,000 trials)"
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,P2,AUClast,10000,267,2.67,2.37175657034417,3.00459271542408,conservative,-2.33,10000,2.67,2.37175657034417,3.00459271542408,conservative,0.0488450623012986,232,1,4.9999999999263,7.37225167680746e-13,4.85394510465631,0.0472200354432739,0.966730990166401,0.0329209149517808,4.24215584419121,2.76688638147393,0.00911176235647815,0.000472200354432739,0.00818626666830293,0.0100372580446534,0.915340083364868,away_from_1,4.12,3.7477466161893,4.52748907430398,conservative,-0.879999999999999,2.67,-1.45,-1.73329338134448,-1.16670661865552,2.67,0,0,0,0,98.76,0.00615067709856715,0.000405601431103756,0.616963135352688,away_from_1,0.616963135352688,0.915340083364868,-4.83083230385372,-0.898572075384685,0.436618901091457,0.00368488511002241,0.0405601431103756,0.0472200354432739,0.0490347888840764,0.046505058468277,0.0471816423976458,0.044863114318747,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.92%; AUClast 단독 − AUCinf_true -1.45%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.12%, -0.88%p) → P2 2.67%: 보수적","AUClast bias away from 1 (bias +0.92%; AUClast only minus AUCinf_true -1.45 points) + the unbiased reference is itself below 5% (AUCinf_true 4.12%, -0.88 points); hence P2 2.67%: conservative",equal,10000,"equal (10,000 trials)"
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,AUClast_only,AUClast,10000,267,2.67,2.37175657034417,3.00459271542408,conservative,-2.33,10000,2.67,2.37175657034417,3.00459271542408,conservative,0.0488450623012986,232,1,4.9999999999263,7.37225167680746e-13,4.85394510465631,0.0472200354432739,0.966730990166401,0.0329209149517808,4.24215584419121,2.76688638147393,0.00911176235647815,0.000472200354432739,0.00818626666830293,0.0100372580446534,0.915340083364868,away_from_1,4.12,3.7477466161893,4.52748907430398,conservative,-0.879999999999999,2.67,-1.45,-1.73329338134448,-1.16670661865552,2.67,0,0,0,0,98.76,0.00615067709856715,0.000405601431103756,0.616963135352688,away_from_1,0.616963135352688,0.915340083364868,-4.83083230385372,-0.898572075384685,0.436618901091457,0.00368488511002241,0.0405601431103756,0.0472200354432739,0.0490347888840764,0.046505058468277,0.0471816423976458,0.044863114318747,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.92%; AUClast 단독 − AUCinf_true -1.45%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.12%, -0.88%p) → AUClast 단독 2.67%: 보수적","AUClast bias away from 1 (bias +0.92%; AUClast only minus AUCinf_true -1.45 points) + the unbiased reference is itself below 5% (AUCinf_true 4.12%, -0.88 points); hence AUClast only 2.67%: conservative",equal,10000,"equal (10,000 trials)"
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,AUCinf_true_only,AUCinf_true,10000,412,4.12,3.7477466161893,4.52748907430398,conservative,-0.879999999999999,10000,4.12,3.7477466161893,4.52748907430398,conservative,0.0466311974509247,232,1,4.99999999999509,4.93720967168018e-14,4.84709727977346,0.044863114318747,0.962083685840613,0.0418621942816143,4.16110234918899,4.15379926324856,3.68481721979841e-05,0.00044863114318747,-0.000842452710792489,0.000916149055188458,0.00368488511002241,none,4.12,3.7477466161893,4.52748907430398,conservative,-0.879999999999999,2.67,-1.45,-1.73329338134448,-1.16670661865552,2.67,0,0,0,0,98.76,0.00615067709856715,0.000405601431103756,0.616963135352688,away_from_1,0.616963135352688,0.915340083364868,-4.83083230385372,-0.898572075384685,0.436618901091457,0.00368488511002241,0.0405601431103756,0.0472200354432739,0.0490347888840764,0.046505058468277,0.0471816423976458,0.044863114318747,,,,"편향 없는 기준: 편향 +0.00% [-0.08, +0.09](0 포함), 시험 간 SD / 시험 안 SE 0.962, 정규 근사 4.15%(관측 4.12%)","unbiased reference: bias +0.00% (95% CI -0.08 to +0.09, includes 0), between-trial SD / within-trial SE 0.962, normal approximation 4.15% (observed 4.12%)",equal,10000,"equal (10,000 trials)"
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,P2,AUClast,10000,337,3.37,3.03383376227813,3.74197792577116,conservative,-1.63,10000,3.37,3.03383376227813,3.74197792577116,conservative,0.0502200065491111,232,1,4.99999999966328,3.36734743896104e-12,5.10912340746605,0.0484610563039692,0.964975109204301,-0.012137356634604,4.45267326045059,3.57052269495465,0.00496466363031931,0.000484610563039692,0.00401484438023383,0.00591448288040478,0.497700799288192,away_from_1,4.55,4.15870570145422,4.97619975044028,conservative,-0.449999999999999,3.37,-1.18,-1.46309674121203,-0.896903258787969,3.37,0,0,0,0,96.97,0.00879267538606335,0.000413684583090328,0.883144450105999,away_from_1,0.883144450105999,0.497700799288192,-1.05704878462708,0.102300376043596,0.359475276697374,0.0168672583910956,0.0413684583090328,0.0484610563039692,0.0504930527142695,0.0467850116782907,0.0483096574409788,0.0457571393238289,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.50%; AUClast 단독 − AUCinf_true -1.18%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.55%, -0.45%p) → P2 3.37%: 보수적","AUClast bias away from 1 (bias +0.50%; AUClast only minus AUCinf_true -1.18 points) + the unbiased reference is itself below 5% (AUCinf_true 4.55%, -0.45 points); hence P2 3.37%: conservative",equal,10000,"equal (10,000 trials)"
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,AUClast_only,AUClast,10000,337,3.37,3.03383376227813,3.74197792577116,conservative,-1.63,10000,3.37,3.03383376227813,3.74197792577116,conservative,0.0502200065491111,232,1,4.99999999966328,3.36734743896104e-12,5.10912340746605,0.0484610563039692,0.964975109204301,-0.012137356634604,4.45267326045059,3.57052269495465,0.00496466363031931,0.000484610563039692,0.00401484438023383,0.00591448288040478,0.497700799288192,away_from_1,4.55,4.15870570145422,4.97619975044028,conservative,-0.449999999999999,3.37,-1.18,-1.46309674121203,-0.896903258787969,3.37,0,0,0,0,96.97,0.00879267538606335,0.000413684583090328,0.883144450105999,away_from_1,0.883144450105999,0.497700799288192,-1.05704878462708,0.102300376043596,0.359475276697374,0.0168672583910956,0.0413684583090328,0.0484610563039692,0.0504930527142695,0.0467850116782907,0.0483096574409788,0.0457571393238289,last,TRUE,FALSE,"AUClast 편향이 1에서 멀어지는 방향(편향 +0.50%; AUClast 단독 − AUCinf_true -1.18%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.55%, -0.45%p) → AUClast 단독 3.37%: 보수적","AUClast bias away from 1 (bias +0.50%; AUClast only minus AUCinf_true -1.18 points) + the unbiased reference is itself below 5% (AUCinf_true 4.55%, -0.45 points); hence AUClast only 3.37%: conservative",equal,10000,"equal (10,000 trials)"
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,AUCinf_true_only,AUCinf_true,10000,455,4.55,4.15870570145422,4.97619975044028,conservative,-0.449999999999999,10000,4.55,4.15870570145422,4.97619975044028,conservative,0.0476188202747951,232,1,4.99999999998283,1.71932710135284e-13,5.11513881412637,0.0457571393238289,0.960904513378892,-0.00902067789811933,4.39098106500642,4.35683437908068,0.000168658360290008,0.000457571393238289,-0.000728165090812853,0.00106548181139287,0.0168672583910956,none,4.55,4.15870570145422,4.97619975044028,conservative,-0.449999999999999,3.37,-1.18,-1.46309674121203,-0.896903258787969,3.37,0,0,0,0,96.97,0.00879267538606335,0.000413684583090328,0.883144450105999,away_from_1,0.883144450105999,0.497700799288192,-1.05704878462708,0.102300376043596,0.359475276697374,0.0168672583910956,0.0413684583090328,0.0484610563039692,0.0504930527142695,0.0467850116782907,0.0483096574409788,0.0457571393238289,,,,"편향 없는 기준: 편향 +0.02% [-0.07, +0.11](0 포함), 시험 간 SD / 시험 안 SE 0.961, 정규 근사 4.36%(관측 4.55%)","unbiased reference: bias +0.02% (95% CI -0.07 to +0.11, includes 0), between-trial SD / within-trial SE 0.961, normal approximation 4.36% (observed 4.55%)",equal,10000,"equal (10,000 trials)"
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,P2,AUClast,10000,370,3.7,3.34745689092521,4.08810135819944,conservative,-1.3,10000,3.7,3.34745689092521,4.08810135819944,conservative,0.0547429937863528,232,1,4.99999997581992,2.41801021074103e-10,4.9117695521289,0.0529982269783266,0.968128034523732,-0.0357611460356419,4.31906345221029,3.57573526532631,-0.0046316059645066,0.000529982269783266,-0.00567035212572659,-0.0035928598032866,-0.462089661780563,away_from_1,4.61,4.21613141098896,5.03872796110106,nominal,-0.389999999999999,3.74,-0.87,-1.08847711199433,-0.651522888005666,3.7,-0.04,-0.0791933987696532,-0.00080660123034684,4,40.31,-0.00139511086295102,0.00042757369869006,-0.1394138148192,away_from_1,-0.1394138148192,-0.462089661780563,2.08200500101177,0.838452381406185,-0.247189002213233,0.00932597955156655,0.042757369869006,0.0529982269783266,0.053843824702891,0.0503455155394329,0.0526496827670147,0.0510607991124507,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.46%; AUClast 단독 − AUCinf_true -0.87%p) + Cmax 불통과(Cmax 통과 40.31%; P2 − AUClast 단독 -0.04%p) → P2 3.70%: 보수적,AUClast bias away from 1 (bias -0.46%; AUClast only minus AUCinf_true -0.87 points) + Cmax failures (Cmax pass 40.31%; P2 minus AUClast only -0.04 points); hence P2 3.70%: conservative,equal,10000,"equal (10,000 trials)"
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUClast_only,AUClast,10000,374,3.74,3.38552764822138,4.12999988103362,conservative,-1.26,10000,3.74,3.38552764822138,4.12999988103362,conservative,0.0547429937863528,232,1,4.99999997581992,2.41801021074103e-10,4.9117695521289,0.0529982269783266,0.968128034523732,-0.0357611460356419,4.31906345221029,3.57573526532631,-0.0046316059645066,0.000529982269783266,-0.00567035212572659,-0.0035928598032866,-0.462089661780563,away_from_1,4.61,4.21613141098896,5.03872796110106,nominal,-0.389999999999999,3.74,-0.87,-1.08847711199433,-0.651522888005666,3.7,-0.04,-0.0791933987696532,-0.00080660123034684,4,40.31,-0.00139511086295102,0.00042757369869006,-0.1394138148192,away_from_1,-0.1394138148192,-0.462089661780563,2.08200500101177,0.838452381406185,-0.247189002213233,0.00932597955156655,0.042757369869006,0.0529982269783266,0.053843824702891,0.0503455155394329,0.0526496827670147,0.0510607991124507,last,TRUE,FALSE,AUClast 편향이 1에서 멀어지는 방향(편향 -0.46%; AUClast 단독 − AUCinf_true -0.87%p) → AUClast 단독 3.74%: 보수적,AUClast bias away from 1 (bias -0.46%; AUClast only minus AUCinf_true -0.87 points); hence AUClast only 3.74%: conservative,equal,10000,"equal (10,000 trials)"
k2020,F_down_080,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUCinf_true_only,AUCinf_true,10000,461,4.61,4.21613141098896,5.03872796110106,nominal,-0.389999999999999,10000,4.61,4.21613141098896,5.03872796110106,nominal,0.0527904838276399,232,1,4.99999999567256,4.32745428542782e-11,4.90853043532973,0.0510607991124508,0.967234914519129,-0.0368176665077539,4.30152104272331,4.31824030577974,9.32554470913505e-05,0.000510607991124508,-0.000907517825731032,0.00109402871991373,0.00932597955156655,none,4.61,4.21613141098896,5.03872796110106,nominal,-0.389999999999999,3.74,-0.87,-1.08847711199433,-0.651522888005666,3.7,-0.04,-0.0791933987696532,-0.00080660123034684,4,40.31,-0.00139511086295102,0.00042757369869006,-0.1394138148192,away_from_1,-0.1394138148192,-0.462089661780563,2.08200500101177,0.838452381406185,-0.247189002213233,0.00932597955156655,0.042757369869006,0.0529982269783266,0.053843824702891,0.0503455155394329,0.0526496827670147,0.0510607991124507,,,,"편향 없는 기준: 편향 +0.01% [-0.09, +0.11](0 포함), 시험 간 SD / 시험 안 SE 0.967, 정규 근사 4.32%(관측 4.61%)","unbiased reference: bias +0.01% (95% CI -0.09 to +0.11, includes 0), between-trial SD / within-trial SE 0.967, normal approximation 4.32% (observed 4.61%)",equal,10000,"equal (10,000 trials)"
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,P2,AUClast,20000,1036,5.18,4.88136778412433,5.49584632794489,nominal,0.180000000000001,10000,5.32,4.89702817745753,5.77728591694613,nominal,0.0540181511719246,232,1,4.99999998697215,1.3027869375273e-10,4.95230456831956,0.0524529977089585,0.971025415920203,0.00238793895897949,4.40455736796572,5.18515713975391,0.00411200655133701,0.00037089870373567,0.0033850584501025,0.00483895465257151,0.412047245024261,toward_1,4.585,4.30374275289545,4.88369988208054,conservative,-0.414999999999999,5.195,0.61,0.462263964337034,0.757736035662966,5.18,-0.015,-0.031972937258185,0.00197293725818501,3,65.295,-0.0175948010883707,0.000306303402866389,-1.74409164208285,away_from_1,-1.74409164208285,0.412047245024261,-3.25351488687989,-0.471758369489428,0.313022492219872,0.0169240893282963,0.0306303402866389,0.037089870373567,0.0370773718775964,0.0360564133585187,0.0367780163676576,0.0360000351999683,last,TRUE,FALSE,"AUClast 편향이 1 쪽(편향 +0.41%; AUClast 단독 − AUCinf_true +0.61%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.59%, -0.42%p) → P2 5.18%: 점추정 5% 초과, Wilson 구간 5% 포함(명목)","AUClast bias toward 1 (bias +0.41%; AUClast only minus AUCinf_true +0.61 points) + the unbiased reference is itself below 5% (AUCinf_true 4.59%, -0.42 points); hence P2 5.18%: point estimate above 5% with the Wilson interval including 5% (nominal)",equal,20000,"equal (20,000 trials)"
k2020,V2_up_080,V2,up,0.8,2.27730854120339,0.79979742585522,0.890882568755657,AUClast_only,AUClast,20000,1039,5.195,4.89594512865908,5.51126322232845,nominal,0.195000000000001,10000,5.34,4.91624202232057,5.79805671214826,nominal,0.0540181511719246,232,1,4.99999998697215,1.3027869375273e-10,4.95230456831956,0.0524529977089585,0.971025415920203,0.00238793895897949,4.40455736796572,5.18515713975391,0.00411200655133701,0.00037089870373567,0.0033850584501025,0.00483895465257151,0.412047245024261,toward_1,4.585,4.30374275289545,4.88369988208054,conservative,-0.414999999999999,5.195,0.61,0.462263964337034,0.757736035662966,5.18,-0.015,-0.031972937258185,0.00197293725818501,3,65.295,-0.0175948010883707,0.000306303402866389,-1.74409164208285,away_from_1,-1.74409164208285,0.412047245024261,-3.25351488687989,-0.471758369489428,0.313022492219872,0.0169240893282963,0.0306303402866389,0.037089870373567,0.0370773718775964,0.0360564133585187,0.0367780163676576,0.0360000351999683,last,TRUE,FALSE,"AUClast 편향이 1 쪽(편향 +0.41%; AUClast 단독 − AUCinf_true +0.61%p) + 편향 없는 기준도 5% 아래(AUCinf_true 4.59%, -0.42%p) → AUClast 단독 5.20%: 점추정 5% 초과, Wilson 구간 5% 포함(명목)","AUClast bias toward 1 (bias +0.41%; AUClast only minus AUCinf_true +0.61 points) + the unbiased reference is itself below 5% (AUCinf_true 4.59%, -0.42 points); hence AUClast only 5.20%: point estimate above 5% with the Wilson interval including 5% (nominal)",equal,20000,"equal (20,000 trials)"
