bin,n,pass_pct,lo,hi,config,model,ratio
0.13,540,41.4814814814815,37.4004013988492,45.6829037615371,F3B,k2016,1.13882838332462
-0.29,362,0,0,1.05003375863338,F3B,k2016,0.748263567578565
-0.31,344,0,8.67361737988404e-17,1.10437060427415,F3B,k2016,0.733446956224289
-0.23,399,1.2531328320802,0.536419021109328,2.8995378591022,F3B,k2016,0.794533602503334
-0.11,544,51.8382352941177,47.6412750026428,56.0094162106606,F3B,k2016,0.895834135296528
0.27,358,0.279329608938548,0.0493255642690617,1.56504412120935,F3B,k2016,1.30996445073325
0.29,337,0,0,1.12705151362323,F3B,k2016,1.33642748802547
0.33,293,0,0,1.29411128619151,F3B,k2016,1.39096812846378
-0.01,572,82.8671328671329,79.5625408485408,85.7332092646999,F3B,k2016,0.990049833749168
-0.07,512,71.875,67.8287377369193,75.5954570752046,F3B,k2016,0.932393819905948
-0.13,476,40.546218487395,36.2282210023999,45.0155839365913,F3B,k2016,0.878095430920561
-0.33,319,0,0,1.18989018161625,F3B,k2016,0.718923733431926
0.19,460,8.47826086956522,6.26391477232739,11.3803594218712,F3B,k2016,1.20924959765725
0.23,428,1.63551401869159,0.794452003986617,3.33703154310424,F3B,k2016,1.25860000992948
0.63,11,0,0,25.8832966968032,F3B,k2016,1.87761057926434
0.17,554,16.4259927797834,13.5738738166891,19.740512534869,F3B,k2016,1.18530485132037
-0.27,357,0.280112044817927,0.0494637789843685,1.56937980949497,F3B,k2016,0.763379494336853
0.09,549,66.4845173041895,62.4334329975125,70.3065138918008,F3B,k2016,1.09417428370521
-0.19,457,8.31509846827133,6.11784243485733,11.2073042706953,F3B,k2016,0.826959133943362
-0.05,562,78.4697508896797,74.8842637232594,81.668679687238,F3B,k2016,0.951229424500714
0.11,516,55.6201550387597,51.3075001746614,59.8497476777085,F3B,k2016,1.11627807045887
0.35,299,0,0,1.26847190462405,F3B,k2016,1.41906754859326
-0.15,464,28.0172413793103,24.1243853669877,32.2710994380079,F3B,k2016,0.860707976425058
-0.03,562,79.1814946619217,75.6322051170392,82.3345618787207,F3B,k2016,0.970445533548508
-0.25,419,0,0,0.908486795833115,F3B,k2016,0.778800783071405
-0.09,544,63.7867647058824,59.6643601419679,67.7158239578073,F3B,k2016,0.913931185271228
0.07,525,73.5238095238095,69.5887143928333,77.1171548010845,F3B,k2016,1.07250818125422
0.21,434,5.52995391705069,3.74395047769538,8.09628478927242,F3B,k2016,1.23367805995674
-0.67,25,0,0,13.3192250939048,F3B,k2016,0.511708577786543
-0.17,451,13.9689578713969,11.0728979786452,17.4736331923138,F3B,k2016,0.843664816596384
0.05,555,78.9189189189189,75.3325491324632,82.1077132055166,F3B,k2016,1.05127109637602
-0.61,65,0,0,5.58015313228569,F3B,k2016,0.5433508690745
-0.41,224,0,0,1.68602274606978,F3B,k2016,0.663650250136319
-0.37,267,0,0,1.41834224251365,F3B,k2016,0.690734330637355
-0.35,296,0,0,1.28116333071583,F3B,k2016,0.704688089718713
0.31,336,0,0,1.13036791744734,F3B,k2016,1.36342511413218
