bin,n,pass_pct,lo,hi,config,model,ratio
0.25,415,4.33734939759036,2.76092895232911,6.7513717002551,G2,k2016,1.28402541668774
-0.43,196,0,0,1.92225319178681,G2,k2016,0.650509094723317
-0.49,161,0,0,2.3303960351823,G2,k2016,0.612626394184416
-0.45,199,0,0,1.89382330566349,G2,k2016,0.637628151621773
-0.59,89,0,0,4.13765452362525,G2,k2016,0.554327284734507
0.41,202,0,0,1.86622211225211,G2,k2016,1.50681778511285
0.61,15,0,0,20.3883301035849,G2,k2016,1.84043139878164
0.53,73,0,0,4.99920079557311,G2,k2016,1.69893230861855
0.45,133,0,0,2.80723316880717,G2,k2016,1.56831218549017
-0.47,143,0,1.73472347597681e-16,2.61605874222815,G2,k2016,0.625002268282701
-0.55,111,0,0,3.34501046933923,G2,k2016,0.576949810380487
0.51,81,0,0,4.52780854324152,G2,k2016,1.66529119494589
-0.39,228,0,0,1.65693350975034,G2,k2016,0.677056874498165
0.55,29,0,0,11.6969798499741,G2,k2016,1.7332530178674
-0.65,45,0,6.93889390390723e-16,7.86515987328883,G2,k2016,0.522045776761016
0.57,31,0,0,11.0255395460436,G2,k2016,1.76826705143374
0.37,246,0,0,1.53755859368843,G2,k2016,1.44773461466332
-0.51,133,0,0,2.80723316880717,G2,k2016,0.600495578812266
-0.69,29,0,0,11.6969798499741,G2,k2016,0.501576069066056
-0.77,7,0,0,35.4330435066687,G2,k2016,0.463013068311228
-0.57,94,0,3.46944695195361e-16,3.92620762915447,G2,k2016,0.565525438699537
-0.63,42,0,0,8.37987908657039,G2,k2016,0.532591801006897
-0.79,7,0,0,35.4330435066687,G2,k2016,0.453844795282356
0.59,37,0,0,9.40578258372025,G2,k2016,1.80398841539786
-0.71,11,0,0,25.8832966968032,G2,k2016,0.491644197460965
-0.73,13,0,0,22.8095372354198,G2,k2016,0.481908990090202
-0.75,13,0,0,22.8095372354198,G2,k2016,0.472366552741015
0.65,1,0,0,79.3450685622763,G2,k2016,1.9155408290139
0.67,2,0,0,65.7619772493347,G2,k2016,1.95423732063594
-0.83,7,0,0,35.4330435066687,G2,k2016,0.436049286321536
-0.81,7,0,0,35.4330435066687,G2,k2016,0.444858066222941
-0.89,1,0,0,79.3450685622763,G2,k2016,0.410655752752345
0.03,538,98.6988847583643,97.3389136411103,99.3683411231291,AUClast_only,k2016,1.03045453395352
0.39,218,0,0,1.73162349414544,AUClast_only,k2016,1.47698079388264
0.01,547,99.2687385740402,98.1350264606644,99.7152699120804,AUClast_only,k2016,1.01005016708417
0.13,540,54.2592592592593,50.0420897138348,58.416257705972,AUClast_only,k2016,1.13882838332462
-0.29,362,0,0,1.05003375863338,AUClast_only,k2016,0.748263567578565
-0.31,344,0,8.67361737988404e-17,1.10437060427415,AUClast_only,k2016,0.733446956224289
-0.23,399,1.50375939849624,0.690961045880677,3.2414690637385,AUClast_only,k2016,0.794533602503334
-0.11,544,68.1985294117647,64.1691292891342,71.972713722569,AUClast_only,k2016,0.895834135296528
0.27,358,0.279329608938548,0.0493255642690617,1.56504412120935,AUClast_only,k2016,1.30996445073325
0.29,337,0.29673590504451,0.0524003922646931,1.66143419842902,AUClast_only,k2016,1.33642748802547
0.33,293,0,0,1.29411128619151,AUClast_only,k2016,1.39096812846378
-0.01,572,99.3006993006993,98.215895809059,99.727729360802,AUClast_only,k2016,0.990049833749168
-0.07,512,89.0625,86.062566245746,91.4806387759038,AUClast_only,k2016,0.932393819905948
-0.13,476,51.2605042016807,46.77809923654,55.7227267715946,AUClast_only,k2016,0.878095430920561
-0.33,319,0,0,1.18989018161625,AUClast_only,k2016,0.718923733431926
0.19,460,13.4782608695652,10.6583164623433,16.9031393733916,AUClast_only,k2016,1.20924959765725
0.23,428,2.33644859813084,1.27396748161562,4.24691485464783,AUClast_only,k2016,1.25860000992948
0.63,11,0,0,25.8832966968032,AUClast_only,k2016,1.87761057926434
0.17,554,22.0216606498195,18.7701519295817,25.6585033633835,AUClast_only,k2016,1.18530485132037
-0.27,357,0.280112044817927,0.0494637789843685,1.56937980949497,AUClast_only,k2016,0.763379494336853
0.09,549,83.7887067395264,80.4727660969152,86.6350808419535,AUClast_only,k2016,1.09417428370521
-0.19,457,12.035010940919,9.36402512731726,15.338930008711,AUClast_only,k2016,0.826959133943362
-0.05,562,95.5516014234875,93.5157164614123,96.9689929953836,AUClast_only,k2016,0.951229424500714
0.11,516,72.4806201550388,68.4716840743747,76.1573073351047,AUClast_only,k2016,1.11627807045887
0.35,299,0,0,1.26847190462405,AUClast_only,k2016,1.41906754859326
-0.15,464,36.6379310344828,32.3803177084443,41.1149769769452,AUClast_only,k2016,0.860707976425058
-0.03,562,98.0427046263345,96.5294632718693,98.903628733345,AUClast_only,k2016,0.970445533548508
-0.25,419,0,0,0.908486795833115,AUClast_only,k2016,0.778800783071405
-0.09,544,82.7205882352941,79.31698720681,85.6653163899898,AUClast_only,k2016,0.913931185271228
0.07,525,91.2380952380953,88.5102444995374,93.366846030691,AUClast_only,k2016,1.07250818125422
0.21,434,9.90783410138249,7.43908573256982,13.0800901039711,AUClast_only,k2016,1.23367805995674
-0.67,25,0,0,13.3192250939048,AUClast_only,k2016,0.511708577786543
-0.17,451,20.1773835920177,16.7324747229102,24.1260387693605,AUClast_only,k2016,0.843664816596384
0.05,555,95.6756756756757,93.6463120074213,97.077092993687,AUClast_only,k2016,1.05127109637602
-0.61,65,0,0,5.58015313228569,AUClast_only,k2016,0.5433508690745
-0.41,224,0,0,1.68602274606978,AUClast_only,k2016,0.663650250136319
-0.37,267,0,0,1.41834224251365,AUClast_only,k2016,0.690734330637355
-0.35,296,0,0,1.28116333071583,AUClast_only,k2016,0.704688089718713
0.31,336,0,0,1.13036791744734,AUClast_only,k2016,1.36342511413218
0.47,141,0,0,2.65218180759256,AUClast_only,k2016,1.59999419321736
-0.21,476,6.51260504201681,4.62570370044035,9.0957990189188,AUClast_only,k2016,0.810584245970187
-0.53,121,0,0,3.07706979474783,AUClast_only,k2016,0.588604969678355
0.49,95,0,0,3.8864853539473,AUClast_only,k2016,1.63231621995538
0.43,156,0,0,2.40329314374149,AUClast_only,k2016,1.53725752354828
0.15,491,40.122199592668,35.8796265935556,44.5181355035875,AUClast_only,k2016,1.16183424272828
0.25,415,0.72289156626506,0.24614677441844,2.10353915409592,AUClast_only,k2016,1.28402541668774
-0.43,196,0,0,1.92225319178681,AUClast_only,k2016,0.650509094723317
-0.49,161,0,0,2.3303960351823,AUClast_only,k2016,0.612626394184416
-0.45,199,0,0,1.89382330566349,AUClast_only,k2016,0.637628151621773
-0.59,89,0,0,4.13765452362525,AUClast_only,k2016,0.554327284734507
0.41,202,0,0,1.86622211225211,AUClast_only,k2016,1.50681778511285
0.61,15,0,0,20.3883301035849,AUClast_only,k2016,1.84043139878164
0.53,73,0,0,4.99920079557311,AUClast_only,k2016,1.69893230861855
0.45,133,0,0,2.80723316880717,AUClast_only,k2016,1.56831218549017
-0.47,143,0,1.73472347597681e-16,2.61605874222815,AUClast_only,k2016,0.625002268282701
-0.55,111,0,0,3.34501046933923,AUClast_only,k2016,0.576949810380487
0.51,81,0,0,4.52780854324152,AUClast_only,k2016,1.66529119494589
-0.39,228,0,0,1.65693350975034,AUClast_only,k2016,0.677056874498165
0.55,29,0,0,11.6969798499741,AUClast_only,k2016,1.7332530178674
-0.65,45,0,6.93889390390723e-16,7.86515987328883,AUClast_only,k2016,0.522045776761016
0.57,31,0,0,11.0255395460436,AUClast_only,k2016,1.76826705143374
0.37,246,0,0,1.53755859368843,AUClast_only,k2016,1.44773461466332
-0.51,133,0,0,2.80723316880717,AUClast_only,k2016,0.600495578812266
-0.69,29,0,0,11.6969798499741,AUClast_only,k2016,0.501576069066056
-0.77,7,0,0,35.4330435066687,AUClast_only,k2016,0.463013068311228
-0.57,94,0,3.46944695195361e-16,3.92620762915447,AUClast_only,k2016,0.565525438699537
-0.63,42,0,0,8.37987908657039,AUClast_only,k2016,0.532591801006897
-0.79,7,0,0,35.4330435066687,AUClast_only,k2016,0.453844795282356
0.59,37,0,0,9.40578258372025,AUClast_only,k2016,1.80398841539786
-0.71,11,0,0,25.8832966968032,AUClast_only,k2016,0.491644197460965
-0.73,13,0,0,22.8095372354198,AUClast_only,k2016,0.481908990090202
-0.75,13,0,0,22.8095372354198,AUClast_only,k2016,0.472366552741015
0.65,1,0,0,79.3450685622763,AUClast_only,k2016,1.9155408290139
0.67,2,0,0,65.7619772493347,AUClast_only,k2016,1.95423732063594
-0.83,7,0,0,35.4330435066687,AUClast_only,k2016,0.436049286321536
-0.81,7,0,0,35.4330435066687,AUClast_only,k2016,0.444858066222941
-0.89,1,0,0,79.3450685622763,AUClast_only,k2016,0.410655752752345
0.03,538,96.8401486988848,94.9981986012295,98.017939568955,AUCinf_only,k2016,1.03045453395352
0.39,218,0,0,1.73162349414544,AUCinf_only,k2016,1.47698079388264
0.01,547,98.1718464351006,96.6678016353585,99.0040094749133,AUCinf_only,k2016,1.01005016708417
0.13,540,66.2962962962963,62.206731159472,70.1556415771802,AUCinf_only,k2016,1.13882838332462
-0.29,362,1.65745856353591,0.76178535126336,3.56835778553687,AUCinf_only,k2016,0.748263567578565
-0.31,344,0.290697674418605,0.0513337218127703,1.62801147197142,AUCinf_only,k2016,0.733446956224289
-0.23,399,8.52130325814536,6.16187053276163,11.6718100002718,AUCinf_only,k2016,0.794533602503334
-0.11,544,73.3455882352941,69.4757966316417,76.8879817773109,AUCinf_only,k2016,0.895834135296528
0.27,358,2.51396648044693,1.3281323811089,4.70806338592105,AUCinf_only,k2016,1.30996445073325
0.29,337,1.78041543026706,0.818470714729153,3.82927926131699,AUCinf_only,k2016,1.33642748802547
0.33,293,0,0,1.29411128619151,AUCinf_only,k2016,1.39096812846378
-0.01,572,98.4265734265734,97.0369872343656,99.170048836739,AUCinf_only,k2016,0.990049833749168
-0.07,512,89.2578125,86.277373861225,91.653547185533,AUCinf_only,k2016,0.932393819905948
-0.13,476,62.1848739495798,57.7473820188441,66.4272693931229,AUCinf_only,k2016,0.878095430920561
-0.33,319,0.313479623824451,0.0553583007448172,1.75403100198983,AUCinf_only,k2016,0.718923733431926
0.19,460,31.7391304347826,27.6517550436949,36.1289728741726,AUCinf_only,k2016,1.20924959765725
0.23,428,7.47663551401869,5.34558285261609,10.3642239375797,AUCinf_only,k2016,1.25860000992948
0.63,11,0,0,25.8832966968032,AUCinf_only,k2016,1.87761057926434
0.17,554,37.5451263537906,33.6115838137241,41.6502046715313,AUCinf_only,k2016,1.18530485132037
-0.27,357,4.48179271708684,2.777257462528,7.15548666776999,AUCinf_only,k2016,0.763379494336853
0.09,549,85.4280510018215,82.2305118198628,88.1332414394901,AUCinf_only,k2016,1.09417428370521
-0.19,457,22.3194748358862,18.7415822486622,26.3588432539751,AUCinf_only,k2016,0.826959133943362
-0.05,562,93.9501779359431,91.6649129333186,95.6386934566367,AUCinf_only,k2016,0.951229424500714
0.11,516,75.3875968992248,71.492361736778,78.9076199411685,AUCinf_only,k2016,1.11627807045887
0.35,299,0,0,1.26847190462405,AUCinf_only,k2016,1.41906754859326
-0.15,464,49.3534482758621,44.8283969806286,53.8891172783419,AUCinf_only,k2016,0.860707976425058
-0.03,562,98.576512455516,97.2164891153099,99.2769705788512,AUCinf_only,k2016,0.970445533548508
-0.25,419,5.96658711217184,4.07377225658201,8.65947745144285,AUCinf_only,k2016,0.778800783071405
-0.09,544,83.8235294117647,80.4937405671524,86.6789777576294,AUCinf_only,k2016,0.913931185271228
0.07,525,91.8095238095238,89.1490383821823,93.8626076750238,AUCinf_only,k2016,1.07250818125422
0.21,434,18.2027649769585,14.8566628343471,22.106821449806,AUCinf_only,k2016,1.23367805995674
-0.67,25,0,0,13.3192250939048,AUCinf_only,k2016,0.511708577786543
-0.17,451,35.6984478935699,31.4145297676321,40.2239395279178,AUCinf_only,k2016,0.843664816596384
0.05,555,93.8738738738739,91.5613016205098,95.5832708361761,AUCinf_only,k2016,1.05127109637602
-0.61,65,0,0,5.58015313228569,AUCinf_only,k2016,0.5433508690745
-0.41,224,0,0,1.68602274606978,AUCinf_only,k2016,0.663650250136319
-0.37,267,0,0,1.41834224251365,AUCinf_only,k2016,0.690734330637355
-0.35,296,0,0,1.28116333071583,AUCinf_only,k2016,0.704688089718713
0.31,336,0.297619047619048,0.052556403224744,1.66632122899969,AUCinf_only,k2016,1.36342511413218
0.47,141,0,0,2.65218180759256,AUCinf_only,k2016,1.59999419321736
-0.21,476,17.2268907563025,14.1004082167406,20.8781155717619,AUCinf_only,k2016,0.810584245970187
-0.53,121,0,0,3.07706979474783,AUCinf_only,k2016,0.588604969678355
0.49,95,0,0,3.8864853539473,AUCinf_only,k2016,1.63231621995538
0.43,156,0,0,2.40329314374149,AUCinf_only,k2016,1.53725752354828
0.15,491,53.9714867617108,49.5490698019688,58.3322423445407,AUCinf_only,k2016,1.16183424272828
0.25,415,5.5421686746988,3.72110356664631,8.17873532729452,AUCinf_only,k2016,1.28402541668774
-0.43,196,0,0,1.92225319178681,AUCinf_only,k2016,0.650509094723317
-0.49,161,0,0,2.3303960351823,AUCinf_only,k2016,0.612626394184416
-0.45,199,0,0,1.89382330566349,AUCinf_only,k2016,0.637628151621773
-0.59,89,0,0,4.13765452362525,AUCinf_only,k2016,0.554327284734507
0.41,202,0,0,1.86622211225211,AUCinf_only,k2016,1.50681778511285
0.61,15,0,0,20.3883301035849,AUCinf_only,k2016,1.84043139878164
0.53,73,0,0,4.99920079557311,AUCinf_only,k2016,1.69893230861855
0.45,133,0,0,2.80723316880717,AUCinf_only,k2016,1.56831218549017
-0.47,143,0,1.73472347597681e-16,2.61605874222815,AUCinf_only,k2016,0.625002268282701
-0.55,111,0,0,3.34501046933923,AUCinf_only,k2016,0.576949810380487
0.51,81,0,0,4.52780854324152,AUCinf_only,k2016,1.66529119494589
-0.39,228,0,0,1.65693350975034,AUCinf_only,k2016,0.677056874498165
0.55,29,0,0,11.6969798499741,AUCinf_only,k2016,1.7332530178674
-0.65,45,0,6.93889390390723e-16,7.86515987328883,AUCinf_only,k2016,0.522045776761016
0.57,31,0,0,11.0255395460436,AUCinf_only,k2016,1.76826705143374
0.37,246,0,0,1.53755859368843,AUCinf_only,k2016,1.44773461466332
-0.51,133,0,0,2.80723316880717,AUCinf_only,k2016,0.600495578812266
-0.69,29,0,0,11.6969798499741,AUCinf_only,k2016,0.501576069066056
-0.77,7,0,0,35.4330435066687,AUCinf_only,k2016,0.463013068311228
-0.57,94,0,3.46944695195361e-16,3.92620762915447,AUCinf_only,k2016,0.565525438699537
-0.63,42,0,0,8.37987908657039,AUCinf_only,k2016,0.532591801006897
-0.79,7,0,0,35.4330435066687,AUCinf_only,k2016,0.453844795282356
0.59,37,0,0,9.40578258372025,AUCinf_only,k2016,1.80398841539786
-0.71,11,0,0,25.8832966968032,AUCinf_only,k2016,0.491644197460965
-0.73,13,0,0,22.8095372354198,AUCinf_only,k2016,0.481908990090202
-0.75,13,0,0,22.8095372354198,AUCinf_only,k2016,0.472366552741015
0.65,1,0,0,79.3450685622763,AUCinf_only,k2016,1.9155408290139
0.67,2,0,0,65.7619772493347,AUCinf_only,k2016,1.95423732063594
-0.83,7,0,0,35.4330435066687,AUCinf_only,k2016,0.436049286321536
-0.81,7,0,0,35.4330435066687,AUCinf_only,k2016,0.444858066222941
-0.89,1,0,0,79.3450685622763,AUCinf_only,k2016,0.410655752752345
0.03,562,83.4519572953737,80.1545345762415,86.295173931093,P2,k2020,1.03045453395352
0.39,230,0,0,1.64276208336508,P2,k2020,1.47698079388264
0.01,555,82.5225225225225,79.1423509016022,85.4555765252225,P2,k2020,1.01005016708417
0.13,534,38.9513108614232,34.9083026169851,43.1521465981546,P2,k2020,1.13882838332462
-0.29,356,0,0,1.06754203178358,P2,k2020,0.748263567578565
-0.31,349,0,0,1.08872093249287,P2,k2020,0.733446956224289
-0.21,466,5.15021459227468,3.48505072685234,7.54876884088367,P2,k2020,0.810584245970187
-0.11,538,50.3717472118959,46.1592283255232,54.5789949932879,P2,k2020,0.895834135296528
0.27,376,0,8.67361737988404e-17,1.01133215753247,P2,k2020,1.30996445073325
0.29,346,0.289017341040462,0.0510368890223897,1.61870769767855,P2,k2020,1.33642748802547
-0.09,531,58.7570621468927,54.5217286477983,62.8666017567036,P2,k2020,0.913931185271228
0.33,302,0,0,1.25602945902317,P2,k2020,1.39096812846378
-0.07,536,68.6567164179105,64.6085355164034,72.4393785946966,P2,k2020,0.932393819905948
-0.33,307,0,0,1.23582575994473,P2,k2020,0.718923733431926
0.19,484,10.3305785123967,7.9241419331533,13.3617608828394,P2,k2020,1.20924959765725
0.23,428,1.4018691588785,0.644030884229143,3.02431973313752,P2,k2020,1.25860000992948
0.61,17,0,1.38777878078145e-15,18.4318135008852,P2,k2020,1.84043139878164
0.17,544,15.9926470588235,13.1525561377183,19.3096564161696,P2,k2020,1.18530485132037
-0.27,365,0.273972602739726,0.0483792739954787,1.53535234862937,P2,k2020,0.763379494336853
-0.01,563,81.7051509769094,78.3002637379559,84.6803094795948,P2,k2020,0.990049833749168
0.07,535,73.4579439252337,69.5587174938663,77.0227019368764,P2,k2020,1.07250818125422
0.09,558,64.336917562724,60.2768990440236,68.2008854782934,P2,k2020,1.09417428370521
-0.19,468,10.042735042735,7.63657510100717,13.0995126232967,P2,k2020,0.826959133943362
-0.05,557,77.37881508079,73.7236550160391,80.6589151743561,P2,k2020,0.951229424500714
-0.15,469,27.2921108742004,23.4572279737674,31.4959606634473,P2,k2020,0.860707976425058
-0.03,569,79.0861159929701,75.5549435827906,82.2271870404761,P2,k2020,0.970445533548508
-0.25,394,0,0,0.965575290237777,P2,k2020,0.778800783071405
0.21,422,7.81990521327014,5.62215512695028,10.7786572819941,P2,k2020,1.23367805995674
-0.13,481,39.9168399168399,35.6368393763574,44.3566207052251,P2,k2020,0.878095430920561
-0.67,20,0,1.38777878078145e-15,16.1125158052819,P2,k2020,0.511708577786543
-0.17,456,16.4473684210526,13.327863409746,20.1274625226383,P2,k2020,0.843664816596384
-0.59,83,0,3.46944695195361e-16,4.42353096419738,P2,k2020,0.554327284734507
-0.41,207,0,0,1.82196558598137,P2,k2020,0.663650250136319
-0.37,271,0,0,1.397699909314,P2,k2020,0.690734330637355
-0.35,307,0,0,1.23582575994473,P2,k2020,0.704688089718713
-0.39,235,0,0,1.60837186293441,P2,k2020,0.677056874498165
0.31,323,0,0,1.17532788972208,P2,k2020,1.36342511413218
0.11,528,53.7878787878788,49.5232484620657,57.9977898730607,P2,k2020,1.11627807045887
0.47,129,0,0,2.89176199568782,P2,k2020,1.59999419321736
-0.51,129,0,0,2.89176199568782,P2,k2020,0.600495578812266
0.49,97,0,0,3.80940425259477,P2,k2020,1.63231621995538
-0.53,125,0,1.73472347597681e-16,2.98153937083264,P2,k2020,0.588604969678355
0.43,156,0,0,2.40329314374149,P2,k2020,1.53725752354828
0.05,543,75.6906077348066,71.910389657417,79.1098823976107,P2,k2020,1.05127109637602
0.15,501,29.5409181636727,25.7138457216102,33.6793466523128,P2,k2020,1.16183424272828
0.25,412,0.970873786407767,0.378183354416607,2.46940641074917,P2,k2020,1.28402541668774
-0.43,200,0,0,1.88453263772666,P2,k2020,0.650509094723317
-0.49,161,0,0,2.3303960351823,P2,k2020,0.612626394184416
-0.57,89,0,0,4.13765452362525,P2,k2020,0.565525438699537
-0.61,71,0,3.46944695195361e-16,5.13279521968903,P2,k2020,0.5433508690745
0.41,181,0,0,2.07824524065272,P2,k2020,1.50681778511285
-0.23,432,1.62037037037037,0.787075711408784,3.30649052916176,P2,k2020,0.794533602503334
0.53,58,0,0,6.21178557872029,P2,k2020,1.69893230861855
0.45,132,0,1.73472347597681e-16,2.82789867986085,P2,k2020,1.56831218549017
-0.47,155,0,0,2.41842328143718,P2,k2020,0.625002268282701
0.37,233,0,0,1.62195370684758,P2,k2020,1.44773461466332
-0.45,184,0,0,2.04505376225864,P2,k2020,0.637628151621773
-0.55,103,0,0,3.59547582286481,P2,k2020,0.576949810380487
0.51,82,0,0,4.47506236901003,P2,k2020,1.66529119494589
0.35,282,0,0,1.34391240393992,P2,k2020,1.41906754859326
0.55,34,0,6.93889390390723e-16,10.1514554153324,P2,k2020,1.7332530178674
-0.63,43,0,6.93889390390723e-16,8.20098032257911,P2,k2020,0.532591801006897
-0.69,25,0,0,13.3192250939048,P2,k2020,0.501576069066056
-0.75,9,0,0,29.9145048419544,P2,k2020,0.472366552741015
-0.79,9,0,0,29.9145048419544,P2,k2020,0.453844795282356
0.59,28,0,0,12.0643304765846,P2,k2020,1.80398841539786
-0.71,9,0,0,29.9145048419544,P2,k2020,0.491644197460965
-0.65,43,0,6.93889390390723e-16,8.20098032257911,P2,k2020,0.522045776761016
-0.73,19,0,0,16.8179224052616,P2,k2020,0.481908990090202
0.65,3,0,0,56.1497031755046,P2,k2020,1.9155408290139
-0.83,3,0,0,56.1497031755046,P2,k2020,0.436049286321536
-0.77,7,0,0,35.4330435066687,P2,k2020,0.463013068311228
0.57,29,0,0,11.6969798499741,P2,k2020,1.76826705143374
-0.81,6,0,0,39.0334287902165,P2,k2020,0.444858066222941
0.63,5,0,2.77555756156289e-15,43.4482464783175,P2,k2020,1.87761057926434
-0.89,1,0,0,79.3450685622763,P2,k2020,0.410655752752345
0.03,562,80.7829181494662,77.3207992970582,83.8270707655421,F3A,k2020,1.03045453395352
0.39,230,0,0,1.64276208336508,F3A,k2020,1.47698079388264
0.01,555,80.9009009009009,77.4225551885155,83.954422948329,F3A,k2020,1.01005016708417
0.13,534,35.0187265917603,31.0928217910554,39.1586347718459,F3A,k2020,1.13882838332462
-0.29,356,0,0,1.06754203178358,F3A,k2020,0.748263567578565
-0.31,349,0,0,1.08872093249287,F3A,k2020,0.733446956224289
-0.21,466,4.72103004291846,3.13809035440062,7.04437820441421,F3A,k2020,0.810584245970187
-0.11,538,44.9814126394052,40.8281030911416,49.2058821049101,F3A,k2020,0.895834135296528
0.27,376,0,8.67361737988404e-17,1.01133215753247,F3A,k2020,1.30996445073325
0.29,346,0,0,1.09805705522827,F3A,k2020,1.33642748802547
-0.09,531,53.8606403013183,49.6080113831314,58.0578116984231,F3A,k2020,0.913931185271228
0.33,302,0,0,1.25602945902317,F3A,k2020,1.39096812846378
-0.07,536,63.9925373134328,59.842481598955,67.94345398437,F3A,k2020,0.932393819905948
-0.33,307,0,0,1.23582575994473,F3A,k2020,0.718923733431926
0.19,484,8.67768595041322,6.483932701994,11.5222160646651,F3A,k2020,1.20924959765725
0.23,428,1.16822429906542,0.499999551827414,2.70521813581505,F3A,k2020,1.25860000992948
0.61,17,0,1.38777878078145e-15,18.4318135008852,F3A,k2020,1.84043139878164
0.17,544,13.9705882352941,11.3092242483439,17.1372279709104,F3A,k2020,1.18530485132037
-0.27,365,0.273972602739726,0.0483792739954787,1.53535234862937,F3A,k2020,0.763379494336853
-0.01,563,79.7513321492007,76.2354255540413,82.8639918909993,F3A,k2020,0.990049833749168
0.07,535,69.9065420560748,65.8893384419458,73.6399139036646,F3A,k2020,1.07250818125422
0.09,558,60.0358422939068,55.9163933318662,64.0180558337557,F3A,k2020,1.09417428370521
-0.19,468,8.54700854700855,6.33937532051793,11.4296140833053,F3A,k2020,0.826959133943362
-0.05,557,75.2244165170557,71.4745800972748,78.6287058814171,F3A,k2020,0.951229424500714
-0.15,469,23.0277185501066,19.4457771397115,27.0479164059003,F3A,k2020,0.860707976425058
-0.03,569,76.9771528998243,73.3441043427638,80.24838538939,F3A,k2020,0.970445533548508
-0.25,394,0,0,0.965575290237777,F3A,k2020,0.778800783071405
0.21,422,6.63507109004739,4.6301589518447,9.42236167083406,F3A,k2020,1.23367805995674
-0.13,481,35.7588357588358,31.6039254271131,40.1394151004828,F3A,k2020,0.878095430920561
-0.67,20,0,1.38777878078145e-15,16.1125158052819,F3A,k2020,0.511708577786543
-0.17,456,12.5,9.7743246848276,15.8522160631314,F3A,k2020,0.843664816596384
-0.59,83,0,3.46944695195361e-16,4.42353096419738,F3A,k2020,0.554327284734507
-0.41,207,0,0,1.82196558598137,F3A,k2020,0.663650250136319
-0.37,271,0,0,1.397699909314,F3A,k2020,0.690734330637355
-0.35,307,0,0,1.23582575994473,F3A,k2020,0.704688089718713
-0.39,235,0,0,1.60837186293441,F3A,k2020,0.677056874498165
0.31,323,0,0,1.17532788972208,F3A,k2020,1.36342511413218
0.11,528,49.0530303030303,44.8112328960122,53.3085075202062,F3A,k2020,1.11627807045887
0.47,129,0,0,2.89176199568782,F3A,k2020,1.59999419321736
-0.51,129,0,0,2.89176199568782,F3A,k2020,0.600495578812266
0.49,97,0,0,3.80940425259477,F3A,k2020,1.63231621995538
-0.53,125,0,1.73472347597681e-16,2.98153937083264,F3A,k2020,0.588604969678355
0.43,156,0,0,2.40329314374149,F3A,k2020,1.53725752354828
0.05,543,72.3756906077348,68.4675570061062,75.9694541385953,F3A,k2020,1.05127109637602
0.15,501,26.1477045908184,22.4916383759012,30.1667663917456,F3A,k2020,1.16183424272828
0.25,412,0.728155339805825,0.24794129969244,2.11869593955831,F3A,k2020,1.28402541668774
-0.43,200,0,0,1.88453263772666,F3A,k2020,0.650509094723317
-0.49,161,0,0,2.3303960351823,F3A,k2020,0.612626394184416
-0.57,89,0,0,4.13765452362525,F3A,k2020,0.565525438699537
-0.61,71,0,3.46944695195361e-16,5.13279521968903,F3A,k2020,0.5433508690745
0.41,181,0,0,2.07824524065272,F3A,k2020,1.50681778511285
-0.23,432,0.925925925925926,0.360646975091496,2.35627189094179,F3A,k2020,0.794533602503334
0.53,58,0,0,6.21178557872029,F3A,k2020,1.69893230861855
0.45,132,0,1.73472347597681e-16,2.82789867986085,F3A,k2020,1.56831218549017
-0.47,155,0,0,2.41842328143718,F3A,k2020,0.625002268282701
0.37,233,0,0,1.62195370684758,F3A,k2020,1.44773461466332
-0.45,184,0,0,2.04505376225864,F3A,k2020,0.637628151621773
-0.55,103,0,0,3.59547582286481,F3A,k2020,0.576949810380487
0.51,82,0,0,4.47506236901003,F3A,k2020,1.66529119494589
0.35,282,0,0,1.34391240393992,F3A,k2020,1.41906754859326
0.55,34,0,6.93889390390723e-16,10.1514554153324,F3A,k2020,1.7332530178674
-0.63,43,0,6.93889390390723e-16,8.20098032257911,F3A,k2020,0.532591801006897
-0.69,25,0,0,13.3192250939048,F3A,k2020,0.501576069066056
-0.75,9,0,0,29.9145048419544,F3A,k2020,0.472366552741015
-0.79,9,0,0,29.9145048419544,F3A,k2020,0.453844795282356
0.59,28,0,0,12.0643304765846,F3A,k2020,1.80398841539786
-0.71,9,0,0,29.9145048419544,F3A,k2020,0.491644197460965
-0.65,43,0,6.93889390390723e-16,8.20098032257911,F3A,k2020,0.522045776761016
-0.73,19,0,0,16.8179224052616,F3A,k2020,0.481908990090202
0.65,3,0,0,56.1497031755046,F3A,k2020,1.9155408290139
-0.83,3,0,0,56.1497031755046,F3A,k2020,0.436049286321536
-0.77,7,0,0,35.4330435066687,F3A,k2020,0.463013068311228
0.57,29,0,0,11.6969798499741,F3A,k2020,1.76826705143374
-0.81,6,0,0,39.0334287902165,F3A,k2020,0.444858066222941
0.63,5,0,2.77555756156289e-15,43.4482464783175,F3A,k2020,1.87761057926434
-0.89,1,0,0,79.3450685622763,F3A,k2020,0.410655752752345
0.03,562,82.9181494661922,79.5856907902625,85.8036500281251,F3B,k2020,1.03045453395352
0.39,230,0,0,1.64276208336508,F3B,k2020,1.47698079388264
0.01,555,82.5225225225225,79.1423509016022,85.4555765252225,F3B,k2020,1.01005016708417
0.13,534,37.8277153558052,33.815237120427,42.0140713369302,F3B,k2020,1.13882838332462
-0.29,356,0,0,1.06754203178358,F3B,k2020,0.748263567578565
