model,mechanism,direction,target,reachable,n_crossings,multiplier,auc_ratio,auc_se_log,cmax_ratio,cmax_se_log,iter_screen,iter_full,end_multiplier,end_auc_ratio,end_cmax_ratio,n_subjects,within_tol,overall_true_equiv
k2020,ke,down,0.7,FALSE,0,,,,,,,,0.1,2.08902713264413,1.19343091141408,200000,FALSE,FALSE
k2020,ke,down,0.75,FALSE,0,,,,,,,,0.1,2.08902713264413,1.19343091141408,200000,FALSE,FALSE
k2020,ke,down,0.8,FALSE,0,,,,,,,,0.1,2.08902713264413,1.19343091141408,200000,FALSE,FALSE
k2020,ke,down,0.85,FALSE,0,,,,,,,,0.1,2.08902713264413,1.19343091141408,200000,FALSE,FALSE
k2020,ke,down,0.9,FALSE,0,,,,,,,,0.1,2.08902713264413,1.19343091141408,200000,FALSE,FALSE
k2020,ke,down,0.95,FALSE,0,,,,,,,,0.1,2.08902713264413,1.19343091141408,200000,FALSE,FALSE
k2020,ke,down,1.05,TRUE,1,0.91398169946549,1.04999149514318,1.81392384288047e-05,1.01419709970028,1.07393318953485e-05,5,0,0.1,,,200000,TRUE,TRUE
k2020,ke,down,1.11,TRUE,1,0.821700481888082,1.10985160054726,3.97821241676896e-05,1.03014681071801,2.28941915247996e-05,7,0,0.1,,,200000,TRUE,TRUE
k2020,ke,down,1.18,TRUE,1,0.726654763727681,1.1795949331385,6.49185049804957e-05,1.04743304615673,3.6184005804643e-05,7,0,0.1,,,200000,TRUE,TRUE
k2020,ke,down,1.25,TRUE,1,0.642602940228105,1.2495748835008,9.00825365804702e-05,1.06352537123811,4.86753146587031e-05,7,0,0.1,,,200000,TRUE,TRUE
k2020,ke,down,1.33,TRUE,1,0.558142112330146,1.32951528017153,0.000118793233995222,1.08054500915374,6.20230031616608e-05,7,0,0.1,,,200000,TRUE,FALSE
k2020,ke,down,1.43,TRUE,1,0.467300616700441,1.42888208108213,0.000154484598868855,1.09991641922697,7.74036308208465e-05,8,0,0.1,,,200000,TRUE,FALSE
k2020,ke,up,0.7,TRUE,1,1.7869643377153,0.700335003873731,0.00011082971553351,0.892683454564335,7.92413644544744e-05,9,0,10,,,200000,TRUE,FALSE
k2020,ke,up,0.75,TRUE,1,1.61076153461771,0.750217685353932,9.20401943498294e-05,0.913812693974581,6.38647049764432e-05,6,0,10,,,200000,TRUE,FALSE
k2020,ke,up,0.8,TRUE,1,1.45683866187482,0.800201954152666,7.33768402498735e-05,0.933475925199342,4.946823686538e-05,7,0,10,,,200000,TRUE,TRUE
k2020,ke,up,0.85,TRUE,1,1.32158088956451,0.850186052409823,5.48553042410405e-05,0.951797338861368,3.59693919603436e-05,6,0,10,,,200000,TRUE,TRUE
k2020,ke,up,0.9,TRUE,1,1.20157975976386,0.900299954696658,3.64076622046586e-05,0.968963230311483,2.32406419434629e-05,8,0,10,,,200000,TRUE,TRUE
k2020,ke,up,0.95,TRUE,1,1.09575520341669,0.949904907376391,1.82498663776288e-05,0.984888718038693,1.13536850737803e-05,7,0,10,,,200000,TRUE,TRUE
k2020,ke,up,1.05,FALSE,0,,,,,,,,10,0.172671048958165,0.473566779635812,200000,FALSE,FALSE
k2020,ke,up,1.11,FALSE,0,,,,,,,,10,0.172671048958165,0.473566779635812,200000,FALSE,FALSE
k2020,ke,up,1.18,FALSE,0,,,,,,,,10,0.172671048958165,0.473566779635812,200000,FALSE,FALSE
k2020,ke,up,1.25,FALSE,0,,,,,,,,10,0.172671048958165,0.473566779635812,200000,FALSE,FALSE
k2020,ke,up,1.33,FALSE,0,,,,,,,,10,0.172671048958165,0.473566779635812,200000,FALSE,FALSE
k2020,ke,up,1.43,FALSE,0,,,,,,,,10,0.172671048958165,0.473566779635812,200000,FALSE,FALSE
