model,scenario,region,mechanism,direction,target,multiplier,auc_ratio,contrast,a,b,flag_set,meaning,n_trials,pct_a,pct_b,est,lo,hi,note
k2020,ke_up_080,boundary,ke,up,0.8,1.45683866187482,0.800201954152666,flag_A,G2_Ai,G2_Aii,(i) vs (ii),"flag set (i) minus (ii), rule A",10000,4.25,5.88,-1.63,-1.97418102531566,-1.28581897468434,""
k2020,ke_up_080,boundary,ke,up,0.8,1.45683866187482,0.800201954152666,flag_C,G2_Ci,G2_Cii,(i) vs (ii),"flag set (i) minus (ii), rule C",10000,4.3,4.11,0.19,0.0473539384587732,0.332646061541227,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,extrap,G2_B,P2,-,extrapolation effect (rule B minus AUClast),10000,5.05,3.41,1.64,1.36328367123303,1.91671632876697,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,sel_ii,G2_B,G2_Aii,(ii),dropout/selection effect (rule B minus rule A),10000,5.05,7.88,-2.83,-3.2884161789607,-2.3715838210393,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,sel_i,G2_B,G2_Ai,(i),dropout/selection effect (rule B minus rule A),10000,5.05,6.18,-1.13,-1.47827554942175,-0.78172445057825,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,total_ii,G2_Aii,P2,(ii),total G2-A minus P2 = extrapolation minus selection,10000,7.88,3.41,4.47,3.99998583988636,4.94001416011364,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,total_i,G2_Ai,P2,(i),total G2-A minus P2 = extrapolation minus selection,10000,6.18,3.41,2.77,2.39433884288099,3.14566115711901,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,subst_ii,G2_Cii,P2,(ii),rule C minus P2,10000,3.86,3.41,0.45,0.280482964818846,0.619517035181154,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,subst_i,G2_Ci,P2,(i),rule C minus P2,10000,4.17,3.41,0.76,0.566536420489595,0.953463579510405,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,flag_A,G2_Ai,G2_Aii,(i) vs (ii),"flag set (i) minus (ii), rule A",10000,6.18,7.88,-1.7,-2.09645130744813,-1.30354869255187,""
k2020,F_up_125,boundary,F,up,1.25,1.15294080629446,1.25037238459433,flag_C,G2_Ci,G2_Cii,(i) vs (ii),"flag set (i) minus (ii), rule C",10000,4.17,3.86,0.31,0.157034898688658,0.462965101311342,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,extrap,G2_B,P2,-,extrapolation effect (rule B minus AUClast),10000,5.66,2.72,2.94,2.60658406437448,3.27341593562552,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,sel_ii,G2_B,G2_Aii,(ii),dropout/selection effect (rule B minus rule A),10000,5.66,27.6,-21.94,-22.7558748086281,-21.1241251913719,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,sel_i,G2_B,G2_Ai,(i),dropout/selection effect (rule B minus rule A),10000,5.66,9.69,-4.03,-4.45346371548842,-3.60653628451158,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,total_ii,G2_Aii,P2,(ii),total G2-A minus P2 = extrapolation minus selection,10000,27.6,2.72,24.88,24.032177321617,25.727822678383,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,total_i,G2_Ai,P2,(i),total G2-A minus P2 = extrapolation minus selection,10000,9.69,2.72,6.97,6.46781884467058,7.47218115532942,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,subst_ii,G2_Cii,P2,(ii),rule C minus P2,10000,3.96,2.72,1.24,1.02309418753412,1.45690581246588,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,subst_i,G2_Ci,P2,(i),rule C minus P2,10000,4.09,2.72,1.37,1.14215756836178,1.59784243163822,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,flag_A,G2_Ai,G2_Aii,(i) vs (ii),"flag set (i) minus (ii), rule A",10000,9.69,27.6,-17.91,-18.6686812074168,-17.1513187925832,""
k2020,Vmax_down_125,boundary,Vmax,down,1.25,0.651331501646086,1.25092658233271,flag_C,G2_Ci,G2_Cii,(i) vs (ii),"flag set (i) minus (ii), rule C",10000,4.09,3.96,0.13,-0.0327950368401459,0.292795036840146,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,extrap,G2_B,P2,-,extrapolation effect (rule B minus AUClast),10000,3.92,3.68,0.24,0.00813005142059494,0.471869948579405,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,sel_ii,G2_B,G2_Aii,(ii),dropout/selection effect (rule B minus rule A),10000,3.92,10.02,-6.1,-6.63706771544377,-5.56293228455623,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,sel_i,G2_B,G2_Ai,(i),dropout/selection effect (rule B minus rule A),10000,3.92,4.47,-0.55,-0.881880518398481,-0.218119481601519,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,total_ii,G2_Aii,P2,(ii),total G2-A minus P2 = extrapolation minus selection,10000,10.02,3.68,6.34,5.7961739571008,6.88382604289921,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,total_i,G2_Ai,P2,(i),total G2-A minus P2 = extrapolation minus selection,10000,4.47,3.68,0.79,0.450294679128518,1.12970532087148,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,subst_ii,G2_Cii,P2,(ii),rule C minus P2,10000,4.17,3.68,0.49,0.327468544324759,0.652531455675241,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,subst_i,G2_Ci,P2,(i),rule C minus P2,10000,3.7,3.68,0.02,-0.150873793087878,0.190873793087878,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,flag_A,G2_Ai,G2_Aii,(i) vs (ii),"flag set (i) minus (ii), rule A",10000,4.47,10.02,-5.55,-6.04516205440038,-5.05483794559962,""
k2020,ke_down_125,boundary,ke,down,1.25,0.642602940228105,1.2495748835008,flag_C,G2_Ci,G2_Cii,(i) vs (ii),"flag set (i) minus (ii), rule C",10000,3.7,4.17,-0.47,-0.634900633787386,-0.305099366212614,""
k2020,S00,identical,-,-,1,1,1,extrap,G2_B,P2,-,extrapolation effect (rule B minus AUClast),10000,99.43,99,0.43,0.282258775383081,0.577741224616919,""
k2020,S00,identical,-,-,1,1,1,sel_ii,G2_B,G2_Aii,(ii),dropout/selection effect (rule B minus rule A),10000,99.43,98.88,0.55,0.367495703084689,0.732504296915311,""
k2020,S00,identical,-,-,1,1,1,sel_i,G2_B,G2_Ai,(i),dropout/selection effect (rule B minus rule A),10000,99.43,99.19,0.24,0.0908002667118334,0.389199733288167,""
k2020,S00,identical,-,-,1,1,1,total_ii,G2_Aii,P2,(ii),total G2-A minus P2 = extrapolation minus selection,10000,98.88,99,-0.12,-0.341743225849188,0.101743225849188,""
k2020,S00,identical,-,-,1,1,1,total_i,G2_Ai,P2,(i),total G2-A minus P2 = extrapolation minus selection,10000,99.19,99,0.19,0.00721552284122923,0.372784477158771,""
k2020,S00,identical,-,-,1,1,1,subst_ii,G2_Cii,P2,(ii),rule C minus P2,10000,99.13,99,0.13,0.0446008841098964,0.215399115890104,""
k2020,S00,identical,-,-,1,1,1,subst_i,G2_Ci,P2,(i),rule C minus P2,10000,99.22,99,0.22,0.120149124726711,0.319850875273289,""
k2020,S00,identical,-,-,1,1,1,flag_A,G2_Ai,G2_Aii,(i) vs (ii),"flag set (i) minus (ii), rule A",10000,99.19,98.88,0.31,0.12518798027949,0.49481201972051,""
k2020,S00,identical,-,-,1,1,1,flag_C,G2_Ci,G2_Cii,(i) vs (ii),"flag set (i) minus (ii), rule C",10000,99.22,99.13,0.09,0.0141076247923555,0.165892375207644,""
