model,scenario,mechanism,direction,target,multiplier,endpoint,truth_metric,true_ratio,truth_se_log,n_trials,mean_log_gmr,bias_log,bias_mc_se,bias_lo,bias_hi,bias_pct,toward_one,bias_toward_one_log,note
k2016,ke_up_080,ke,up,0.8,1.47110350143772,AUCinf_B,AUC0-inf,0.800334236753497,8.13305949793205e-05,10000,-0.221285415655402,0.00144042696935931,0.000468948186004826,0.000521305414174462,0.00235954852454416,0.144146488257269,TRUE,0.00144042696935931,""
k2016,ke_up_080,ke,up,0.8,1.47110350143772,AUCinf_C,AUC0-inf,0.800334236753497,8.13305949793205e-05,10000,-0.227241604176941,-0.00451576155218,0.000488514053634536,-0.00547323150324536,-0.00355829160111465,-0.450558083131636,FALSE,-0.00451576155218,""
k2016,ke_up_080,ke,up,0.8,1.47110350143772,AUCinf_Ai,AUC0-inf,0.800334236753497,8.13305949793205e-05,10000,-0.222026403784434,0.000699438840327665,0.000498496450177288,-0.000277596248440884,0.00167647392909621,0.0699683504712612,TRUE,0.000699438840327665,""
k2016,ke_up_080,ke,up,0.8,1.47110350143772,AUCinf_Ci,AUC0-inf,0.800334236753497,8.13305949793205e-05,10000,-0.226784295750454,-0.00405845312569303,0.000484916601758966,-0.00500887220064615,-0.0031080340507399,-0.405022873466998,FALSE,-0.00405845312569303,""
k2016,ke_up_080,ke,up,0.8,1.47110350143772,AUCinf_true,AUC0-inf,0.800334236753497,8.13305949793205e-05,10000,-0.222659243728385,6.65988963766129e-05,0.00045912109819718,-0.000833261920632338,0.000966459713385564,0.00666011141323697,TRUE,6.65988963766129e-05,reference: individual model AUC0-inf of trial subjects (no NCA)
k2016,F_up_125,F,up,1.25,1.15149083830699,Cmax,Cmax,1.17552651005478,2.89742565703284e-05,10000,0.164478367952567,0.0027622270567875,0.000414762386402586,0.00194930771729654,0.00357514639627845,0.276604552095638,FALSE,-0.0027622270567875,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUClast,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.228049092007205,0.0048202922475788,0.000480520121549134,0.00387849011549568,0.00576209437966191,0.483192854552761,FALSE,-0.0048202922475788,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUCinf_A,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.205941981086065,-0.0172868186735607,0.00049657923026756,-0.0182600960803558,-0.0163135412667657,-1.71382588973691,TRUE,0.0172868186735607,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUCinf_B,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.217139368564323,-0.00608943119530278,0.000462977660534037,-0.0069968507355961,-0.00518201165500946,-0.607092818581367,TRUE,0.00608943119530278,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUCinf_C,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.226079087814465,0.0028502880548395,0.000478104822888868,0.00191321982114242,0.00378735628853658,0.285435398794642,FALSE,-0.0028502880548395,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUCinf_Ai,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.211364621444504,-0.0118641783151213,0.000487437402385524,-0.0128195380685147,-0.010908818561728,-1.17940764590937,TRUE,0.0118641783151213,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUCinf_Ci,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.224794836995496,0.00156603723586979,0.000475689368096789,0.000633703206571466,0.00249837126516811,0.156726411254304,FALSE,-0.00156603723586979,""
k2016,F_up_125,F,up,1.25,1.15149083830699,AUCinf_true,AUC0-inf,1.25010656509896,5.12314137176527e-05,10000,0.223312773345545,8.3973585919106e-05,0.000452596856675806,-0.000803099952681511,0.000971047124519722,0.00839771117993049,FALSE,-8.3973585919106e-05,reference: individual model AUC0-inf of trial subjects (no NCA)
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,Cmax,Cmax,1.0544021629266,7.26411817171243e-05,10000,0.0591246131965978,0.00615067709856715,0.000405601431103756,0.00535571290152589,0.00694564129560842,0.616963135352688,FALSE,-0.00615067709856715,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUClast,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.232962210719414,0.00911176235647815,0.000472200354432739,0.00818626666830293,0.0100372580446534,0.915340083364868,FALSE,-0.00911176235647815,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUCinf_A,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.174336282977398,-0.0495141653855371,0.000490347888840764,-0.0504752295875602,-0.0485531011835139,-4.83083230385372,TRUE,0.0495141653855371,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUCinf_B,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.21482411253347,-0.00902633582946508,0.00046505058468277,-0.0099378182264326,-0.00811485343249755,-0.898572075384685,TRUE,0.00902633582946508,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUCinf_C,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.228207133225174,0.00435668486223895,0.000471816423976459,0.00343194166393061,0.00528142806054729,0.436618901091457,FALSE,-0.00435668486223895,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUCinf_Ai,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.196131210853091,-0.0277192375098448,0.000483486094101968,-0.0286668528413106,-0.026771622178379,-2.73385846903961,TRUE,0.0277192375098448,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUCinf_Ci,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.22701473310508,0.0031642847421442,0.000471754130298508,0.00223966363720111,0.00408890584708729,0.316929637579322,FALSE,-0.0031642847421442,""
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,AUCinf_true,AUC0-inf,1.25088393369916,0.000134688604961145,10000,0.223887296535133,3.68481721979841e-05,0.00044863114318747,-0.000842452710792489,0.000916149055188458,0.00368488511002241,FALSE,-3.68481721979841e-05,reference: individual model AUC0-inf of trial subjects (no NCA)
k2016,ke_down_125,ke,down,1.25,0.632567348266282,Cmax,Cmax,1.06710162104024,5.28445930368644e-05,10000,0.073738883133379,0.00879267538606335,0.000413684583090328,0.00798186850224684,0.00960348226987986,0.883144450105999,FALSE,-0.00879267538606335,""
