model,scenario,region,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,config,family,rule,flag_set,label,n_trials,n_pass,pass_pct,lo,hi,gt5_point,gt5_lower,source,note
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,G2_Aii,G2,A,(ii),G2-A(ii),10000,833,8.33,7.80426192331542,8.88774050089677,TRUE,TRUE,oc_trials_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,G2_B,G2,B,(i)=(ii),G2-B,10000,623,6.23,5.77287787731078,6.72073734005825,TRUE,TRUE,oc_trials_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,G2_Cii,G2,C,(ii),G2-C(ii),10000,397,3.97,3.60465114473627,4.37069974526822,FALSE,FALSE,oc_trials_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,G2_Ai,G2,A,(i),G2-A(i),10000,688,6.88,6.40028317234477,7.39283284714238,TRUE,TRUE,oc_rejudge_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,G2_Ci,G2,C,(i),G2-C(i),10000,445,4.45,4.0630395382031,4.87194271336553,FALSE,FALSE,oc_rejudge_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUCinf_Aii,AUCinf_only,A,(ii),AUCinf-A(ii),10000,957,9.57,9.00884575359231,10.1622043546606,TRUE,TRUE,oc_trials_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUCinf_B,AUCinf_only,B,(i)=(ii),AUCinf-B,10000,642,6.42,5.95613089119961,6.91733840678857,TRUE,TRUE,oc_trials_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUCinf_Cii,AUCinf_only,C,(ii),AUCinf-C(ii),10000,399,3.99,3.62372218639083,4.39161334367883,FALSE,FALSE,oc_trials_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUCinf_Ai,AUCinf_only,A,(i),AUCinf-A(i),10000,755,7.55,7.04832812870061,8.08427333296983,TRUE,TRUE,oc_rejudge_be,""
k2020,F_down_080,boundary,F,down,0.8,0.871335777735966,0.799619025640266,0.852142118063974,AUCinf_Ci,AUCinf_only,C,(i),AUCinf-C(i),10000,450,4.5,4.11086576753597,4.92407808419559,FALSE,FALSE,oc_rejudge_be,""
