model,mechanism,direction,target,reachable,n_crossings,multiplier,auc_ratio,auc_se_log,cmax_ratio,cmax_se_log,iter_screen,iter_full,end_multiplier,end_auc_ratio,end_cmax_ratio,n_subjects,within_tol,overall_true_equiv
k2016,V2,down,0.7,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,0.75,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,0.8,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,0.85,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,0.9,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,0.95,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,1.05,TRUE,1,0.723394162736675,1.05025804840559,1.54898254631016e-05,1.01840551193171,1.71629394724542e-05,4,0,0.1,,,200000,TRUE,TRUE
k2016,V2,down,1.11,TRUE,1,0.439773612093738,1.11045945165552,3.44706662011624e-05,1.05394819804994,4.36605463152233e-05,5,0,0.1,,,200000,TRUE,TRUE
k2016,V2,down,1.18,TRUE,1,0.145030162417582,1.18027553007479,5.93304255106595e-05,1.13573943241727,7.15555681649576e-05,4,0,0.1,,,200000,TRUE,TRUE
k2016,V2,down,1.25,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,1.33,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,down,1.43,FALSE,0,,,,,,,,0.1,1.19120607664965,1.1547694727998,200000,FALSE,FALSE
k2016,V2,up,0.7,TRUE,1,9.646616199112,0.699597927301349,0.00017649660563181,0.951209777988548,5.305830995085e-05,4,0,10,,,200000,TRUE,FALSE
k2016,V2,up,0.75,TRUE,1,4.84056251502108,0.749527660769717,0.00012992089735636,0.957058654679472,4.64016191386032e-05,5,0,10,,,200000,TRUE,FALSE
k2016,V2,up,0.8,TRUE,1,3.21003979693093,0.799717812019852,9.00561907600563e-05,0.962983911224041,3.9691778783606e-05,6,0,10,,,200000,TRUE,FALSE
k2016,V2,up,0.85,TRUE,1,2.33609006981602,0.849579037742249,5.93573445933708e-05,0.9695041481082,3.2372533191603e-05,6,0,10,,,200000,TRUE,TRUE
k2016,V2,up,0.9,TRUE,1,1.75708053104298,0.899763544323836,3.55383319808196e-05,0.977285934955137,2.37696464308459e-05,4,0,10,,,200000,TRUE,TRUE
k2016,V2,up,0.95,TRUE,1,1.33352143216332,0.949844014998027,1.64664265089105e-05,0.987033824746741,1.32803189761494e-05,1,0,10,,,200000,TRUE,TRUE
k2016,V2,up,1.05,FALSE,0,,,,,,,,10,0.697877205329756,0.951001074724991,200000,FALSE,FALSE
k2016,V2,up,1.11,FALSE,0,,,,,,,,10,0.697877205329756,0.951001074724991,200000,FALSE,FALSE
k2016,V2,up,1.18,FALSE,0,,,,,,,,10,0.697877205329756,0.951001074724991,200000,FALSE,FALSE
k2016,V2,up,1.25,FALSE,0,,,,,,,,10,0.697877205329756,0.951001074724991,200000,FALSE,FALSE
k2016,V2,up,1.33,FALSE,0,,,,,,,,10,0.697877205329756,0.951001074724991,200000,FALSE,FALSE
k2016,V2,up,1.43,FALSE,0,,,,,,,,10,0.697877205329756,0.951001074724991,200000,FALSE,FALSE
