scenario,config,n_trials,pass_pct,lo,hi,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,model
V2_down_118,G2,2000,13.7,12.262476751978,15.276700880641,V2,down,1.18,0.145030162417582,1.18027553007479,1.13573943241727,k2016
V2_down_118,AUClast_only,2000,34.75,32.6941355541485,36.8643343879297,V2,down,1.18,0.145030162417582,1.18027553007479,1.13573943241727,k2016
V2_down_118,AUCinf_only,2000,14.8,13.3112430968537,16.4237170317465,V2,down,1.18,0.145030162417582,1.18027553007479,1.13573943241727,k2016
V2_up_070,P2,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_070,F3A,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_070,F3B,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_070,F3C,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_070,G2,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_070,AUClast_only,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_070,AUCinf_only,2000,0,1.0842021724855e-17,0.191704728125293,V2,up,0.7,9.646616199112,0.699597927301349,0.951209777988548,k2016
V2_up_075,P2,2000,0.2,0.0778027307051057,0.513135178507686,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_075,F3A,2000,0.15,0.0510263583638482,0.440103255577069,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_075,F3B,2000,0.1,0.0274278917652034,0.363893426903839,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_075,F3C,2000,0.15,0.0510263583638482,0.440103255577069,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_075,G2,2000,0.4,0.202824660696517,0.787346429603774,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_075,AUClast_only,2000,0.2,0.0778027307051057,0.513135178507686,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_075,AUCinf_only,2000,0.4,0.202824660696517,0.787346429603774,V2,up,0.75,4.84056251502108,0.749527660769717,0.957058654679472,k2016
V2_up_080,P2,10000,3.97,3.60465114473627,4.37069974526822,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_080,F3A,10000,1.96,1.70618120834513,2.25071335510948,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_080,F3B,10000,2.74,2.43773866715423,3.07855685884212,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_080,F3C,10000,3.35,3.01485414257931,3.72097290540482,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_080,G2,10000,4.03,3.66187206390807,4.43343274629193,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_080,AUClast_only,10000,3.97,3.60465114473627,4.37069974526822,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_080,AUCinf_only,10000,4.03,3.66187206390807,4.43343274629193,V2,up,0.8,3.21003979693093,0.799717812019852,0.962983911224041,k2016
V2_up_085,P2,2000,30.9,28.9131035851074,32.9601276210364,V2,up,0.85,2.33609006981602,0.849579037742249,0.9695041481082,k2016
V2_up_085,F3A,2000,21.4,19.6582874693501,23.2513676351375,V2,up,0.85,2.33609006981602,0.849579037742249,0.9695041481082,k2016
V2_up_085,F3B,2000,26.25,24.3685226881015,28.222537057758,V2,up,0.85,2.33609006981602,0.849579037742249,0.9695041481082,k2016
V2_up_085,F3C,2000,28.85,26.9064276698591,30.8746634301379,V2,up,0.85,2.33609006981602,0.849579037742249,0.9695041481082,k2016
V2_up_085,G2,2000,27.55,25.6364401991048,29.5496352238235,V2,up,0.85,2.33609006981602,0.849579037742249,0.9695041481082,k2016
V2_up_085,AUClast_only,2000,30.9,28.9131035851074,32.9601276210364,V2,up,0.85,2.33609006981602,0.849579037742249,0.9695041481082,k2016
