model,mechanism,direction,target,reachable,n_crossings,multiplier,auc_ratio,auc_se_log,cmax_ratio,cmax_se_log,iter_screen,iter_full,end_multiplier,end_auc_ratio,end_cmax_ratio,n_subjects,within_tol,overall_true_equiv
k2020,Km,down,0.7,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,0.75,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,0.8,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,0.85,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,0.9,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,0.95,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,1.05,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,1.11,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,1.18,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,1.25,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,1.33,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,down,1.43,FALSE,0,,,,,,,,0.01,0.998949506997432,0.999566418039523,200000,FALSE,FALSE
k2020,Km,up,0.7,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,0.75,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,0.8,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,0.85,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,0.9,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,0.95,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,1.05,TRUE,1,91.947868631888,1.05009893346047,5.29515448982034e-05,1.00969253810531,2.26203293226887e-05,5,0,100,,,200000,TRUE,TRUE
k2020,Km,up,1.11,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,1.18,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,1.25,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,1.33,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
k2020,Km,up,1.43,FALSE,0,,,,,,,,100,1.05401146814367,1.01034877267177,200000,FALSE,FALSE
