product,true_auc_ratio,auc_se_log,true_cmax_ratio,cmax_se_log,n_subjects
1,1.02654570486078,0.000321039869144245,1.19033201184436,0.00028549791992255,1000
2,1.46827131448818,0.00123691171291015,1.21848397755961,0.000846826260243262,1000
3,1.01069051523204,0.00204018006243739,1.00956034302694,0.00102701472718086,1000
4,1.14734611933247,0.00100436203576709,1.0610072560063,0.00121916792407511,1000
5,1.02015386418042,0.000410025633923178,0.982437896073423,0.000289290286886086,1000
6,0.753013249927217,0.00263013004944692,0.764293060112584,0.0015922128606814,1000
7,0.735913911895193,0.00273337090158807,0.810670246109706,0.00167591882048957,1000
8,0.795705783471102,0.002779758665202,0.803390150328361,0.00163122232660251,1000
9,0.891257997623627,0.00243030640322245,0.853878877960264,0.00202456364381517,1000
10,1.31879984028484,0.001639159941496,1.29925330169635,0.00189863009395557,1000
11,1.34056930068903,0.0016034487130183,1.10761577190082,0.00083077914431116,1000
12,0.736363577560332,0.00343965325371677,0.841765596534788,0.00198234872226338,1000
13,0.901702791063937,0.0024512386265244,0.988625653638721,0.00170010926254249,1000
14,1.38722244343731,0.000842778467983155,1.25253774629918,0.00095711512817371,1000
15,1.01615825125597,0.000365580832523114,1.12494692911791,0.000386863916543603,1000
16,0.996886622352322,0.00109850820642026,0.818195637515735,0.000877974516612335,1000
17,0.939862841761706,0.00102638193183459,0.894834754793669,0.00102646642591222,1000
18,0.885481689734322,0.000766696728363892,0.744801767038074,0.000728777716510518,1000
19,0.719262975849242,0.00184289984646366,0.678280601658001,0.00174692837429863,1000
20,1.2059390792262,0.000511474267553535,1.01219548057372,0.000602195487456053,1000
21,1.26951212870051,0.000453213246636822,1.18082524345315,0.000376733959306972,1000
22,1.86947967309024,0.00195668046553795,1.34281194183002,0.00142750871478823,1000
23,1.19026353621353,0.000743837727935348,1.31663421964198,0.000459214162252133,1000
24,1.03629794266428,0.00201545467301173,1.0462632183999,0.000992770440264986,1000
25,0.76689211093272,0.00094989632120036,1.07111915148994,0.000462457907366759,1000
26,1.17964491507628,0.000838896909591193,0.966803409602266,0.000386773029006541,1000
27,0.765667502898021,0.000518220273351127,0.89408130389565,0.000548378283127864,1000
28,1.19771671567483,0.000611079342037358,0.973685091441116,0.000349359342447451,1000
29,1.39977674041133,0.000957185287914513,1.19310307018915,0.000728316932829129,1000
30,1.19645876199744,0.000480344263046078,1.02504813929049,0.000597578935614,1000
31,1.19686127050754,0.000595786659940865,0.962616886685851,0.000455310996577061,1000
32,0.983034804136358,0.000407831280441296,0.953490756307216,0.000167884572990099,1000
33,1.08421289413472,0.00146929780735853,1.17411630711962,0.00104125914642143,1000
34,1.10344976878807,0.000778568887434795,0.973106840162635,0.000832537209184122,1000
35,0.824904798032627,0.00361850608139775,0.863718110023098,0.00281236041871365,1000
36,0.952856833421101,0.000384295510743308,1.11691455049274,0.000368325692820581,1000
