model,config,ratio,pass_pct
k2016,F3A,1.15574208613945,29.2684330345315
k2016,F3A,1.16484038220928,24.4925023922187
k2016,F3A,1.17401030238312,20.0958176474204
k2016,F3A,1.18325241050414,16.1657893591948
k2016,F3A,1.19256727485425,12.7532511980915
k2016,F3A,1.20195546818903,9.87177492334652
k2016,F3A,1.21141756777292,7.50246965538894
k2016,F3A,1.22095415541473,5.60225061748342
k2016,F3A,1.23056581750342,4.11323590330936
k2016,F3A,1.24025314504417,2.97136762320599
k2016,F3A,1.25001673369468,2.11314840340546
k2016,F3A,1.25985718380184,1.4801521176897
k2016,F3A,1.26977510043861,1.02150022162904
k2016,F3A,1.27977109344124,0.694757008372879
k2016,F3A,1.28984577744676,0.465770234184766
k2016,F3A,1.2999997719308,0.307912619635077
k2016,F3A,1.31023370124565,0.200817259973577
k2016,F3A,1.32054819465864,0.129261822778438
k2016,F3A,1.33094388639089,0.0821475786466817
k2016,F3A,1.34142141565623,0.0515608459645674
k2016,F3A,1.35198142670058,0.0319728352167524
k2016,F3A,1.36262456884151,0.019593209892782
k2016,F3A,1.37335149650819,0.0118690359401127
k2016,F3A,1.3841628692816,0.0071093360992916
k2016,F3A,1.39505935193515,0.00421174598449662
k2016,F3A,1.40604161447548,0.00246847582242336
k2016,F3A,1.41711033218372,0.00143166728027141
k2016,F3A,1.42826618565695,0.000821890640978207
k2016,F3A,1.43950986085013,0.00046715006881441
k2016,F3A,1.4508420491182,0.000262954547237136
k2016,F3A,1.46226344725862,0.000146621648429382
k2016,F3A,1.47377475755423,8.10064875665661e-05
k2016,F3A,1.48537668781643,4.43564598208924e-05
k2016,F3A,1.49706995142866,2.40779974602728e-05
k2016,F3A,1.50885526739033,1.29604858079264e-05
k2016,F3A,1.52073336036096,6.91943493711223e-06
k2016,F3A,1.53270496070482,3.66504581293695e-06
k2016,F3A,1.54477080453575,1.9264538299835e-06
k2016,F3A,1.55693163376249,1.00512299993958e-06
k2016,F3A,1.56918819613427,5.20681578556125e-07
k2016,F3A,1.58154124528679,2.6787278774817e-07
k2016,F3A,1.59399154078856,1.36898708464235e-07
k2016,F3A,1.60653984818762,6.9517710308884e-08
k2016,F3A,1.61918693905858,3.50855192923029e-08
k2016,F3A,1.63193359105008,1.76038510383701e-08
k2016,F3A,1.64478058793265,8.78305846576076e-09
k2016,F3A,1.6577287196468,4.35866168537067e-09
k2016,F3A,1.6707787823517,2.15199289036744e-09
k2016,F3A,1.68393157847407,1.05735244416169e-09
k2016,F3A,1.69718791675753,5.17131473709407e-10
k2016,F3A,1.71054861231235,2.51823009226772e-10
k2016,F3A,1.72401448666555,1.22127671087106e-10
k2016,F3A,1.73758636781142,5.90021659326285e-11
k2016,F3A,1.75126509026243,2.84032497628402e-11
k2016,F3A,1.76505149510054,1.3627785702793e-11
k2016,F3A,1.77894643002895,2.22044604925031e-14
k2016,F3A,1.79295074942415,2.22044604925031e-14
k2016,F3A,1.80706531438854,2.22044604925031e-14
k2016,F3A,1.8212909928033,2.22044604925031e-14
k2016,F3A,1.83562865938183,2.22044604925031e-14
k2016,F3A,1.85007919572348,2.22044604925031e-14
k2016,F3A,1.86464349036776,2.22044604925031e-14
k2016,F3A,1.87932243884901,2.22044604925031e-14
k2016,F3A,1.89411694375143,2.22044604925031e-14
k2016,F3A,1.90902791476461,2.22044604925031e-14
k2016,F3A,1.92405626873943,2.22044604925031e-14
k2016,F3A,1.93920292974447,2.22044604925031e-14
k2016,F3B,0.407315350700749,2.22044604925031e-14
k2016,F3B,0.410521840884767,2.22044604925031e-14
k2016,F3B,0.413753573376208,2.22044604925031e-14
k2016,F3B,0.417010746888944,2.22044604925031e-14
k2016,F3B,0.420293561701175,2.22044604925031e-14
k2016,F3B,0.423602219667742,2.22044604925031e-14
k2016,F3B,0.426936924232538,2.22044604925031e-14
k2016,F3B,0.430297880441017,2.22044604925031e-14
k2016,F3B,0.433685294952806,2.22044604925031e-14
k2016,F3B,0.437099376054406,2.22044604925031e-14
k2016,F3B,0.440540333672006,2.22044604925031e-14
k2016,F3B,0.444008379384384,2.22044604925031e-14
k2016,F3B,0.447503726435922,2.22044604925031e-14
k2016,F3B,0.451026589749715,2.22044604925031e-14
k2016,F3B,0.454577185940788,2.22044604925031e-14
k2016,F3B,0.458155733329415,2.22044604925031e-14
k2016,F3B,0.461762451954542,2.22044604925031e-14
k2016,F3B,0.465397563587318,2.22044604925031e-14
k2016,F3B,0.469061291744731,2.22044604925031e-14
k2016,F3B,0.472753861703351,2.22044604925031e-14
k2016,F3B,0.476475500513184,2.22044604925031e-14
k2016,F3B,0.48022643701163,2.22044604925031e-14
k2016,F3B,0.484006901837556,2.22044604925031e-14
k2016,F3B,0.487817127445477,2.22044604925031e-14
k2016,F3B,0.491657348119849,2.22044604925031e-14
k2016,F3B,0.495527799989474,2.22044604925031e-14
k2016,F3B,0.499428721042022,2.22044604925031e-14
k2016,F3B,0.503360351138661,2.22044604925031e-14
k2016,F3B,0.507322932028807,2.22044604925031e-14
k2016,F3B,0.511316707364991,2.22044604925031e-14
k2016,F3B,0.515341922717837,2.22044604925031e-14
k2016,F3B,0.519398825591164,2.22044604925031e-14
k2016,F3B,0.523487665437203,2.22044604925031e-14
k2016,F3B,0.527608693671939,2.22044604925031e-14
k2016,F3B,0.531762163690565,2.22044604925031e-14
k2016,F3B,0.535948330883068,2.22044604925031e-14
k2016,F3B,0.540167452649928,2.22044604925031e-14
k2016,F3B,0.544419788417947,2.22044604925031e-14
k2016,F3B,0.548705599656203,2.22044604925031e-14
k2016,F3B,0.553025149892124,2.22044604925031e-14
k2016,F3B,0.557378704727692,2.22044604925031e-14
k2016,F3B,0.561766531855777,2.22044604925031e-14
k2016,F3B,0.566188901076595,2.22044604925031e-14
k2016,F3B,0.570646084314297,2.22044604925031e-14
k2016,F3B,0.575138355633693,2.22044604925031e-14
k2016,F3B,0.579665991257096,2.22044604925031e-14
k2016,F3B,0.584229269581317,2.22044604925031e-14
k2016,F3B,0.588828471194774,2.22044604925031e-14
k2016,F3B,0.59346387889475,2.22044604925031e-14
k2016,F3B,0.598135777704779,2.22044604925031e-14
k2016,F3B,0.602844454892175,2.22044604925031e-14
k2016,F3B,0.60759019998569,2.22044604925031e-14
k2016,F3B,0.612373304793325,2.22044604925031e-14
