model,mechanism,direction,target,reachable,n_crossings,multiplier,auc_ratio,auc_se_log,cmax_ratio,cmax_se_log,iter_screen,iter_full,end_multiplier,end_auc_ratio,end_cmax_ratio,n_subjects,within_tol,overall_true_equiv
k2020,ka,down,0.7,TRUE,1,0.331767112784286,0.700552060312564,0.0008173812545261,0.525880777076938,0.000616480837538474,8,2,0.1,,,200000,TRUE,FALSE
k2020,ka,down,0.75,TRUE,1,0.371802666391447,0.74981686337192,0.000653225684750625,0.575457851090309,0.000493150702315288,4,5,0.1,,,200000,TRUE,FALSE
k2020,ka,down,0.8,TRUE,1,0.424232725036545,0.800570249731887,0.000496213900277846,0.632507704543837,0.000376869737986611,7,5,0.1,,,200000,TRUE,FALSE
k2020,ka,down,0.85,TRUE,1,0.492842705875321,0.850521201585854,0.000353940158803882,0.696946296833461,0.000272606747820989,7,4,0.1,,,200000,TRUE,FALSE
k2020,ka,down,0.9,TRUE,1,0.589974625592356,0.900683300135716,0.000223526390810986,0.773924982179518,0.00017613949183397,7,2,0.1,,,200000,TRUE,FALSE
k2020,ka,down,0.95,TRUE,1,0.73432010114147,0.949415940898201,0.000108063599127161,0.867451625298813,8.83113726270586e-05,6,0,0.1,,,200000,TRUE,TRUE
k2020,ka,down,1.05,FALSE,0,,,,,,,,0.1,0.0910654279834924,0.066662995135215,200000,FALSE,FALSE
k2020,ka,down,1.11,FALSE,0,,,,,,,,0.1,0.0910654279834924,0.066662995135215,200000,FALSE,FALSE
k2020,ka,down,1.18,FALSE,0,,,,,,,,0.1,0.0910654279834924,0.066662995135215,200000,FALSE,FALSE
k2020,ka,down,1.25,FALSE,0,,,,,,,,0.1,0.0910654279834924,0.066662995135215,200000,FALSE,FALSE
k2020,ka,down,1.33,FALSE,0,,,,,,,,0.1,0.0910654279834924,0.066662995135215,200000,FALSE,FALSE
k2020,ka,down,1.43,FALSE,0,,,,,,,,0.1,0.0910654279834924,0.066662995135215,200000,FALSE,FALSE
k2020,ka,up,0.7,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,0.75,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,0.8,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,0.85,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,0.9,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,0.95,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,1.05,TRUE,1,1.6350900158505,1.05040473267516,9.59446030097581e-05,1.2139493066922,9.47536520544442e-05,4,0,10,,,200000,TRUE,TRUE
k2020,ka,up,1.11,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,1.18,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,1.25,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,1.33,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
k2020,ka,up,1.43,FALSE,0,,,,,,,,10,1.10895102228931,1.94995382581952,200000,FALSE,FALSE
