model,mechanism,direction,target,reachable,n_crossings,multiplier,auc_ratio,auc_se_log,cmax_ratio,cmax_se_log,iter_screen,iter_full,end_multiplier,end_auc_ratio,end_cmax_ratio,n_subjects,within_tol,overall_true_equiv
k2016,Vmax,down,0.7,FALSE,0,,,,,,,,0.1,2.11824456005403,1.14751843901829,200000,FALSE,FALSE
k2016,Vmax,down,0.75,FALSE,0,,,,,,,,0.1,2.11824456005403,1.14751843901829,200000,FALSE,FALSE
k2016,Vmax,down,0.8,FALSE,0,,,,,,,,0.1,2.11824456005403,1.14751843901829,200000,FALSE,FALSE
k2016,Vmax,down,0.85,FALSE,0,,,,,,,,0.1,2.11824456005403,1.14751843901829,200000,FALSE,FALSE
k2016,Vmax,down,0.9,FALSE,0,,,,,,,,0.1,2.11824456005403,1.14751843901829,200000,FALSE,FALSE
k2016,Vmax,down,0.95,FALSE,0,,,,,,,,0.1,2.11824456005403,1.14751843901829,200000,FALSE,FALSE
k2016,Vmax,down,1.05,TRUE,1,0.920858091018106,1.0501268585424,3.0836251227899e-05,1.01254329055033,1.76126833117368e-05,7,0,0.1,,,200000,TRUE,TRUE
k2016,Vmax,down,1.11,TRUE,1,0.834111210802917,1.11021177044599,6.47957655108478e-05,1.02637811247337,3.63927359152613e-05,7,0,0.1,,,200000,TRUE,TRUE
k2016,Vmax,down,1.18,TRUE,1,0.742622715127721,1.18042880851468,0.00010113331945182,1.04107033396906,5.56756564153753e-05,8,0,0.1,,,200000,TRUE,TRUE
k2016,Vmax,down,1.25,TRUE,1,0.660178624277622,1.25088393369916,0.000134688604961145,1.0544021629266,7.26411817171243e-05,7,0,0.1,,,200000,TRUE,FALSE
k2016,Vmax,down,1.33,TRUE,1,0.576424176113221,1.33087858987313,0.000169973642057752,1.06803815759157,8.95153559270088e-05,8,0,0.1,,,200000,TRUE,FALSE
k2016,Vmax,down,1.43,TRUE,1,0.484056251502108,1.43124267718369,0.000210905330041432,1.08318773319823,0.000107740106674669,5,0,0.1,,,200000,TRUE,FALSE
k2016,Vmax,up,0.7,TRUE,1,1.65357721402644,0.699429518190212,0.000267011472443307,0.898977266613688,0.000168599728932887,8,0,10,,,200000,TRUE,FALSE
k2016,Vmax,up,0.75,TRUE,1,1.5181514690658,0.749345508151061,0.000208699020454757,0.919563308404305,0.000130096395211226,8,0,10,,,200000,TRUE,FALSE
k2016,Vmax,up,0.8,TRUE,1,1.39486202241965,0.799417254503779,0.000157345995261813,0.93845337546823,9.67537810309154e-05,6,0,10,,,200000,TRUE,FALSE
k2016,Vmax,up,0.85,TRUE,1,1.28254589997052,0.849537336749722,0.000111711767546858,0.955792809548142,6.76302933361169e-05,6,0,10,,,200000,TRUE,TRUE
k2016,Vmax,up,0.9,TRUE,1,1.18015786265738,0.899596810492939,7.07619917948334e-05,0.971712808191971,4.21688921669399e-05,8,0,10,,,200000,TRUE,TRUE
k2016,Vmax,up,0.95,TRUE,1,1.08594365380924,0.949938537515853,3.35840616083282e-05,0.986460696182769,1.97225830983515e-05,7,0,10,,,200000,TRUE,TRUE
k2016,Vmax,up,1.05,FALSE,0,,,,,,,,10,0.014257522946057,0.0859086273022957,200000,FALSE,FALSE
k2016,Vmax,up,1.11,FALSE,0,,,,,,,,10,0.014257522946057,0.0859086273022957,200000,FALSE,FALSE
k2016,Vmax,up,1.18,FALSE,0,,,,,,,,10,0.014257522946057,0.0859086273022957,200000,FALSE,FALSE
k2016,Vmax,up,1.25,FALSE,0,,,,,,,,10,0.014257522946057,0.0859086273022957,200000,FALSE,FALSE
k2016,Vmax,up,1.33,FALSE,0,,,,,,,,10,0.014257522946057,0.0859086273022957,200000,FALSE,FALSE
k2016,Vmax,up,1.43,FALSE,0,,,,,,,,10,0.014257522946057,0.0859086273022957,200000,FALSE,FALSE
