schedule,n,reliable_gain_pp,reliable_gain_lo,reliable_gain_hi,reliable_mcnemar_p,extrap_gt20_change_pp,extrap_gt20_only_ref,extrap_gt20_only_sched,extrap_gt20_mcnemar_p,extrap_gt20_ratio,lambda_ok_change_pp,extrap_true_median_change,auclast_err_inf_sd_ratio,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_n_subjects
Bminus,20000,-2.29,-2.5852317587279,-1.9947682412721,1.10946107962718e-53,0.385,1,78,2.64697796016969e-22,1.45562130177515,-0.0199999999999978,0,1.00228129544046,-2.585,-1.995,1.34317892052699,1.58643317230274,169,246,20000
D1,20000,-0.835,-1.32497359186801,-0.345026408131993,0.000898737622166027,-0.115,27,4,3.39532271027565e-05,0.863905325443787,0.0650000000000039,0,0.997116167277216,-1.32,-0.339875000000001,0.803468208092486,0.924424577891048,169,146,20000
D2,20000,-0.53,-1.0217182669687,-0.0382817330312982,0.0363746334234175,-0.12,28,4,1.93011946976185e-05,0.857988165680473,0.0650000000000039,0,0.997198444522399,-1,-0.0298750000000007,0.797751185295837,0.917588062622309,169,145,20000
D3,20000,1.43,0.803097530756739,2.05690246924326,8.39581302955546e-06,-0.35,77,7,5.13756469936251e-16,0.585798816568047,0.490000000000002,0,0.982573213971919,0.785,2.060125,0.5,0.670521931315879,169,99,20000
D4,20000,-0.855,-1.32105682611272,-0.388943173887284,0.000350016562701492,-0.14,30,2,2.46334820985794e-07,0.834319526627219,0.0600000000000045,0,0.99825548132446,-1.325,-0.385,0.773475041757677,0.891163265306122,169,141,20000
