schedule,n,reliable_gain_pp,reliable_gain_lo,reliable_gain_hi,reliable_mcnemar_p,extrap_gt20_change_pp,extrap_gt20_only_ref,extrap_gt20_only_sched,extrap_gt20_mcnemar_p,extrap_gt20_ratio,lambda_ok_change_pp,extrap_true_median_change,auclast_err_inf_sd_ratio,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_n_subjects
Bminus,20000,-0.145,-0.263804660032182,-0.0261953399678183,0.020605148179178,0.14,0,28,7.45058059692383e-09,1.04643449419569,-0.0300000000000078,0,0.998876302783042,-0.27,-0.025,1.02921841508007,1.06502636203866,603,631,20000
D1,20000,-0.02,-0.324596786142117,0.284596786142117,0.923111437079168,-0.105,21,0,9.53674316406249e-07,0.965174129353234,0.0899999999999901,0,1.00142857567214,-0.325,0.3,0.949446144993327,0.978399470899471,603,582,20000
D2,20000,0.06,-0.249909842885856,0.369909842885856,0.72797159784336,-0.125,25,0,5.96046447753906e-08,0.958540630182421,0.109999999999999,0,1.00165639109317,-0.235,0.375,0.94305767831663,0.973214285714286,603,578,20000
D3,20000,2.765,2.28033755038532,3.24966244961468,5.44994870157824e-29,-0.67,134,0,9.18354961579922e-41,0.777777777777778,0.869999999999993,0,0.995807883727499,2.265,3.25,0.744526265482496,0.808698227028618,603,469,20000
D4,20000,-0.32,-0.606360945552212,-0.0336390544477881,0.0310380748831301,-0.0899999999999998,18,0,7.62939453124999e-06,0.970149253731343,0.0949999999999895,0,1.00025232138422,-0.610125,-0.0298750000000007,0.955477816071896,0.983079124579125,603,585,20000
