schedule,n,reliable_gain_pp,reliable_gain_lo,reliable_gain_hi,reliable_mcnemar_p,extrap_gt20_change_pp,extrap_gt20_only_ref,extrap_gt20_only_sched,extrap_gt20_mcnemar_p,extrap_gt20_ratio,lambda_ok_change_pp,extrap_true_median_change,auclast_err_inf_sd_ratio,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_n_subjects
Bminus,20000,-3.375,-3.77814862667602,-2.97185137332398,3.8862941158121e-61,0.625,2,127,2.46442390649893e-35,2.45348837209302,-0.0199999999999978,0,1.00553962352869,-3.79,-2.95,2.12085714285714,2.9459985959986,86,211,20000
D1,20000,-1.06,-1.61988078395013,-0.50011921604987,0.000221363054628163,-0.04,21,13,0.229481013026088,0.906976744186047,0.0099999999999989,0,0.992055379509396,-1.605,-0.495,0.777748226950355,1.04166666666667,86,78,20000
D2,20000,-0.745,-1.31458649232282,-0.175413507677182,0.0108840851372264,-0.085,24,7,0.00332689285278321,0.802325581395349,0.0099999999999989,0,0.992000647683147,-1.290125,-0.179875000000001,0.691358024691358,0.917665066026411,86,69,20000
D3,20000,-0.88,-1.52833277721977,-0.231667222780229,0.00816555200714564,-0.22,52,8,5.20569147337282e-09,0.488372093023256,0.160000000000005,0,0.975145548859713,-1.555125,-0.225,0.370786516853933,0.619606389986824,86,42,20000
D4,20000,-1.595,-2.14328074402327,-1.04671925597673,1.31416083918832e-08,-0.08,24,8,0.00700036669149997,0.813953488372093,0.0099999999999989,0,0.993133735359471,-2.155125,-1.045,0.703678678678679,0.928633004926108,86,70,20000
