variant,scenario,analysis_model,decision,n_trials,pass_pct,lo,hi
base,KM10,M1,AUCinf_Civ,2000,98.5,97.8667562174291,98.9472901962893
base,S00,M0,AUCinf_Civ,2000,97.4,96.6064726855337,98.0117912322035
base,S00,M1,AUCinf_Civ,2000,98.4,97.7500533581828,98.8643764649919
base,VM125,M0,AUCinf_Civ,2000,24.5,22.6651522610434,26.4326171503005
base,VM125,M1,AUCinf_Civ,2000,32.4,30.3843664627243,34.4831136015758
k2016_bmi_vc0817,F090,M0,AUCinf_Civ,2000,12.2,10.8376419406535,13.7072868338092
k2016_bmi_vc0817,F090,M1,AUCinf_Civ,2000,19.8,18.1121725670988,21.6036170886889
k2016_bmi_vc0817,KE120,M0,AUCinf_Civ,2000,56.05,53.8652511566158,58.211552571281
k2016_bmi_vc0817,KE120,M1,AUCinf_Civ,2000,68.5,66.4303845413732,70.4986847092204
k2016_bmi_vc0817,KM10,M0,AUCinf_Civ,2000,93.95,92.8184904750419,94.913001068936
k2016_bmi_vc0817,KM10,M1,AUCinf_Civ,2000,97.35,96.5501476639623,97.9683079585031
k2016_bmi_vc0817,S00,M0,AUCinf_Civ,2000,94.15,93.0343288816862,95.0963958433791
k2016_bmi_vc0817,S00,M1,AUCinf_Civ,2000,97.25,96.4376888484893,97.8811501834323
k2016_bmi_vc0817,VM125,M0,AUCinf_Civ,2000,19.4,17.7263184361046,21.1910048575081
k2016_bmi_vc0817,VM125,M1,AUCinf_Civ,2000,30,28.0315351954981,32.045146695752
struct2020,F090,M0,AUCinf_Civ,2000,16.05,14.5065873736879,17.7235801367092
struct2020,F090,M1,AUCinf_Civ,2000,21.05,19.3197168496949,22.8912801878896
struct2020,KE120,M0,AUCinf_Civ,2000,59.5,57.3323843286084,61.6311917730478
struct2020,KE120,M1,AUCinf_Civ,2000,66.8,64.7056131988466,68.8299740125034
struct2020,KM10,M0,AUCinf_Civ,2000,96.3,95.3800119047189,97.0424695170371
struct2020,KM10,M1,AUCinf_Civ,2000,97.5,96.7193228586802,98.0985576496007
struct2020,S00,M0,AUCinf_Civ,2000,96.2,95.2696248240864,96.9532400071258
struct2020,S00,M1,AUCinf_Civ,2000,97.6,96.8324527691542,98.1850443296705
struct2020,VM125,M0,AUCinf_Civ,2000,24.5,22.6651522610434,26.4326171503005
struct2020,VM125,M1,AUCinf_Civ,2000,31.15,29.1581437363099,33.2141289461934
base,F090,M0,AUCinf_true,2000,19,17.3407465555371,20.7781103759006
base,F090,M1,AUCinf_true,2000,25.65,23.7840544797063,27.6093057228907
base,KE120,M0,AUCinf_true,2000,71.45,69.4309332128319,73.3868254588024
base,KE120,M1,AUCinf_true,2000,78.3,76.4401403142022,80.0513548096788
base,KM10,M0,AUCinf_true,2000,98.35,97.6919038886282,98.8227176392747
base,KM10,M1,AUCinf_true,2000,99.2,98.7043922328463,99.5069703146784
base,S00,M0,AUCinf_true,2000,98.5,97.8667562174291,98.9472901962893
base,S00,M1,AUCinf_true,2000,99,98.4604061540925,99.3517232123447
base,VM125,M0,AUCinf_true,2000,34.45,32.3989544873772,36.5606656830698
base,VM125,M1,AUCinf_true,2000,43.3,41.1433449831865,45.4823434503823
k2016_bmi_vc0817,F090,M0,AUCinf_true,2000,14.4,12.9295179279278,16.0069758384974
k2016_bmi_vc0817,F090,M1,AUCinf_true,2000,23.8,21.9849644634618,25.7154888140758
k2016_bmi_vc0817,KE120,M0,AUCinf_true,2000,61,58.8432392451616,63.1145857146508
k2016_bmi_vc0817,KE120,M1,AUCinf_true,2000,73.35,71.3688990047043,75.2415748872612
k2016_bmi_vc0817,KM10,M0,AUCinf_true,2000,96.4,95.4905586845781,97.1315393277216
k2016_bmi_vc0817,KM10,M1,AUCinf_true,2000,98.3,97.6338812848154,98.7809319478156
k2016_bmi_vc0817,S00,M0,AUCinf_true,2000,96.45,95.545893930598,97.1760123769736
k2016_bmi_vc0817,S00,M1,AUCinf_true,2000,98.35,97.6919038886282,98.8227176392747
k2016_bmi_vc0817,VM125,M0,AUCinf_true,2000,26.4,24.5147122289164,28.3757724027588
k2016_bmi_vc0817,VM125,M1,AUCinf_true,2000,39.55,37.4290816793745,41.7109846088036
struct2020,F090,M0,AUCinf_true,2000,17.95,16.3300141488041,19.6928685819242
struct2020,F090,M1,AUCinf_true,2000,23.95,22.1306614037126,25.8692167596407
struct2020,KE120,M0,AUCinf_true,2000,63.1,60.9620060881525,65.1877672730786
struct2020,KE120,M1,AUCinf_true,2000,71.35,69.3290558642157,73.2890862168748
struct2020,KM10,M0,AUCinf_true,2000,97.1,96.269454307719,97.749959838387
struct2020,KM10,M1,AUCinf_true,2000,98.35,97.6919038886282,98.8227176392747
struct2020,S00,M0,AUCinf_true,2000,97.25,96.4376888484893,97.8811501834323
struct2020,S00,M1,AUCinf_true,2000,98.2,97.5181957865154,98.6970008555718
struct2020,VM125,M0,AUCinf_true,2000,31.5,29.5013152907796,33.5696154586268
struct2020,VM125,M1,AUCinf_true,2000,40.25,38.121430570705,42.4159518512794
base,F090,M0,P2,2000,15.55,14.0280173169077,17.2040672407706
base,F090,M1,P2,2000,21.15,19.4164313401802,22.9941822879481
base,KE120,M0,P2,2000,65.55,63.4393343169302,67.6010455126228
base,KE120,M1,P2,2000,72.9,70.9095060073923,74.8026932271264
base,KM10,M0,P2,2000,96.95,96.1017288093073,97.6182604509831
base,KM10,M1,P2,2000,98.4,97.7500533581828,98.8643764649919
base,S00,M0,P2,2000,97.2,96.3815517314341,97.8374790052156
base,S00,M1,P2,2000,98.35,97.6919038886282,98.8227176392747
base,VM125,M0,P2,2000,25.2,23.346012399824,27.1490731453261
base,VM125,M1,P2,2000,33.55,31.513963204271,35.6491076512823
k2016_bmi_vc0817,F090,M0,P2,2000,12.2,10.8376419406535,13.7072868338092
k2016_bmi_vc0817,F090,M1,P2,2000,20.05,18.3534718536193,21.8613592785278
k2016_bmi_vc0817,KE120,M0,P2,2000,55.95,53.764914649555,58.1122724877981
k2016_bmi_vc0817,KE120,M1,P2,2000,68.75,66.6842897895218,70.7438209374312
k2016_bmi_vc0817,KM10,M0,P2,2000,93.65,92.4953273854049,94.6373143869417
k2016_bmi_vc0817,KM10,M1,P2,2000,97,96.1575830268561,97.6622145287062
k2016_bmi_vc0817,S00,M0,P2,2000,94.2,93.0883401657386,95.1421928545986
k2016_bmi_vc0817,S00,M1,P2,2000,97.3,96.4938869513423,97.9247603758512
k2016_bmi_vc0817,VM125,M0,P2,2000,20.05,18.3534718536193,21.8613592785278
k2016_bmi_vc0817,VM125,M1,P2,2000,30.4,28.4232312724386,32.4519169809865
struct2020,F090,M0,P2,2000,16.1,14.5544750265871,17.7755007790818
struct2020,F090,M1,P2,2000,21.4,19.6582874693501,23.2513676351375
struct2020,KE120,M0,P2,2000,59.25,57.0807782252183,61.3837564000785
struct2020,KE120,M1,P2,2000,66.5,64.4015589514736,68.535178488245
struct2020,KM10,M0,P2,2000,96.2,95.2696248240864,96.9532400071258
struct2020,KM10,M1,P2,2000,97.4,96.6064726855337,98.0117912322035
struct2020,S00,M0,P2,2000,96.1,95.1593914956082,96.8638567450603
struct2020,S00,M1,P2,2000,97.4,96.6064726855337,98.0117912322035
struct2020,VM125,M0,P2,2000,25.25,23.3946704913715,27.2002233490506
struct2020,VM125,M1,P2,2000,31.7,29.6974733219105,33.7726906085833
base,F090,M0,G2_A_i,2000,24.4,22.5679409578215,26.3302118629787
base,F090,M1,G2_A_i,2000,30.05,28.0804873190925,32.0960028674295
base,KE120,M0,G2_A_i,2000,67.75,65.6690756446965,69.7628691768191
base,KE120,M1,G2_A_i,2000,74.65,72.697486220209,76.5080033488253
base,KM10,M0,G2_A_i,2000,96,95.0493063441228,96.7743253060019
base,KM10,M1,G2_A_i,2000,97.35,96.5501476639623,97.9683079585031
base,S00,M0,G2_A_i,2000,96.15,95.2144892976008,96.9085672383395
base,S00,M1,G2_A_i,2000,98.4,97.7500533581828,98.8643764649919
base,VM125,M0,G2_A_i,2000,56.25,54.0659509829018,58.4100859260826
base,VM125,M1,G2_A_i,2000,62,59.8516501419129,64.102340723337
k2016_bmi_vc0817,F090,M0,G2_A_i,2000,18.7,17.0517569402862,20.4682502195202
k2016_bmi_vc0817,F090,M1,G2_A_i,2000,28,26.0758215488181,30.008528531557
k2016_bmi_vc0817,KE120,M0,G2_A_i,2000,58.25,56.074927703804,60.3934410160553
k2016_bmi_vc0817,KE120,M1,G2_A_i,2000,70.95,68.921664236178,72.8980114827375
k2016_bmi_vc0817,KM10,M0,G2_A_i,2000,90.7,89.3479525222716,91.8959998290345
k2016_bmi_vc0817,KM10,M1,G2_A_i,2000,96.3,95.3800119047189,97.0424695170371
k2016_bmi_vc0817,S00,M0,G2_A_i,2000,93.3,92.1191504349848,94.3148332704587
k2016_bmi_vc0817,S00,M1,G2_A_i,2000,97.3,96.4938869513423,97.9247603758512
k2016_bmi_vc0817,VM125,M0,G2_A_i,2000,49.3,47.1123511494824,51.4903327167113
k2016_bmi_vc0817,VM125,M1,G2_A_i,2000,58,55.8236077729506,60.1457194705494
struct2020,F090,M0,G2_A_i,2000,22.95,21.1599552160606,24.8437570418552
struct2020,F090,M1,G2_A_i,2000,28.15,26.2223364533583,30.1614385128325
struct2020,KE120,M0,G2_A_i,2000,62.2,60.0534464895254,64.299777556812
struct2020,KE120,M1,G2_A_i,2000,69.7,67.6497586825533,71.6747096545654
struct2020,KM10,M0,G2_A_i,2000,95.8,94.8295599432427,96.5948385257945
struct2020,KM10,M1,G2_A_i,2000,97.9,97.1736989530377,98.4426479174182
struct2020,S00,M0,G2_A_i,2000,96.85,95.9901769281841,97.5301957415626
struct2020,S00,M1,G2_A_i,2000,98.05,97.3454973911407,98.5702743651309
struct2020,VM125,M0,G2_A_i,2000,52.55,50.3587500542118,54.7314730046538
struct2020,VM125,M1,G2_A_i,2000,58.1,55.9241289228725,60.2448149111712
base,F090,M0,G2_A_ii,2000,24.55,22.713763060738,26.4838146458778
base,F090,M1,G2_A_ii,2000,29.85,27.8846958604855,31.892561144949
base,KE120,M0,G2_A_ii,2000,68,65.9227778954632,70.0082084024118
base,KE120,M1,G2_A_ii,2000,74.55,72.5952090485065,76.410663929984
base,KM10,M0,G2_A_ii,2000,95.5,94.5009304018773,96.3246182955287
base,KM10,M1,G2_A_ii,2000,97.25,96.4376888484893,97.8811501834323
base,S00,M0,G2_A_ii,2000,96.4,95.4905586845781,97.1315393277216
base,S00,M1,G2_A_ii,2000,98.1,97.4029585433736,98.6126215081699
base,VM125,M0,G2_A_ii,2000,59.15,56.9801519068091,61.284766127944
base,VM125,M1,G2_A_ii,2000,62.95,60.8105251178958,65.0398233575197
k2016_bmi_vc0817,F090,M0,G2_A_ii,2000,21.1,19.368072087379,22.9427332454774
k2016_bmi_vc0817,F090,M1,G2_A_ii,2000,27.55,25.6364401991048,29.5496352238235
k2016_bmi_vc0817,KE120,M0,G2_A_ii,2000,59.1,56.9298421972407,61.2352675422405
k2016_bmi_vc0817,KE120,M1,G2_A_ii,2000,70.6,68.5653497918229,72.5556678601895
k2016_bmi_vc0817,KM10,M0,G2_A_ii,2000,89.15,87.7111479199182,90.4387472779597
k2016_bmi_vc0817,KM10,M1,G2_A_ii,2000,95.5,94.5009304018773,96.3246182955287
k2016_bmi_vc0817,S00,M0,G2_A_ii,2000,91.8,90.5159165354304,92.9238183118569
k2016_bmi_vc0817,S00,M1,G2_A_ii,2000,96.5,95.6012715184728,97.2204430843706
k2016_bmi_vc0817,VM125,M0,G2_A_ii,2000,53.45,51.2593888676526,55.6273835061068
k2016_bmi_vc0817,VM125,M1,G2_A_ii,2000,59.7,57.533710759134,61.8290985236097
struct2020,F090,M0,G2_A_ii,2000,25.5,23.6380107354888,27.4559245812926
struct2020,F090,M1,G2_A_ii,2000,29.65,27.688949983209,31.689073841138
struct2020,KE120,M0,G2_A_ii,2000,64.8,62.6803330882709,66.8629223122041
struct2020,KE120,M1,G2_A_ii,2000,70.95,68.921664236178,72.8980114827375
struct2020,KM10,M0,G2_A_ii,2000,95.45,94.4462675371543,96.2794728649799
struct2020,KM10,M1,G2_A_ii,2000,97.35,96.5501476639623,97.9683079585031
struct2020,S00,M0,G2_A_ii,2000,96,95.0493063441228,96.7743253060019
struct2020,S00,M1,G2_A_ii,2000,97.85,97.1166166260916,98.3999219490926
struct2020,VM125,M0,G2_A_ii,2000,58.65,56.4771580689506,60.7896770130837
struct2020,VM125,M1,G2_A_ii,2000,62.25,60.1039015600656,64.3491307815437
base,F090,M0,G2_A_iii,2000,19.5,17.8227557651835,21.294184118973
base,F090,M1,G2_A_iii,2000,24.7,22.8596159676132,26.6373866248182
base,KE120,M0,G2_A_iii,2000,53.15,50.9590968276083,55.3288257745198
base,KE120,M1,G2_A_iii,2000,61.55,59.397747879815,63.657968327988
base,KM10,M0,G2_A_iii,2000,83.75,82.0687701404321,85.3018291680834
base,KM10,M1,G2_A_iii,2000,91.6,90.3031178125518,92.737383853648
base,S00,M0,G2_A_iii,2000,87.15,85.6118358308699,88.545727556133
base,S00,M1,G2_A_iii,2000,93.05,91.8509762864739,94.0839659426102
base,VM125,M0,G2_A_iii,2000,45.45,43.2785834377035,47.6388616925559
base,VM125,M1,G2_A_iii,2000,52,49.8087096854668,54.1836221254082
k2016_bmi_vc0817,F090,M0,G2_A_iii,2000,15.6,14.0758489252024,17.2560439277478
k2016_bmi_vc0817,F090,M1,G2_A_iii,2000,22.65,20.8690265582871,24.5358359279974
k2016_bmi_vc0817,KE120,M0,G2_A_iii,2000,45,42.8313327492373,47.1878377235753
k2016_bmi_vc0817,KE120,M1,G2_A_iii,2000,58.25,56.074927703804,60.3934410160553
k2016_bmi_vc0817,KM10,M0,G2_A_iii,2000,71.75,69.7366365108919,73.6799719323737
k2016_bmi_vc0817,KM10,M1,G2_A_iii,2000,86.9,85.3502912237358,88.3082306869077
k2016_bmi_vc0817,S00,M0,G2_A_iii,2000,77.45,75.5668341111603,79.2279199930989
k2016_bmi_vc0817,S00,M1,G2_A_iii,2000,89.5,88.079925781251,90.76862748353
k2016_bmi_vc0817,VM125,M0,G2_A_iii,2000,37.65,35.5521699623814,39.7951811054655
k2016_bmi_vc0817,VM125,M1,G2_A_iii,2000,47,44.8204827708573,49.1910195128302
struct2020,F090,M0,G2_A_iii,2000,17.8,16.1857941504841,19.5376636944286
struct2020,F090,M1,G2_A_iii,2000,21.45,19.7066705967644,23.3027928029952
struct2020,KE120,M0,G2_A_iii,2000,46.95,44.7707110583586,49.1409829300571
struct2020,KE120,M1,G2_A_iii,2000,56.2,54.0157726727336,58.3604559409789
struct2020,KM10,M0,G2_A_iii,2000,82.8,81.0835985954155,84.3906431029343
struct2020,KM10,M1,G2_A_iii,2000,89.9,88.5019537194967,91.1450659074593
struct2020,S00,M0,G2_A_iii,2000,87,85.4548875635861,88.4032509376012
struct2020,S00,M1,G2_A_iii,2000,92.3,91.0488488845517,93.3889689154544
struct2020,VM125,M0,G2_A_iii,2000,38.75,36.6383867537212,40.904746810107
struct2020,VM125,M1,G2_A_iii,2000,45.65,43.4774190706015,47.8392592407454
base,F090,M0,G2_A_iv,2000,13,11.5967490623988,14.5451124364139
base,F090,M1,G2_A_iv,2000,16.75,15.1775066195293,18.449977024674
base,KE120,M0,G2_A_iv,2000,34.4,32.3497665331558,36.5100453420193
base,KE120,M1,G2_A_iv,2000,43.15,40.9945289989169,45.3317345488363
base,KM10,M0,G2_A_iv,2000,52.2,50.0086936816824,54.3828713102801
base,KM10,M1,G2_A_iv,2000,66.4,64.3002283397257,68.4368925094492
base,S00,M0,G2_A_iv,2000,52.75,50.5588305181235,54.9306257218296
base,S00,M1,G2_A_iv,2000,67.3,65.2125797341991,69.3210904298696
base,VM125,M0,G2_A_iv,2000,26.35,24.4659791879547,28.3246971484486
base,VM125,M1,G2_A_iv,2000,33.1,31.0717816946839,35.1930145034225
k2016_bmi_vc0817,F090,M0,G2_A_iv,2000,9.65,8.43220272921492,11.0225029863822
k2016_bmi_vc0817,F090,M1,G2_A_iv,2000,16.05,14.5065873736879,17.7235801367092
k2016_bmi_vc0817,KE120,M0,G2_A_iv,2000,26.3,24.4172493390712,28.2736187020602
k2016_bmi_vc0817,KE120,M1,G2_A_iv,2000,41.35,39.2103229869163,43.5228419310494
k2016_bmi_vc0817,KM10,M0,G2_A_iv,2000,35.45,33.3832444940002,37.5725415818843
k2016_bmi_vc0817,KM10,M1,G2_A_iv,2000,58.8,56.6280321534044,60.9382278144456
k2016_bmi_vc0817,S00,M0,G2_A_iv,2000,35.2,33.1370776877959,37.3196669117291
k2016_bmi_vc0817,S00,M1,G2_A_iv,2000,56.25,54.0659509829018,58.4100859260826
k2016_bmi_vc0817,VM125,M0,G2_A_iv,2000,17.9,16.2819359724256,19.6411384630309
k2016_bmi_vc0817,VM125,M1,G2_A_iv,2000,30.8,28.8151068672603,32.8585077483398
struct2020,F090,M0,G2_A_iv,2000,8.6,7.44925406803892,9.90947744684882
struct2020,F090,M1,G2_A_iv,2000,12.95,11.5492496534195,14.4928035501214
struct2020,KE120,M0,G2_A_iv,2000,22.25,20.4813303349903,24.1250657891192
struct2020,KE120,M1,G2_A_iv,2000,29.5,27.5421706473139,31.5364282912174
struct2020,KM10,M0,G2_A_iv,2000,32.25,30.2371308231809,34.3309243553035
struct2020,KM10,M1,G2_A_iv,2000,46.4,44.2233673312568,48.5904354091682
struct2020,S00,M0,G2_A_iv,2000,30.85,28.8641038408717,32.9093190700002
struct2020,S00,M1,G2_A_iv,2000,45.5,43.3282890288597,47.6889643966715
struct2020,VM125,M0,G2_A_iv,2000,11.2,9.89157590160386,12.6571869674214
struct2020,VM125,M1,G2_A_iv,2000,19.35,17.6781063797162,21.1394086186247
base,F090,M0,G2_B,2000,23.1,21.3054691873392,24.9976679563922
base,F090,M1,G2_B,2000,29.5,27.5421706473139,31.5364282912174
base,KE120,M0,G2_B,2000,71.85,69.8385614871675,73.7776635466417
base,KE120,M1,G2_B,2000,78.25,76.3887386600052,80.002948168604
base,KM10,M0,G2_B,2000,97.7,96.9458792871765,98.271234402192
base,KM10,M1,G2_B,2000,98.75,98.161196028935,99.1518918611429
base,S00,M0,G2_B,2000,98.1,97.4029585433736,98.6126215081699
base,S00,M1,G2_B,2000,98.9,98.3400553170253,99.2724574588682
base,VM125,M0,G2_B,2000,53.5,51.3094452407537,55.6771354282775
base,VM125,M1,G2_B,2000,60.65,58.4905185237529,62.7686483691564
k2016_bmi_vc0817,F090,M0,G2_B,2000,18.95,17.2925702502344,20.7264783859314
k2016_bmi_vc0817,F090,M1,G2_B,2000,27.25,25.3436568009675,29.2435688503296
k2016_bmi_vc0817,KE120,M0,G2_B,2000,62.85,60.7095499295875,64.9411819552843
k2016_bmi_vc0817,KE120,M1,G2_B,2000,72.75,70.7564311496705,74.6563431990325
k2016_bmi_vc0817,KM10,M0,G2_B,2000,95.6,94.6103473295914,96.4148179583583
k2016_bmi_vc0817,KM10,M1,G2_B,2000,97.9,97.1736989530377,98.4426479174182
k2016_bmi_vc0817,S00,M0,G2_B,2000,95.85,94.8844450828448,96.6397616814643
k2016_bmi_vc0817,S00,M1,G2_B,2000,97.65,96.8891278302657,98.2281775638309
k2016_bmi_vc0817,VM125,M0,G2_B,2000,44.8,42.6326123087997,46.9873249829253
k2016_bmi_vc0817,VM125,M1,G2_B,2000,56.1,53.9154227604266,58.2611892627422
struct2020,F090,M0,G2_B,2000,21.8,20.0454623572187,23.6626591094439
struct2020,F090,M1,G2_B,2000,27.95,26.0269892713263,29.957552513777
struct2020,KE120,M0,G2_B,2000,66.1,63.9962985957573,68.1419724817863
struct2020,KE120,M1,G2_B,2000,71.75,69.7366365108919,73.6799719323737
struct2020,KM10,M0,G2_B,2000,97.4,96.6064726855337,98.0117912322035
struct2020,KM10,M1,G2_B,2000,98.2,97.5181957865154,98.6970008555718
struct2020,S00,M0,G2_B,2000,97.65,96.8891278302657,98.2281775638309
struct2020,S00,M1,G2_B,2000,98.4,97.7500533581828,98.8643764649919
struct2020,VM125,M0,G2_B,2000,46.45,44.273114850688,48.6404961850089
struct2020,VM125,M1,G2_B,2000,53.2,51.0091400033198,55.3785908940803
base,F090,M0,G2_C_i,2000,17,15.4173719608243,18.7091531597384
base,F090,M1,G2_C_i,2000,22.7,20.9175054182698,24.5871653632866
base,KE120,M0,G2_C_i,2000,66.95,64.8576755741289,68.9773365230366
base,KE120,M1,G2_C_i,2000,73.7,71.7263812979398,75.5827506609288
base,KM10,M0,G2_C_i,2000,97.65,96.8891278302657,98.2281775638309
base,KM10,M1,G2_C_i,2000,98.55,97.9253224436694,98.988532265321
base,S00,M0,G2_C_i,2000,97.65,96.8891278302657,98.2281775638309
base,S00,M1,G2_C_i,2000,98.4,97.7500533581828,98.8643764649919
base,VM125,M0,G2_C_i,2000,27.9,25.978160014052,29.9065734757794
base,VM125,M1,G2_C_i,2000,37.15,35.0588180447157,39.2904500704125
k2016_bmi_vc0817,F090,M0,G2_C_i,2000,13.2,11.7868179103901,14.7542767695101
k2016_bmi_vc0817,F090,M1,G2_C_i,2000,21.55,19.8034486726088,23.4056313176945
k2016_bmi_vc0817,KE120,M0,G2_C_i,2000,56.5,54.3168761079858,58.6582022773579
k2016_bmi_vc0817,KE120,M1,G2_C_i,2000,70.1,68.0565741614254,72.0663605378682
k2016_bmi_vc0817,KM10,M0,G2_C_i,2000,94.65,93.5754264314357,95.5533812463484
k2016_bmi_vc0817,KM10,M1,G2_C_i,2000,97.45,96.66286379544,98.0552084175691
k2016_bmi_vc0817,S00,M0,G2_C_i,2000,94.65,93.5754264314357,95.5533812463484
k2016_bmi_vc0817,S00,M1,G2_C_i,2000,97.3,96.4938869513423,97.9247603758512
k2016_bmi_vc0817,VM125,M0,G2_C_i,2000,21.95,20.1907171472905,23.8168292051878
k2016_bmi_vc0817,VM125,M1,G2_C_i,2000,32.65,30.6298124226097,34.7367091180498
struct2020,F090,M0,G2_C_i,2000,17.85,16.2338626343668,19.5894035058178
struct2020,F090,M1,G2_C_i,2000,23.3,21.4995387902177,25.2028315346012
struct2020,KE120,M0,G2_C_i,2000,61.35,59.1960752882515,63.4604077384641
struct2020,KE120,M1,G2_C_i,2000,68.75,66.6842897895218,70.7438209374312
struct2020,KM10,M0,G2_C_i,2000,96.95,96.1017288093073,97.6182604509831
struct2020,KM10,M1,G2_C_i,2000,97.95,97.2308710521027,98.4852841136252
struct2020,S00,M0,G2_C_i,2000,96.7,95.8232230539599,97.397724729971
struct2020,S00,M1,G2_C_i,2000,97.85,97.1166166260916,98.3999219490926
struct2020,VM125,M0,G2_C_i,2000,29.75,27.7868172077299,31.7908232071608
struct2020,VM125,M1,G2_C_i,2000,37.6,35.5028239347997,39.7447188377754
base,F090,M0,G2_C_ii,2000,16.15,14.6023681675703,17.8274159333705
base,F090,M1,G2_C_ii,2000,21.8,20.0454623572187,23.6626591094439
base,KE120,M0,G2_C_ii,2000,66,63.8950093032789,68.043645183721
base,KE120,M1,G2_C_ii,2000,73.2,71.2157397871084,75.0953092190415
base,KM10,M0,G2_C_ii,2000,97.4,96.6064726855337,98.0117912322035
base,KM10,M1,G2_C_ii,2000,98.5,97.8667562174291,98.9472901962893
base,S00,M0,G2_C_ii,2000,97.25,96.4376888484893,97.8811501834323
base,S00,M1,G2_C_ii,2000,98.15,97.4605233282263,98.654865018589
base,VM125,M0,G2_C_ii,2000,26.15,24.2710790033976,28.1203641519182
base,VM125,M1,G2_C_ii,2000,34.65,32.5957317222407,36.7631216292938
k2016_bmi_vc0817,F090,M0,G2_C_ii,2000,12.65,11.2644054635755,14.1787979683341
k2016_bmi_vc0817,F090,M1,G2_C_ii,2000,20.75,19.0296703311106,22.5824769348427
k2016_bmi_vc0817,KE120,M0,G2_C_ii,2000,56.6,54.4172618422555,58.757433133632
k2016_bmi_vc0817,KE120,M1,G2_C_ii,2000,69.1,67.0398723789636,71.0868964148926
k2016_bmi_vc0817,KM10,M0,G2_C_ii,2000,94.35,93.2505020679321,95.2794558382207
k2016_bmi_vc0817,KM10,M1,G2_C_ii,2000,97.4,96.6064726855337,98.0117912322035
k2016_bmi_vc0817,S00,M0,G2_C_ii,2000,94.5,93.412861628833,95.4165211631355
k2016_bmi_vc0817,S00,M1,G2_C_ii,2000,97.25,96.4376888484893,97.8811501834323
k2016_bmi_vc0817,VM125,M0,G2_C_ii,2000,20.7,18.9813434956355,22.5309954750459
k2016_bmi_vc0817,VM125,M1,G2_C_ii,2000,30.7,28.7171212468536,32.7568767782027
struct2020,F090,M0,G2_C_ii,2000,16.8,15.2254692951057,18.5018226443695
struct2020,F090,M1,G2_C_ii,2000,22.3,20.5297791885631,24.1764252308183
struct2020,KE120,M0,G2_C_ii,2000,60.4,58.2386454521585,62.5214799643914
struct2020,KE120,M1,G2_C_ii,2000,67.9,65.821288949489,69.9100807578422
struct2020,KM10,M0,G2_C_ii,2000,96.45,95.545893930598,97.1760123769736
struct2020,KM10,M1,G2_C_ii,2000,97.6,96.8324527691542,98.1850443296705
struct2020,S00,M0,G2_C_ii,2000,96.35,95.4352649450753,97.0870247719525
struct2020,S00,M1,G2_C_ii,2000,97.55,96.7758518317665,98.1418369717863
struct2020,VM125,M0,G2_C_ii,2000,26.6,24.7096761978778,28.5800416148849
struct2020,VM125,M1,G2_C_ii,2000,33.95,31.9071898816018,36.0543473361264
base,F090,M0,G2_C_iii,2000,16.6,15.0336500676661,18.2944086907216
base,F090,M1,G2_C_iii,2000,22.6,20.8205514182603,24.4845027727524
base,KE120,M0,G2_C_iii,2000,66.75,64.65493097271,68.780847943368
base,KE120,M1,G2_C_iii,2000,73.3,71.3178427819812,75.1928228147124
base,KM10,M0,G2_C_iii,2000,97.55,96.7758518317665,98.1418369717863
base,KM10,M1,G2_C_iii,2000,98.65,98.0429206993,99.0705506002341
base,S00,M0,G2_C_iii,2000,97.45,96.66286379544,98.0552084175691
base,S00,M1,G2_C_iii,2000,98.3,97.6338812848154,98.7809319478156
base,VM125,M0,G2_C_iii,2000,26.9,25.0022169401977,28.8863506441962
base,VM125,M1,G2_C_iii,2000,35.35,33.2847702713636,37.4713992139772
k2016_bmi_vc0817,F090,M0,G2_C_iii,2000,12.75,11.3593242836983,14.2834957387551
k2016_bmi_vc0817,F090,M1,G2_C_iii,2000,21.25,19.5131618496222,23.0970683690498
k2016_bmi_vc0817,KE120,M0,G2_C_iii,2000,56.75,54.5678572704784,58.9062625912247
k2016_bmi_vc0817,KE120,M1,G2_C_iii,2000,69.5,67.4464185749632,71.4788165810679
k2016_bmi_vc0817,KM10,M0,G2_C_iii,2000,94.55,93.4670267025967,95.4621643846437
k2016_bmi_vc0817,KM10,M1,G2_C_iii,2000,97.4,96.6064726855337,98.0117912322035
k2016_bmi_vc0817,S00,M0,G2_C_iii,2000,94.45,93.3587193553815,95.3708551413151
k2016_bmi_vc0817,S00,M1,G2_C_iii,2000,97.25,96.4376888484893,97.8811501834323
k2016_bmi_vc0817,VM125,M0,G2_C_iii,2000,20.8,19.0780012562549,22.6339543049703
k2016_bmi_vc0817,VM125,M1,G2_C_iii,2000,31.85,29.844620311181,33.9249685051285
struct2020,F090,M0,G2_C_iii,2000,17.45,15.8494520358914,19.1753477421182
struct2020,F090,M1,G2_C_iii,2000,22.55,20.7720800069011,24.4331658888397
struct2020,KE120,M0,G2_C_iii,2000,61,58.8432392451616,63.1145857146508
struct2020,KE120,M1,G2_C_iii,2000,68,65.9227778954632,70.0082084024118
struct2020,KM10,M0,G2_C_iii,2000,96.8,95.9344768948039,97.4860874796708
struct2020,KM10,M1,G2_C_iii,2000,97.75,97.0027095330404,98.3142124516
struct2020,S00,M0,G2_C_iii,2000,96.6,95.7121572093433,97.3091739840439
