set,n,fail_pct,lz_fail_pct,est_fail_pct,fail_per_arm,wt_fail_mean,wt_retained_mean,wt_diff,wt_diff_lo,wt_diff_hi,auclast_gm_ratio_fail_to_retained,extrap_true_median_fail,extrap_true_median_retained,auclast_over_true_fail_median,auclast_over_true_fail_p05,band,variant,distribution
ii,2581,24.7965904688105,2.90585044556374,21.8907400232468,29.0120108485083,113.406740761986,112.869990364051,0.536750397935293,-0.565228142347045,1.63872893821763,0.727165976506182,3.27985152950821,0.73496735048495,0.931930511189604,0.825618693750015,above 100,struct2020,primary
ii,3230,13.6842105263158,0.185758513931889,13.4984520123839,16.0105263157895,53.5863522408474,53.5369461982192,0.0494060426281919,-0.412849727532632,0.511661812789016,1.00226372509706,1.30199571934901,0.48595314296197,0.958975507936359,0.865697878656349,below 60,struct2020,primary
iii,2265,36.4238410596026,1.72185430463576,34.7019867549669,42.6158940397351,94.612073826148,94.5392546577012,0.0728191684467561,-0.171455875949349,0.317094212842861,0.858756971814866,0.286703769225949,1.07332000782761,0.95343525912856,0.852379238727774,above 90-100,struct2020,primary
iii,11924,33.2271049983227,0.687688695068769,32.5394163032539,38.8757128480376,74.7142524418767,74.3629875387038,0.351264903172876,0.0385071093297446,0.664022697016007,0.890927389871343,0.149006391710638,0.889209343482883,0.964614471005653,0.866181655530366,60-90,struct2020,primary
iii,2581,39.3258426966292,2.90585044556374,36.4199922510655,46.0112359550562,113.478624711736,112.694866731726,0.783757980009668,-0.157188371451318,1.72470433147065,0.839164991183322,0.462543413181327,1.16663313537386,0.953063696545353,0.842816419970827,above 100,struct2020,primary
iii,3230,28.4829721362229,0.185758513931889,28.297213622291,33.3250773993808,53.7190064671312,53.4738907971122,0.245115670019025,-0.117508846237948,0.607740186275999,0.888697705474785,0.0797159195185859,0.734525762454041,0.97075390386369,0.875736170356906,below 60,struct2020,primary
iv,2265,76.0706401766005,1.72185430463576,74.3487858719647,89.0026490066225,94.608487360507,94.4300071799046,0.178480180602406,-0.095833376643063,0.452793737847876,0.889297146068323,1.17650447096965,0.363866708646271,0.955504425066242,0.856330195673586,above 90-100,struct2020,primary
iv,11924,72.3918148272392,0.687688695068769,71.7041261321704,84.6984233478698,74.6599762161115,74.0070049393684,0.652971276743116,0.325055488284491,0.980887065201742,0.902112507331874,0.911485287670888,0.363944829987167,0.962990173278921,0.86850295125022,60-90,struct2020,primary
iv,2581,77.5280898876405,2.90585044556374,74.6222394420767,90.7078651685393,113.08939106852,112.705334234802,0.384056833718248,-0.692931341256739,1.46104500869323,0.818344477068187,1.38919364360045,0.383818468977615,0.953253692697696,0.849820428621675,above 100,struct2020,primary
iv,3230,67.3684210526316,0.185758513931889,67.1826625386997,78.821052631579,53.5987756244768,53.4300170134993,0.168758610977513,-0.191708027728771,0.529225249683796,0.962419460911718,0.742143957741104,0.336644123700819,0.969654082434928,0.877986541689168,below 60,struct2020,primary
i,20000,15.335,2.16,13.175,17.94195,84.7234595427287,77.1893788005299,7.53408074219884,6.75454279909402,8.31361868530366,0.679705907015392,1.25913726807693,0.669978602317556,0.929858265955237,0.76837699676791,all,k2016_bmi_vc0817,primary
ii,20000,21.83,2.16,19.67,25.5411,83.1589139049241,77.0003059701946,6.15860793472945,5.48103646495508,6.83617940450381,0.736177855207389,1.80187667953513,0.578946280121395,0.931494661505446,0.777237689872634,all,k2016_bmi_vc0817,primary
iii,20000,39.755,2.16,37.595,46.51335,80.3055128083797,77.0508315468084,3.25468126157124,2.71543477887291,3.79392774426956,0.854149083541413,0.51039438970556,0.786019391134918,0.950653624451723,0.795166077133553,all,k2016_bmi_vc0817,primary
iv,20000,66.93,2.16,64.77,78.3081,79.2054755168988,76.6026771057929,2.60279841110594,2.0629646108991,3.14263221131278,0.881443535205749,1.0441297836745,0.377540400741422,0.953073253513944,0.802508379822915,all,k2016_bmi_vc0817,primary
i,2265,20.3090507726269,4.10596026490066,16.2030905077263,23.7615894039735,94.6811176474016,94.5363842082311,0.144733439170523,-0.150816030151843,0.440282908492888,0.734610304913464,1.90166580535859,0.811170649587878,0.923413917659767,0.741189567319855,above 90-100,k2016_bmi_vc0817,primary
