set,n,fail_pct,lz_fail_pct,est_fail_pct,fail_per_arm,wt_fail_mean,wt_retained_mean,wt_diff,wt_diff_lo,wt_diff_hi,auclast_gm_ratio_fail_to_retained,extrap_true_median_fail,extrap_true_median_retained,auclast_over_true_fail_median,auclast_over_true_fail_p05,band,variant,distribution
iv,2493,75.6117127958283,1.44404332129964,74.1676694745287,88.4657039711192,94.6232984853041,94.4179753936288,0.205323091675268,-0.0511456066000925,0.461791789950629,0.863883155168268,1.20576562602011,0.351126769037557,0.956402308666198,0.862202902408184,above 90-100,struct2020,sens_nct03389893
iv,2584,70.2399380804954,0.193498452012384,70.046439628483,82.1807275541796,54.0287246202262,53.7935223432173,0.235202277008952,-0.153069565493467,0.623474119511371,0.947142499783361,0.70190484135817,0.328579645547078,0.968162863870482,0.878356711973569,below 60,struct2020,sens_nct03389893
iv,2884,78.6407766990291,2.94729542302358,75.6934812760056,92.0097087378641,113.627512147837,112.762756800989,0.8647553468479,-0.264497461409366,1.99400815510517,0.82961427580488,1.41702372281598,0.3883853328501,0.953125098702367,0.851571169771009,above 100,struct2020,sens_nct03389893
i,20000,15.555,2.29,13.265,18.19935,86.4549233624198,79.0668117167679,7.38811164565189,6.60609548258406,8.17012780871972,0.700492151885518,1.18726448187394,0.694886825931007,0.930078986333191,0.772613437951264,all,k2016_bmi_vc0817,sens_nct03389893
ii,20000,22.215,2.29,19.925,25.99155,84.8401853801519,78.8953979572518,5.94478742290001,5.26873196568964,6.62084288011037,0.746295078891587,1.74428957534848,0.608579766456274,0.931444654244037,0.776743615005039,all,k2016_bmi_vc0817,sens_nct03389893
iii,20000,40.05,2.29,37.76,46.8585,81.8193533606099,79.1449232065469,2.674430154063,2.13294362635346,3.21591668177255,0.862512799284341,0.492824809434356,0.824682000851063,0.948791745083182,0.793796670298975,all,k2016_bmi_vc0817,sens_nct03389893
iv,20000,67.855,2.29,65.565,79.39035,80.8057025585107,78.9712957292632,1.83440682924748,1.28457658823827,2.3842370702567,0.887498750194796,1.06787771524324,0.387616467593954,0.952322728842451,0.800595671037308,all,k2016_bmi_vc0817,sens_nct03389893
i,12039,13.8300523299277,1.36223938865354,12.4678129412742,16.1811612260155,76.5751764578721,74.6533183506991,1.92185810717297,1.49854680922353,2.34516940512241,0.785972988989074,0.760835723176723,0.673222321824729,0.935657805082431,0.783502170568499,60-90,k2016_bmi_vc0817,sens_nct03389893
i,2493,18.7725631768953,3.52988367428801,15.2426795026073,21.9638989169675,94.6123468533838,94.5641819045634,0.0481649488204141,-0.248989521582902,0.34531941922373,0.757515309459429,1.69959204796845,0.84292364447347,0.919503313553314,0.768608535570058,above 90-100,k2016_bmi_vc0817,sens_nct03389893
i,2584,9.98452012383901,0.386996904024768,9.59752321981424,11.6818885448916,53.9396456087406,53.9608449271667,-0.0211993184260422,-0.643562638392501,0.601164001540417,0.857099049025065,0.184393325527188,0.557893668701071,0.939250594999902,0.780415593823461,below 60,k2016_bmi_vc0817,sens_nct03389893
i,2884,24.9653259361997,6.79611650485437,18.1692094313454,29.2094313453537,115.650820671795,112.708163057768,2.94265761402659,1.78852412410666,4.09679110394652,0.733628994540977,2.74662025283239,0.90576698852573,0.915902057360624,0.749325304737601,above 100,k2016_bmi_vc0817,sens_nct03389893
ii,12039,19.9185978901902,1.36223938865354,18.5563585015367,23.3047595315226,76.0804169584316,74.6302617473488,1.45015521108279,1.08003716628492,1.82027325588065,0.817039991500974,1.4304600399406,0.593908532179888,0.934773359911935,0.783276857747613,60-90,k2016_bmi_vc0817,sens_nct03389893
ii,2493,25.7119935820297,3.52988367428801,22.1821099077417,30.0830324909747,94.5148696022816,94.5934207716318,-0.0785511693502627,-0.340304691078861,0.183202352378336,0.777762198189436,2.16954466977768,0.715859639613958,0.926800022138185,0.775813624566571,above 90-100,k2016_bmi_vc0817,sens_nct03389893
ii,2584,17.5696594427245,0.386996904024768,17.1826625386997,20.5565015479876,53.7212857258228,54.0093380977095,-0.288052371886685,-0.775597450819773,0.199492707046402,0.96872526953979,1.16018148587452,0.482466126519077,0.944877513398258,0.794941585920572,below 60,k2016_bmi_vc0817,sens_nct03389893
ii,2884,32.9403606102635,6.79611650485437,26.1442441054092,38.5402219140083,115.295377519063,112.532806151806,2.76257136725638,1.73289657619598,3.79224615831679,0.736239710218605,3.09374913209067,0.74402223344967,0.9215139552898,0.756705458823789,above 100,k2016_bmi_vc0817,sens_nct03389893
iii,12039,38.8155162388903,1.36223938865354,37.4532768502367,45.4141539995016,75.2527809144452,74.7074325494579,0.545348364987248,0.243161067827562,0.847535662146935,0.906235050789232,0.380517741418618,0.810060339317858,0.95209446570892,0.798699570952201,60-90,k2016_bmi_vc0817,sens_nct03389893
iii,2493,42.278379462495,3.52988367428801,38.748495788207,49.4657039711191,94.584615187535,94.5648799697448,0.0197352177902133,-0.209806387493365,0.249276823073791,0.861236352461009,0.946814657171968,0.959334975202397,0.941188422122197,0.786007514988136,above 90-100,k2016_bmi_vc0817,sens_nct03389893
iii,2584,36.2616099071207,0.386996904024768,35.874613003096,42.4260835913313,53.8727073551654,54.007666712723,-0.134959357557548,-0.502830242608844,0.232911527493748,0.980916828645007,0.204877343593346,0.655963955862615,0.95794302297046,0.810722867373163,below 60,k2016_bmi_vc0817,sens_nct03389893
iii,2884,46.6712898751734,6.79611650485437,39.875173370319,54.6054091539529,114.075679053366,112.88894131006,1.18673774330603,0.260874991086466,2.11260049552559,0.833516725910113,1.3389038239308,1.07399577139294,0.932298203663233,0.769772362354997,above 100,k2016_bmi_vc0817,sens_nct03389893
iv,12039,66.9324694742088,1.36223938865354,65.5702300855553,78.3109892848243,75.1099475664203,74.5328399603855,0.577107606034829,0.265974297009046,0.888240915060613,0.911187328735545,0.966697345417183,0.381754185361238,0.954129622072925,0.804607381726535,60-90,k2016_bmi_vc0817,sens_nct03389893
iv,2493,69.193742478941,3.52988367428801,65.663858804653,80.956678700361,94.5322988479083,94.6651447545349,-0.132845906626628,-0.376530296792413,0.110838483539158,0.871302144883267,1.46673532106865,0.393746380143539,0.94843704698857,0.793887390135964,above 90-100,k2016_bmi_vc0817,sens_nct03389893
iv,2584,66.1377708978328,0.386996904024768,65.7507739938081,77.3811919504644,53.8502530454737,54.1705959004917,-0.320342855018005,-0.685373050260927,0.0446873402249169,1.01405390542077,0.689587102543243,0.370910425728299,0.96271455757722,0.818373683900649,below 60,k2016_bmi_vc0817,sens_nct03389893
iv,2884,72.0873786407767,6.79611650485437,65.2912621359223,84.3422330097087,113.650761887435,112.905741337547,0.745020549887798,-0.21897538982536,1.70901648960096,0.852653264175804,1.85949761678703,0.430923765228342,0.938445574338212,0.779253138760065,above 100,k2016_bmi_vc0817,sens_nct03389893
i,20000,13.765,1.475,12.29,16.10505,80.0600364477721,74.433627552446,5.62640889532605,4.86636221932401,6.38645557132809,0.748577899086793,0.895855882649654,0.656093968389682,0.930494623693979,0.777485267104373,all,base,sens_75_18
ii,20000,19.795,1.475,18.32,23.16015,78.8393748445389,74.3118863991162,4.52748844542273,3.87439528501376,5.1805816058317,0.791479740562233,1.55760098398169,0.578787945909498,0.931112861928581,0.779398538240191,all,base,sens_75_18
iii,20000,38.665,1.475,37.19,45.23805,76.5463550974698,74.3644811909203,2.18187390654957,1.66650003663645,2.69724777646269,0.895755002961941,0.403657956736003,0.779059597769649,0.951411354980912,0.798562082064074,all,base,sens_75_18
iv,20000,66.43,1.475,64.955,77.7231,76.0165226024405,73.6083609534895,2.40816164895099,1.88942630676854,2.92689699113345,0.894568902024767,0.963536332732473,0.377431496539049,0.953431518943942,0.804774164150383,all,base,sens_75_18
i,12071,13.2631927760749,1.1763731256731,12.0868196504018,15.5179355480076,74.7421602492687,73.5399333930398,1.20222685622885,0.771466258408403,1.63298745404929,0.793272961546699,0.795942041112263,0.647915724459342,0.931431043095278,0.781309841121475,60-90,base,sens_75_18
i,1938,16.9762641898865,2.68317853457172,14.2930856553148,19.8622291021672,94.6353941018378,94.4902042830544,0.145189818783308,-0.1907049951506,0.481084632717216,0.771514952422046,1.60590226958108,0.781624775836365,0.921510954466084,0.765164779522645,above 90-100,base,sens_75_18
i,4062,9.55194485475135,0.34465780403742,9.20728705071394,11.1757754800591,53.663778489766,53.0756370061791,0.588141483586924,0.0856239226743621,1.09065904449949,0.882334857932661,0.10980969083596,0.551217137414201,0.95035328943901,0.779284298559742,below 60,base,sens_75_18
i,1929,22.5505443234837,4.51010886469673,18.0404354587869,26.3841368584759,112.152853030123,111.61917183385,0.533681196272454,-0.620800652167165,1.68816304471207,0.772440004576274,1.90993430056486,0.927182750581479,0.920338585227475,0.778281343284269,above 100,base,sens_75_18
ii,12071,18.8799602352746,1.1763731256731,17.7035871096015,22.0895534752713,74.5913274559307,73.4917959469098,1.09953150902091,0.728592398843796,1.47047061919802,0.815797762961594,1.45713329551384,0.576414934581465,0.930019186582024,0.783181735811239,60-90,base,sens_75_18
ii,1938,23.7358101135191,2.68317853457172,21.0526315789474,27.7708978328173,94.5498880785076,94.5039477908158,0.0459402876918631,-0.253683842313809,0.345564417697535,0.793891616875901,2.29008060568667,0.679815618439295,0.92426332634516,0.763772085170823,above 90-100,base,sens_75_18
ii,4062,16.0019694731659,0.34465780403742,15.6573116691285,18.7223042836041,53.4818926234887,53.0651249148487,0.416767708639988,0.0130599372900387,0.820475479989937,0.976975483731633,1.05811161884357,0.488437983891121,0.951388602097184,0.791417819795225,below 60,base,sens_75_18
ii,1929,29.5489891135303,4.51010886469673,25.0388802488336,34.5723172628305,112.061878975583,111.604314033696,0.457564941887,-0.615207355331258,1.53033723910526,0.778357954999398,2.50510215780387,0.788359343043321,0.922974001034862,0.778140893735425,above 100,base,sens_75_18
iii,12071,38.5303620246873,1.1763731256731,37.3539888990142,45.0805235688841,74.0666154025209,73.4692012058061,0.59741419671478,0.298322557115678,0.896505836313882,0.92006649278827,0.371959517892295,0.780436166835979,0.95193539894662,0.805455050509577,60-90,base,sens_75_18
iii,1938,40.7636738906089,2.68317853457172,38.0804953560372,47.6934984520124,94.6016754346052,94.4551043184678,0.146571116137409,-0.109129012602536,0.402271244877353,0.875325703394125,0.723490490730744,0.940047230500879,0.9445422883692,0.780475417515316,above 90-100,base,sens_75_18
iii,4062,35.204332840965,0.34465780403742,34.8596750369276,41.1890694239291,53.2184353410757,53.0847545125353,0.133680828540427,-0.185320397276165,0.45268205435702,0.963743911001288,0.228360538652894,0.652511372798664,0.959439133610108,0.800134562655685,below 60,base,sens_75_18
iii,1929,44.6863659927424,4.51010886469673,40.1762571280456,52.2830482115086,112.078247796442,111.465870840996,0.612376955445498,-0.393581891282177,1.61833580217317,0.868159347055106,0.92812215794697,1.06259176988447,0.941001009051656,0.789105309991852,above 100,base,sens_75_18
iv,12071,66.2165520669373,1.1763731256731,65.0401789412642,77.4733659183166,73.9546425809284,73.1990787236012,0.755563857327232,0.449332359869463,1.061795354785,0.909590384637668,0.932439253134865,0.377168768283026,0.953029554181418,0.80607895363384,60-90,base,sens_75_18
iv,1938,69.1950464396285,2.68317853457172,66.5118679050568,80.9582043343653,94.4965240442396,94.5560211182812,-0.0594970740416017,-0.32596655932162,0.206972411238417,0.87709797712304,1.32159779418031,0.396851956085553,0.947785905204308,0.788418434665948,above 90-100,base,sens_75_18
iv,4062,63.1216149679961,0.34465780403742,62.7769571639587,73.8522895125554,53.2932005966391,52.8555875066413,0.437613089997782,0.118667755069281,0.756558424926284,0.97911195099087,0.701651337006487,0.362870135101046,0.961629316902139,0.811651457117081,below 60,base,sens_75_18
iv,1929,71.9543805080353,4.51010886469673,67.4442716433385,84.1866251944012,112.011855960775,111.040809083771,0.971046877003587,-0.0824669046000551,2.02456065860723,0.880036477828862,1.70121563481064,0.407589932353514,0.948453070656799,0.79404783764733,above 100,base,sens_75_18
i,20000,8.5,0.69,7.81,9.945,80.0346217099648,74.7597375863832,5.27488412358161,4.34287192331155,6.20689632385168,0.734824901101235,0.0441909333696811,0.673507053955697,0.94822160791624,0.848861350238695,all,struct2020,sens_75_18
ii,20000,16.695,0.69,16.005,19.53315,78.283924227256,74.5916830768228,3.69224115043319,2.99014397054409,4.39433833032229,0.817396458940318,1.72749194770212,0.566905839820653,0.946331685407804,0.849761155899195,all,struct2020,sens_75_18
iii,20000,33.145,0.69,32.455,38.77965,77.1021222142574,74.2690962964206,2.83302591783678,2.29729989386412,3.36875194180943,0.860750378810485,0.138129245268981,0.868610552380955,0.964285443483222,0.868069400361348,all,struct2020,sens_75_18
iv,20000,72.655,0.69,71.965,85.00635,76.0164845868562,73.0602518204692,2.95623276638699,2.41599155191378,3.4964739808602,0.880402451473539,0.895638058313186,0.351799324449242,0.963084783201471,0.868504339809562,all,struct2020,sens_75_18
i,12071,8.30917073978958,0.57990224505012,7.72926849473946,9.72172976555381,74.6880113588538,73.609796330979,1.07821502787478,0.56239621943717,1.59403383631238,0.777143509155367,0.0322932357498806,0.662678149986173,0.948802330284736,0.854116614862513,60-90,struct2020,sens_75_18
i,1938,11.0423116615067,1.08359133126935,9.95872033023736,12.9195046439629,94.6230426049777,94.5014224092077,0.121620195770035,-0.303246792650038,0.546487184190108,0.770974122680664,0.319542266988948,0.882910454684677,0.935738990163502,0.835757279612284,above 90-100,struct2020,sens_75_18
i,4062,5.63761693746923,0.17232890201871,5.46528803545052,6.596011816839,53.9022079604091,53.0857894056346,0.816418554774472,0.172593873926788,1.46024323562216,0.867636957535927,0.0141670176788122,0.559767352171581,0.964536823972217,0.87282823351304,below 60,struct2020,sens_75_18
i,1929,13.1674442716433,2.07361327112494,11.0938310005184,15.4059097978227,112.41671170713,111.636829262248,0.779882444881721,-0.75996539625742,2.31973028602086,0.740360583719907,1.610698595408,0.888454847317166,0.933049731563726,0.833215450050513,above 100,struct2020,sens_75_18
ii,12071,15.980449010024,0.57990224505012,15.4005467649739,18.6971253417281,74.4271615815015,73.5609649471002,0.866196634401376,0.464634594766641,1.26775867403611,0.838070141109536,1.53617110550668,0.565037841290433,0.946996395456866,0.852097503136794,60-90,struct2020,sens_75_18
ii,1938,20.3302373581011,1.08359133126935,19.2466460268318,23.7863777089783,94.5750844014872,94.499481927949,0.0756024735381828,-0.245396241959977,0.396601189036342,0.79585779598457,2.14291535714032,0.713079370904535,0.93859861574707,0.836708543509408,above 90-100,struct2020,sens_75_18
ii,4062,14.1063515509601,0.17232890201871,13.9340226489414,16.5044313146233,53.4999395316646,53.0713588601569,0.428580671507675,0.000916016604089233,0.85624532641126,1.0406000439183,1.39631972832828,0.477869187248525,0.959952801259731,0.867746532050399,below 60,struct2020,sens_75_18
ii,1929,22.9652669777087,2.07361327112494,20.8916537065837,26.8693623639191,112.645552366279,111.469417287762,1.17613507851691,-0.0757110686663521,2.42798122570017,0.738758087541769,3.36400519069843,0.738391761849849,0.929978390194062,0.836767893401992,above 100,struct2020,sens_75_18
iii,12071,32.979869107779,0.57990224505012,32.3999668627289,38.5864468561014,74.0714361254679,73.5163058057749,0.555130319693021,0.245922897550655,0.864337741835386,0.884291104124764,0.124747444796935,0.852622971550127,0.965309968845993,0.870658682394407,60-90,struct2020,sens_75_18
iii,1938,37.4613003095975,1.08359133126935,36.3777089783282,43.8297213622291,94.6001707455172,94.4637453710345,0.136425374482698,-0.126431103369939,0.399281852335336,0.895221103214527,0.248297075508397,1.11621263214592,0.955424945271009,0.859230689543352,above 90-100,struct2020,sens_75_18
iii,4062,28.4342688330872,0.17232890201871,28.2619399310684,33.268094534712,53.3043495470321,53.0632654585171,0.241084088514988,-0.0972084037058526,0.579376580735829,0.910015843996258,0.0804514114200572,0.745857637369329,0.970851472591871,0.879349841937694,below 60,struct2020,sens_75_18
iii,1929,39.7615344738206,2.07361327112494,37.6879212026957,46.5209953343701,112.106040749358,111.49759082024,0.608449929117626,-0.430740542216952,1.6476404004522,0.894300049226509,0.373970232248699,1.21199772505343,0.955317553292664,0.851202771986083,above 100,struct2020,sens_75_18
iv,12071,72.2889570043907,0.57990224505012,71.7090547593406,84.5780796951371,73.9028696896821,73.1685680932857,0.734301596396378,0.412804828975126,1.05579836381763,0.905846365534417,0.8637148916391,0.343479127807023,0.96347513932673,0.869823692569482,60-90,struct2020,sens_75_18
iv,1938,77.2445820433437,1.08359133126935,76.1609907120743,90.3761609907121,94.5205434300328,94.4955325083448,0.0250109216880787,-0.2676487009582,0.317670544334357,0.897635283709849,1.17284595021012,0.39678689651379,0.95804203911348,0.862533528988829,above 90-100,struct2020,sens_75_18
iv,4062,68.8823239783358,0.17232890201871,68.7099950763171,80.5923190546529,53.2236234480496,52.9285901954815,0.295033252568082,-0.0376346958402251,0.627701200976389,0.955416964391229,0.731082893306662,0.338901838293004,0.968741100578963,0.87745453499133,below 60,struct2020,sens_75_18
iv,1929,78.2789009849663,2.07361327112494,76.2052877138414,91.5863141524106,112.120625627178,110.366083749014,1.75454187816483,0.674563128304565,2.83452062802509,0.845584942721003,1.32713983745139,0.402869983478005,0.953307733773614,0.854306371627587,above 100,struct2020,sens_75_18
i,20000,13.625,1.67,11.955,15.94125,80.546607914051,74.3659941054682,6.18061380858275,5.40435277187585,6.95687484528964,0.722093712299427,0.986875519796582,0.64187900820244,0.928179808470055,0.772803303800518,all,k2016_bmi_vc0817,sens_75_18
ii,20000,20.025,1.67,18.355,23.42925,79.2700927382522,74.1910180256988,5.07907471255336,4.40848283304127,5.74966659206546,0.775541588571309,1.59912476770708,0.557580032080585,0.930185668933282,0.779363422671672,all,k2016_bmi_vc0817,sens_75_18
iii,20000,38.925,1.67,37.255,45.54225,76.7028175768929,74.2554744086485,2.44734316824443,1.93294032354469,2.96174601294417,0.877819382408121,0.418393565939679,0.769789583547398,0.951751297374497,0.797255482317704,all,k2016_bmi_vc0817,sens_75_18
iv,20000,66.4,1.67,64.73,77.688,75.9409177078869,73.7599207703891,2.18099693749787,1.66269083955633,2.6993030354394,0.894622533701364,0.954923081509546,0.374351234308817,0.953281362231352,0.803732508018778,all,k2016_bmi_vc0817,sens_75_18
i,12071,12.8324082511805,1.19294176124596,11.6394664899346,15.0139176538812,74.8847332305589,73.5248858971745,1.35984733338435,0.929698600639263,1.78999606612944,0.793106475426276,0.717988425457927,0.639490918140889,0.930732337119542,0.787836110518383,60-90,k2016_bmi_vc0817,sens_75_18
i,1938,18.3694530443756,3.19917440660475,15.1702786377709,21.4922600619195,94.6301958639126,94.488896095693,0.141299768219639,-0.1911916346161,0.473791171055379,0.762693703880734,1.70546372711791,0.763994812749869,0.920397950516701,0.766893314976985,above 90-100,k2016_bmi_vc0817,sens_75_18
i,4062,9.35499753815854,0.123092072870507,9.23190546528804,10.9453471196455,53.2754415713763,53.1169931063575,0.158448465018857,-0.375296970820421,0.692193900858135,0.924942999185802,0.218456564407427,0.524351513354648,0.937758835799237,0.797594019778509,below 60,k2016_bmi_vc0817,sens_75_18
i,1929,22.8097459823743,6.37636080870918,16.4333851736651,26.6874027993779,112.636448334039,111.474477179919,1.16197115412076,-0.0817697109882595,2.40571201922979,0.722683027982062,3.00911839085201,1.02270222441794,0.912582691204608,0.738781324798513,above 100,k2016_bmi_vc0817,sens_75_18
ii,12071,18.5237345704581,1.19294176124596,17.3307928092122,21.672769447436,74.6647977205731,73.4798996930356,1.18489802753757,0.809841619330665,1.55995443574448,0.818660565750074,1.39122019400413,0.565821070941053,0.92938014519712,0.786284992606264,60-90,k2016_bmi_vc0817,sens_75_18
ii,1938,24.406604747162,3.19917440660475,21.2074303405573,28.5557275541796,94.6273429749522,94.4785325077043,0.148810467247941,-0.149448863679943,0.447069798175825,0.763796472034653,2.2457531343287,0.647277045953787,0.920614376379594,0.766814061566717,above 90-100,k2016_bmi_vc0817,sens_75_18
ii,4062,16.6174298375185,0.123092072870507,16.494337764648,19.4423929098966,53.0492021428274,53.1482801796052,-0.0990780367778044,-0.51710854181491,0.318952468259301,1.0535130391311,1.1758304809211,0.449860811267566,0.947225728381059,0.80090889398047,below 60,k2016_bmi_vc0817,sens_75_18
ii,1929,32.1928460342146,6.37636080870918,25.8164852255054,37.6656298600311,112.655859967693,111.304468461727,1.35139150596687,0.23960548161198,2.46317753032177,0.73977471558024,3.32882583669252,0.830734977286451,0.917439338258491,0.75541521854869,above 100,k2016_bmi_vc0817,sens_75_18
iii,12071,38.8783033717173,1.19294176124596,37.6853616104714,45.4876149449093,74.0301122854124,73.4890192774147,0.541093007997603,0.243671780878174,0.838514235117031,0.916721291920358,0.371585452078427,0.765752375954765,0.955515258530345,0.805926302616136,60-90,k2016_bmi_vc0817,sens_75_18
iii,1938,43.343653250774,3.19917440660475,40.1444788441692,50.7120743034056,94.5661163743038,94.4756335123169,0.0904828619868709,-0.163391770005516,0.344357493979258,0.879697103128688,0.632831759485864,0.959858731206781,0.93749873245648,0.768413564418202,above 90-100,k2016_bmi_vc0817,sens_75_18
iii,4062,34.4903988183161,0.123092072870507,34.3673067454456,40.3537666174298,53.2448351742308,53.0723120389455,0.172523135285317,-0.149724728525542,0.494770999096176,0.953435991151973,0.232257654052859,0.611766671091529,0.958690630985343,0.815946242518668,below 60,k2016_bmi_vc0817,sens_75_18
iii,1929,44.116122343183,6.37636080870918,37.7397615344738,51.6158631415241,112.428397235204,111.195702913467,1.23269432173709,0.213130767372253,2.25225787610192,0.848580746948421,1.3395844637036,1.20621082841969,0.939229147287469,0.76306872305938,above 100,k2016_bmi_vc0817,sens_75_18
iv,12071,65.8851793554801,1.19294176124596,64.6922375942341,77.0856598459117,73.9114766182202,73.2897833024528,0.621693315767374,0.315248405734149,0.928138225800598,0.911918807069237,0.892587474423667,0.38775100350551,0.954904045964003,0.806420875872331,60-90,k2016_bmi_vc0817,sens_75_18
iv,1938,69.7626418988648,3.19917440660475,66.5634674922601,81.6222910216718,94.5181042975505,94.5073487041824,0.0107555933680743,-0.257822488854464,0.279333675590613,0.881123743701906,1.32338014945197,0.380345418777794,0.94175066318455,0.780852898601943,above 90-100,k2016_bmi_vc0817,sens_75_18
iv,4062,63.6386016740522,0.123092072870507,63.5155096011817,74.4571639586411,53.1546727481348,53.0918127019654,0.0628600461693551,-0.254120804645741,0.379840896984451,1.01439461612123,0.726279946227892,0.330927091648148,0.961681181982024,0.820160747765495,below 60,k2016_bmi_vc0817,sens_75_18
iv,1929,72.0580611715915,6.37636080870918,65.6817003628823,84.3079315707621,111.859070181163,111.431217506604,0.427852674558395,-0.670889755947051,1.52659510506384,0.865637805572903,1.99171079538269,0.40299994973505,0.942716006416268,0.780277811286797,above 100,k2016_bmi_vc0817,sens_75_18
