variant,scenario,kind,true_ratio,analysis_model,endpoint,n,gmr,mean_log,sd_log,bias_pct,bias_lo,bias_hi,not_estimable_pct
base,KM10,AUC,1.00654716613501,M0,AUCinf_A,2000,0.979102435493221,-0.0211190091436192,0.0562858223808382,-2.72662142074999,-2.96628306442233,-2.48636784156018,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_A,2000,0.983067844905402,-0.0170771430015595,0.0548209183060201,-2.33265981163751,-2.567036881041,-2.09771894319821,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_Ai,2000,0.983436072926559,-0.0167026428318715,0.0554847656869583,-2.2960765263683,-2.53337716006639,-2.05819814011129,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_Ai,2000,0.986250266047686,-0.013845137065247,0.0541661236812273,-2.0164877285643,-2.2488183435596,-1.78360492060571,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_Aiii,2000,0.986546629204495,-0.013544687323308,0.0701173294138985,-1.98704418465697,-2.28777836979927,-1.68538441366058,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_Aiii,2000,0.989596196899237,-0.0104583009799203,0.0660557247722772,-1.68407103075574,-1.9682859874954,-1.39903207392134,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_Aiv,2000,0.973709103740227,-0.02664268140549,0.0912265317451213,-3.26244646049491,-3.64844835252707,-2.87489817447006,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_Aiv,2000,0.98022117812517,-0.01997704081766,0.0841745615112664,-2.61547485260205,-2.97407548638365,-2.25554885742664,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_B,2000,0.990270645649625,-0.0097769937707865,0.0519419552047442,-1.61706485627335,-1.84077460474088,-1.39284526218146,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_B,2000,0.991102192251095,-0.0089376296345835,0.0516344620804352,-1.53445108223012,-1.75702472285919,-1.31137319154792,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_C,2000,1.00378128241254,0.00377415133496215,0.0537135143784767,-0.274789281170584,-0.509276145377635,-0.0397497615263642,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_C,2000,1.0037777201254,0.00377060246079515,0.0535682583356672,-0.275143192766703,-0.508995854482752,-0.040740862587052,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_Ci,2000,1.00059576746796,0.000595590068978,0.0534933376061402,-0.591268732085559,-0.824054437936583,-0.357936631798461,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_Ci,2000,1.00059219615364,0.000592020874694,0.0533460124802072,-0.591623540527797,-0.823768055669771,-0.358935638378122,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_Ciii,2000,1.00265200556805,0.002648495206245,0.0536322183376783,-0.38698241851084,-0.620851396734656,-0.152563076355106,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_Ciii,2000,1.00264842867872,0.0026449277713905,0.0534840941308797,-0.387337780827857,-0.620560772450507,-0.153567463075732,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_Civ,2000,1.00936088107255,0.0093173395391568,0.0540434069161353,0.279541290483953,0.0423045723632498,0.51734058321411,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_Civ,2000,1.00935718942072,0.009313682117268,0.0538985499031974,0.27917452656534,0.0425738082381999,0.516334805665286,0
base,KM10,AUC,1.00654716613501,M0,AUCinf_true,2000,1.00703840919044,0.0070137552041085,0.0511562257896477,0.0488047725890617,-0.175255425822196,0.273367882104436,0
base,KM10,AUC,1.00654716613501,M1,AUCinf_true,2000,1.0070359989622,0.0070113618186105,0.0510153426185898,0.0485653175171796,-0.174877978594412,0.272508757335732,0
base,KM10,AUC,1.00654716613501,M0,AUClast,2000,1.01027653842217,0.0102240937946625,0.0539086561160423,0.370511428836307,0.133650856731671,0.607932281427459,0
base,KM10,AUC,1.00654716613501,M1,AUClast,2000,1.01027293981165,0.010220531782885,0.053766235926469,0.370153908529214,0.133919198076304,0.606945941005188,0
base,KM10,Cmax,1.00141110331659,M0,Cmax,2000,1.00205362971151,0.00205152389656355,0.0455933758458368,0.0641621001396642,-0.135588250814078,0.26431199485486,0
base,KM10,Cmax,1.00141110331659,M1,Cmax,2000,1.0020570470711,0.00205493424672755,0.0454933752022966,0.0645033545531915,-0.134809997270113,0.264214500765236,0
base,S00,AUC,1,M0,AUCinf_A,2000,0.999176062645611,-0.0008242769773355,0.0559685683514408,-0.0823937354388682,-0.327184345320464,0.162998065873832,0
base,S00,AUC,1,M1,AUCinf_A,2000,0.999701873451133,-0.000298170997421,0.0542480836534536,-0.0298126548866962,-0.26721216007507,0.208151945555546,0
base,S00,AUC,1,M0,AUCinf_Ai,2000,1.00069507295017,0.0006948314988425,0.0546654213727331,0.0695072950167797,-0.169954036887621,0.309543020420899,0
base,S00,AUC,1,M1,AUCinf_Ai,2000,1.00089628935972,0.00089588793225345,0.0533854927029778,0.0896289359716196,-0.144279261790792,0.324085054720169,0
base,S00,AUC,1,M0,AUCinf_Aiii,2000,1.00216857723848,0.0021662292687514,0.0681453150384791,0.216857723848118,-0.0820034431862182,0.516612803893524,0
base,S00,AUC,1,M1,AUCinf_Aiii,2000,1.002198738434,0.002196324746045,0.064274519022944,0.219873843399743,-0.0620437700462384,0.502586725668186,0
base,S00,AUC,1,M0,AUCinf_Aiv,2000,1.00215275178526,0.0021504379353043,0.0931343640401256,0.215275178526064,-0.192949167079681,0.625169216953658,0
base,S00,AUC,1,M1,AUCinf_Aiv,2000,1.00309458202497,0.003089803661498,0.0847639858250184,0.309458202496549,-0.0624946451303066,0.682795404479331,0
base,S00,AUC,1,M0,AUCinf_B,2000,1.00084899658044,0.0008486363866965,0.0515881152483691,0.0848996580438799,-0.141131560693275,0.311442499961268,0
base,S00,AUC,1,M1,AUCinf_B,2000,1.00084923934188,0.000848878942181,0.0512254438009102,0.0849239341881525,-0.139520091929735,0.309872415330781,0
base,S00,AUC,1,M0,AUCinf_C,2000,1.00082462645786,0.000824286640261,0.0540593812500643,0.0824626457856192,-0.154377735307343,0.319864827835348,0
base,S00,AUC,1,M1,AUCinf_C,2000,1.0008214457011,0.0008211084992283,0.0539130695129404,0.0821445701098877,-0.154054808724513,0.318902711210045,0
base,S00,AUC,1,M0,AUCinf_Ci,2000,1.00077794838082,0.000777645935824,0.0537226480848127,0.0777948380818128,-0.157561034856446,0.313705509034823,0
base,S00,AUC,1,M1,AUCinf_Ci,2000,1.00077491530149,0.000774615209649,0.053575971179034,0.0774915301490653,-0.157221802355656,0.312756633642652,0
base,S00,AUC,1,M0,AUCinf_Ciii,2000,1.00066470933547,0.0006644885140675,0.0539287246835915,0.0664709335468583,-0.169759949999793,0.303260816353768,0
base,S00,AUC,1,M1,AUCinf_Ciii,2000,1.00066195650711,0.000661737510538,0.0537808362271275,0.0661956507107764,-0.169387533208731,0.302334770682111,0
base,S00,AUC,1,M0,AUCinf_Civ,2000,1.00070434474669,0.0007040968123475,0.0544283269195472,0.0704344746694563,-0.167991714685467,0.309430091092389,0
base,S00,AUC,1,M1,AUCinf_Civ,2000,1.00070085533739,0.0007006098529855,0.0542821859440247,0.0700855337394835,-0.16770040932339,0.308437848156617,0
base,S00,AUC,1,M0,AUCinf_true,2000,1.00049744957035,0.00049732588333285,0.0513305275321769,0.0497449570353359,-0.175079923453225,0.275076186307821,0
base,S00,AUC,1,M1,AUCinf_true,2000,1.00049505357112,0.000494931072525,0.0511894477331156,0.0495053571116788,-0.174701757589113,0.274216039857533,0
base,S00,AUC,1,M0,AUClast,2000,1.00071326498552,0.0007130107329445,0.0542371569714643,0.0713264985521933,-0.166265373426533,0.309483809636646,0
base,S00,AUC,1,M1,AUClast,2000,1.00070979843715,0.0007095466493825,0.0540932442699739,0.0709798437154463,-0.165981528876347,0.308503656775549,0
base,S00,Cmax,1,M0,Cmax,2000,1.00053303701217,0.000532894998404,0.0456827230458714,0.053303701216878,-0.146815981185311,0.253824451323381,0
base,S00,Cmax,1,M1,Cmax,2000,1.00053644926356,0.0005363054260925,0.0455827257237705,0.0536449263560002,-0.146037821934653,0.253726989797443,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_A,2000,0.90061544295239,-0.104676923857295,0.0587550600024143,4.35187617352619,4.08351012997925,4.62093416465674,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_A,2000,0.895364509554363,-0.11052437037542,0.0565807885468179,3.74346471885463,3.48652428386049,4.00104309572178,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_Ai,2000,0.894337267276455,-0.11167231849059,0.0562931503864623,3.62444093370498,3.36909837723252,3.8804142378783,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_Ai,2000,0.890159642220584,-0.11635445905986,0.054693599149507,3.14039081448805,2.89345394384188,3.38792031581912,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_Aiii,2000,0.896654450907155,-0.109084718670782,0.0700791522956985,3.89292673549115,3.57432427257618,4.21250924370293,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_Aiii,2000,0.893538780854059,-0.112565542018385,0.0657035931039921,3.53192247099352,3.2342221328475,3.8304812985968,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_Aiv,2000,0.905162042075038,-0.0996412992934935,0.101009826776161,4.87867832018039,4.41541175224316,5.34400029267299,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_Aiv,2000,0.900443315253393,-0.10486806442807,0.0912174149958645,4.33193220246466,3.91566876422826,4.74986310097989,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_B,2000,0.88484019328275,-0.12234822284126,0.0523736826083952,2.52404064948026,2.28897911870829,2.75964235499759,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_B,2000,0.882559851050202,-0.124928672587435,0.0519290431969112,2.25982356088139,2.0273560188683,2.49282077611348,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_C,2000,0.856362477089187,-0.155061537928525,0.0560971554244796,-0.775595324108735,-1.01924545753859,-0.531345423706053,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_C,2000,0.856359403725809,-0.155065126793025,0.0559427446267795,-0.775951426413213,-1.01893084798849,-0.532375537252616,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_Ci,2000,0.858648177375002,-0.152396013218,0.0558845244408671,-0.510757412365581,-0.754133003260038,-0.266785003890335,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_Ci,2000,0.858644297145357,-0.1524005322265,0.0557329839473091,-0.511207004082637,-0.753922349072733,-0.267898076554174,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_Ciii,2000,0.857523858452265,-0.153706277061155,0.056064848023164,-0.641029205863175,-0.884869432232416,-0.396589090701416,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_Ciii,2000,0.857520439302222,-0.153710264305155,0.0559104096773268,-0.641425373533511,-0.884593761455965,-0.397660399599564,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_Civ,2000,0.854613158682214,-0.157106358415661,0.0563118821581514,-0.978284117889738,-1.22236612189111,-0.733598981151362,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_Civ,2000,0.854610513283834,-0.157109453854161,0.0561610616779142,-0.978590633047016,-1.22201896131214,-0.734562400325667,0
base,VM125,AUC,0.863056301407328,M0,AUCinf_true,2000,0.86375184445785,-0.146469768495475,0.052875525460587,0.0805906925640754,-0.151064754235386,0.312783593727972,0
base,VM125,AUC,0.863056301407328,M1,AUCinf_true,2000,0.863749816400268,-0.146472116461475,0.0527303723207937,0.0803557070157446,-0.150663994668365,0.311909915034114,0
base,VM125,AUC,0.863056301407328,M0,AUClast,2000,0.855415706331995,-0.156167721969079,0.0561266821838894,-0.885295091742411,-1.12880379836209,-0.641186650392311,0
base,VM125,AUC,0.863056301407328,M1,AUClast,2000,0.855412974647564,-0.156170915374079,0.0559782281273352,-0.885611604631265,-1.12847624932256,-0.642150395495478,0
base,VM125,Cmax,0.95947133411164,M0,Cmax,2000,0.956174390793868,-0.044814965418323,0.047162971787249,-0.343620825402191,-0.549398650205935,-0.137417216212965,0
base,VM125,Cmax,0.95947133411164,M1,Cmax,2000,0.956177796705684,-0.044811403405177,0.0470602813308537,-0.343265847437269,-0.548596814483249,-0.137510946643971,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_A,2000,0.859302779875206,-0.151633939621985,0.0584353644080958,1.98669419248969,1.72583608434089,2.24822122561572,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_A,2000,0.85712385635324,-0.15417284766085,0.0572824605973062,1.72808778260947,1.47301825238251,1.9837984730815,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_Ai,2000,0.853045025924233,-0.15894294750931,0.0564069730883573,1.24399016141175,0.994009499930648,1.49458957574189,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_Ai,2000,0.852283970725751,-0.1598355087107,0.0557520377268569,1.15366402072075,0.906802750635372,1.40112921923319,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_Aiii,2000,0.852454344798377,-0.159635625747266,0.0684722700616644,1.17388493568829,0.870724344152207,1.47795665723616,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_Aiii,2000,0.852060493336795,-0.160097753104305,0.0652847876210991,1.12714051741072,0.838205861466967,1.41690306626168,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_Aiv,2000,0.860094985076432,-0.150712448070196,0.112605414533141,2.08071738371787,1.57817482436706,2.58574619589211,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_Aiv,2000,0.859555238627618,-0.1513401878967,0.103374228780127,2.01665736051553,1.55550863250786,2.47990009752583,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_B,2000,0.849143789606667,-0.16352674351686,0.0548730223298533,0.780970368376766,0.538891782293582,1.02363183378955,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_B,2000,0.848633192178021,-0.164128232934514,0.0546666837013502,0.720369908294116,0.479345535751952,0.961972436952352,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_C,2000,0.840955194442671,-0.1732168969532,0.0583944368112468,-0.190896324499279,-0.446006092536666,0.0648671691315661,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_C,2000,0.840951751500944,-0.1732209910462,0.0582483161017616,-0.191304951415494,-0.445776129568587,0.0638166821175235,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_Ci,2000,0.842585297814442,-0.17128037818375,0.0577536297434351,0.00257314630016658,-0.250229731384921,0.256016720147212,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_Ci,2000,0.84258123793271,-0.17128519655825,0.0576069921841134,0.0020912976126608,-0.250069303710998,0.254889342676035,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_Ciii,2000,0.841678307397029,-0.1723573954657,0.058257939200118,-0.105073374230857,-0.359806430836307,0.150310914852203,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_Ciii,2000,0.841674842726309,-0.1723615118577,0.0581075024208097,-0.10548458006131,-0.35955964264075,0.149238353374503,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_Civ,2000,0.839589792393917,-0.17484184881095,0.0588718296862867,-0.35294961288308,-0.609724707664217,-0.095511138821569,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_Civ,2000,0.839585840774997,-0.1748465554287,0.0587245393183072,-0.353418612355472,-0.609550906993428,-0.0966262567865583,0
struct2020,F090,AUC,0.842563617419894,M0,AUCinf_true,2000,0.84289293452793,-0.170915334351085,0.0566577459186637,0.0390851327101371,-0.209017277361623,0.28780438013738,0
struct2020,F090,AUC,0.842563617419894,M1,AUCinf_true,2000,0.842889520579204,-0.170919384634935,0.0565110500865155,0.0386799468398147,-0.208779879873455,0.286753418378383,0
struct2020,F090,AUC,0.842563617419894,M0,AUClast,2000,0.839854994328862,-0.1745260278453,0.0587116013288208,-0.321474015140433,-0.577632044715537,-0.0646560039388122,0
struct2020,F090,AUC,0.842563617419894,M1,AUClast,2000,0.839851166254166,-0.1745305858743,0.058562636691945,-0.321928351717116,-0.577436119417452,-0.065763950182296,0
struct2020,F090,Cmax,0.88458914973121,M0,Cmax,2000,0.883815285814871,-0.12350719087626,0.0464747902815332,-0.0874828632675628,-0.290782307755699,0.116231093189323,0
struct2020,F090,Cmax,0.88458914973121,M1,Cmax,2000,0.883816742102787,-0.1235055431488,0.0463690148380097,-0.0873182345338508,-0.290155778862888,0.115931937752967,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_A,2000,0.906529270780466,-0.098131959423855,0.0572610894561022,0.565609326034733,0.31354851134755,0.81830350137202,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_A,2000,0.905311546943133,-0.099476143757017,0.0561259600518619,0.430521421386376,0.183783138342086,0.677867385418662,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_Ai,2000,0.900446219084535,-0.104864839542715,0.0554618260511298,-0.109212568945383,-0.351724414661481,0.133889472586635,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_Ai,2000,0.900676267187221,-0.104609389837667,0.0548387721220785,-0.0836922373172899,-0.323544258321973,0.156736940966451,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_Aiii,2000,0.896794340747271,-0.108928717740005,0.0672445000354207,-0.514332824858754,-0.807097421558434,-0.220704143059702,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_Aiii,2000,0.897288856291154,-0.10837744391143,0.0640130184784526,-0.459473860460424,-0.73834286668647,-0.179821390358392,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_Aiv,2000,0.908314568465219,-0.096164519336695,0.105943483286192,0.763660900630847,0.296881807436722,1.23261237164887,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_Aiv,2000,0.907240495414026,-0.09734770920283,0.0963902234570316,0.644508861821458,0.220234164263533,1.07057969386746,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_B,2000,0.901878959792129,-0.103274958841737,0.0542913867514214,0.049728181132469,-0.188049637404741,0.288072447783194,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_B,2000,0.901722642778525,-0.103448297581038,0.0541092004069098,0.0323871903583406,-0.204552585249584,0.269889521260347,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_C,2000,0.900686631429025,-0.104597882726233,0.0570679006580177,-0.0825424826146337,-0.332134877645762,0.167674952027608,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_C,2000,0.900682868637901,-0.104602060426725,0.0569259328100807,-0.0829599069541165,-0.331931124948048,0.16663324209647,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_Ci,2000,0.90074448149057,-0.10453365594437,0.0564403410970566,-0.0761248997782071,-0.32299184606962,0.171353454201895,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_Ci,2000,0.900740097654099,-0.104538522859715,0.0562956520521817,-0.0766112196358249,-0.322844886004292,0.170230720698572,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_Ciii,2000,0.900746342296231,-0.104531590093535,0.0568498255842891,-0.0759184717441741,-0.324574764005958,0.173358133413548,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_Ciii,2000,0.900742269820359,-0.104536111327635,0.056701676321626,-0.0763702508876918,-0.324378234412814,0.172254813913719,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_Civ,2000,0.900351780229692,-0.104969725104522,0.0574879439216762,-0.11968912087531,-0.37102283154592,0.132278628565108,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_Civ,2000,0.900347646551946,-0.104974316295795,0.0573435134444934,-0.120147689434269,-0.370849601164447,0.131185076300921,0
struct2020,KE120,AUC,0.901430694703483,M0,AUCinf_true,2000,0.901788885648403,-0.103374837701394,0.0553888681767484,0.0397358273935389,-0.202818527797777,0.282879704396555,0
struct2020,KE120,AUC,0.901430694703483,M1,AUCinf_true,2000,0.901785344559874,-0.10337876444693,0.0552439733664022,0.0393429975787285,-0.202576664093823,0.281849098467313,0
struct2020,KE120,AUC,0.901430694703483,M0,AUClast,2000,0.899742424440181,-0.105646751685915,0.0573346173954948,-0.187287860644347,-0.437782430243139,0.0638369433036745,0
struct2020,KE120,AUC,0.901430694703483,M1,AUClast,2000,0.899738458831551,-0.105651159188842,0.0571874943532033,-0.187727784495773,-0.437579278438871,0.0627507107654246,0
struct2020,KE120,Cmax,0.969234324435074,M0,Cmax,2000,0.966659582079456,-0.0339088805858591,0.0461398984425366,-0.265647046406314,-0.467123105574296,-0.0637631561408614,0
struct2020,KE120,Cmax,0.969234324435074,M1,Cmax,2000,0.966661192277247,-0.0339072148531857,0.0460346507022872,-0.265480915497573,-0.466498194580189,-0.0640576630918321,0
struct2020,KM10,AUC,1.00651494823141,M0,AUCinf_A,2000,0.984454202021885,-0.0156679010079715,0.0579134918570659,-2.19179518876388,-2.43973431846154,-1.94322594790768,0
struct2020,KM10,AUC,1.00651494823141,M1,AUCinf_A,2000,0.987435378045758,-0.0126442243018105,0.056925399180454,-1.89560723555849,-2.14005944767147,-1.65054438661424,0
