model,model_variant,band,n,BMI_median,WT_median,extrap_true_median,extrap_true_p95,extrap_true_max,coverage_lt80_pct,extrap_nca_median,extrap_gt20_pct,reliable_pct,lambda_fail_pct,tlast_median,AUClast_geo,AUClast_logcv,dev_range_note,jitter
a,base,40-60,20000,17.2481201226696,49.9482711195014,0.504548046963849,2.57197897118556,22.9945746250586,0.005,2.13067792420913,0.526210283652401,90.83,0.23,42,860.937812895337,38.8540636046818,"",FALSE
a,base,60-75,20000,23.2392528580886,67.48971268069,0.602946264884119,2.98370675912524,12.4498757790772,0,2.53256294399876,0.710291672963579,87.985,0.745,35,615.077224564504,38.2943409894673,"",FALSE
a,base,75-90,20000,28.5023903210294,82.564512421377,0.719661539687944,3.8373240653713,19.6039316440732,0,2.95639095772356,1.31786495700402,84.885,1.735,35,488.27024638136,39.7088321523254,"",FALSE
a,base,130-150,20000,48.3479595546248,139.980158158578,1.3698913904527,7.99228783724559,19.0546447878503,0,4.722476152627,6.65358836030734,71.715,8.245,21,251.15762262568,44.4700035615784,"개발 자료 범위 확인 불가, 외삽 가능성",FALSE
