scenario,schedule,n_trials,agree,agree_lo,agree_hi,last_pass_inf_fail,last_pass_inf_fail_lo,last_pass_inf_fail_hi,last_fail_inf_pass,joint_last_cmax,joint_last_cmax_lo,joint_last_cmax_hi,joint_3rel,joint_3rel_lo,joint_3rel_hi,joint_3all,joint_3all_lo,joint_3all_hi,cor_logGMR_last_infrel,model
F090,B0,2000,83.5,81.8093299499662,85.0622278821899,2.75,2.1188498165677,3.5623111515107,13.75,14,12.5481955612189,15.5898318430314,11.25,9.93880002011944,12.7097711441777,13.25,11.8343527538378,14.8065502213343,0.784710974669242,a
KE120,B0,2000,82.65,80.928215718434,84.2466010941002,7.9,6.79692639204037,9.16448898904113,9.45,69.9,67.8531437934497,71.8705577247564,62,59.8516501419129,64.102340723337,67.65,65.5676134794168,69.664714751555,0.800627282569697,a
KM10,B0,2000,95.2,94.1733908248488,96.0533081009259,3.1,2.42574621416418,3.95407282081734,1.7,97.45,96.66286379544,98.0552084175691,94.4,93.3045995953012,95.3251666061236,96.5,95.6012715184728,97.2204430843706,0.82533148596182,a
S00,B0,2000,96.75,95.8788259618199,97.441930117383,1.85,1.34513498141099,2.53947667177367,1.4,97.7,96.9458792871765,98.271234402192,95.85,94.8844450828448,96.6397616814643,97.3,96.4938869513423,97.9247603758512,0.805988290841425,a
VM125,B0,2000,67.3,65.2125797341991,69.3210904298696,0.9,0.570049972857741,1.4182040701613,31.8,17.35,15.7533989058998,19.071784281566,16.45,14.8898411257462,18.1387927468259,17.15,15.5613530127219,18.8645969936564,0.754062314288348,a
