scenario,schedule,n_trials,agree,agree_lo,agree_hi,last_pass_inf_fail,last_pass_inf_fail_lo,last_pass_inf_fail_hi,last_fail_inf_pass,joint_last_cmax,joint_last_cmax_lo,joint_last_cmax_hi,joint_3rel,joint_3rel_lo,joint_3rel_hi,joint_3all,joint_3all_lo,joint_3all_hi,cor_logGMR_last_infrel,model
F090,B0,2000,86.75,85.1934497786657,88.1656472461622,1.9,1.38737849183014,2.59704145662639,11.35,13.7,12.262476751978,15.276700880641,11.8,10.4588235781985,13.2876388340892,12.7,11.3118611877447,14.2311505394368,0.837959433640295,b
KE120,B0,2000,82.8,81.0835985954155,84.3906431029343,6.7,5.68516672954134,7.88084956501516,10.5,63.8,61.6692074173184,65.877882077719,57.1,54.9193252573537,59.2534526712525,62.15,60.0029938142906,64.250421936775,0.860255228324058,b
KM10,B0,2000,94,92.8724195506814,94.9588802885684,2.8,2.1625209947844,3.61844826856587,3.2,94.85,93.7925128639055,95.7355279949661,92.05,90.7822113947591,93.1565649288875,94,92.8724195506814,94.9588802885684,0.870649256578124,b
S00,B0,2000,96.05,95.1043307325573,96.8191092128393,1.6,1.13562353500806,2.24994664181722,2.35,95.6,94.6103473295914,96.4148179583583,94,92.8724195506814,94.9588802885684,95.45,94.4462675371543,96.2794728649799,0.86186714766459,b
VM125,B0,2000,70.95,68.921664236178,72.8980114827375,0.85,0.531376773968555,1.35706897377861,28.2,16.8,15.2254692951057,18.5018226443695,15.95,14.4108286149679,17.6197223048854,16.45,14.8898411257462,18.1387927468259,0.81956727078961,b
