source,dose_mg,weight_mean,tlast_median_subj,tlast_p05_subj,tlast_p95_subj,tlast_cohort_median,tlast_cohort_p05,tlast_cohort_p95,n,n_aucinf,n_reliable,mean_ratio_nca_all,geo_ratio_nca_all,mean_ratio_nca_reliable,geo_ratio_nca_reliable,mean_ratio_true,geo_ratio_true,mean_ratio_obs_last_vs_true_inf
Clot 2021 Table 3,200,62.2,28,21,42,28,21,35,16000,14677,11730,0.946513042481499,0.940315820975258,0.955885637491009,0.952768505589786,0.985729355582506,0.982436489096098,0.948232584248322
Clot 2021 Table 3,300,59.9,35,28,56,38.5,31.5,45.5,16000,15815,13928,0.966947066999711,0.965213260643892,0.96873533761593,0.967277678367706,0.991615921927101,0.991112009407037,0.962559490463586
Clot 2021 Table 3,600,58.3,56,42,56,56,49,56,16000,15997,14262,0.923019061701206,0.944065880537364,0.950378441688899,0.959343384879693,0.968434874273876,0.977264381718418,0.947420830021978
FDA BLA 761055 Table 4.2.c (PKM12350),300,78,35,21,49,,,,20000,19515,16761,0.962564137045011,0.95855597046656,0.964553840804241,0.961773135446425,0.990437316736818,0.989022283448667,0.961787235537643
