id,dose_mg,n_obs,wt_mean,AUClast_obs_mean,AUClast_sim_mean,AUClast_ratio,AUClast_sim_geo,AUClast_obs_geo,AUClast_sim_logcv,AUClast_obs_cv_arith,Cmax_obs_mean,Cmax_sim_mean,Cmax_ratio,Cmax_sim_logcv,AUCinf_obs_mean,AUCinf_sim_mean_reliable,tmax_sim_median,tlast_sim_median,pass_mean,pass_cv,variant
pkm14271_200_nonasian,200,,80,339,268.93152621943,0.793308336930472,246.58499824989,,45.4195049666376,37.7581120943953,23.2,21.0055261812797,0.905410611262057,38.9491101980942,,311.145832779224,7,21,FALSE,TRUE,wtSD_6
cohen2022_200_armA,200,,80.6,311,261.39641886035,0.840502954534886,239.567822582883,,45.0758761636017,37.9421221864952,21.7,20.5425666537342,0.946662057775768,38.2041967568406,,307.293877109397,7,21,FALSE,TRUE,wtSD_6
cohen2022_200_armB,200,,80.6,284,264.625700683302,0.93178063620881,242.396040945199,,45.3949207912812,42.6056338028169,20.3,20.757397990209,1.02253192069995,38.8310370726477,,308.539059741916,7,21,TRUE,TRUE,wtSD_6
pkm14271_200_nonasian,200,,80,339,271.936358400672,0.80217214867455,247.953490518178,,46.8852692245931,37.7581120943953,23.2,21.0893527801048,0.909023826728657,39.9269886969465,,316.443378781133,7,21,FALSE,TRUE,wtSD_8
cohen2022_200_armA,200,,80.6,311,259.280000031008,0.833697749295847,236.808703024101,,46.0560355443372,37.9421221864952,21.7,20.4178758039781,0.940915935667192,38.7589940907597,,305.098953637641,7,21,FALSE,TRUE,wtSD_8
cohen2022_200_armB,200,,80.6,284,259.619793809971,0.914154203556237,236.876097531824,,47.2010146633237,42.6056338028169,20.3,20.4292118822242,1.00636511735094,40.1682120219555,,304.784303505521,7,21,TRUE,TRUE,wtSD_8
pkm14271_200_nonasian,200,,80,339,277.535570315184,0.818688997979894,252.279724092393,,47.9077552932373,37.7581120943953,23.2,21.3772298441169,0.921432320867109,40.1706766072426,,322.241813666932,7,28,FALSE,TRUE,wtSD_10
cohen2022_200_armA,200,,80.6,311,258.417202339444,0.830923480191137,235.680346557813,,47.1843091432767,37.9421221864952,21.7,20.3852493474912,0.939412412326784,39.9225375910761,,303.533166947663,7,21,FALSE,TRUE,wtSD_10
cohen2022_200_armB,200,,80.6,284,255.223025749318,0.898672625877879,232.62094094775,,47.0014742646217,42.6056338028169,20.3,20.245000427502,0.9972906614533,39.9261769865349,,301.134335081607,7,21,TRUE,TRUE,wtSD_10
pkm14271_200_nonasian,200,,80,339,285.624202477342,0.842549269844667,258.855069802446,,48.3867080056128,37.7581120943953,23.2,21.7911204687864,0.939272433999413,40.2203900128208,,332.587283517122,7,28,FALSE,TRUE,wtSD_12
cohen2022_200_armA,200,,80.6,311,255.191841277942,0.820552544302064,232.106462065414,,47.3756019245836,37.9421221864952,21.7,20.1910397674271,0.930462662093417,40.189539314522,,301.089015466979,7,21,FALSE,TRUE,wtSD_12
cohen2022_200_armB,200,,80.6,284,255.590452227831,0.899966381083911,232.717690041958,,47.3370664519202,42.6056338028169,20.3,20.2350877828865,0.996802353836771,40.5232759530864,,301.112146419345,7,21,TRUE,TRUE,wtSD_12
pkm14271_200_nonasian,200,,80,339,291.353317094764,0.859449312963904,263.115239642303,,49.1633080593389,37.7581120943953,23.2,22.1424327751415,0.954415205825065,40.7462340835283,,339.369293338778,7,28,TRUE,TRUE,wtSD_14
cohen2022_200_armA,200,,80.6,311,254.141394107209,0.817174900666268,231.244809502828,,47.2219931522825,37.9421221864952,21.7,20.1242525030957,0.927384907976759,40.1326103366274,,300.646886828711,7,21,FALSE,TRUE,wtSD_14
cohen2022_200_armB,200,,80.6,284,255.021207492745,0.897961998213891,232.46581956933,,46.6854327849686,42.6056338028169,20.3,20.226278469803,0.996368397527243,39.8523809863266,,301.748405182591,7,21,TRUE,TRUE,wtSD_14
pkm14271_200_nonasian,200,,80,339,271.403140705848,0.800599235120497,245.762709975785,,48.9374478031174,37.7581120943953,23.2,20.9883371338275,0.90466970404429,41.112649690018,,317.919865714222,7,21,FALSE,TRUE,bounds_40_150
cohen2022_200_armA,200,,80.6,311,264.925930752074,0.851851867370012,241.315603898269,,47.6439256761193,37.9421221864952,21.7,20.7313811015723,0.955363184404252,39.8606715148301,,311.397029931826,7,21,TRUE,TRUE,bounds_40_150
cohen2022_200_armB,200,,80.6,284,269.051022075286,0.94736275378622,244.988038466505,,47.3031345036677,42.6056338028169,20.3,20.8614479362132,1.0276575338036,39.641812166634,,316.404757380776,7,21,TRUE,TRUE,bounds_40_150
pkm14271_200_nonasian,200,,80,339,280.942353339372,0.828738505425875,256.479748968945,,46.3447035044735,37.7581120943953,23.2,21.4199697641411,0.923274558799184,39.4636339695354,,317.340405872439,7,28,FALSE,TRUE,lloq_0.05
cohen2022_200_armA,200,,80.6,311,261.55418458799,0.841010239832765,239.546792793659,,45.6435270124146,37.9421221864952,21.7,20.5489303609494,0.946955316172783,39.4678453636901,,299.335225930704,7,28,FALSE,TRUE,lloq_0.05
cohen2022_200_armB,200,,80.6,284,261.208021310367,0.919746553909743,238.607474269891,,46.5733783633245,42.6056338028169,20.3,20.4467129687565,1.00722723984022,39.9177724576365,,298.672153863457,7,28,TRUE,TRUE,lloq_0.05
pkm14271_200_nonasian,200,,80,339,284.441443977728,0.839060306718961,260.296924503625,,45.6621363928362,37.7581120943953,23.2,21.3852882344603,0.921779665278463,40.3502489072993,,304.129356497107,7,42,FALSE,TRUE,lloq_0.02
cohen2022_200_armA,200,,80.6,311,264.801467292174,0.851451663318889,243.176432060194,,44.6446663519256,37.9421221864952,21.7,20.5431449352841,0.946688706695118,39.1956278995157,,282.635992023532,7,35,TRUE,TRUE,lloq_0.02
cohen2022_200_armB,200,,80.6,284,263.523577309623,0.927899920104307,241.259949467067,,46.3225432801684,42.6056338028169,20.3,20.4202438222538,1.00592334099772,40.8484672731626,,281.850156424447,7,35,TRUE,TRUE,lloq_0.02
pkm14271_200_nonasian,200,,80,339,282.437726565968,0.83314963588781,257.767576620815,,46.7643790440707,37.7581120943953,23.2,22.7948004328551,0.982534501416167,39.4896363048506,,322.246946238691,5,24.5,FALSE,TRUE,sched_B0_to42
cohen2022_200_armA,200,,80.6,311,262.929714701826,0.845433166243814,240.550922054302,,45.9995124602715,37.9421221864952,21.7,21.7981723076964,1.0045240694791,39.2155506610123,,301.624166307787,5,21,FALSE,TRUE,sched_B0_to42
cohen2022_200_armB,200,,80.6,284,261.961417498625,0.922399357389526,240.168640545144,,45.3502452578048,42.6056338028169,20.3,21.7492765687201,1.07139293441971,38.7560039745993,,300.602423545123,5,21,TRUE,TRUE,sched_B0_to42
pkm14271_200_nonasian,200,,80,339,280.298601218582,0.826839531618237,255.198796006691,,47.2832905567945,37.7581120943953,23.2,21.606118717175,0.931298220567888,39.9685879326261,,325.897383771443,7,28,FALSE,TRUE,sched_clot_to56
cohen2022_200_armA,200,,80.6,311,260.155483822849,0.83651280971977,237.788077596819,,46.5435113637243,37.9421221864952,21.7,20.416719292074,0.940862640187742,39.4569129263666,,303.991303654421,7,21,FALSE,TRUE,sched_clot_to56
cohen2022_200_armB,200,,80.6,284,260.051796463408,0.915675339659887,237.389759988322,,46.3574607454252,42.6056338028169,20.3,20.4539311074532,1.00758281317503,39.1151905641286,,306.720393314643,7,21,TRUE,TRUE,sched_clot_to56
