study,arm,schedule,dev,auclast_obs,auclast_sim,ratio,sim_logcv,tmax_obs,tmax_sim,pass_mean,pass_cv
PKM12350,test,pkm12350,external,487.5,571.111259680504,1.1715102762677,41.2456065732305,7,7,FALSE,TRUE
PKM12350,reference,pkm12350,external,500,571.111259680504,1.14222251936101,41.2456065732305,7,7,TRUE,TRUE
PKM14161,test,pkm14161,external,587,570.584691599662,0.972035249743887,41.7055981582653,7,7,TRUE,TRUE
PKM14161,reference,pkm14161,external,575,570.584691599662,0.99232120278202,41.7055981582653,7,7,TRUE,TRUE
HV-1108,test,hv1108,internal,630,570.472374280559,0.905511705207237,41.5005612416207,5,7,TRUE,TRUE
HV-1108,reference,hv1108,internal,530,570.472374280559,1.07636297034068,41.5005612416207,6.9,7,TRUE,TRUE
