id,gate_role,dose_mg,presentation,n_obs,wt_mean,AUClast_obs_mean,AUClast_sim_mean,AUClast_ratio,AUClast_z,AUClast_se_obs_pct,AUClast_sim_geo,AUClast_obs_geo,AUClast_sim_logcv,AUClast_obs_cv_arith,Cmax_obs_mean,Cmax_sim_mean,Cmax_ratio,Cmax_sim_logcv,tmax_obs_median,tmax_sim_median,AUCinf_obs_mean,AUCinf_sim_mean_reliable,tlast_sim_median,pass_mean,pass_cv,dev,schedule
clot300_nonasian_pooled,gate,300,2 mL of 150 mg/mL,40,78,544,565.881057601937,1.0402225323565,0.634807152618938,6.3361813411462,524.034777933488,,41.2594459135268,40.0735294117647,32,35.7202202074295,1.11625688148217,35.1523100705495,7,7,,617.018648907723,35,TRUE,TRUE,partial,as0907+pkm12350+pkm14161
clot300_japanese_TDU12265,gate,300,2 mL of 150 mg/mL,6,64,700,702.072113021469,1.00296016145924,0.0216906820169931,13.6471571383634,653.64163715108,,39.6962055645632,33.4285714285714,38.3,41.3314996058543,1.07915142574032,33.1100424277268,,7,,729.34843472431,35,TRUE,TRUE,external,tdu12265
clot300_chinese,gate,300,2 mL of 150 mg/mL,8,59.9,792,743.580375760288,0.938864110808444,-0.420096253281045,14.5528289562383,689.712745705535,710,40.8734169430078,41.1616161616162,37.2,43.1680351180169,1.1604310515596,33.6460138481238,7,7,807,775.816762445484,35,TRUE,TRUE,external,clot
clot600_chinese,gate,600,2 x 300 mg,8,58.3,2110,2059.1515173697,0.975901193066209,-0.295320795736597,8.16021332791111,1940.56990047426,,36.0797592535654,23.0805687203792,77.3,94.6200403399905,1.22406261759367,30.3643080784922,,7,,1962.52604356839,56,TRUE,TRUE,external,clot
clot600_japanese,gate,600,2 x 300 mg,,64,1780,1901.59684727104,1.06831283554553,,,1792.18021999862,,36.0345718564427,39.2696629213483,70.1,89.0074986883839,1.26972180725227,29.965316300201,,7,,1825.83689204088,56,TRUE,TRUE,external,tdu12265
PKM14271_200mg_test,external,200,1.14 mL of 175 mg/mL,19,80,339,277.348002482198,0.818135700537457,-2.09949083474624,8.66230499570263,252.074357385303,,47.6591051137228,37.7581120943953,23.2,21.3888013570432,0.921931092976,40.0397056217177,3.1,7,,328.146508318041,28,,,external,pkm14271
PKM14271_200mg_reference,external,200,1.14 mL of 175 mg/mL (formulation I vial),19,80,323,276.838174030712,0.857084130126043,-1.52435404885938,9.37550367520562,251.884427268061,,47.2605528100831,40.8668730650155,22.8,21.3324474534482,0.935633660238954,39.5601459105392,3,7,,325.063427441837,28,,,external,pkm14271
Cohen2022_200mg_AI,external,200,"1.14 mL of 175 mg/mL, 복부 투여",62,80.6,311,260.490574980101,0.837590273247914,-3.37043737558044,4.81865433634163,237.97617966148,,46.16206091536,37.9421221864952,21.7,20.4804015647248,0.943797307130175,39.1704514931875,3,7,,308.797427044982,21,,,external,cohen_d42
Cohen2022_200mg_PFSS,external,200,"1.14 mL of 175 mg/mL, 복부 투여",63,80.6,284,259.080680220765,0.9122559162703,-1.63463610686152,5.3678053091686,236.212697408613,,46.9153115036519,42.6056338028169,20.3,20.4131790614867,1.00557532322594,39.5220578076522,3,7,,307.186968183053,21,,,external,cohen_d42
