schedule,n_points,added_points,added_visits_total,a_width_B0_pp,a_width_pp,a_mean_width_rel_decrease,a_paired_lo,a_paired_hi,b_ke110_pass_B0,b_ke110_pass,b_ke110_gain_pp,b_discordant_trials,b_paired_lo,b_paired_hi,c_reliable_B0,c_reliable,c_reliable_gain_pp,d_extrap20_B0,d_extrap20,d_extrap20_ratio,d_mcnemar_p,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_abs_change_per_arm,crit_a,crit_b,crit_c,crit_d,recommend,a_label,n_criteria_evaluable
D2,16,3,780,16.6264475622647,16.7040627213678,-0.00466817453412682,-0.00481249101084867,-0.00453426488596042,95.4,95.4,0,0,0,0,80.64,80.51,-0.13,1.10896327195035,1.02715346282925,0.926228567536579,0.00014495849609375,-0.57,0.310124999999999,0.887173913043478,0.961357302118172,218,202,-0.0936,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
