schedule,scenario,n_trials,width_rel_decrease,width_rel_decrease_lo,width_rel_decrease_hi,pass_change_pp,pass_discordant
D2,F090,500,-0.00376226840408009,-0.00391417227859823,-0.00361036452956195,0,0
D2,KE110,500,-0.0040175107917469,-0.00416556227422886,-0.00386945930926494,-0.4,2
D2,S00,500,-0.00437295177800094,-0.0045253669478839,-0.00422053660811799,0,0
