schedule,n_points,added_points,added_visits_total,a_width_B0_pp,a_width_pp,a_mean_width_rel_decrease,a_paired_lo,a_paired_hi,b_ke110_pass_B0,b_ke110_pass,b_ke110_gain_pp,b_discordant_trials,c_reliable_B0,c_reliable,c_reliable_gain_pp,d_extrap20_B0,d_extrap20,d_extrap20_ratio,d_mcnemar_p,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_abs_change_per_arm,crit_a,crit_b,crit_c,crit_d,recommend,n_criteria_evaluable
D2,16,3,780,17.0253541405108,17.0901578222611,-0.00380630448068353,-0.00399014171631118,-0.00364326578926653,96,95.8,-0.200000000000003,1,87.26,87.785,0.525,0.840038459592126,0.712877294099803,0.848624590885916,4.64916229248048e-06,0.154875,0.915124999999999,0.788813664596273,0.907523958016428,166,141,-0.14625,FALSE,FALSE,FALSE,FALSE,FALSE,4
