schedule,scenario,n_trials,width_rel_decrease,width_rel_decrease_lo,width_rel_decrease_hi,pass_change_pp,pass_discordant,pass_change_lo,pass_change_hi
D2,F090,500,-0.00335563273847366,-0.00351898114464885,-0.00319228433229846,-1.4,7,-2.43086143677066,-0.369138563229337
D2,KE110,500,-0.00346988303727485,-0.0036388541424884,-0.00330091193206129,-0.2,1,-0.591992796908011,0.191992796908011
D2,S00,500,-0.00381670375278885,-0.00399014171631118,-0.00364326578926653,-0.2,1,-0.591992796908011,0.191992796908011
