scenario,schedule,n_trials,pass_both_primary,agree_last_infrel,agree_last_infall,last_pass_infrel_fail,last_fail_infrel_pass,cor_logGMR_last_infrel,cor_logGMR_last_true,dlogGMR_last_minus_infrel_mean,dlogGMR_last_minus_infrel_sd
F090,B0,500,15.8,80.8,90.2,3,16.2,0.758412607422417,0.976555922895097,-0.024530728403144,0.0440315333846728
F090,D2,500,15.2,80.6,89.2,2.4,17,0.746751665073044,0.976750243250376,-0.0275750619372397,0.0450085703024714
KE110,B0,500,84,87.8,92.8,5.6,6.6,0.786834473344342,0.976155517330483,-0.00261885466711153,0.040472063823758
KE110,D2,500,83.8,87,93,5.6,7.4,0.769243370914285,0.976319432512463,-0.00415839055970286,0.0425705776537855
S00,B0,500,94,93,96.2,3.6,3.4,0.765869652956558,0.976103398723744,0.00193857505795627,0.0424278241475268
S00,D2,500,94,93.4,96,2.8,3.8,0.753893844109558,0.976262650055989,0.00273304951479684,0.0430258831188583
