scenario,schedule,n_trials,pass_both_primary,agree_last_infrel,agree_last_infall,last_pass_infrel_fail,last_fail_infrel_pass,cor_logGMR_last_infrel,cor_logGMR_last_true,dlogGMR_last_minus_infrel_mean,dlogGMR_last_minus_infrel_sd
F090,B0,500,23.2,84.2,87.8,4.2,11.6,0.861659154974205,0.965461460687889,-0.015710678854541,0.0266548335335441
F090,D2,500,22.2,83.8,86.8,2.6,13.6,0.862242025979033,0.965798675212024,-0.0164978560289422,0.0260751902953105
S00,B0,500,99.6,99.8,100,0.2,0,0.884948315628727,0.965621041395018,0.000184479991699554,0.0234878647214575
S00,D2,500,99.6,100,100,0,0,0.875204331869555,0.965953761847915,0.00099854232503823,0.0241932479341467
