scenario,schedule,endpoint,n_trials,pass_rate,GMR_mean,GMR_sd,logGMR_sd,width_mean_pp,width_p95_pp,n_R_mean,n_T_mean
S00,B0,Cmax,500,100,0.998821083583846,0.0386924838106355,0.0386884339067822,13.0793398711896,14.7212842187866,117,117
S00,B0,AUClast,500,100,0.999922255102742,0.0473362757547939,0.0473875282473765,16.1450581422623,18.0589808137863,117,117
S00,B0,AUCinf_all,500,100,0.99930553358048,0.0453906597241259,0.0454384554005441,15.5733608019402,17.2970988260506,116.95,116.958
S00,B0,AUCinf_reliable,500,99.6,0.999683181229806,0.0475342395270055,0.0474511602388636,16.0250979594665,18.0019712447853,101.476,101.41
S00,B0,AUCinf_true,500,100,0.999806143414938,0.0460007077674835,0.0460571773601143,15.7167249739321,17.486930944983,117,117
S00,B0,AUCinf_subC,500,100,0.999676694378657,0.0465787987233612,0.0466205313574037,15.9535952161283,17.862118250727,117,117
S00,Bminus,Cmax,500,100,0.998821083583846,0.0386924838106355,0.0386884339067822,13.0793398711896,14.7212842187866,117,117
S00,Bminus,AUClast,500,100,0.999908162750142,0.0469514737053548,0.047004524431832,16.0261039473146,17.948861912976,117,117
S00,Bminus,AUCinf_all,500,100,0.999320555765369,0.0460371932780023,0.0460816518427269,15.7660651146402,17.5447866068153,116.95,116.958
S00,Bminus,AUCinf_reliable,500,99.6,1.00024612284235,0.048378492525031,0.0483064745461344,16.4489738923862,18.6183946005422,98.108,97.998
S00,Bminus,AUCinf_true,500,100,0.999806143414938,0.0460007077674835,0.0460571773601143,15.7167249739321,17.486930944983,117,117
S00,Bminus,AUCinf_subC,500,100,0.999615213304076,0.0466382938533861,0.0466840710839822,15.968675647393,17.8608055508074,117,117
S00,D1,Cmax,500,100,0.998821083583846,0.0386924838106355,0.0386884339067822,13.0793398711896,14.7212842187866,117,117
S00,D1,AUClast,500,100,0.999924371739651,0.047520490346888,0.0475709648944329,16.2149609147976,18.1482723794571,117,117
S00,D1,AUCinf_all,500,100,0.999363894107368,0.0450083713060422,0.0450619099537337,15.4345884309009,17.1488250225504,116.95,116.958
S00,D1,AUCinf_reliable,500,100,1.00076149081392,0.0464130718658578,0.0463901943405317,15.7806490316155,17.7286867098252,93.952,94.23
S00,D1,AUCinf_true,500,100,0.999806143414938,0.0460007077674835,0.0460571773601143,15.7167249739321,17.486930944983,117,117
S00,D1,AUCinf_subC,500,100,0.999755550126302,0.0459937011192637,0.046052708843807,15.7728198323149,17.6663541465807,117,117
S00,D2,Cmax,500,100,0.998821083583846,0.0386924838106355,0.0386884339067822,13.0793398711896,14.7212842187866,117,117
S00,D2,AUClast,500,100,0.999919390123347,0.0475649282129641,0.0476158035203165,16.2281794788056,18.1604117606722,117,117
S00,D2,AUCinf_all,500,100,0.999381768005219,0.044937768216755,0.0449901401228818,15.4129239019833,17.1222656121644,116.95,116.958
S00,D2,AUCinf_reliable,500,99.6,1.00029718350217,0.0470878476339872,0.0471270163144983,15.7618160940562,17.6275682120429,95.524,95.736
S00,D2,AUCinf_true,500,100,0.999806143414938,0.0460007077674835,0.0460571773601143,15.7167249739321,17.486930944983,117,117
S00,D2,AUCinf_subC,500,100,0.999752292614945,0.0460315347565852,0.0460909221448808,15.7837165606885,17.686641326855,117,117
S00,D3,Cmax,500,100,0.998821083583846,0.0386924838106355,0.0386884339067822,13.0793398711896,14.7212842187866,117,117
S00,D3,AUClast,500,100,0.999877922553628,0.0473907975233784,0.0474437913326334,16.1747490795891,18.0975320017045,117,117
S00,D3,AUCinf_all,500,100,0.999445514217508,0.0454770066050674,0.0455265197344702,15.5507461059019,17.2550710063331,116.952,116.962
S00,D3,AUCinf_reliable,500,99.4,1.00083388668088,0.0497568149547634,0.0497298721789154,16.6326171676896,18.7560430988383,90.312,90.578
S00,D3,AUCinf_true,500,100,0.999806143414938,0.0460007077674835,0.0460571773601143,15.7167249739321,17.486930944983,117,117
S00,D3,AUCinf_subC,500,100,0.999801200847982,0.0463607564196128,0.0464126690503976,15.8397515295057,17.7449197918754,117,117
S00,D4,Cmax,500,100,0.998821083583846,0.0386924838106355,0.0386884339067822,13.0793398711896,14.7212842187866,117,117
S00,D4,AUClast,500,100,0.999917489928979,0.047524404056953,0.0475760828004771,16.215719926369,18.1487722567284,117,117
S00,D4,AUCinf_all,500,100,0.999365187845935,0.0450345697419984,0.0450839412596766,15.4321048345548,17.1535250660538,116.95,116.958
S00,D4,AUCinf_reliable,500,100,1.001505566055,0.0473056799931401,0.0472465648381468,15.7865012642593,17.8963946182533,93.938,94.2
S00,D4,AUCinf_true,500,100,0.999806143414938,0.0460007077674835,0.0460571773601143,15.7167249739321,17.486930944983,117,117
S00,D4,AUCinf_subC,500,100,0.99973508338356,0.0460543990585871,0.0461117218016228,15.7730089421808,17.6454820016587,117,117
