schedule,a_width_B0_pp,a_width_pp,a_mean_width_rel_decrease,a_paired_lo,a_paired_hi,a_label,c_reliable_B0,c_reliable,c_reliable_gain_pp,c_gain_boot_lo,c_gain_boot_hi,d_extrap20_B0,d_extrap20,d_extrap20_ratio,d_ratio_boot_lo,d_ratio_boot_hi,recommendation
Bminus,16.670441205223,16.5562221814691,0.00685158972985667,0.00667989659980219,0.00701455849401816,감소,80.735,78.92,-1.815,-2.09,-1.544875,1.09600162370611,1.41073784634122,1.2871676609117,1.21030042918455,1.37363150867824,Day 50 삭제 권고하지 않음 (AUC0-inf 이차 평가변수와 fallback용 말단 점 확보)
