scenario,schedule,endpoint,n_trials,pass_rate,GMR_mean,GMR_sd,logGMR_sd,width_mean_pp,width_p95_pp,n_R_mean,n_T_mean
F090,B0,Cmax,500,74,0.88288060363176,0.0380328692914498,0.0429886625987446,12.7866470510965,14.3338973248954,117,117
F090,B0,AUClast,500,22.4,0.839864724167664,0.0415754343132228,0.0495347491673513,14.1471780687007,15.8946616253518,117,117
F090,B0,AUCinf_all,500,31.6,0.849685990691611,0.0403569376663288,0.0475226306260006,13.6158587181514,15.2011288209785,115.43,114.358
F090,B0,AUCinf_reliable,500,37,0.856173765826588,0.0432754447977816,0.0505077577248097,14.8953677569353,16.799230969006,94.138,90.736
F090,B0,AUCinf_true,500,27,0.842348195277487,0.0391230722653082,0.0465003283989086,13.367685160381,14.8995360897526,117,117
F090,B0,AUCinf_subC,500,23.8,0.840897854149507,0.0415528761660728,0.0494633018273483,14.1414889530684,15.9295601182648,117,117
F090,Bminus,Cmax,500,74,0.88288060363176,0.0380328692914498,0.0429886625987446,12.7866470510965,14.3338973248954,117,117
F090,Bminus,AUClast,500,23.4,0.84062895080652,0.0413332633972738,0.0492030325390257,14.0794331444225,15.8284843115316,117,117
F090,Bminus,AUCinf_all,500,29.4,0.848432941792445,0.0408451737676828,0.0481805718494785,13.7651011649198,15.397745679831,115.414,114.342
F090,Bminus,AUCinf_reliable,500,34.2,0.856891599638215,0.0437261867583956,0.0509045962486103,15.0436170758613,17.0313892949687,91.976,89.332
F090,Bminus,AUCinf_true,500,27,0.842348195277487,0.0391230722653082,0.0465003283989086,13.367685160381,14.8995360897526,117,117
F090,Bminus,AUCinf_subC,500,23.6,0.840845935518133,0.0415333200622449,0.0494452789523213,14.1517167253564,15.9165946322674,117,117
F090,D1,Cmax,500,74,0.88288060363176,0.0380328692914498,0.0429886625987446,12.7866470510965,14.3338973248954,117,117
F090,D1,AUClast,500,21.6,0.839313759263051,0.0416930302877207,0.0497078670539538,14.1972221605579,15.9560682312709,117,117
F090,D1,AUCinf_all,500,33.4,0.850513896654357,0.0402420606848551,0.0473417073372577,13.535254184727,15.0735599198491,115.478,114.416
F090,D1,AUCinf_reliable,500,38.2,0.859443934495633,0.0437910336385348,0.0508111588898332,14.718972792435,16.7164183067919,93.918,90.856
F090,D1,AUCinf_true,500,27,0.842348195277487,0.0391230722653082,0.0465003283989086,13.367685160381,14.8995360897526,117,117
F090,D1,AUCinf_subC,500,24.2,0.841473866544428,0.041235487465463,0.0490520698845155,14.0658073459643,15.8111863199074,117,117
F090,D2,Cmax,500,74,0.88288060363176,0.0380328692914498,0.0429886625987446,12.7866470510965,14.3338973248954,117,117
F090,D2,AUClast,500,21.6,0.839233991959095,0.0417236679817175,0.0497487392522502,14.2046906063999,15.9586482151296,117,117
F090,D2,AUCinf_all,500,33.8,0.85074135876483,0.040170739808462,0.0472552840347514,13.5162636647886,15.0458481933425,115.478,114.416
F090,D2,AUCinf_reliable,500,39,0.859307844832665,0.0438784243434412,0.050988236981821,14.6873738017284,16.6777536415408,94.268,91.098
F090,D2,AUCinf_true,500,27,0.842348195277487,0.0391230722653082,0.0465003283989086,13.367685160381,14.8995360897526,117,117
F090,D2,AUCinf_subC,500,24.2,0.841556348218777,0.0412280559462751,0.0490425922505942,14.0569969761655,15.7943700100679,117,117
F090,D3,Cmax,500,74,0.882877694877416,0.0380313895320091,0.0429868728410918,12.7862470745227,14.3338973248954,117,117
F090,D3,AUClast,500,21.2,0.83946371653426,0.0417016030532138,0.0497140759038845,14.176997807277,15.9282019333556,117,117
F090,D3,AUCinf_all,500,32.2,0.849500273504753,0.0404103767065941,0.0476052632591014,13.5880238859358,15.1322690818961,116.02,115.138
F090,D3,AUCinf_reliable,500,40.8,0.858558140629771,0.0434902642752131,0.0506117841632588,14.5925873795262,16.4454759685466,96.196,93.454
F090,D3,AUCinf_true,500,27,0.842348195277487,0.0391230722653082,0.0465003283989086,13.367685160381,14.8995360897526,117,117
F090,D3,AUCinf_subC,500,24.4,0.841340099748456,0.0411114121322009,0.0489101514870825,14.0465648557835,15.8341861769149,117,117
F090,D4,Cmax,500,74,0.88288060363176,0.0380328692914498,0.0429886625987446,12.7866470510965,14.3338973248954,117,117
F090,D4,AUClast,500,22,0.839345479582582,0.0416922921719586,0.0497047704859719,14.1976665569738,15.9754220219116,117,117
