schedule,n_points,added_points,added_visits_total,a_width_B0_pp,a_width_pp,a_mean_width_rel_decrease,a_paired_lo,a_paired_hi,b_ke110_pass_B0,b_ke110_pass,b_ke110_gain_pp,b_discordant_trials,b_paired_lo,b_paired_hi,c_reliable_B0,c_reliable,c_reliable_gain_pp,d_extrap20_B0,d_extrap20,d_extrap20_ratio,d_mcnemar_p,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_abs_change_per_arm,crit_a,crit_b,crit_c,crit_d,recommend,a_label,n_criteria_evaluable
Bminus,12,-1,-260,16.0610836921811,15.9003857052523,0.0100054261598207,0.00980779679709611,0.0102200394438703,96.2,96.6,0.399999999999991,2,-0.153805778693158,0.953805778693159,90.65,90.54,-0.11,0.426129242492605,1.05801534372963,2.48285083074999,7.58193856280376e-37,-0.41,0.18,2.14274316109422,2.98649099099099,85,211,0.7371,FALSE,FALSE,FALSE,FALSE,FALSE,감소,4
D1,15,2,520,16.0610836921811,16.0711813430089,-0.000628702958114014,-0.000828942814236622,-0.000441377913281989,96.2,96,-0.200000000000003,1,-0.591992796908011,0.191992796908011,90.65,92.29,1.64,0.426129242492605,0.38598425986265,0.905791533115328,0.229481013026088,1.254875,2.03,0.774156891495601,1.04111015981735,85,77,-0.0468,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
D2,16,3,780,16.0610836921811,16.0899711276258,-0.00179859815180561,-0.00200815427404557,-0.00160211033217034,96.2,96,-0.200000000000003,1,-0.591992796908011,0.191992796908011,90.65,92.11,1.46,0.426129242492605,0.340852130325815,0.799879699248122,0.00332689285278321,1.03,1.880125,0.686713144713686,0.915811403508772,85,68,-0.09945,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
D3,17,4,1040,16.0610836921811,15.9970508657569,0.00398683100414532,0.00363686251752713,0.00429672480167529,96.2,96.2,0,0,0,0,90.65,93.34,2.69,0.426129242492605,0.205215476250063,0.481580365265884,5.20569147337282e-09,2.199875,3.155,0.363603425559947,0.611764705882353,85,41,-0.2574,FALSE,FALSE,FALSE,TRUE,TRUE,감소,4
D4,15,2,520,16.0610836921811,16.075288034138,-0.00088439499034898,-0.00107158131732879,-0.000701983598581646,96.2,96.2,0,0,0,0,90.65,91.485,0.835,0.426129242492605,0.345881999097699,0.811683321882566,0.00700036669149997,0.435,1.245,0.698791054629477,0.927543702375616,85,69,-0.0936,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
