scenario,schedule,arm,n,tlast_median,tlast_p05,tlast_p95,quant_at_last_pct,lambda_ok_pct,adj_r2_ge080_pct,reliable_pct,n_lambda_median,n_lambda_eq3_pct,extrap_median,extrap_p95,extrap_gt20_pct,extrap_true_median,extrap_true_p95,coverage_lt80_pct,err_tlast_median,err_tlast_sd,err_inf_sd,err_inf_median,AUClast_geo,AUClast_logcv,AUClast_mean,Cmax_geo,Cmax_logcv,Cmax_mean,AUCinf_geo,AUCinf_true_geo,trial
F090,B0,R,117,34.7330711805029,21.5143708576567,50.0535265265157,,99.4239316239316,94.7606837606838,94.451282051282,3.25,52.9982969187423,2.95328779823723,10.6095216179069,0.407516983987077,0.664045473539857,3.53196980420061,0,-0.0219963423989953,0.0462919221849137,0.0478759489237445,-0.0326435820892987,549.956841344766,39.0105205709233,589.016031592076,33.24565950553,31.9570086300519,34.8077294969289,579.04545063102,569.08479119627,250.5
F090,B0,T,117,31.8722894889554,20.6164515786193,47.1189103406083,,98.9521367521368,93.9470085470086,93.2564102564102,3.11,55.6583190040186,3.35608162718314,12.1323826170413,0.888214621429107,0.773903851120303,4.21317326088245,0,-0.0232917112108823,0.04715742440989,0.0494338402156654,-0.0358819733058237,461.066374451493,39.8497117438461,495.070423960635,29.2996678963264,32.7832788917607,30.7421914051486,491.224994527075,478.868326753525,250.5
F090,D2,R,117,36.1291529246476,21.5710089771135,51.8331046330066,,99.4307692307692,94.0444444444444,93.7452991452991,3.304,52.14037178597,1.43795663270833,10.1667649137134,0.395417001589612,0.262507690730855,3.47496020679754,0,-0.0209536676546229,0.0462103990311733,0.0482395604223546,-0.0288749892415242,551.952723083123,39.1974398658791,591.492695633854,33.24565950553,31.9570086300519,34.8077294969289,575.537142301574,569.08479119627,250.5
F090,D2,T,117,32.3565242788708,20.6370624298751,48.9058379753387,,98.9692307692308,93.217094017094,92.5435897435898,3.165,54.4598610383747,1.90431355685985,11.8864949727194,0.863907826502731,0.360311779032765,4.17418220415798,0,-0.0225801417266723,0.0471804613452986,0.0499867370520619,-0.0327375684135135,462.451062255869,40.0336985569299,496.872927750765,29.2996678963264,32.7832788917607,30.7421914051486,488.228065093935,478.868326753525,250.5
KE110,B0,R,117,34.7330711805029,21.5143708576567,50.0535265265157,,99.4239316239316,94.7606837606838,94.451282051282,3.25,52.9982969187423,2.95328779823723,10.6095216179069,0.407516983987077,0.664045473539857,3.53196980420061,0,-0.0219963423989953,0.0462919221849137,0.0478759489237445,-0.0326435820892987,549.956841344766,39.0105205709233,589.016031592076,33.24565950553,31.9570086300519,34.8077294969289,579.04545063102,569.08479119627,250.5
KE110,B0,T,117,33.9807807839271,20.9045255328201,48.7996563265426,,99.3931623931624,94.8888888888889,94.5282051282051,3.224,53.5184726283032,3.01106506550848,10.8092913449488,0.462464429054029,0.689668191138502,3.71065831711366,0,-0.0222629785694257,0.0466132963503346,0.0484266172384279,-0.0335032179143103,520.846746721643,38.9671702465703,557.888306132098,32.5901935806694,32.1546555250482,34.1436170212527,548.162556389103,539.526762940273,250.5
KE110,D2,R,117,36.1291529246476,21.5710089771135,51.8331046330066,,99.4307692307692,94.0444444444444,93.7452991452991,3.304,52.14037178597,1.43795663270833,10.1667649137134,0.395417001589612,0.262507690730855,3.47496020679754,0,-0.0209536676546229,0.0462103990311733,0.0482395604223546,-0.0288749892415242,551.952723083123,39.1974398658791,591.492695633854,33.24565950553,31.9570086300519,34.8077294969289,575.537142301574,569.08479119627,250.5
KE110,D2,T,117,34.7340503488323,20.930693336251,50.4104552839343,,99.408547008547,94.1452991452991,93.7863247863248,3.318,52.3554672599807,1.58270995868924,10.5048303801101,0.452119345185707,0.291923284685718,3.66415544255544,0,-0.0214863453671934,0.0465951287778227,0.0488365098110176,-0.0301078211243182,522.536245873253,39.1475680486711,560.028472938911,32.5901935806694,32.1546555250482,34.1436170212527,545.14442659141,539.526762940273,250.5
S00,B0,R,117,34.7330711805029,21.5143708576567,50.0535265265157,,99.4239316239316,94.7606837606838,94.451282051282,3.25,52.9982969187423,2.95328779823723,10.6095216179069,0.407516983987077,0.664045473539857,3.53196980420061,0,-0.0219963423989953,0.0462919221849137,0.0478759489237445,-0.0326435820892987,549.956841344766,39.0105205709233,589.016031592076,33.24565950553,31.9570086300519,34.8077294969289,579.04545063102,569.08479119627,250.5
S00,B0,T,117,34.7280705869906,21.4910766356902,50.1300435561821,,99.4239316239316,94.7880341880342,94.4615384615385,3.244,53.2090980973393,2.94961246889381,10.4267575402627,0.416106643273493,0.656206262823424,3.51780459255254,0,-0.021554226243034,0.0462511720371977,0.0479313110859599,-0.0322251372583407,549.443198078117,38.8853106657336,588.337279182868,33.1681716798257,31.8308308589886,34.7190445108431,578.015848319358,568.382389122474,250.5
S00,D2,R,117,36.1291529246476,21.5710089771135,51.8331046330066,,99.4307692307692,94.0444444444444,93.7452991452991,3.304,52.14037178597,1.43795663270833,10.1667649137134,0.395417001589612,0.262507690730855,3.47496020679754,0,-0.0209536676546229,0.0462103990311733,0.0482395604223546,-0.0288749892415242,551.952723083123,39.1974398658791,591.492695633854,33.24565950553,31.9570086300519,34.8077294969289,575.537142301574,569.08479119627,250.5
S00,D2,T,117,36.1530586011661,21.5356452813508,51.8171607034687,,99.4358974358974,94.1555555555555,93.8393162393162,3.308,52.1159637670685,1.41626555289254,9.99930344678919,0.398908960063816,0.257021805618641,3.46085630960005,0,-0.0205305114581083,0.0461939043533432,0.0482612403776389,-0.028533040743438,551.432096948683,39.0636373472273,590.794520367258,33.1681716798257,31.8308308589886,34.7190445108431,574.698313293525,568.382389122474,250.5
