schedule,n_points,added_points,added_visits_total,a_width_B0_pp,a_width_pp,a_mean_width_rel_decrease,a_paired_lo,a_paired_hi,b_ke110_pass_B0,b_ke110_pass,b_ke110_gain_pp,b_discordant_trials,b_paired_lo,b_paired_hi,c_reliable_B0,c_reliable,c_reliable_gain_pp,d_extrap20_B0,d_extrap20,d_extrap20_ratio,d_mcnemar_p,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_abs_change_per_arm,crit_a,crit_b,crit_c,crit_d,recommend,a_label,n_criteria_evaluable
D2,16,3,780,20.6183643381187,20.6729454940922,-0.00264721076213625,-0.002880120187607,-0.00245260569353936,84.4,84.2,-0.199999999999989,1,-0.591992796908011,0.191992796908011,84.865,85.85,0.985,1.89614637636717,1.76146226896763,0.928969562119154,1.29134859889746e-05,0.61,1.38,0.897425474254743,0.958905113887438,371,345,-0.1521,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
