scenario,schedule,arm,n,tlast_median,tlast_p05,tlast_p95,quant_at_last_pct,lambda_ok_pct,adj_r2_ge080_pct,reliable_pct,flag_rsq_pct,flag_extrap_pct,flag_span_pct,reliable_no_span_pct,n_lambda_median,n_lambda_eq3_pct,extrap_median,extrap_p95,extrap_gt20_pct,extrap_true_median,extrap_true_p95,coverage_lt80_pct,err_tlast_median,err_tlast_sd,err_inf_sd,err_inf_median,AUClast_geo,AUClast_logcv,AUClast_mean,Cmax_geo,Cmax_logcv,Cmax_mean,AUCinf_geo,AUCinf_true_geo,n_reliable,n_dropout,wt_retained_mean,wt_dropout_mean,wt_dropout_median,trial
F085,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
F085,B0,T,117,33.8033079100363,20.7864711696162,48.0533899316814,,98.5059829059829,90.1350427350427,79.5880341880342,8.37094017094017,1.78803418803419,11.9965811965812,88.8051282051282,3.056,57.4793890026899,3.58199283193573,14.2905830633019,1.81474096069732,0.812065708957366,4.54307794448651,0.00170940170940171,-0.0257063544795233,0.058390122571218,0.0605895282849179,-0.0391772630786819,445.624269087228,45.0714209770521,486.791324774487,27.1854894881884,35.2845004763997,28.7448773515882,491.498496231422,464.542663960158,93.118,23.882,74.7974831352821,75.7195662842772,75.8270712361659,250.5
F090,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
F090,B0,T,117,34.6817510470916,21.2850931316432,49.5248012825062,,98.8376068376068,90.9111111111111,81.2222222222222,7.92649572649573,1.36239316239316,10.8615384615385,89.9230769230769,3.094,56.5333321883022,3.32883272321754,13.3803593506608,1.37774031648107,0.741003305421474,4.11773519691977,0,-0.0248638245796399,0.0578839061856193,0.0597775599936499,-0.0369145069533258,490.822753117645,44.1970101098831,534.683879622891,29.0954556948761,34.7150962746777,30.7183276403811,535.461286235804,510.48970670186,95.03,21.97,74.8329914796833,75.6625152506882,75.7618312918298,250.5
F097,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
F097,B0,T,117,35.1596609152323,23.2553174139934,51.4240645507028,,99.2222222222222,91.9504273504274,83.2803418803419,7.27179487179487,0.885470085470086,9.51794871794872,91.2974358974359,3.114,55.3433923800361,3.03488345274113,12.0295760014691,0.891887852089692,0.672211924579156,3.64013124180198,0,-0.0234690567839444,0.0573032163918302,0.0586488745784139,-0.0342612238921727,555.75564710145,43.1372759917207,603.393934003509,31.772707869367,34.0376141242363,33.4853734484108,597.423727817607,576.47524012253,97.438,19.562,74.885158252913,75.4697442090845,75.579490065765,250.5
F110,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
F110,B0,T,117,38.9722365705241,26.8840942723425,55.1751167793147,,99.6017094017094,93.1589743589744,85.3606837606838,6.44273504273504,0.434188034188034,8.25811965811966,92.8051282051282,3.24,53.3149836903053,2.66455271894568,10.4162686635488,0.435937220562446,0.58526125763455,3.08613003902792,0.00170940170940171,-0.0214851042840295,0.0562332934194849,0.0572451330474904,-0.031021176905527,680.806983183487,41.6008171860679,735.555155837886,36.7527378504666,33.0493766122337,38.634274351798,716.988454496342,703.572117584725,99.872,17.128,74.9231028917948,75.3972543488667,75.4212761965763,250.5
KA075,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
KA075,B0,T,117,36.6090755978506,25.7352349182639,53.929978671887,,98.7965811965812,89.7196581196581,79.4769230769231,9.07692307692308,1.05299145299145,11.5196581196581,88.9760683760684,3.038,59.0999016294184,3.04076935524903,12.2721703913793,1.06494836214238,0.68275544911133,3.64576148861335,0,-0.0229237033326962,0.057514937930342,0.0589961579593857,-0.0340583264869067,556.634387397037,45.6519974532271,608.769084921798,29.0083396695382,37.30282219951,30.8445187525312,606.28977298368,577.070513000551,92.988,24.012,74.8232017804819,75.6194085422816,75.7120955236246,250.5
KE110,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
KE110,B0,T,117,34.9967979027741,22.6086868249301,50.3706695216829,,99.2478632478633,92.3042735042735,84.2188034188034,6.94358974358974,0.818803418803419,8.86666666666667,91.6854700854701,3.124,55.0361021954529,2.99819070556076,11.8085731400118,0.824205619376137,0.670938468908641,3.64462251953072,0,-0.0237387637546158,0.0573947174812051,0.0587616651929935,-0.0347051833207255,552.923539243063,42.5201881576919,599.16741515015,32.3480237179604,34.0289756846639,34.0929446570879,593.734013757544,573.677288472077,98.536,18.464,74.8698010448841,75.6223376554468,75.720726055112,250.5
KE120,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
KE120,B0,T,117,34.6565613582563,21.5703907366955,49.0857555563444,,99.1606837606838,92.357264957265,84.4324786324786,6.8034188034188,0.953846153846154,8.80683760683761,91.6393162393162,3.133,55.3199366346803,3.05519884122896,12.2154681451924,0.961061907581707,0.690928759561564,3.83859958442066,0,-0.0244943808821635,0.0577513337065552,0.0592329518678675,-0.0359448478050386,524.906868462043,42.3390498211033,568.493263263625,31.8017071357881,34.2719346387369,33.5405060354627,565.281553192965,545.318780480752,98.786,18.214,74.8501176856546,75.7536840887546,75.8868529242384,250.5
KM05,B0,R,117,35.4501281629195,24.3387093540235,52.4890893580725,,99.3538461538462,92.0923076923077,83.9042735042735,7.26153846153846,0.683760683760684,8.98461538461539,91.5726495726496,3.15,54.6656430822244,2.92459686891175,11.6274831260072,0.68841695933947,0.643622586591071,3.50775395954089,0,-0.023360770954324,0.0571644640065488,0.0584681120091505,-0.0336582193176681,584.4461174971,42.8626586189752,633.84775857982,32.9594762851641,33.9897947850011,34.7271105079729,625.059557632271,605.819534608581,98.168,18.832,74.8711771744163,75.5941492578959,75.6655418878284,250.5
KM05,B0,T,117,35.4069085379262,24.3698428172968,52.1396555765385,,99.3076923076923,92.2205128205128,83.7418803418804,7.08717948717949,0.753846153846154,9.22393162393162,91.6512820512821,3.154,54.8220958729907,2.98099798899406,11.6279488012388,0.758802105103922,0.6555421204779,3.50285615306816,0,-0.0229368938510181,0.057020024544918,0.058315438611894,-0.0335144896768252,583.820724974757,42.7653760349355,633.112418998012,32.9154905248089,33.7933756750741,34.6675855201785,625.030243563369,605.033109235562,97.978,19.022,74.8811309131876,75.5190897287257,75.6159343606081,250.5
