schedule,n_points,added_points,added_visits_total,a_width_B0_pp,a_width_pp,a_mean_width_rel_decrease,a_paired_lo,a_paired_hi,b_ke110_pass_B0,b_ke110_pass,b_ke110_gain_pp,b_discordant_trials,b_paired_lo,b_paired_hi,c_reliable_B0,c_reliable,c_reliable_gain_pp,d_extrap20_B0,d_extrap20,d_extrap20_ratio,d_mcnemar_p,c_gain_boot_lo,c_gain_boot_hi,d_ratio_boot_lo,d_ratio_boot_hi,d_n_ref,d_n_sched,d_abs_change_per_arm,crit_a,crit_b,crit_c,crit_d,recommend,a_label,n_criteria_evaluable
Bminus,12,-1,-260,16.670441205223,16.5562221814691,0.00685158972985667,0.00667989659980219,0.00701455849401816,96,96.2,0.200000000000003,1,-0.191992796908011,0.591992796908011,86.63,86.565,-0.065,1.08568819440921,1.40552060077126,1.29458955896273,2.16840434497101e-19,-0.265,0.12,1.21794444444444,1.39024970963995,214,277,0.36855,FALSE,FALSE,FALSE,FALSE,FALSE,감소,4
D1,15,2,520,16.670441205223,16.7361901192591,-0.00394404162593442,-0.00409349477277034,-0.00380827783094026,96,95.6,-0.400000000000006,2,-0.953805778693159,0.153805778693158,86.63,87.11,0.48,1.08568819440921,0.988743535138424,0.910706720612782,2.09808349609375e-05,0.1,0.850124999999999,0.868680223285487,0.94954128440367,214,195,-0.11115,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
D2,16,3,780,16.670441205223,16.7487634830672,-0.00469827264197686,-0.00485012666118382,-0.00455878683225293,96,95.6,-0.400000000000006,2,-0.953805778693159,0.153805778693158,86.63,87.015,0.385,1.08568819440921,0.993713242749949,0.915284192889921,0.000533521175384522,0.015,0.775,0.868180569430569,0.959464004363107,214,196,-0.1053,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
D3,17,4,1040,16.670441205223,16.691851503455,-0.00128432702940717,-0.00155847891302436,-0.00100793138955075,96,95.8,-0.200000000000003,1,-0.591992796908011,0.191992796908011,86.63,89.52,2.89,1.08568819440921,0.640863904728264,0.59028357131303,8.59076568735838e-22,2.375,3.385125,0.522809073058684,0.660635504201681,214,127,-0.50895,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
D4,15,2,520,16.670441205223,16.7372880187368,-0.00400990067934548,-0.00415812821944339,-0.00387850690739774,96,96,0,2,-0.554916724200239,0.554916724200239,86.63,86.445,-0.185,1.08568819440921,1.00410771337289,0.924858277490331,0.00014495849609375,-0.540125,0.185124999999999,0.889409722222222,0.960985035937316,214,198,-0.0936,FALSE,FALSE,FALSE,FALSE,FALSE,확대,4
