scenario,schedule,arm,n,tlast_median,tlast_p05,tlast_p95,quant_at_last_pct,lambda_ok_pct,adj_r2_ge080_pct,reliable_pct,flag_rsq_pct,flag_extrap_pct,flag_span_pct,reliable_no_span_pct,n_lambda_median,n_lambda_eq3_pct,extrap_median,extrap_p95,extrap_gt20_pct,extrap_true_median,extrap_true_p95,coverage_lt80_pct,err_tlast_median,err_tlast_sd,err_inf_sd,err_inf_median,AUClast_geo,AUClast_logcv,AUClast_mean,Cmax_geo,Cmax_logcv,Cmax_mean,AUCinf_geo,AUCinf_true_geo,n_reliable,n_dropout,wt_retained_mean,wt_dropout_mean,wt_dropout_median,trial
F090,B0,R,117,34.5699139808738,20.5789585554924,53.3940669048728,,97.8632478632479,85.7777777777778,78.2376068376068,12.0854700854701,1.74529914529915,10.1282051282051,84.9179487179487,3.311,52.0287347494523,2.86988567339073,13.3937882289822,1.78369881478525,0.707355257831373,4.17791770062667,0.0136752136752137,-0.0281824273062804,0.0946058529480591,0.0972571280839796,-0.0403177085743994,529.541990920338,50.6668352991377,588.865807423562,35.3781231681045,41.9585060733727,38.0901198497078,580.328919437739,554.00918317023,91.538,25.462,74.841391360364,75.5100224417601,75.6444722469712,250.5
F090,B0,T,117,31.3778792938907,19.8196841839154,49.9596283746194,,96.817094017094,83.357264957265,75.0529914529915,13.4598290598291,2.57948717948718,11.6034188034188,82.1076923076923,3.141,55.1455200636138,3.22293187242892,15.1947058366239,2.66543347784309,0.819343580204621,4.95020301803869,0.00854700854700855,-0.0289044596523058,0.0960537710083625,0.0979243036608551,-0.0431683766096055,442.557642030762,52.1993099615265,494.705869885936,31.0660342617554,43.3323545909794,33.5763027862595,497.097515063292,464.689602867969,87.812,29.188,74.7763510964654,75.6301206184369,75.8029754677606,250.5
F090,D2,R,117,35.7053492164826,20.5789585554924,54.2053508482825,,97.9521367521368,86.3777777777778,78.2666666666667,11.574358974359,1.6,10.4017094017094,85.625641025641,3.463,50.15605001635,1.55624126655469,12.6735671721005,1.63389230835228,0.31011203981193,4.16096472417515,0.0136752136752137,-0.0270966507476575,0.0941670218410187,0.0970958047135746,-0.0368027778323951,531.294108782616,50.8566700343207,591.182970077689,35.3784114777357,41.9586446952629,38.0904359623456,572.428669530559,554.00918317023,91.572,25.428,74.8685754638554,75.4119476500625,75.5130308316928,250.5
F090,D2,T,117,31.4884858457353,19.8196841839154,51.2709092876071,,96.8837606837607,83.825641025641,75.5213675213675,13.0581196581197,2.46495726495727,11.2239316239316,82.6290598290598,3.245,53.3336254897449,1.96253434936443,14.6914413921016,2.54491617850426,0.41006379334944,4.94131565692355,0.00854700854700855,-0.0281461757715193,0.095770861547033,0.0979748087233254,-0.0402156088231511,443.769825363072,52.4056946236877,496.441672798342,31.0660443623874,43.3323283543305,33.5763104041465,491.562622168278,464.689602867969,88.36,28.64,74.7903586012073,75.6210774356215,75.766720362269,250.5
KE110,B0,R,117,34.5699139808738,20.5789585554924,53.3940669048728,,97.8632478632479,85.7777777777778,78.2376068376068,12.0854700854701,1.74529914529915,10.1282051282051,84.9179487179487,3.311,52.0287347494523,2.86988567339073,13.3937882289822,1.78369881478525,0.707355257831373,4.17791770062667,0.0136752136752137,-0.0281824273062804,0.0946058529480591,0.0972571280839796,-0.0403177085743994,529.541990920338,50.6668352991377,588.865807423562,35.3781231681045,41.9585060733727,38.0901198497078,580.328919437739,554.00918317023,91.538,25.462,74.841391360364,75.5100224417601,75.6444722469712,250.5
KE110,B0,T,117,33.5539137378745,20.3398134126519,51.5207817190573,,97.7196581196581,85.6735042735043,78.2974358974359,12.0461538461538,1.81538461538462,9.92991452991453,84.7897435897436,3.246,52.8870478537981,2.88833997406355,13.5062723886979,1.85709296960245,0.727098460737862,4.31685845385277,0.00170940170940171,-0.0278861289554725,0.0951253589880012,0.0965832883229828,-0.0402944734551412,501.5398445915,50.4317580053714,557.984589179827,34.6077361052153,42.1642115624521,37.297965210361,551.144912505176,525.06666366014,91.608,25.392,74.8241682281092,75.597583142455,75.8170534278854,250.5
KE110,D2,R,117,35.7053492164826,20.5789585554924,54.2053508482825,,97.9521367521368,86.3777777777778,78.2666666666667,11.574358974359,1.6,10.4017094017094,85.625641025641,3.463,50.15605001635,1.55624126655469,12.6735671721005,1.63389230835228,0.31011203981193,4.16096472417515,0.0136752136752137,-0.0270966507476575,0.0941670218410187,0.0970958047135746,-0.0368027778323951,531.294108782616,50.8566700343207,591.182970077689,35.3784114777357,41.9586446952629,38.0904359623456,572.428669530559,554.00918317023,91.572,25.428,74.8685754638554,75.4119476500625,75.5130308316928,250.5
KE110,D2,T,117,34.0260661537936,20.3398134126519,52.8791848611955,,97.7948717948718,86.1760683760684,78.4153846153846,11.6188034188034,1.74017094017094,9.98461538461538,85.3316239316239,3.385,51.3170537919637,1.64758837279934,12.9481677873391,1.77844790124671,0.335282527210507,4.30579132623078,0.00170940170940171,-0.0270129663390612,0.0948022475780586,0.0965138930367335,-0.037064040609313,503.018445228482,50.6244637475085,560.007437641205,34.6077571978463,42.1641665451679,37.2979815740078,544.308742015287,525.06666366014,91.746,25.254,74.8415707875513,75.540208770797,75.7342480706152,250.5
S00,B0,R,117,34.5699139808738,20.5789585554924,53.3940669048728,,97.8632478632479,85.7777777777778,78.2376068376068,12.0854700854701,1.74529914529915,10.1282051282051,84.9179487179487,3.311,52.0287347494523,2.86988567339073,13.3937882289822,1.78369881478525,0.707355257831373,4.17791770062667,0.0136752136752137,-0.0281824273062804,0.0946058529480591,0.0972571280839796,-0.0403177085743994,529.541990920338,50.6668352991377,588.865807423562,35.3781231681045,41.9585060733727,38.0901198497078,580.328919437739,554.00918317023,91.538,25.462,74.841391360364,75.5100224417601,75.6444722469712,250.5
S00,B0,T,117,34.6160395192206,20.584286765142,53.0736599559635,,97.9196581196581,85.6615384615385,78.0136752136752,12.2581196581197,1.81538461538462,10.1521367521368,84.7316239316239,3.3,52.3197582323511,2.87704597703555,13.4232946830999,1.85333756726868,0.711877441866192,4.20097374580015,0.00170940170940171,-0.0269409477320278,0.0945309900475224,0.0958478754413559,-0.0394427177779374,528.954597253911,50.3066385911012,588.103416494273,35.2625872313661,41.7771266106365,37.9566060836183,578.636425917454,553.122426185593,91.276,25.724,74.8302757984936,75.5579328983264,75.7114801529933,250.5
