scenario,schedule,arm,n,tlast_median,tlast_p05,tlast_p95,quant_at_last_pct,lambda_ok_pct,adj_r2_ge080_pct,reliable_pct,n_lambda_median,n_lambda_eq3_pct,extrap_median,extrap_p95,extrap_gt20_pct,extrap_true_median,extrap_true_p95,coverage_lt80_pct,err_tlast_median,err_tlast_sd,err_inf_sd,err_inf_median,AUClast_geo,AUClast_logcv,AUClast_mean,Cmax_geo,Cmax_logcv,Cmax_mean,AUCinf_geo,AUCinf_true_geo,trial
KE110,B0,R,117,28.2472680186331,19.9404485145174,43.2790774941985,,96.3418803418804,81.3230769230769,79.7931623931624,3.057,57.8906958851184,3.54673205167242,16.4602011801521,3.21681060290589,0.908908869130306,5.20938425002158,0.00683760683760684,-0.0326130787678758,0.0980164684488355,0.10026900506814,-0.0479462921490586,466.671611859006,42.5982591953432,505.043005547224,34.6495376386251,36.2869171308275,36.7159439432741,518.499192590009,492.263767215757,250.5
KE110,B0,T,117,28.0023106271094,19.3886268667875,42.3749938312883,,95.9316239316239,81.2615384615385,79.642735042735,3.04,58.2815839703803,3.62806750135715,16.7654685104557,3.39571271459104,0.957198519280834,5.46573867481462,0.00512820512820513,-0.0323005463048161,0.0985577240804722,0.100437061585259,-0.0484196940945973,444.298100608066,42.2041327708615,480.508224958146,34.0076160374246,36.2769689115195,36.0435169723088,494.328758087614,468.775977145668,250.5
KE110,Bminus,R,117,28.2331054223403,19.9376076876162,42.0504875640688,,96.3094017094017,81.2717948717949,79.6923076923077,3.055,57.8230012643451,3.76319012932827,16.6692558925673,3.31188657485822,0.993368733195855,5.25720376681642,0.00683760683760684,-0.0327705252403843,0.0980297422665458,0.100173500196802,-0.0487050225223962,466.30808992837,42.5073726368748,504.424598408433,34.6495376386251,36.2869171308275,36.7159439432741,519.255942674336,492.263767215757,250.5
KE110,Bminus,T,117,27.9907751397872,19.3774193532147,41.5907193426423,,95.9059829059829,81.217094017094,79.557264957265,3.039,58.2078609281735,3.80976330412729,16.9707882367094,3.48270845071519,1.02417087203386,5.50922805446367,0.00512820512820513,-0.032374026850207,0.0985486589696489,0.100369910696966,-0.0490165265845593,444.013678988894,42.1343258656062,480.033539733868,34.0076160374246,36.2769689115195,36.0435169723088,495.012132025818,468.775977145668,250.5
KE110,D1,R,117,28.2790194806261,19.9516469674173,45.0812052190928,,96.4273504273504,81.6102564102564,80.1247863247863,3.065,56.7160741516243,2.52571487351752,16.1915883217151,3.11407174825857,0.553694541554955,5.18465069831971,0.00683760683760684,-0.0321754150962439,0.0978438761939813,0.100377359924404,-0.0458177412760203,467.631917782646,42.7513477746081,506.37419479428,34.6495376386251,36.2869171308275,36.7159439432741,516.107143040035,492.263767215757,250.5
KE110,D1,T,117,28.0343025312154,19.4031954838173,43.9630966250677,,96.0153846153846,81.4034188034188,79.8410256410256,3.054,57.3140386330734,2.7628865172207,16.4869117178684,3.28432640176162,0.635901526981539,5.44165390454256,0.00512820512820513,-0.0317621457799708,0.0984350950409345,0.100539333899983,-0.046401331241629,445.09246050607,42.3422487738323,481.626947973203,34.0076160374246,36.2769689115195,36.0435169723088,492.293607185177,468.775977145668,250.5
KE110,D2,R,117,28.2912022367315,19.9537286956893,45.5612497346498,,96.4376068376068,81.6068376068376,80.1264957264957,3.065,56.6888620219903,2.46770590690945,16.1433364608492,3.09929137614538,0.534457841075935,5.17640932420755,0.00683760683760684,-0.0320428910467284,0.0978499185228053,0.100407555795467,-0.0456071463490261,467.74955455956,42.7485195260004,506.503947128651,34.6495376386251,36.2869171308275,36.7159439432741,515.673058601318,492.263767215757,250.5
KE110,D2,T,117,28.0492998957224,19.4206131585252,44.5697149131117,,96.0410256410256,81.4393162393163,79.8871794871795,3.065,57.2284364562775,2.70020580829585,16.4411970444651,3.26543960043338,0.614433631089363,5.42281260148318,0.00512820512820513,-0.0316179137080042,0.0984952670791528,0.100635108670296,-0.046147028027877,445.237963673858,42.3298550883388,481.772721555802,34.0076160374246,36.2769689115195,36.0435169723088,491.901096737019,468.775977145668,250.5
KE110,D3,R,117,30.713379507483,19.95634227561,45.5612497346498,,97.1982905982906,83.5965811965812,82.425641025641,3.218,53.6954226750942,1.50479925645694,14.0029194562649,2.48611320702788,0.293164415082006,5.06882750466801,0.00683760683760684,-0.0307882696743039,0.0971584790263589,0.0998628431028237,-0.0410295760464682,469.908420962604,42.816134211607,508.864247688165,34.6495468401633,36.2868481344326,36.7159480497375,511.851788139582,492.263767215757,250.5
KE110,D3,T,117,30.036182104758,19.4507190613307,44.5697149131117,,96.7555555555555,83.0888888888889,81.7794871794872,3.161,54.6423970289559,1.61488980568782,14.7355422768804,2.72172184536616,0.323582280480607,5.33955160145673,0.00512820512820513,-0.030341274482188,0.0979086520238385,0.100262762567806,-0.0414690245898121,447.175304994737,42.4423256993598,483.982046777249,34.0076160374246,36.2769689115195,36.0435169723088,488.588138841467,468.775977145668,250.5
KE110,D4,R,117,28.2760259396574,19.9471111264957,45.1610823061516,,96.4205128205128,81.2581196581197,79.7726495726496,3.065,56.8890982146008,2.65935562915163,16.1800262500395,3.10024021850011,0.591430567095763,5.18829606694631,0.00683760683760684,-0.0322040487275204,0.0978857170107253,0.100401743016765,-0.0459809284737282,467.556197347898,42.7420523889691,506.28208743965,34.6495376386251,36.2869171308275,36.7159439432741,515.66319124532,492.263767215757,250.5
KE110,D4,T,117,28.0318948720004,19.4230538196662,43.9621474128609,,96.0188034188034,81.1418803418803,79.5623931623932,3.068,57.1746728213238,2.86117354061597,16.4725476724844,3.29836345730409,0.669021628911091,5.43419365849691,0.00512820512820513,-0.031765209070475,0.0984351337869409,0.100523073276895,-0.0465345369856307,445.045776190647,42.3289552122408,481.558227365298,34.0076160374246,36.2769689115195,36.0435169723088,491.905727035533,468.775977145668,250.5
