scenario,schedule,n_trials,pass_both_primary,agree_last_infrel,agree_last_infall,last_pass_infrel_fail,last_fail_infrel_pass,cor_logGMR_last_infrel,cor_logGMR_last_true,dlogGMR_last_minus_infrel_mean,dlogGMR_last_minus_infrel_sd
F090,B0,500,21.2,85.4,88.6,1.8,12.8,0.920551656817582,0.991374422169558,-0.0117987960877858,0.0189256550394607
F090,D2,500,21.2,86.2,87.8,1.4,12.4,0.92243383359261,0.991369222322313,-0.0123734563965944,0.0186964433984746
KE110,B0,500,96.4,97.6,98.6,0.8,1.6,0.937611271068926,0.991373213906126,0.000437193673711984,0.0165634410699997
KE110,D2,500,96,96.6,98.2,1.2,2.2,0.935649732546872,0.991301494862707,-0.000477858640144089,0.0169201165140737
S00,B0,500,100,100,100,0,0,0.931302807532711,0.991466287333199,0.000876776909444748,0.0173834022187828
S00,D2,500,100,99.8,100,0.2,0,0.923997474392616,0.991373619202393,0.000567636769500027,0.0183324729556809
