scenario,schedule,n_trials,pass_both_primary,agree_last_infrel,agree_last_infall,last_pass_infrel_fail,last_fail_infrel_pass,cor_logGMR_last_infrel,cor_logGMR_last_true,dlogGMR_last_minus_infrel_mean,dlogGMR_last_minus_infrel_sd
KE110,B0,500,96.2,95.8,99,2.2,2,0.854544374420085,0.968175597291308,-0.00510303361454312,0.0259761723961843
KE110,Bminus,500,96.6,95.2,98.8,3.4,1.4,0.848262091355702,0.967010915641173,-0.00206919836726444,0.026988392155639
KE110,D1,500,96.2,96,99,1.6,2.4,0.843196308143085,0.968513506915737,-0.0052935935422745,0.0264216474587081
KE110,D2,500,96,96,99,2,2,0.850082145300397,0.96868457549284,-0.00627360511517925,0.0260643871229135
KE110,D3,500,96.2,96.8,98.8,1.2,2,0.866158456710669,0.968915733650619,-0.0058569110601861,0.0244233498327892
KE110,D4,500,96.2,95.4,99,2,2.6,0.847404242704798,0.96870120028716,-0.00621591807082562,0.0261819800249567
S00,B0,500,100,100,100,0,0,0.851998274073298,0.968321416271681,-0.00148092308240356,0.0258061314108781
S00,Bminus,500,100,99.6,100,0.4,0,0.846378607876064,0.967243783610656,-0.000626567901143541,0.0270618495719271
S00,D1,500,100,100,100,0,0,0.847609589823287,0.968673618226595,-9.17567402007286e-05,0.0262724318432592
S00,D2,500,100,100,100,0,0,0.849874928356371,0.968824056371063,-0.00141447617010574,0.0260486133610449
S00,D3,500,100,99.6,100,0.4,0,0.863390623393768,0.968996657961445,-0.00246741277395496,0.0248276547782671
S00,D4,500,100,100,100,0,0,0.840427314655353,0.968786361448023,-0.000252157318590912,0.0269896381588507
