scenario,schedule,n_trials,pass_both_primary,agree_last_infrel,agree_last_infall,last_pass_infrel_fail,last_fail_infrel_pass,cor_logGMR_last_infrel,cor_logGMR_last_true,dlogGMR_last_minus_infrel_mean,dlogGMR_last_minus_infrel_sd
F090,B0,500,25.2,79.2,90.4,6.6,14.2,0.824253197247977,0.966813397152489,-0.019462353860204,0.0303947879004018
F090,D2,500,24,76,89.4,5,19,0.807000186634403,0.967325098906184,-0.0227126704522888,0.0313506581512312
KE110,B0,500,96,96.6,98.4,1.8,1.6,0.831423590102001,0.967095499520917,-0.00524400464765526,0.0288961368204555
KE110,D2,500,95.8,96.6,98.4,1,2.4,0.800925151381989,0.967506766283411,-0.00612418889809411,0.0311416864538832
S00,B0,500,100,98.8,99.8,1.2,0,0.839378349293335,0.967155127050654,-0.00120141294372887,0.0284483034598147
S00,D2,500,99.8,99.8,99.8,0.2,0,0.815083719373209,0.967598904505799,-7.71461609837406e-05,0.0303396954628125
