scenario,schedule,endpoint,n_trials,pass_rate,GMR_mean,GMR_sd,logGMR_sd,width_mean_pp,width_p95_pp,n_R_mean,n_T_mean
F090,B0,Cmax,500,73.8,0.884309749641661,0.0378104326234989,0.0427521344514735,12.9599767706589,14.5526846506295,117,117
F090,B0,AUClast,500,26.6,0.842425785013942,0.0417139285068759,0.049466983820423,14.4639359860899,16.2595774168072,117,117
F090,B0,AUCinf_all,500,33.2,0.850957396483552,0.0409701017185585,0.048113383448401,13.9647321569558,15.6259443952615,115.754,114.652
F090,B0,AUCinf_reliable,500,35,0.855152425327039,0.0438432292833271,0.0510162201042045,14.7956922476802,16.7054116345489,101.956,98.816
F090,B0,AUCinf_true,500,28.6,0.844901658091835,0.0396167569604113,0.0468803247013854,13.716465802124,15.3456398346086,117,117
F090,D2,Cmax,500,73.8,0.884309749641661,0.0378104326234989,0.0427521344514735,12.9599767706589,14.5526846506295,117,117
F090,D2,AUClast,500,25.2,0.841891829964484,0.0418290104120394,0.0496340022873247,14.5124755001784,16.2886275200495,117,117
F090,D2,AUCinf_all,500,34.2,0.851862437582376,0.0406658336439104,0.0476947251775648,13.877621402274,15.5352635484116,115.81,114.726
F090,D2,AUCinf_reliable,500,35.4,0.856042600882375,0.0432044442761239,0.0503170046349159,14.6559579635504,16.573594795684,102.752,99.454
F090,D2,AUCinf_true,500,28.6,0.844901658091835,0.0396167569604113,0.0468803247013854,13.716465802124,15.3456398346086,117,117
S00,B0,Cmax,500,100,1.00116024187332,0.0423514532119462,0.0422984747439155,14.4946528114635,16.2643203280303,117,117
S00,B0,AUClast,500,100,1.0023653180246,0.0491503591496158,0.0489708302266846,17.0253541405108,19.0850838377196,117,117
S00,B0,AUCinf_all,500,99.8,1.00169867650343,0.0478163473797789,0.0476990065979614,16.3477510743814,18.3115344645607,115.754,115.648
S00,B0,AUCinf_reliable,500,99.2,1.0025892331642,0.0501543790773168,0.0498966353284549,17.1561894307741,19.2449072964916,101.956,102.016
S00,B0,AUCinf_true,500,100,1.0014493264158,0.0465510897397356,0.0464591431587927,16.1138364400984,18.0437670497023,117,117
S00,D2,Cmax,500,100,1.00116024187332,0.0423514532119462,0.0422984747439155,14.4946528114635,16.2643203280303,117,117
S00,D2,AUClast,500,99.8,1.00235034011656,0.0493039039356581,0.0491202901225296,17.0901578222611,19.1551315358371,117,117
S00,D2,AUCinf_all,500,100,1.00165197708902,0.0474363316266543,0.0473127589093604,16.2457735320031,18.2138629567379,115.81,115.732
S00,D2,AUCinf_reliable,500,99.6,1.00208537039261,0.0499229069756086,0.0497705143007898,16.9777153288956,19.0029972705701,102.752,102.594
S00,D2,AUCinf_true,500,100,1.0014493264158,0.0465510897397356,0.0464591431587927,16.1138364400984,18.0437670497023,117,117
