schedule,scenario,n_trials,width_rel_decrease,width_rel_decrease_lo,width_rel_decrease_hi,pass_change_pp,pass_discordant,pass_change_lo,pass_change_hi
Bminus,S00,500,0.00735715920266656,0.00720171404251345,0.00751260436281967,0,0,0,0
D1,S00,500,-0.00433494504029102,-0.00441562226209183,-0.00425426781849021,0,0,0,0
D2,S00,500,-0.00515210955670978,-0.00523066820212977,-0.00507355091128979,0,0,0,0
D3,S00,500,-0.00182948366896758,-0.00196650281686357,-0.00169246452107159,0,0,0,0
D4,S00,500,-0.00438287847588609,-0.00446842135105201,-0.00429733560072016,0,0,0,0
