pk_model,scenario,mechanism,direction,target,multiplier,auc_ratio,cmax_ratio,analysis_model,config,n_trials,n_pass,pass_pct,lo,hi,n_trials_10k,n_pass_10k,pass_pct_10k,lo_10k,hi_10k,class,class_10k
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,AUCinf_true_only,10000,465,4.65,4.25442583190177,5.0804028203186,10000,465,4.65,4.25442583190177,5.0804028203186,nominal,nominal
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,AUClast_only,10000,283,2.83,2.52265318643196,3.17357321985767,10000,283,2.83,2.52265318643196,3.17357321985767,conservative,conservative
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,F3A,10000,280,2.8,2.49433852488692,3.14191092130495,10000,280,2.8,2.49433852488692,3.14191092130495,conservative,conservative
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,F3B,10000,280,2.8,2.49433852488692,3.14191092130495,10000,280,2.8,2.49433852488692,3.14191092130495,conservative,conservative
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,F3C,10000,283,2.83,2.52265318643196,3.17357321985767,10000,283,2.83,2.52265318643196,3.17357321985767,conservative,conservative
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,G2_Ai,10000,1294,12.94,12.2963568709489,13.6121050882856,10000,1294,12.94,12.2963568709489,13.6121050882856,exceeding,exceeding
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,G2_Aii,10000,2468,24.68,23.8447919639114,25.5346537135796,10000,2468,24.68,23.8447919639114,25.5346537135796,exceeding,exceeding
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,G2_B,10000,668,6.68,6.20709145117388,7.18617816766154,10000,668,6.68,6.20709145117388,7.18617816766154,exceeding,exceeding
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,G2_Ci,10000,405,4.05,3.68095086278926,4.45433858747592,10000,405,4.05,3.68095086278926,4.45433858747592,conservative,conservative
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,G2_Cii,10000,382,3.82,3.46170328443217,4.21376280508352,10000,382,3.82,3.46170328443217,4.21376280508352,conservative,conservative
k2016,Vmax_down_125,Vmax,down,1.25,0.660178624277622,1.25088393369916,1.0544021629266,M2,P2,10000,283,2.83,2.52265318643196,3.17357321985767,10000,283,2.83,2.52265318643196,3.17357321985767,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,AUCinf_true_only,10000,464,4.64,4.24485143793626,5.06998489425152,10000,464,4.64,4.24485143793626,5.06998489425152,nominal,nominal
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,AUClast_only,10000,225,2.25,1.97714552453257,2.55952631986704,10000,225,2.25,1.97714552453257,2.55952631986704,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,F3A,10000,207,2.07,1.80879636235755,2.36801372145551,10000,207,2.07,1.80879636235755,2.36801372145551,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,F3B,10000,225,2.25,1.97714552453257,2.55952631986704,10000,225,2.25,1.97714552453257,2.55952631986704,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,F3C,10000,206,2.06,1.79945903728368,2.3573587264968,10000,206,2.06,1.79945903728368,2.3573587264968,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_Ai,10000,1991,19.91,19.138959981081,20.7041490408663,10000,1991,19.91,19.138959981081,20.7041490408663,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_Aii,10000,2246,22.46,21.6527345082812,23.2884161219756,10000,2246,22.46,21.6527345082812,23.2884161219756,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_B,10000,1506,15.06,14.3724252150584,15.7744085910845,10000,1506,15.06,14.3724252150584,15.7744085910845,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_Ci,10000,305,3.05,2.73057888562466,3.40547856138188,10000,305,3.05,2.73057888562466,3.40547856138188,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,G2_Cii,10000,227,2.27,1.9958819233931,2.58077456107169,10000,227,2.27,1.9958819233931,2.58077456107169,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M0,P2,10000,225,2.25,1.97714552453257,2.55952631986704,10000,225,2.25,1.97714552453257,2.55952631986704,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,AUCinf_true_only,10000,506,5.06,4.64740896597344,5.50710480758297,10000,506,5.06,4.64740896597344,5.50710480758297,nominal,nominal
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,AUClast_only,10000,254,2.54,2.24937133385934,2.86707779148528,10000,254,2.54,2.24937133385934,2.86707779148528,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,F3A,10000,237,2.37,2.08965084337319,2.68692884141747,10000,237,2.37,2.08965084337319,2.68692884141747,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,F3B,10000,254,2.54,2.24937133385934,2.86707779148528,10000,254,2.54,2.24937133385934,2.86707779148528,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,F3C,10000,237,2.37,2.08965084337319,2.68692884141747,10000,237,2.37,2.08965084337319,2.68692884141747,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_Ai,10000,2027,20.27,19.4935580962123,21.0692744469082,10000,2027,20.27,19.4935580962123,21.0692744469082,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_Aii,10000,2252,22.52,21.711937131225,23.3491674192274,10000,2252,22.52,21.711937131225,23.3491674192274,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_B,10000,1603,16.03,15.3239846369558,16.7621042123479,10000,1603,16.03,15.3239846369558,16.7621042123479,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_Ci,10000,340,3.4,3.06230940918108,3.77347923896598,10000,340,3.4,3.06230940918108,3.77347923896598,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,G2_Cii,10000,268,2.68,2.38117914445839,3.01516246134244,10000,268,2.68,2.38117914445839,3.01516246134244,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M1,P2,10000,254,2.54,2.24937133385934,2.86707779148528,10000,254,2.54,2.24937133385934,2.86707779148528,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,AUCinf_true_only,10000,507,5.07,4.65700404698355,5.51750204660545,10000,507,5.07,4.65700404698355,5.51750204660545,nominal,nominal
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,AUClast_only,10000,261,2.61,2.31524577736878,2.94114958820395,10000,261,2.61,2.31524577736878,2.94114958820395,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,F3A,10000,243,2.43,2.14597917759136,2.75055442739481,10000,243,2.43,2.14597917759136,2.75055442739481,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,F3B,10000,260,2.6,2.30583148127875,2.93057156426139,10000,260,2.6,2.30583148127875,2.93057156426139,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,F3C,10000,247,2.47,2.18355819180774,2.79294469330877,10000,247,2.47,2.18355819180774,2.79294469330877,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,G2_Ai,10000,2049,20.49,19.7103051446559,21.2923584391814,10000,2049,20.49,19.7103051446559,21.2923584391814,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,G2_Aii,10000,2258,22.58,21.771142172389,23.4099162982589,10000,2258,22.58,21.771142172389,23.4099162982589,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,G2_B,10000,1631,16.31,15.5988381845502,17.047035625666,10000,1631,16.31,15.5988381845502,17.047035625666,exceeding,exceeding
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,G2_Ci,10000,350,3.5,3.1572809892696,3.87843085920333,10000,350,3.5,3.1572809892696,3.87843085920333,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,G2_Cii,10000,279,2.79,2.48490246806113,3.13135465809816,10000,279,2.79,2.48490246806113,3.13135465809816,conservative,conservative
k2016,Vmax_up_080,Vmax,up,0.8,1.39486202241965,0.799417254503779,0.93845337546823,M2,P2,10000,261,2.61,2.31524577736878,2.94114958820395,10000,261,2.61,2.31524577736878,2.94114958820395,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,AUCinf_true_only,10000,511,5.11,4.69538898487127,5.55908638884807,10000,511,5.11,4.69538898487127,5.55908638884807,nominal,nominal
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,AUClast_only,10000,474,4.74,4.34061872899106,5.17414080352259,10000,474,4.74,4.34061872899106,5.17414080352259,nominal,nominal
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,F3A,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,F3B,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,F3C,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_Ai,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_Aii,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_B,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_Ci,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,G2_Cii,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M0,P2,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,AUCinf_true_only,10000,560,5.6,5.16617528236581,6.06792377295027,10000,560,5.6,5.16617528236581,6.06792377295027,exceeding,exceeding
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,AUClast_only,10000,513,5.13,4.71458420421605,5.57987580956847,10000,513,5.13,4.71458420421605,5.57987580956847,nominal,nominal
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,F3A,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,F3B,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,F3C,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_Ai,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_Aii,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_B,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_Ci,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,G2_Cii,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M1,P2,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,AUCinf_true_only,10000,553,5.53,5.09885806018978,5.9952947548982,10000,553,5.53,5.09885806018978,5.9952947548982,exceeding,exceeding
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,AUClast_only,10000,529,5.29,4.86821065461332,5.74612647969259,10000,529,5.29,4.86821065461332,5.74612647969259,nominal,nominal
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,F3A,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,F3B,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,F3C,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,G2_Ai,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,G2_Aii,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,G2_B,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,G2_Ci,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,G2_Cii,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ka_down_080,ka,down,0.8,0.440433361793372,0.799297411482507,0.631952944916229,M2,P2,10000,0,0,0,0.0383998370676596,10000,0,0,0,0.0383998370676596,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,AUCinf_true_only,10000,455,4.55,4.15870570145422,4.97619975044028,10000,455,4.55,4.15870570145422,4.97619975044028,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,AUClast_only,10000,337,3.37,3.03383376227813,3.74197792577116,10000,337,3.37,3.03383376227813,3.74197792577116,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,F3A,10000,224,2.24,1.96777955898322,2.54889996538381,10000,224,2.24,1.96777955898322,2.54889996538381,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,F3B,10000,294,2.94,2.62655482136773,3.28958710528035,10000,294,2.94,2.62655482136773,3.28958710528035,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,F3C,10000,323,3.23,2.90104779296325,3.59487141462984,10000,323,3.23,2.90104779296325,3.59487141462984,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_Ai,10000,493,4.93,4.52271561459742,5.37189799853536,10000,493,4.93,4.52271561459742,5.37189799853536,nominal,nominal
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_Aii,10000,695,6.95,6.46792901937774,7.46513324033752,10000,695,6.95,6.46792901937774,7.46513324033752,exceeding,exceeding
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_B,10000,409,4.09,3.71911609003269,4.49614264036283,10000,409,4.09,3.71911609003269,4.49614264036283,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_Ci,10000,352,3.52,3.17628484334244,3.89941164519566,10000,352,3.52,3.17628484334244,3.89941164519566,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,G2_Cii,10000,363,3.63,3.28086111182889,4.01475089706765,10000,363,3.63,3.28086111182889,4.01475089706765,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M0,P2,10000,337,3.37,3.03383376227813,3.74197792577116,10000,337,3.37,3.03383376227813,3.74197792577116,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,AUCinf_true_only,10000,500,5,4.58984826905848,5.44471158430242,10000,500,5,4.58984826905848,5.44471158430242,nominal,nominal
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,AUClast_only,10000,379,3.79,3.43313215024983,4.1823569791681,10000,379,3.79,3.43313215024983,4.1823569791681,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,F3A,10000,258,2.58,2.28700652288989,2.90941188258508,10000,258,2.58,2.28700652288989,2.90941188258508,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,F3B,10000,323,3.23,2.90104779296325,3.59487141462984,10000,323,3.23,2.90104779296325,3.59487141462984,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,F3C,10000,362,3.62,3.2713503889735,4.00426929989046,10000,362,3.62,3.2713503889735,4.00426929989046,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_Ai,10000,524,5.24,4.82019017908186,5.69418535506111,10000,524,5.24,4.82019017908186,5.69418535506111,nominal,nominal
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_Aii,10000,727,7.27,6.77734968923221,7.79546681152581,10000,727,7.27,6.77734968923221,7.79546681152581,exceeding,exceeding
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_B,10000,450,4.5,4.11086576753597,4.92407808419559,10000,450,4.5,4.11086576753597,4.92407808419559,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_Ci,10000,395,3.95,3.58558272619014,4.34978352374917,10000,395,3.95,3.58558272619014,4.34978352374917,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,G2_Cii,10000,409,4.09,3.71911609003269,4.49614264036283,10000,409,4.09,3.71911609003269,4.49614264036283,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M1,P2,10000,379,3.79,3.43313215024983,4.1823569791681,10000,379,3.79,3.43313215024983,4.1823569791681,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,AUCinf_true_only,10000,475,4.75,4.3501982834795,5.18455356906673,10000,475,4.75,4.3501982834795,5.18455356906673,nominal,nominal
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,AUClast_only,10000,385,3.85,3.49028065618939,4.24516239342406,10000,385,3.85,3.49028065618939,4.24516239342406,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,F3A,10000,263,2.63,2.33407796968369,2.96230203595421,10000,263,2.63,2.33407796968369,2.96230203595421,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,F3B,10000,338,3.38,3.04332481914122,3.75247918894067,10000,338,3.38,3.04332481914122,3.75247918894067,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,F3C,10000,371,3.71,3.35697349886415,4.09857707029309,10000,371,3.71,3.35697349886415,4.09857707029309,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,G2_Ai,10000,526,5.26,4.83939705288705,5.71496312132109,10000,526,5.26,4.83939705288705,5.71496312132109,nominal,nominal
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,G2_Aii,10000,733,7.33,6.83539844864231,7.85737197231123,10000,733,7.33,6.83539844864231,7.85737197231123,exceeding,exceeding
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,G2_B,10000,462,4.62,4.22570422586087,5.04914746626174,10000,462,4.62,4.22570422586087,5.04914746626174,nominal,nominal
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,G2_Ci,10000,394,3.94,3.57604950653398,4.33932442337274,10000,394,3.94,3.57604950653398,4.33932442337274,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,G2_Cii,10000,419,4.19,3.81457284163053,4.60060908909086,10000,419,4.19,3.81457284163053,4.60060908909086,conservative,conservative
k2016,ke_down_125,ke,down,1.25,0.632567348266282,1.24933521039854,1.06710162104024,M2,P2,10000,385,3.85,3.49028065618939,4.24516239342406,10000,385,3.85,3.49028065618939,4.24516239342406,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,AUCinf_true_only,10000,462,4.62,4.22570422586087,5.04914746626174,10000,462,4.62,4.22570422586087,5.04914746626174,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,AUClast_only,10000,367,3.67,3.31891143201197,4.05666985701492,10000,367,3.67,3.31891143201197,4.05666985701492,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,F3A,10000,229,2.29,2.01462421562277,2.60201690890719,10000,229,2.29,2.01462421562277,2.60201690890719,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,F3B,10000,326,3.26,2.92948772531078,3.62640844238006,10000,326,3.26,2.92948772531078,3.62640844238006,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,F3C,10000,347,3.47,3.1287811116642,3.84695377671097,10000,347,3.47,3.1287811116642,3.84695377671097,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_Ai,10000,486,4.86,4.45560655083166,5.29906082207302,10000,486,4.86,4.45560655083166,5.29906082207302,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_Aii,10000,571,5.71,5.27199916019718,6.18201541547736,10000,571,5.71,5.27199916019718,6.18201541547736,exceeding,exceeding
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_B,10000,493,4.93,4.52271561459742,5.37189799853536,10000,493,4.93,4.52271561459742,5.37189799853536,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_Ci,10000,391,3.91,3.54745383495958,4.30794313484939,10000,391,3.91,3.54745383495958,4.30794313484939,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,G2_Cii,10000,385,3.85,3.49028065618939,4.24516239342406,10000,385,3.85,3.49028065618939,4.24516239342406,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M0,P2,10000,367,3.67,3.31891143201197,4.05666985701492,10000,367,3.67,3.31891143201197,4.05666985701492,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,AUCinf_true_only,10000,507,5.07,4.65700404698355,5.51750204660545,10000,507,5.07,4.65700404698355,5.51750204660545,nominal,nominal
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,AUClast_only,10000,406,4.06,3.69049121928224,4.46479055101552,10000,406,4.06,3.69049121928224,4.46479055101552,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,F3A,10000,273,2.73,2.42830924426636,3.0679939616974,10000,273,2.73,2.42830924426636,3.0679939616974,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,F3B,10000,361,3.61,3.2618404148997,3.99378695393167,10000,361,3.61,3.2618404148997,3.99378695393167,conservative,conservative
k2016,ke_up_080,ke,up,0.8,1.47110350143772,0.800334236753497,0.929468091140586,M1,F3C,10000,383,3.83,3.47122838542385,4.22423002412443,10000,383,3.83,3.47122838542385,4.22423002412443,conservative,conservative
