pk_model,scenario,endpoint,analysis_model,n_trials,mean_log_gmr,sd_log_gmr,se_median,df_median,true_ratio,bias_log,bias_mc_se,sd_se_ratio,bias_lo,bias_hi,bias_pct,sd_se_lo,sd_se_hi,pred_pct,theory_boundary_pct,bias_dir
k2016,F_up_125,AUClast,M0,10000,0.228049097012999,0.0480520131622967,0.0497091775,232,1.25010656509896,0.00482029725337319,0.000480520131622967,0.966662809142169,0.00387849510154572,0.00576209940520065,0.483193357550982,0.953264064267084,0.980059002888882,3.51099470879784,4.98251055345006,away_from_1
k2016,F_up_125,AUClast,M1,10000,0.228054995175,0.0480390725085243,0.048283847,231,1.25010656509896,0.00482619541537396,0.000480390725085243,0.994930509752554,0.0038846468956998,0.00576774393504812,0.483786025451582,0.981139951201488,1.00871844257371,3.90236633539199,4.98199578288397,away_from_1
k2016,F_up_125,AUClast,M2,10000,0.2280328746635,0.0474429538137709,0.0476236525,231,1.25010656509896,0.00480407490387425,0.000474429538137709,0.996205694508016,0.00387421009592236,0.00573393971182613,0.481563297291299,0.982397460843099,1.01001129907767,3.91341244137292,4.98174656132007,away_from_1
k2016,F_up_125,Cmax,M0,10000,0.1644783714798,0.0414762349517228,0.0424921705,232,1.17552651005478,0.00276223058402031,0.000414762349517228,0.976091229600117,0.00194931131682333,0.00357514985121729,0.276604905794575,0.96256179903081,0.989618084158423,39.0709416564995,41.8551747581024,away_from_1
k2016,F_up_125,Cmax,M1,10000,0.1644787213587,0.0414714361887346,0.0416375765,231,1.17552651005478,0.00276258046292072,0.000414714361887346,0.996009846748276,0.00194975524975001,0.00357540567609143,0.276639990468963,0.982204327695055,1.0098127372231,40.3805645037548,43.0149958522309,away_from_1
k2016,F_up_125,Cmax,M2,10000,0.16446938112455,0.0411411214126002,0.041271255,231,1.17552651005478,0.00275324022877038,0.000411411214126002,0.996846871087399,0.00194688906624752,0.00355959139129324,0.2757033875457,0.983029750185562,1.01066136120184,40.8839182775282,43.5293387415678,away_from_1
k2016,S00,AUCinf_A,M0,10000,-0.000116164168523007,0.0507900620729927,0.0517079905,186,1,-0.000116164168523007,0.000507900620729927,0.982247841810692,-0.0011116310928792,0.000879302755833188,-0.0116157421727214,0.968633075511568,0.995860015850844,99.3281381950245,,
k2016,S00,AUCinf_A,M1,10000,-8.92641346820998e-05,0.0505052053570096,0.05025884,185,1,-8.92641346820998e-05,0.000505052053570096,1.0049019308247,-0.00107914796999748,0.000900619700633283,-0.00892601507577195,0.990973160142449,1.01882804946137,99.4448459808831,,
k2016,S00,AUCinf_A,M2,10000,-9.93809048000392e-05,0.0498938144639028,0.0496072045,185,1,-9.93809048000392e-05,0.000498938144639028,1.00577758748536,-0.00107728169880577,0.000878519889205692,-0.00993759666815253,0.991836679478611,1.01971584113558,99.5326657337391,,
k2016,S00,AUCinf_Ai,M0,10000,7.46807087847715e-05,0.0496044061159801,0.050483438,200,1,7.46807087847715e-05,0.000496044061159801,0.982587717500145,-0.000897547785833422,0.00104690920340296,0.00746834974583166,0.968968240243272,0.996204601601078,99.5147521890114,,
k2016,S00,AUCinf_Ai,M1,10000,8.72283971131005e-05,0.0493806709368142,0.0490651995,199,1,8.72283971131005e-05,0.000493806709368142,1.00642963729953,-0.000880614968572696,0.0010550717627989,0.00872322016203242,0.992479691343851,1.02037692717785,99.5983337967793,,
k2016,S00,AUCinf_Ai,M2,10000,8.93761446153488e-05,0.0487073615303459,0.048410382,199,1,8.93761446153488e-05,0.000487073615303459,1.00613462480725,-0.000865270599199148,0.00104402288842985,0.00893801387820137,0.992188767968358,1.02007782634736,99.6705514204271,,
k2016,S00,AUCinf_B,M0,10000,0.00035254254632861,0.0466438006783414,0.048152752,229,1,0.00035254254632861,0.000466438006783414,0.968663238153894,-0.00056165914798753,0.00126674424064475,0.0352604696755465,0.955236765680607,0.982087154219458,99.7922620836054,,
k2016,S00,AUCinf_B,M1,10000,0.00035778069778311,0.0466175137065835,0.046750924,228,1,0.00035778069778311,0.000466175137065835,0.997146360285489,-0.00055590578135395,0.00127146717692017,0.0357844708930744,0.983325088216026,1.01096500077717,99.8253759231978,,
k2016,S00,AUCinf_B,M2,10000,0.00032961427155272,0.0459936331333954,0.0461326695,228,1,0.00032961427155272,0.000459936331333954,0.996986162558735,-0.000571844373043311,0.00123107291614875,0.032966860030581,0.983167110962068,1.0108025830004,99.860159188288,,
