input_model,cmax_cv_rule,cmax_gmr_rule,cv,gmr,n,analysis_model,power_pct
k2020,ratio,equal,40,0.95,130,M1,97.9548318613963
k2020,ratio,equal,40,0.95,140,M0,98.3729267128784
k2020,ratio,equal,40,0.95,140,M1,98.560828758287
k2020,ratio,equal,40,1,100,M0,98.8018067414214
k2020,ratio,equal,40,1,100,M1,98.9578102014404
k2020,ratio,equal,40,1,117,M0,99.5758523575733
k2020,ratio,equal,40,1,117,M1,99.6367824939122
k2020,ratio,equal,40,1,130,M0,99.8113867765645
k2020,ratio,equal,40,1,130,M1,99.84028813445
k2020,ratio,equal,40,1,140,M0,99.8997419355079
k2020,ratio,equal,40,1,140,M1,99.9158073562513
k2020,ratio,equal,43,0.9,100,M0,62.2226152210973
k2020,ratio,equal,43,0.9,100,M1,63.7932086139746
k2020,ratio,equal,43,0.9,117,M0,68.9077871521059
k2020,ratio,equal,43,0.9,117,M1,70.3658341149916
k2020,ratio,equal,43,0.9,130,M0,73.3206523470812
k2020,ratio,equal,43,0.9,130,M1,74.6760681114026
k2020,ratio,equal,43,0.9,140,M0,76.3359416233875
k2020,ratio,equal,43,0.9,140,M1,77.6072517830779
k2020,ratio,equal,43,0.95,100,M0,90.4098393542525
k2020,ratio,equal,43,0.95,100,M1,91.115369996971
k2020,ratio,equal,43,0.95,117,M0,94.1008172702294
k2020,ratio,equal,43,0.95,117,M1,94.5833031401446
k2020,ratio,equal,43,0.95,130,M0,95.9554932149498
k2020,ratio,equal,43,0.95,130,M1,96.3106775417064
k2020,ratio,equal,43,0.95,140,M0,96.9857477359182
k2020,ratio,equal,43,0.95,140,M1,97.2639570161764
k2020,ratio,equal,43,1,100,M0,97.4228131441373
k2020,ratio,equal,43,1,100,M1,97.6918114009088
k2020,ratio,equal,43,1,117,M0,98.934606619251
k2020,ratio,equal,43,1,117,M1,99.0576915761269
k2020,ratio,equal,43,1,130,M0,99.4653535284463
k2020,ratio,equal,43,1,130,M1,99.5313789643453
k2020,ratio,equal,43,1,140,M0,99.6877509142581
k2020,ratio,equal,43,1,140,M1,99.7281354795886
k2020,ratio,equal,46,0.9,100,M0,57.0380238286287
k2020,ratio,equal,46,0.9,100,M1,58.4680270027952
k2020,ratio,equal,46,0.9,117,M0,63.6482921362333
k2020,ratio,equal,46,0.9,117,M1,65.0136655016318
k2020,ratio,equal,46,0.9,130,M0,68.1209605583799
k2020,ratio,equal,46,0.9,130,M1,69.4191229664612
k2020,ratio,equal,46,0.9,140,M0,71.2382514459301
k2020,ratio,equal,46,0.9,140,M1,72.4775931520579
k2020,ratio,equal,46,0.95,100,M0,86.6336435157678
k2020,ratio,equal,46,0.95,100,M1,87.4321811508167
k2020,ratio,equal,46,0.95,117,M0,91.2440203281085
k2020,ratio,equal,46,0.95,117,M1,91.8248783551787
k2020,ratio,equal,46,0.95,130,M0,93.6864231281316
k2020,ratio,equal,46,0.95,130,M1,94.1362302885041
k2020,ratio,equal,46,0.95,140,M0,95.1035656951088
k2020,ratio,equal,46,0.95,140,M1,95.470398823864
k2020,ratio,equal,46,1,100,M0,95.2969360835544
k2020,ratio,equal,46,1,100,M1,95.6961174714056
k2020,ratio,equal,46,1,117,M0,97.8035631174536
k2020,ratio,equal,46,1,117,M1,98.0104872774982
k2020,ratio,equal,46,1,130,M0,98.7877918555091
k2020,ratio,equal,46,1,130,M1,98.9100903203292
k2020,ratio,equal,46,1,140,M0,99.2375747382789
k2020,ratio,equal,46,1,140,M1,99.3182367103239
k2020,ratio,equal,50,0.9,100,M0,50.958738860725
k2020,ratio,equal,50,0.9,100,M1,52.2053903648594
k2020,ratio,equal,50,0.9,117,M0,57.3239754167136
k2020,ratio,equal,50,0.9,117,M1,58.5466917482216
k2020,ratio,equal,50,0.9,130,M0,61.730863531666
k2020,ratio,equal,50,0.9,130,M1,62.9198967185896
k2020,ratio,equal,50,0.9,140,M0,64.8633920395607
k2020,ratio,equal,50,0.9,140,M1,66.0191281688326
k2020,ratio,equal,50,0.95,100,M0,81.0480702429367
k2020,ratio,equal,50,0.95,100,M1,81.9294248781155
k2020,ratio,equal,50,0.95,117,M0,86.7859750433034
k2020,ratio,equal,50,0.95,117,M1,87.4658586147805
k2020,ratio,equal,50,0.95,130,M0,89.9782670487271
k2020,ratio,equal,50,0.95,130,M1,90.5313865414213
k2020,ratio,equal,50,0.95,140,M0,91.9090635268472
k2020,ratio,equal,50,0.95,140,M1,92.3785455222213
k2020,ratio,equal,50,1,100,M0,91.2599483177015
k2020,ratio,equal,50,1,100,M1,91.8344228350973
k2020,ratio,equal,50,1,117,M0,95.370824698091
k2020,ratio,equal,50,1,117,M1,95.7096449886586
k2020,ratio,equal,50,1,130,M0,97.1817924713069
k2020,ratio,equal,50,1,130,M1,97.4031654104919
k2020,ratio,equal,50,1,140,M0,98.0865846563198
k2020,ratio,equal,50,1,140,M1,98.2444323625404
k2020,ratio,equal,52,0.9,100,M0,48.2456860168614
k2020,ratio,equal,52,0.9,100,M1,49.4080890716827
k2020,ratio,equal,52,0.9,117,M0,54.4624540368851
k2020,ratio,equal,52,0.9,117,M1,55.6133698403187
k2020,ratio,equal,52,0.9,130,M0,58.7983747113488
k2020,ratio,equal,52,0.9,130,M1,59.9273180909197
k2020,ratio,equal,52,0.9,140,M0,61.9031545376392
k2020,ratio,equal,52,0.9,140,M1,63.0082861329797
k2020,ratio,equal,52,0.95,100,M0,78.0916713445558
k2020,ratio,equal,52,0.95,100,M1,79.0001614261926
k2020,ratio,equal,52,0.95,117,M0,84.3477687622063
k2020,ratio,equal,52,0.95,117,M1,85.064193530118
k2020,ratio,equal,52,0.95,130,M0,87.891051057889
k2020,ratio,equal,52,0.95,130,M1,88.4849362670366
k2020,ratio,equal,52,0.95,140,M0,90.0673912482556
k2020,ratio,equal,52,0.95,140,M1,90.5793022468509
k2020,ratio,equal,52,1,100,M0,88.7639859287297
k2020,ratio,equal,52,1,100,M1,89.4190220191134
k2020,ratio,equal,52,1,117,M0,93.7368523106387
k2020,ratio,equal,52,1,117,M1,94.1440270353178
k2020,ratio,equal,52,1,130,M0,96.0321181403011
k2020,ratio,equal,52,1,130,M1,96.3092284145734
k2020,ratio,equal,52,1,140,M0,97.2210661131529
k2020,ratio,equal,52,1,140,M1,97.4250249131597
k2020,ratio,mechanistic,35,0.9,100,M0,79.5839606570757
k2020,ratio,mechanistic,35,0.9,100,M1,81.3385085981804
k2020,ratio,mechanistic,35,0.9,117,M0,85.0022312610431
k2020,ratio,mechanistic,35,0.9,117,M1,86.4354949332969
k2020,ratio,mechanistic,35,0.9,130,M0,88.2259062332513
k2020,ratio,mechanistic,35,0.9,130,M1,89.4333356154228
k2020,ratio,mechanistic,35,0.9,140,M0,90.2585880437358
k2020,ratio,mechanistic,35,0.9,140,M1,91.3080031982051
k2020,ratio,mechanistic,35,0.95,100,M0,97.6971617677255
k2020,ratio,mechanistic,35,0.95,100,M1,98.0228678582889
k2020,ratio,mechanistic,35,0.95,117,M0,98.9275632910493
k2020,ratio,mechanistic,35,0.95,117,M1,99.0950013663464
k2020,ratio,mechanistic,35,0.95,130,M0,99.4100985887197
k2020,ratio,mechanistic,35,0.95,130,M1,99.5084014550175
k2020,ratio,mechanistic,35,0.95,140,M0,99.630178752676
k2020,ratio,mechanistic,35,0.95,140,M1,99.6946592002646
k2020,ratio,mechanistic,35,1,100,M0,99.8086493360655
k2020,ratio,mechanistic,35,1,100,M1,99.8459413807572
k2020,ratio,mechanistic,35,1,117,M0,99.9532416862515
k2020,ratio,mechanistic,35,1,117,M1,99.9632296217504
k2020,ratio,mechanistic,35,1,130,M0,99.9844155907989
k2020,ratio,mechanistic,35,1,130,M1,99.9879506841755
k2020,ratio,mechanistic,35,1,140,M0,99.993380106626
k2020,ratio,mechanistic,35,1,140,M1,99.9949454726332
k2020,ratio,mechanistic,40,0.9,100,M0,69.8700952817942
k2020,ratio,mechanistic,40,0.9,100,M1,71.5492641437331
k2020,ratio,mechanistic,40,0.9,117,M0,75.9695393061222
k2020,ratio,mechanistic,40,0.9,117,M1,77.4622815739584
k2020,ratio,mechanistic,40,0.9,130,M0,79.8699082396505
k2020,ratio,mechanistic,40,0.9,130,M1,81.2141268360951
k2020,ratio,mechanistic,40,0.9,140,M0,82.4743629659387
k2020,ratio,mechanistic,40,0.9,140,M1,83.7054011097122
k2020,ratio,mechanistic,40,0.95,100,M0,93.8332485335259
k2020,ratio,mechanistic,40,0.95,100,M1,94.4078755062441
k2020,ratio,mechanistic,40,0.95,117,M0,96.4874043519648
k2020,ratio,mechanistic,40,0.95,117,M1,96.8499419478821
k2020,ratio,mechanistic,40,0.95,130,M0,97.7356933373079
k2020,ratio,mechanistic,40,0.95,130,M1,97.9858997772616
k2020,ratio,mechanistic,40,0.95,140,M0,98.392872486091
k2020,ratio,mechanistic,40,0.95,140,M1,98.5791258735458
k2020,ratio,mechanistic,40,1,100,M0,98.8018067414214
k2020,ratio,mechanistic,40,1,100,M1,98.9578102014404
k2020,ratio,mechanistic,40,1,117,M0,99.5758523575733
k2020,ratio,mechanistic,40,1,117,M1,99.6367824939122
k2020,ratio,mechanistic,40,1,130,M0,99.8113867765645
k2020,ratio,mechanistic,40,1,130,M1,99.84028813445
k2020,ratio,mechanistic,40,1,140,M0,99.8997419355079
k2020,ratio,mechanistic,40,1,140,M1,99.9158073562513
k2020,ratio,mechanistic,43,0.9,100,M0,64.5456468379039
k2020,ratio,mechanistic,43,0.9,100,M1,66.1127378081281
k2020,ratio,mechanistic,43,0.9,117,M0,70.751382254991
k2020,ratio,mechanistic,43,0.9,117,M1,72.1935041436756
k2020,ratio,mechanistic,43,0.9,130,M0,74.8355178821563
k2020,ratio,mechanistic,43,0.9,130,M1,76.1701864743948
k2020,ratio,mechanistic,43,0.9,140,M0,77.6263404135608
k2020,ratio,mechanistic,43,0.9,140,M1,78.8752086005775
k2020,ratio,mechanistic,43,0.95,100,M0,90.6701270639389
k2020,ratio,mechanistic,43,0.95,100,M1,91.365310057773
k2020,ratio,mechanistic,43,0.95,117,M0,94.2336969554053
k2020,ratio,mechanistic,43,0.95,117,M1,94.7095511776615
k2020,ratio,mechanistic,43,0.95,130,M0,96.032485721464
k2020,ratio,mechanistic,43,0.95,130,M1,96.3832802771136
k2020,ratio,mechanistic,43,0.95,140,M0,97.0355949222005
k2020,ratio,mechanistic,43,0.95,140,M1,97.310704487688
k2020,ratio,mechanistic,43,1,100,M0,97.4228131441373
k2020,ratio,mechanistic,43,1,100,M1,97.6918114009088
k2020,ratio,mechanistic,43,1,117,M0,98.934606619251
k2020,ratio,mechanistic,43,1,117,M1,99.0576915761269
k2020,ratio,mechanistic,43,1,130,M0,99.4653535284463
k2020,ratio,mechanistic,43,1,130,M1,99.5313789643453
k2020,ratio,mechanistic,43,1,140,M0,99.6877509142581
k2020,ratio,mechanistic,43,1,140,M1,99.7281354795886
k2020,ratio,mechanistic,46,0.9,100,M0,59.6915624678134
k2020,ratio,mechanistic,46,0.9,100,M1,61.1305751368114
k2020,ratio,mechanistic,46,0.9,117,M0,65.8648796302527
k2020,ratio,mechanistic,46,0.9,117,M1,67.2246226921997
k2020,ratio,mechanistic,46,0.9,130,M0,70.0154910211034
k2020,ratio,mechanistic,46,0.9,130,M1,71.3008666816457
k2020,ratio,mechanistic,46,0.9,140,M0,72.9018889269475
k2020,ratio,mechanistic,46,0.9,140,M1,74.1248828846958
k2020,ratio,mechanistic,46,0.95,100,M0,87.0308946635406
k2020,ratio,mechanistic,46,0.95,100,M1,87.8182856350776
k2020,ratio,mechanistic,46,0.95,117,M0,91.4726624485385
k2020,ratio,mechanistic,46,0.95,117,M1,92.0451186148591
k2020,ratio,mechanistic,46,0.95,130,M0,93.8315665224885
k2020,ratio,mechanistic,46,0.95,130,M1,94.2751661967092
k2020,ratio,mechanistic,46,0.95,140,M0,95.2043843377432
k2020,ratio,mechanistic,46,0.95,140,M1,95.5664659579885
k2020,ratio,mechanistic,46,1,100,M0,95.2969360835544
k2020,ratio,mechanistic,46,1,100,M1,95.6961174714056
k2020,ratio,mechanistic,46,1,117,M0,97.8035631174536
k2020,ratio,mechanistic,46,1,117,M1,98.0104872774982
k2020,ratio,mechanistic,46,1,130,M0,98.7877918555091
k2020,ratio,mechanistic,46,1,130,M1,98.9100903203292
k2020,ratio,mechanistic,46,1,140,M0,99.2375747382789
k2020,ratio,mechanistic,46,1,140,M1,99.3182367103239
k2020,ratio,mechanistic,50,0.9,100,M0,53.9390376716637
k2020,ratio,mechanistic,50,0.9,100,M1,55.2081546601755
k2020,ratio,mechanistic,50,0.9,117,M0,59.9519546612464
k2020,ratio,mechanistic,50,0.9,117,M1,61.1819484844931
k2020,ratio,mechanistic,50,0.9,130,M0,64.0721833759685
k2020,ratio,mechanistic,50,0.9,130,M1,65.2598201359066
k2020,ratio,mechanistic,50,0.9,140,M0,66.9862905807265
k2020,ratio,mechanistic,50,0.9,140,M1,68.1355400400992
k2020,ratio,mechanistic,50,0.95,100,M0,81.6421981433057
k2020,ratio,mechanistic,50,0.95,100,M1,82.5135239990441
k2020,ratio,mechanistic,50,0.95,117,M0,87.17509501133
k2020,ratio,mechanistic,50,0.95,117,M1,87.845560609579
k2020,ratio,mechanistic,50,0.95,130,M0,90.2504564001521
k2020,ratio,mechanistic,50,0.95,130,M1,90.7956331490076
k2020,ratio,mechanistic,50,0.95,140,M0,92.112713232389
k2020,ratio,mechanistic,50,0.95,140,M1,92.575525276641
k2020,ratio,mechanistic,50,1,100,M0,91.2599483177015
k2020,ratio,mechanistic,50,1,100,M1,91.8344228350973
k2020,ratio,mechanistic,50,1,117,M0,95.370824698091
k2020,ratio,mechanistic,50,1,117,M1,95.7096449886586
k2020,ratio,mechanistic,50,1,130,M0,97.1817924713069
k2020,ratio,mechanistic,50,1,130,M1,97.4031654104919
k2020,ratio,mechanistic,50,1,140,M0,98.0865846563198
k2020,ratio,mechanistic,50,1,140,M1,98.2444323625404
k2020,ratio,mechanistic,52,0.9,100,M0,51.3431748776364
k2020,ratio,mechanistic,52,0.9,100,M1,52.5332599454007
k2020,ratio,mechanistic,52,0.9,117,M0,57.256083645827
k2020,ratio,mechanistic,52,0.9,117,M1,58.4198672968697
k2020,ratio,mechanistic,52,0.9,130,M0,61.3303429218311
k2020,ratio,mechanistic,52,0.9,130,M1,62.4632572406308
k2020,ratio,mechanistic,52,0.9,140,M0,64.2294772630008
k2020,ratio,mechanistic,52,0.9,140,M1,65.3331009256501
k2020,ratio,mechanistic,52,0.95,100,M0,78.7809285719145
k2020,ratio,mechanistic,52,0.95,100,M1,79.6807305904591
k2020,ratio,mechanistic,52,0.95,117,M0,84.8247158378779
k2020,ratio,mechanistic,52,0.95,117,M1,85.5318724986823
k2020,ratio,mechanistic,52,0.95,130,M0,88.2385494761748
k2020,ratio,mechanistic,52,0.95,130,M1,88.8240874869218
k2020,ratio,mechanistic,52,0.95,140,M0,90.3355612607454
k2020,ratio,mechanistic,52,0.95,140,M1,90.8401533033514
k2020,ratio,mechanistic,52,1,100,M0,88.7639859287297
k2020,ratio,mechanistic,52,1,100,M1,89.4190220191134
k2020,ratio,mechanistic,52,1,117,M0,93.7368523106387
k2020,ratio,mechanistic,52,1,117,M1,94.1440270353178
k2020,ratio,mechanistic,52,1,130,M0,96.0321181403011
k2020,ratio,mechanistic,52,1,130,M1,96.3092284145734
k2020,ratio,mechanistic,52,1,140,M0,97.2210661131529
k2020,ratio,mechanistic,52,1,140,M1,97.4250249131597
